
[00:00:00.000 --> 00:00:12.000]  其他事項
[00:00:12.000 --> 00:00:17.000]  今日想和大家分享一個題目叫做「逆流而上」
[00:00:17.000 --> 00:00:22.000]  其實疫情開始至今已經好幾個月的時間
[00:00:22.000 --> 00:00:25.000]  近來你有看新聞的時候
[00:00:25.000 --> 00:00:30.000]  你都知道全球的感染人數已經超過了一百萬
[00:00:30.000 --> 00:00:34.000]  我不知道當下你的心情是怎樣
[00:00:34.000 --> 00:00:36.000]  當你每一天看見新聞
[00:00:36.000 --> 00:00:41.000]  你看到香港的疫情已經進入了第二波的時候
[00:00:41.000 --> 00:00:44.000]  每天有雙位數字的增長
[00:00:44.000 --> 00:00:47.000]  我不知道你心裏面會不會有些什麼擔心
[00:00:47.000 --> 00:00:52.000]  有些專家都說這個疫情不會短時間裏面就結束
[00:00:52.000 --> 00:00:56.000]  可能甚至乎會長達九個月甚至十八個月
[00:00:56.000 --> 00:01:00.000]  去到今年年底甚至乎是明年的年中
[00:01:00.000 --> 00:01:03.000]  面對這個長期的增戰
[00:01:03.000 --> 00:01:07.000]  究竟今天我們用一個什麼心態去面對
[00:01:07.000 --> 00:01:12.000]  我們可以選擇仍然以一個負面或者怨天尤人的方式
[00:01:12.000 --> 00:01:15.000]  去面對這個長期的增戰
[00:01:15.000 --> 00:01:17.000]  但是從另一個角度去看
[00:01:17.000 --> 00:01:20.000]  我們會不會有另一個出路
[00:01:20.000 --> 00:01:23.000]  可以有一個不一樣的體會
[00:01:23.000 --> 00:01:27.000]  今日很想藉著這段經文是《約翰福音》第十二章二十三至二十六節
[00:01:27.000 --> 00:01:29.000]  與我們一同學習
[00:01:29.000 --> 00:01:33.000]  面對疫情當中我們如何能夠逆流而上
[00:01:33.000 --> 00:01:36.000]  請大家先聽我導出當中的經文
[00:01:36.000 --> 00:01:38.000]  經文裏面這樣說
[00:01:38.000 --> 00:01:40.000]  耶穌回答他們說
[00:01:40.000 --> 00:01:42.000]  人子得榮耀的時候到了
[00:01:42.000 --> 00:01:45.000]  我實實在在地告訴你們
[00:01:45.000 --> 00:01:48.000]  一粒物子不落在地裏死了
[00:01:48.000 --> 00:01:50.000]  研究是一粒
[00:01:50.000 --> 00:01:53.000]  若是死了就結出許多子粒來
[00:01:53.000 --> 00:01:57.000]  愛惜自己性命的就喪失生命
[00:01:57.000 --> 00:02:00.000]  那恨惡自己在世上的性命的
[00:02:00.000 --> 00:02:02.000]  要保存性命到永遠
[00:02:02.000 --> 00:02:06.000]  若有人服侍我就當跟從我
[00:02:06.000 --> 00:02:09.000]  我在哪裡服侍我的人也要在哪裡
[00:02:09.000 --> 00:02:11.000]  若有人服侍我
[00:02:11.000 --> 00:02:13.000]  我必須尊重他
[00:02:13.000 --> 00:02:15.000]  讓我們一同禱告
[00:02:15.000 --> 00:02:17.000]  最後感謝你們
[00:02:17.000 --> 00:02:19.000]  讓我們今天仍然有生命氣息
[00:02:19.000 --> 00:02:21.000]  在當中參與網上的崇拜
[00:02:21.000 --> 00:02:25.000]  是我們要知道這個疫情的持續
[00:02:25.000 --> 00:02:28.000]  甚至乎可能是一段比較長的時間
[00:02:28.000 --> 00:02:30.000]  求主你改變我們眾人的心
[00:02:30.000 --> 00:02:33.000]  讓我們不是低頭看到困難的存在
[00:02:33.000 --> 00:02:36.000]  也讓我們願意抬頭仰望主的世界
[00:02:36.000 --> 00:02:38.000]  我們看到上帝你一路的帶領
[00:02:38.000 --> 00:02:40.000]  看到上帝你的恩典與我們同在
[00:02:40.000 --> 00:02:42.000]  讓我們面對一個疫情的時候
[00:02:42.000 --> 00:02:44.000]  我們不是喪膽
[00:02:44.000 --> 00:02:46.000]  我們不是自有憂慮
[00:02:46.000 --> 00:02:47.000]  我們願意迎難而上
[00:02:47.000 --> 00:02:50.000]  與上帝你一同兼並兼同行
[00:02:50.000 --> 00:02:53.000]  去面對生命各種的挑戰和困難
[00:02:53.000 --> 00:02:55.000]  求主繼續的幫助
[00:02:55.000 --> 00:02:56.000]  多謝主我們的禱告交託
[00:02:56.000 --> 00:02:58.000]  奉耶穌基督明智祈求
