
[00:00:00.000 --> 00:00:07.040]  今天跟大家分享摩西十誡第五個誡命
[00:00:07.040 --> 00:00:10.240]  第五個誡命如果你有印象
[00:00:10.240 --> 00:00:12.800]  其實是四個字的
[00:00:12.800 --> 00:00:14.560]  就是孝敬父母
[00:00:14.560 --> 00:00:16.720]  這個也有難度
[00:00:16.720 --> 00:00:19.840]  孝敬父母有時在一個環境中
[00:00:19.840 --> 00:00:22.240]  父母過了一代
[00:00:22.240 --> 00:00:25.280]  這個誡命還要怎樣做下去呢
[00:00:25.280 --> 00:00:28.400]  今天我們也給了一個副題
[00:00:28.400 --> 00:00:32.560]  當你快被供養打低的時候
[00:00:32.560 --> 00:00:37.040]  不是做基督徒很負面地陪父母
[00:00:37.040 --> 00:00:40.240]  供養父母是一件很壓迫的事
[00:00:40.240 --> 00:00:41.840]  而是再一次帶我們看
[00:00:41.840 --> 00:00:44.880]  當你愛惜你的家人
[00:00:44.880 --> 00:00:46.560]  你敬重他們的時候
[00:00:46.560 --> 00:00:48.960]  有時是會勞累的
[00:00:48.960 --> 00:00:51.280]  所以神也要藉著這個誡命
[00:00:51.280 --> 00:00:53.280]  教導我們 釋放我們
[00:00:53.280 --> 00:00:57.440]  讓我們整個群體可以走得更加輕散
[00:00:58.400 --> 00:01:01.840]  最近有一個節目
[00:01:01.840 --> 00:01:05.120]  這個節目訪問其中一個藝人
[00:01:05.120 --> 00:01:06.400]  訪問這個藝人
[00:01:06.400 --> 00:01:09.760]  就是他和他的奶媽很好感情
[00:01:09.760 --> 00:01:13.360]  從來這個藝人出道那麼久
[00:01:13.360 --> 00:01:14.880]  沒有說他父母是怎樣
[00:01:14.880 --> 00:01:17.120]  但有幾次不同的報導
[00:01:17.120 --> 00:01:21.760]  我印象就是孫萱有一個他很疼愛的奶媽
[00:01:21.760 --> 00:01:25.040]  這個節目我自己沒有看到
[00:01:25.040 --> 00:01:30.480]  不過看回一些文章就提到
[00:01:30.480 --> 00:01:32.720]  他其中有些關鍵就是說
[00:01:32.720 --> 00:01:35.520]  明明我不是他親生的
[00:01:35.520 --> 00:01:38.080]  但在自小的陪伴裏面
[00:01:38.080 --> 00:01:40.160]  他對我是很珍貴
[00:01:40.160 --> 00:01:41.680]  如珠如寶一樣
[00:01:41.680 --> 00:01:46.320]  所以他每次無論他做藝人有多風光
[00:01:46.320 --> 00:01:47.520]  多忙碌
[00:01:47.520 --> 00:01:51.920]  他定時定候就會去安老院裏面
[00:01:51.920 --> 00:01:54.240]  陪這位老人家做一件事
[00:01:54.240 --> 00:01:55.760]  就是喝可樂
[00:01:55.760 --> 00:01:59.360]  當看到他喝可樂甜甜的時
[00:01:59.360 --> 00:02:04.800]  他覺得自己能夠盡上一份的孝道一樣
[00:02:04.800 --> 00:02:08.720]  所以今天我們放回我們中國人的世界
[00:02:08.720 --> 00:02:13.680]  上一代有血緣關係的父母以外
[00:02:13.680 --> 00:02:16.000]  有時可能把我們帶大的
[00:02:16.000 --> 00:02:18.880]  可能是那些姐姐、哥哥
[00:02:18.880 --> 00:02:22.720]  又或者可能是堂兄弟、姐妹
[00:02:22.720 --> 00:02:28.160]  甚至乎可能是一些很重要的長輩
[00:02:28.160 --> 00:02:30.720]  阿媽、阿爺、阿公、阿婆
[00:02:30.720 --> 00:02:36.560]  所以我們究竟孝敬父母是否只停留在血緣關係裏面呢
[00:02:36.560 --> 00:02:40.800]  抑或今天藉著這一點再一次教我們
[00:02:40.800 --> 00:02:42.800]  上帝看這個誡命
[00:02:42.800 --> 00:02:46.880]  神眼中當孝敬父母是一回甚麼事呢
[00:02:46.880 --> 00:02:50.640]  我相信他也很想擴張我們
[00:02:50.640 --> 00:02:55.440]  不只是在一個很健全的家庭體系裏面
[00:02:55.440 --> 00:02:57.120]  父母很疼愛我們
[00:02:57.120 --> 00:02:59.360]  給予我們很多陪伴
[00:02:59.360 --> 00:03:02.800]  特別是上一代大部分都是天生天養的
[00:03:02.800 --> 00:03:08.240]  很小的時候就要學怎樣去處理自己和照顧別人
[00:03:08.240 --> 00:03:10.320]  如果用這個去想
[00:03:10.320 --> 00:03:12.800]  父母也不知道去了哪裡
[00:03:12.800 --> 00:03:16.480]  所以今天孝敬父母
[00:03:16.480 --> 00:03:20.800]  不是要在一個很健康的關係裏面才能做到這件事
[00:03:20.800 --> 00:03:22.640]  或者他已經離開了世界
[00:03:22.640 --> 00:03:24.160]  我還怎樣做呢
[00:03:24.160 --> 00:03:27.760]  而我們有一種觀念放在我們裏面
[00:03:27.760 --> 00:03:30.160]  其實在人鱗裏面
[00:03:30.160 --> 00:03:34.400]  從父母這個體系開始擴張下去
[00:03:34.400 --> 00:03:38.880]  要走得健康和有釋放
[00:03:38.880 --> 00:03:41.440]  看看舊約裏面
[00:03:41.440 --> 00:03:45.120]  這個十誡其實也頒佈在甚麼時候
[00:03:45.120 --> 00:03:50.560]  你要走回神的話語放在舊約的時候
[00:03:50.560 --> 00:03:54.800]  這十誡是否合邏輯合理
[00:03:54.800 --> 00:03:56.800]  為何神要花時間
[00:03:56.800 --> 00:04:00.160]  這麼精準的十句就是這十件事
[00:04:00.160 --> 00:04:03.360]  首先在舊約的時候
[00:04:03.360 --> 00:04:06.320]  一群人很勞苦
[00:04:06.320 --> 00:04:07.920]  做奴隸
[00:04:07.920 --> 00:04:10.880]  在埃及這個地方祈禱
[00:04:10.880 --> 00:04:13.920]  或者呼求神救我們這群人
[00:04:13.920 --> 00:04:16.080]  做奴做馬一樣
[00:04:16.080 --> 00:04:18.080]  又要搬磚頭
[00:04:18.080 --> 00:04:20.080]  很多事情是為奴為婢
[00:04:20.080 --> 00:04:23.920]  神帶他們走到埃及
[00:04:23.920 --> 00:04:26.960]  然後經過紅海
[00:04:26.960 --> 00:04:28.480]  去到曠野
[00:04:28.480 --> 00:04:29.760]  去到曠野的時候
[00:04:29.760 --> 00:04:31.760]  你不要想這群人是一盤散沙
[00:04:31.760 --> 00:04:34.960]  其實他們也很有民族意識
[00:04:34.960 --> 00:04:38.880]  大家有共同砌過的回憶
[00:04:38.880 --> 00:04:40.880]  一起被人欺負過的回憶
[00:04:40.880 --> 00:04:42.880]  一起被神拯救的回憶
[00:04:42.880 --> 00:04:46.320]  所以這群人一起去到曠野的時候
[00:04:46.320 --> 00:04:48.320]  神也整裝待發他們
[00:04:48.320 --> 00:04:52.800]  送了一個很重要的應許給他們
[00:04:52.800 --> 00:04:56.640]  將來你們會去到一個嘉南的地方
[00:04:56.640 --> 00:04:58.640]  在這個情況下
[00:04:58.640 --> 00:05:00.640]  這十誡就出了
[00:05:00.640 --> 00:05:05.280]  頭四誡我們逐一聽信息的時候就看到
[00:05:05.280 --> 00:05:07.280]  其中有一個片語
[00:05:07.280 --> 00:05:09.280]  就是耶和華你的神
[00:05:09.280 --> 00:05:15.120]  四誡每一誡都包攬了耶和華你的神
[00:05:15.120 --> 00:05:19.280]  是在說我們要找回和神的態度
[00:05:19.280 --> 00:05:21.280]  神是創造人的
[00:05:21.280 --> 00:05:24.960]  並且在裏面救了整個民族
[00:05:24.960 --> 00:05:28.800]  所以我們不應該在很多神論裏面
[00:05:28.800 --> 00:05:30.800]  慢慢地去選擇
[00:05:30.800 --> 00:05:34.480]  而是找回感謝創造我們的神
[00:05:34.480 --> 00:05:35.760]  繼續跟隨
[00:05:35.760 --> 00:05:37.760]  從這裏開始
[00:05:37.760 --> 00:05:41.120]  第五誡就轉到生活的事情
[00:05:41.120 --> 00:05:43.120]  生活的事情第五誡
[00:05:43.120 --> 00:05:48.720]  在說孝敬父母都提及有耶和華你的神這個字
[00:05:48.720 --> 00:05:51.680]  其中你現在看下去就看到
[00:05:51.680 --> 00:05:55.520]  由頭四誡一直轉到第五誡開始
[00:05:55.520 --> 00:05:57.520]  就是說人倫的關係
[00:05:57.520 --> 00:06:02.080]  之後無論不要做什麼不要做什麼都好
[00:06:02.080 --> 00:06:04.640]  然後再用了兩章
[00:06:04.640 --> 00:06:08.960]  用兩章的時間就提到很多的誡條
[00:06:08.960 --> 00:06:11.520]  怎樣做錯的時候會裁決你的
[00:06:11.520 --> 00:06:14.400]  然後你不要犯條例
[00:06:14.400 --> 00:06:16.960]  有什麼就像是困住你
[00:06:16.960 --> 00:06:22.480]  其實是不是十誡再加多兩章延伸下去
[00:06:22.480 --> 00:06:30.720]  是那麼將一班剛剛出埃及的奴隸又箍他們
[00:06:31.680 --> 00:06:36.240]  我相信十誡裏面神反而是很想釋放他們
