
[00:00:00.000 --> 00:00:06.000]  好,大英姐妹,我都要先移一移東西
[00:00:06.000 --> 00:00:13.000]  在進入經文之前,其實都想問大家一些問題
[00:00:13.000 --> 00:00:19.000]  話說我最近都看YouTube,其實都不是最近才看YouTube,是經常都看YouTube
[00:00:19.000 --> 00:00:21.000]  但看到一些東西,是舊東西來的
[00:00:21.000 --> 00:00:25.000]  去到問些什麼呢?我先試一下
[00:00:27.000 --> 00:00:30.000]  來一次,來一次,來一次,再來一次
[00:00:30.000 --> 00:00:35.000]  啊,我比他快
[00:00:35.000 --> 00:00:44.000]  基督徒的日常生活會做什麼呢?
[00:00:44.000 --> 00:00:47.000]  那個YouTuber就在問,在訪問
[00:00:47.000 --> 00:00:53.000]  我相信大家都有不同的想法,我對眼看到這麼多人
[00:00:53.000 --> 00:00:56.000]  大家都有不同的想法,每個人的想法都不一樣的
[00:00:56.000 --> 00:01:00.000]  但我自己在想,因為我自己的想法
[00:01:00.000 --> 00:01:09.000]  我猜最多人回應的答案,不外乎回教會和祈禱
[00:01:09.000 --> 00:01:13.000]  其實他問的時候,我也是這樣想的
[00:01:13.000 --> 00:01:16.000]  誰知道被我猜中了
[00:01:16.000 --> 00:01:23.000]  因為那段YouTube裡面,大學生團體不斷去問身邊的同學
[00:01:23.000 --> 00:01:26.000]  就問,你覺得怎樣怎樣
[00:01:26.000 --> 00:01:32.000]  真的,他們的回應是挺特別的
[00:01:32.000 --> 00:01:39.000]  他們未必覺得你是一個很好的人,回教會不代表你好的
[00:01:39.000 --> 00:01:43.000]  但他們會留意到,你們的星期六星期日會回教會
[00:01:43.000 --> 00:01:46.000]  吃飯之前會祈禱
[00:01:46.000 --> 00:01:51.000]  甚至乎那些受訪者,他們覺得基督徒什麼原因回教會呢?
[00:01:51.000 --> 00:01:54.000]  他們覺得自己犯了錯,所以就回教會
[00:01:54.000 --> 00:01:59.000]  為什麼要祈禱?因為他們覺得自己有錯,所以要凝聚祈禱
[00:01:59.000 --> 00:02:04.000]  這也是真的一部分
[00:02:04.000 --> 00:02:08.000]  所以我從他們受訪者的回應,我都猜他們應該是非信徒
[00:02:08.000 --> 00:02:11.000]  因為他們好像明白一點,不明白一點
[00:02:11.000 --> 00:02:14.000]  但又說回我們作為基督徒
[00:02:14.000 --> 00:02:17.000]  其實我們是不是真的很明白什麼原因回教會和祈禱呢?
[00:02:17.000 --> 00:02:20.000]  特別是我們接下來想說的祈禱
[00:02:20.000 --> 00:02:23.000]  你們作為我,我又說是基督徒
[00:02:23.000 --> 00:02:27.000]  是不是真的很明白祈禱是什麼一回事呢?
[00:02:27.000 --> 00:02:33.000]  不說那麼多,先說些厲害的,神學院的老師
[00:02:33.000 --> 00:02:35.000]  有一個神學院的老師這樣說過
[00:02:35.000 --> 00:02:39.000]  他說很多基督徒以為祈禱是不用學的
[00:02:39.000 --> 00:02:43.000]  我想到什麼就說什麼,很簡單
[00:02:43.000 --> 00:02:46.000]  但他說如果真的這麼簡單的話
[00:02:46.000 --> 00:02:51.000]  其實門徒是不需要請教耶穌教他們祈禱
[00:02:51.000 --> 00:02:56.000]  所以有見及此,接下來這兩個月
[00:02:56.000 --> 00:02:59.000]  我們都會一起學習祈禱的信息
[00:02:59.000 --> 00:03:04.000]  頭六次就是聖經的舊約人物,之後就是新約
[00:03:04.000 --> 00:03:08.000]  但我先說什麼原因要說舊約呢?
[00:03:08.000 --> 00:03:12.000]  有件事是真的,祈禱不是耶穌獨創的
[00:03:12.000 --> 00:03:14.000]  不要以為耶穌來的新早就是祈禱
[00:03:14.000 --> 00:03:16.000]  我們奉主名求就行了
[00:03:16.000 --> 00:03:20.000]  其實耶穌也是延續所有以色列人的傳統
[00:03:20.000 --> 00:03:23.000]  所以祈禱是一個很豐富的學習題目
[00:03:23.000 --> 00:03:28.000]  我們在舊約裡面學習,一定會有些得著
[00:03:28.000 --> 00:03:33.000]  而今天我想第一個我要討告的人物就是阿伯拉罕
[00:03:33.000 --> 00:03:36.000]  一如以往,我自己也有一個模式
[00:03:36.000 --> 00:03:38.000]  我們先大家一起看看聖經
[00:03:38.000 --> 00:03:43.000]  看完聖經之後,我會分享我在聖經裡面的靈受
[00:03:43.000 --> 00:03:46.000]  所以現在邀請大家一起看看上帝的畫
[00:03:46.000 --> 00:03:50.000]  經文來自《創世紀》十八章
[00:03:50.000 --> 00:03:56.000]  那裡是這樣的,義人轉身即將離開那裡去索多瑪
[00:03:56.000 --> 00:03:59.000]  但阿伯拉罕仍然站在耶和華的面前
[00:03:59.000 --> 00:04:04.000]  阿伯拉罕近前來說,你真的要將義人和惡人一起除滅嗎?
[00:04:04.000 --> 00:04:09.000]  如果那裡城裡面有五十個義人,你真的還要除滅嗎?
[00:04:09.000 --> 00:04:13.000]  如果城裡面有五十個義人,你會否搖了那個地方呢?
[00:04:13.000 --> 00:04:15.000]  你絕對不會做這件事的
[00:04:15.000 --> 00:04:19.000]  你不會將義人和惡人一起殺了
[00:04:19.000 --> 00:04:23.000]  令義人和惡人的下場都一樣,你不會這樣做的
[00:04:23.000 --> 00:04:27.000]  審判權力的主不會做一些不公平的事
[00:04:27.000 --> 00:04:31.000]  耶和華就回應,如果在索多瑪裡面找到五十個義人
[00:04:31.000 --> 00:04:34.000]  我就會為他們的緣故搖雪這個地方
[00:04:34.000 --> 00:04:41.000]  阿伯拉罕繼續說,我雖然只是塵土灰燼,我還敢向主說話嗎?
[00:04:41.000 --> 00:04:43.000]  假如那裡的五十個義人少了五個
[00:04:43.000 --> 00:04:46.000]  你會否因為少了五個而毀滅整個城市呢?
[00:04:46.000 --> 00:04:49.000]  他說如果那裡真的有四十五個,我就不毀滅了
[00:04:49.000 --> 00:04:52.000]  阿伯拉罕又再追問,如果那裡有四十個呢?
[00:04:52.000 --> 00:04:56.000]  神就說,如果有四十個的話,我也不敢做
[00:04:56.000 --> 00:04:59.000]  繼續下去,阿伯拉罕就說,你不要生氣了
[00:04:59.000 --> 00:05:01.000]  你用我說,如果在那裡找到三十個呢?
[00:05:01.000 --> 00:05:04.000]  神就說,如果找到三十個,我也不做
[00:05:04.000 --> 00:05:07.000]  阿伯拉罕繼續問,我還敢向主說話嗎?
[00:05:07.000 --> 00:05:09.000]  假如那裡有二十個呢?
[00:05:09.000 --> 00:05:12.000]  神就說,如果有二十個的緣故,我也不毀滅
[00:05:12.000 --> 00:05:15.000]  阿伯拉罕再問一次,求主你不要生氣
[00:05:15.000 --> 00:05:18.000]  我再說一次,如果那裡只有十個人的話,那怎麼辦?
[00:05:18.000 --> 00:05:21.000]  神就說,因為十個人的緣故,我也不毀滅
[00:05:21.000 --> 00:05:25.000]  說完之後,耶和華和阿伯拉罕就一起走了
[00:05:25.000 --> 00:05:28.000]  阿伯拉罕也回到自己的地方
[00:05:28.000 --> 00:05:34.000]  其實我不需要說,大家也很熟悉這段經文
[00:05:34.000 --> 00:05:39.000]  簡單說,阿伯拉罕非常關心一個問題
[00:05:39.000 --> 00:05:42.000]  異人和惡人竟然一樣下場
[00:05:42.000 --> 00:05:47.000]  所以他就懇求神,由五十開始,四十五,四十三,二十
[00:05:47.000 --> 00:05:49.000]  最後只剩下十個人
[00:05:49.000 --> 00:05:53.000]  他懇求神,如果城裡面只剩下十個異人
[00:05:53.000 --> 00:05:55.000]  主你不要滅掉那個地方
[00:05:55.000 --> 00:05:58.000]  最後神是答應了阿伯拉罕的要求
[00:05:58.000 --> 00:06:02.000]  只要十個異人,就不會去屠城
[00:06:02.000 --> 00:06:06.000]  我做一個圖表給大家
[00:06:06.000 --> 00:06:11.000]  圖表是方便大家去明白這段經文的內容和細節
[00:06:11.000 --> 00:06:15.000]  很多聖經學者都會覺得,這段是法庭的場景
[00:06:15.000 --> 00:06:19.000]  有審判官,證人,有些要提供的供詞
[00:06:19.000 --> 00:06:25.000]  我重申一次,我們今天學習的是阿伯拉罕的祈禱
[00:06:25.000 --> 00:06:30.000]  而這段經文,學者都認為這是阿伯拉罕的祈禱
[00:06:30.000 --> 00:06:33.000]  不過我們要留意一件事
[00:06:33.000 --> 00:06:37.000]  阿伯拉罕的祈禱方式,和我們看的舊約人物
[00:06:37.000 --> 00:06:40.000]  甚至和我們的祈禱方式都很不一樣
[00:06:40.000 --> 00:06:46.000]  整件事我會說,好像和神理論中
[00:06:46.000 --> 00:06:51.000]  那種語氣和理論程度是很迫切
[00:06:51.000 --> 00:06:55.000]  我會說這種獨特的祈禱方式
[00:06:55.000 --> 00:07:00.000]  甚至這麼大膽的方式,是阿伯拉罕獨有的
[00:07:00.000 --> 00:07:05.000]  但這個獨有,正正反映了神和阿伯拉罕
[00:07:05.000 --> 00:07:09.000]  他們有一個很特別的關係,因為他們是納約的關係
[00:07:09.000 --> 00:07:14.000]  回到圖表,阿伯拉罕為了索多瑪祈求的時候
[00:07:14.000 --> 00:07:17.000]  其實我嘗試分兩個重點
[00:07:17.000 --> 00:07:21.000]  每個重點有三次的提議方案
[00:07:21.000 --> 00:07:26.000]  第一個重點,我會說是屬於求耶和華的公義
[00:07:26.000 --> 00:07:30.000]  請你有公平公義對待這個城市
[00:07:30.000 --> 00:07:33.000]  不要將異人和惡人一起消滅
[00:07:33.000 --> 00:07:37.000]  第二個重點,我會說是求耶和華師恩憐憫
[00:07:37.000 --> 00:07:43.000]  如果這個城有十個異人,你都不要毀滅這個地方
[00:07:43.000 --> 00:07:46.000]  我們先看看第一組的對話
[00:07:46.000 --> 00:07:55.000]  在第一組的提議中,阿伯拉罕已經三次質問耶和華同一個問題
[00:07:55.000 --> 00:08:00.000]  異人和惡人的結果是否一樣,藍色的字
[00:08:00.000 --> 00:08:05.000]  阿伯拉罕首先不是質疑神有沒有能力可以消滅這個地方
[00:08:05.000 --> 00:08:07.000]  他相信神是能夠搞定的
[00:08:07.000 --> 00:08:09.000]  但阿伯拉罕反對的是什麼
[00:08:09.000 --> 00:08:15.000]  神你這種格殺勿論,你不理好人壞人
[00:08:15.000 --> 00:08:20.000]  異人就是無辜的,什麼叫惡人
[00:08:20.000 --> 00:08:24.000]  你犯罪,你混在一起,你不可以分開嗎
[00:08:24.000 --> 00:08:29.000]  在質疑的中間,提出了一個建議
[00:08:29.000 --> 00:08:33.000]  在24字,如果有50個人怎麼辦
[00:08:33.000 --> 00:08:37.000]  阿伯拉罕假設不是說我知道裡面有50個人,我數過
[00:08:37.000 --> 00:08:40.000]  他不是,他只是假設
[00:08:40.000 --> 00:08:43.000]  不過這是一個很重要的問題
[00:08:43.000 --> 00:08:50.000]  我們可能會問,阿伯拉罕為什麼要求神放過這些壞人
[00:08:50.000 --> 00:08:53.000]  如果你看到壞事,你看到桌子髒
[00:08:53.000 --> 00:08:56.000]  你不會因為那些不髒的地方而不清潔
[00:08:56.000 --> 00:08:58.000]  你已經清潔了那些髒東西
[00:08:58.000 --> 00:09:02.000]  但你清潔了髒東西,你整張桌子都已經清潔了
[00:09:02.000 --> 00:09:07.000]  但不是,現在竟然說清潔了就好了嗎
[00:09:07.000 --> 00:09:11.000]  不是,阿伯拉罕不是這樣想的
[00:09:11.000 --> 00:09:14.000]  可能是我這樣想,清潔桌子
[00:09:14.000 --> 00:09:17.000]  我們可能會想,阿伯拉罕不是這樣的
[00:09:17.000 --> 00:09:22.000]  因為阿伯拉罕知道他的親戚,羅德的侄子住在那裡
[00:09:22.000 --> 00:09:25.000]  所以他很想為羅德祈求
