
[00:00:00.000 --> 00:00:02.500]  又輪到我和大家分享了
[00:00:02.500 --> 00:00:06.700]  我先介紹自己,我叫蘇平恩,大家可以叫我Benny
[00:00:06.700 --> 00:00:11.900]  今年是2026年第一次在小聯堂和大家分享
[00:00:11.900 --> 00:00:19.100]  今年的題目,我分享的系列叫快高長大系列
[00:00:19.100 --> 00:00:23.900]  快高長大即是你家有小朋友,都會希望他快高長大
[00:00:23.900 --> 00:00:28.900]  即是有基督徒都期望靈明、生命、快高長大
[00:00:28.900 --> 00:00:34.900]  今年因為安息假期的緣故,只得三講
[00:00:34.900 --> 00:00:41.500]  這三講很重要,今天是講第一講,即是最重要的那一項
[00:00:41.500 --> 00:00:44.000]  怎樣才能夠快高長大呢?
[00:00:44.000 --> 00:00:48.100]  黏著不放,黏著甚麼奶粉,吃得好快高長大呢?
[00:00:48.100 --> 00:00:50.900]  我和大家看看,問一問大家
[00:00:50.900 --> 00:00:55.500]  你上班的時候,如果上班有不好的表現
[00:00:55.500 --> 00:01:00.700]  你的業績低,公司會怎樣對你?裁員,炒掉你最方便
[00:01:00.700 --> 00:01:02.700]  找別人給少點錢,最好
[00:01:02.700 --> 00:01:07.700]  你覺得大公司會這樣做嗎?大公司不會?
[00:01:07.700 --> 00:01:11.700]  都會,很大聲,大家都很有經驗,被人裁員
[00:01:11.700 --> 00:01:18.700]  你知道全世界最多分店的公司是哪間?
[00:01:18.700 --> 00:01:20.700]  香港都有的?
[00:01:20.700 --> 00:01:26.700]  麥當勞,大家覺得香港,去到全世界
[00:01:26.700 --> 00:01:30.700]  麥當勞叔叔和肯德基爸爸經常都咬手瓜
[00:01:30.700 --> 00:01:35.700]  通常都是麥當勞叔叔贏,因為很龐大
[00:01:35.700 --> 00:01:42.700]  麥當勞的餐廳、快餐店的數字,多少間店舖,猜到嗎?
[00:01:42.700 --> 00:01:46.700]  在120個國家都有麥當勞
[00:01:46.700 --> 00:01:50.700]  全世界大約有3萬8千間分店
[00:01:50.700 --> 00:01:54.700]  就這樣在歐戰爭開始的時候,美國撤退俄羅斯的業務
[00:01:54.700 --> 00:01:57.700]  麥當勞是美國公司,所以撤退
[00:01:57.700 --> 00:02:03.700]  一撤退,有850間分店關門,有6萬2千人失業
[00:02:03.700 --> 00:02:08.700]  一間快餐店一關門,有6萬2千人失業,很厲害
[00:02:08.700 --> 00:02:11.700]  這是全世界的數字
[00:02:11.700 --> 00:02:15.700]  香港又怎樣?香港有麥當勞多少年?
[00:02:15.700 --> 00:02:20.700]  去年沒有看《霆鋒》,50年了,去年《霆鋒》做給我們看
[00:02:20.700 --> 00:02:24.700]  百德新街重建,很漂亮的景色,文念中做的
[00:02:24.700 --> 00:02:29.700]  香港由1975年去到去年已經50週年
[00:02:29.700 --> 00:02:34.700]  大約有200到今天,251至260間分店
[00:02:34.700 --> 00:02:37.700]  知不知道為什麼這樣說,為什麼不肯定數字
[00:02:37.700 --> 00:02:41.700]  因為有些又關,有些又開,有些準備開
[00:02:41.700 --> 00:02:43.700]  大約是這個數字
[00:02:43.700 --> 00:02:51.700]  我自己經常去麥當勞,一個星期最少一次
[00:02:51.700 --> 00:02:55.700]  有時兩次,有時三次,快,方便,女兒又喜歡吃
[00:02:55.700 --> 00:02:59.700]  去的時候,還有一樣東西,因為便宜
[00:02:59.700 --> 00:03:03.700]  大家覺得便宜嗎?最便宜的餐計
[00:03:03.700 --> 00:03:05.700]  知不知道是什麼餐?最便宜的餐
[00:03:05.700 --> 00:03:10.700]  最後彈漢堡,這些是粉絲,粉絲會員,我也是
[00:03:10.700 --> 00:03:16.700]  去年2025年28元,今年加價30元,仍然有薯條送
[00:03:16.700 --> 00:03:20.700]  不過很煩,最近薯條有問題,投訴了很多次
[00:03:20.700 --> 00:03:24.700]  拿不到薯條,全世界,我覺得這個餐是最便宜的餐
[00:03:24.700 --> 00:03:27.700]  香港最便宜的餐,是全世界最便宜的餐
[00:03:27.700 --> 00:03:30.700]  大家相不相信,比中國內地最便宜的餐便宜
[00:03:30.700 --> 00:03:33.700]  我去過很多國家,我真的很喜歡去麥當勞
[00:03:33.700 --> 00:03:35.700]  每個國家我都去麥當勞
[00:03:35.700 --> 00:03:38.700]  有些麥當勞有酒喝,有些有酒牌
[00:03:38.700 --> 00:03:41.700]  全世界有很多不同的東西,有不同的東西吃
[00:03:41.700 --> 00:03:46.700]  有去波士頓有蜜蘿蔔,有蟹夾在那裡
[00:03:46.700 --> 00:03:50.700]  有很多不同的,香港也有一個特色
[00:03:50.700 --> 00:03:55.700]  在長洲知不知道有一個什麼?齋漢堡
[00:03:55.700 --> 00:04:00.700]  有腸包山那天,賣齋漢堡,是香港的特色
[00:04:00.700 --> 00:04:04.700]  為什麼能夠賣得這麼便宜?
[00:04:04.700 --> 00:04:07.700]  麥當勞會不會倒閉?剛才那個理念
[00:04:07.700 --> 00:04:12.700]  如果表現不好,業績不好,便會倒閉
[00:04:12.700 --> 00:04:17.700]  大公司都說會,但麥當勞會不會呢?
[00:04:17.700 --> 00:04:20.700]  麥當勞如果大約在半年前
[00:04:20.700 --> 00:04:23.700]  天星碼頭旁邊那間星光行麥當勞,有沒有聽到?
[00:04:23.700 --> 00:04:26.700]  賣舖,聽到吧?
[00:04:26.700 --> 00:04:28.700]  是不是業績不好呢?
[00:04:28.700 --> 00:04:30.700]  但現在看清楚一點,原來賣完舖之後
[00:04:30.700 --> 00:04:34.700]  那間是繼續營業的,繼續營業的
[00:04:34.700 --> 00:04:38.700]  有什麼有趣的呢?又賣舖又繼續營業又繼續做的呢?
[00:04:38.700 --> 00:04:41.700]  又賣得這麼便宜,究竟有沒有得做呢?
[00:04:41.700 --> 00:04:43.700]  其實答案是有得做的
[00:04:43.700 --> 00:04:45.700]  我再找一下,研究一下的時候知道了
[00:04:45.700 --> 00:04:49.700]  麥當勞的核心業務不是做快餐店,不是賣包的
[00:04:49.700 --> 00:04:53.700]  他們是做房地產的,想不到吧
[00:04:53.700 --> 00:04:58.700]  他們是做房地產的,即是賣了舖仍然會繼續營業
[00:04:58.700 --> 00:05:03.700]  理念是怎樣呢?我講一講以前的經驗告訴大家
[00:05:03.700 --> 00:05:05.700]  很多年前我做電影的時候
[00:05:05.700 --> 00:05:08.700]  要找一個餐廳景拍戲
[00:05:08.700 --> 00:05:10.700]  找一些漂亮的格調的餐廳
[00:05:10.700 --> 00:05:13.700]  走到伊利近街,中環那邊
[00:05:13.700 --> 00:05:15.700]  那時候叫新SOHO
[00:05:15.700 --> 00:05:17.700]  那邊很棒,很多新的餐廳開
[00:05:17.700 --> 00:05:22.700]  有意大利餐,有法國菜,有印度,越南
[00:05:22.700 --> 00:05:25.700]  什麼國家的菜都有
[00:05:25.700 --> 00:05:29.700]  我進去拍照,跟店舖的經理說
[00:05:29.700 --> 00:05:31.700]  我想借你的店舖拍戲,可以嗎?
[00:05:31.700 --> 00:05:35.700]  我進去一間,但我決定不到,要問老闆
[00:05:35.700 --> 00:05:37.700]  給了一張卡片,我問老闆
[00:05:37.700 --> 00:05:40.700]  每次都是這樣,都不肯答應
[00:05:40.700 --> 00:05:42.700]  拿了卡片回公司打電話
[00:05:42.700 --> 00:05:45.700]  打電話,有一個很神奇的事發生了
[00:05:45.700 --> 00:05:46.700]  知不知道為什麼?
[00:05:46.700 --> 00:05:49.700]  全部卡片的電話都一樣
[00:05:49.700 --> 00:05:51.700]  你們害怕嗎?
[00:05:51.700 --> 00:05:53.700]  全部一樣?
[00:05:53.700 --> 00:05:55.700]  就是麥當勞一樣
[00:05:55.700 --> 00:05:58.700]  伊利近街那些舊樓
[00:05:58.700 --> 00:06:00.700]  那是很不旺的
[00:06:00.700 --> 00:06:03.700]  一間公司買起所有的店舖
[00:06:03.700 --> 00:06:07.700]  做不同國家的食物,做旺了那條街
[00:06:07.700 --> 00:06:10.700]  做旺了那條街,不是靠買食物
[00:06:10.700 --> 00:06:13.700]  做旺了之後,房地產就起了
[00:06:13.700 --> 00:06:15.700]  接著就可以賣店了
[00:06:15.700 --> 00:06:18.700]  麥當勞一樣,同樣一樣
[00:06:18.700 --> 00:06:22.700]  我剛剛聖誕節去完俄羅斯玩
[00:06:22.700 --> 00:06:24.700]  要在北京轉機
[00:06:24.700 --> 00:06:28.700]  有一晚在北京酒店區過夜
[00:06:28.700 --> 00:06:31.700]  酒店區是新開的
[00:06:31.700 --> 00:06:35.700]  我去那一程,看到金門
[00:06:35.700 --> 00:06:37.700]  金拱門
[00:06:37.700 --> 00:06:39.700]  說今晚可以來這裡吃東西
[00:06:39.700 --> 00:06:41.700]  看清楚,全都暗了
[00:06:41.700 --> 00:06:42.700]  原來關了
[00:06:42.700 --> 00:06:44.700]  沒有了,去了別處吃東西
[00:06:44.700 --> 00:06:46.700]  回程,一樣從俄羅斯回來
[00:06:46.700 --> 00:06:48.700]  有東西看才回來香港
[00:06:48.700 --> 00:06:50.700]  去到那間麥當勞門口
