
[00:00:00.000 --> 00:00:02.560]  第一節先說說平安
[00:00:02.560 --> 00:00:06.560]  今天很久沒見大家
[00:00:06.560 --> 00:00:09.600]  我Kim叔今天跟大家分享一個訊息
[00:00:09.600 --> 00:00:12.000]  開始之前
[00:00:12.000 --> 00:00:23.800]  今天我們要說的訊息是一個新的港島系列
[00:00:23.800 --> 00:00:27.800]  有一個港島系列叫做大逆不道
[00:00:27.800 --> 00:00:29.800]  其實是什麼呢?
[00:00:29.800 --> 00:00:32.800]  不如先看這個
[00:00:32.800 --> 00:00:34.800]  其實一年八個星期
[00:00:34.800 --> 00:00:36.800]  我們一眾青少年目者
[00:00:36.800 --> 00:00:38.800]  三十多名青少年目者
[00:00:38.800 --> 00:00:40.800]  都會想跟大家分享一個訊息
[00:00:40.800 --> 00:00:42.800]  你說說是什麼呢?
[00:00:42.800 --> 00:00:44.800]  我簡單一點說
[00:00:44.800 --> 00:00:45.800]  很簡單
[00:00:45.800 --> 00:00:47.800]  大家相信了主
[00:00:47.800 --> 00:00:49.800]  或者回來都想認識耶穌
[00:00:49.800 --> 00:00:51.800]  你一定相信信耶穌是一件好事
[00:00:51.800 --> 00:00:53.800]  你不會覺得不好
[00:00:53.800 --> 00:00:55.800]  但又很有趣
[00:00:55.800 --> 00:00:57.800]  當我們知道耶穌
[00:00:57.800 --> 00:00:58.800]  我們信耶穌
[00:00:58.800 --> 00:01:00.800]  我們知道耶穌是好的時候
[00:01:00.800 --> 00:01:02.800]  其實什麼答案都是主安排的
[00:01:02.800 --> 00:01:04.800]  都是主決定的
[00:01:04.800 --> 00:01:05.800]  耶穌是最好
[00:01:05.800 --> 00:01:06.800]  贏了
[00:01:06.800 --> 00:01:07.800]  說完
[00:01:07.800 --> 00:01:08.800]  句號
[00:01:08.800 --> 00:01:09.800]  是不是? 完了
[00:01:09.800 --> 00:01:10.800]  沒什麼好說
[00:01:10.800 --> 00:01:12.800]  但我想說這個終極答案不是錯的
[00:01:12.800 --> 00:01:14.800]  不是錯是對的
[00:01:14.800 --> 00:01:17.800]  不過當我們有這種思維去思考的時候
[00:01:17.800 --> 00:01:20.800]  我們再一次去看聖經的時候
[00:01:20.800 --> 00:01:22.800]  我們就會很容易忽略了什麼
[00:01:22.800 --> 00:01:25.800]  聖經人物其實都有軟弱
[00:01:25.800 --> 00:01:27.800]  都有掙扎
[00:01:27.800 --> 00:01:29.800]  舉個最出名的例子
[00:01:29.800 --> 00:01:30.800]  彼得
[00:01:30.800 --> 00:01:31.800]  三次不認主
[00:01:31.800 --> 00:01:33.800]  我一定說他屎
[00:01:33.800 --> 00:01:34.800]  沒料到
[00:01:34.800 --> 00:01:35.800]  給我就不會了
[00:01:35.800 --> 00:01:37.800]  你敢不敢說?
[00:01:37.800 --> 00:01:38.800]  不敢
[00:01:38.800 --> 00:01:41.800]  所以你不敢說的時候就行了
[00:01:41.800 --> 00:01:43.800]  因為我們就是要去看清楚
[00:01:43.800 --> 00:01:45.800]  我們要感受
[00:01:45.800 --> 00:01:47.800]  聖經人物的軟弱和掙扎
[00:01:47.800 --> 00:01:49.800]  他們那些東西其實很真實
[00:01:49.800 --> 00:01:50.800]  跟我們很像
[00:01:50.800 --> 00:01:52.800]  當我們理解到他們的時候
[00:01:52.800 --> 00:01:53.800]  我們就明白
[00:01:53.800 --> 00:01:54.800]  信仰
[00:01:54.800 --> 00:01:59.800]  怎樣可以顛覆到這些軟弱掙扎的人的生命
[00:01:59.800 --> 00:02:01.800]  改變他們的價值觀
[00:02:01.800 --> 00:02:06.800]  甚至他願意活出一個跟他想像不一樣的世界
[00:02:06.800 --> 00:02:09.800]  他都仍然持守他的信仰
[00:02:09.800 --> 00:02:11.800]  所以我們即將到來的八個星期
[00:02:11.800 --> 00:02:15.800]  我們所有的青少年目者都想邀請大家再一次看聖經
[00:02:15.800 --> 00:02:19.800]  我們重新發現這種現實和信仰中的矛盾
[00:02:19.800 --> 00:02:20.800]  是矛盾的
[00:02:20.800 --> 00:02:24.800]  不過我們怎樣在人性中的軟弱和掙扎中
[00:02:24.800 --> 00:02:28.800]  我們才能看得到信仰的力量在哪裡
[00:02:28.800 --> 00:02:30.800]  第一講
[00:02:30.800 --> 00:02:34.800]  埋怨可恥,但恨猶庸
[00:02:34.800 --> 00:02:35.800]  你都不明白我說什麼
[00:02:35.800 --> 00:02:37.800]  所以我先講一個故事
[00:02:37.800 --> 00:02:40.800]  這個故事可能大家都聽過
[00:02:40.800 --> 00:02:42.800]  話說以前有一個村莊
[00:02:42.800 --> 00:02:43.800]  忽然間水浸
[00:02:43.800 --> 00:02:45.800]  水百年一遇那種
[00:02:45.800 --> 00:02:46.800]  噴噴噴的
[00:02:46.800 --> 00:02:48.800]  裡面有一間教堂
[00:02:48.800 --> 00:02:50.800]  裡面有位牧師
[00:02:50.800 --> 00:02:55.800]  他看到水浸到腳眼
[00:02:55.800 --> 00:02:58.800]  祈禱:主啊,你救我吧
[00:02:58.800 --> 00:02:59.800]  請救我吧
[00:02:59.800 --> 00:03:02.800]  這個時候真的有一艘小艇
[00:03:02.800 --> 00:03:04.800]  有救生員參與小艇來
[00:03:04.800 --> 00:03:06.800]  看到牧師:牧師,你快點上來吧
[00:03:06.800 --> 00:03:09.800]  你不快點上來就淹死了
[00:03:09.800 --> 00:03:10.800]  牧師怎麼說呢
[00:03:10.800 --> 00:03:12.800]  牧師說:不用了,你先救其他人吧
[00:03:12.800 --> 00:03:14.800]  上帝會救我的
[00:03:14.800 --> 00:03:16.800]  你先救其他人吧
[00:03:16.800 --> 00:03:18.800]  救生員也沒辦法,要走
[00:03:18.800 --> 00:03:23.800]  接著水浸到椅子上
[00:03:23.800 --> 00:03:25.800]  站在椅子上
[00:03:25.800 --> 00:03:28.800]  接著有快艇來
[00:03:28.800 --> 00:03:30.800]  是警員
[00:03:30.800 --> 00:03:32.800]  牧師,快點上來吧
[00:03:32.800 --> 00:03:34.800]  浸到椅子上
[00:03:34.800 --> 00:03:36.800]  你再不走就不行了
[00:03:36.800 --> 00:03:38.800]  牧師又是那句
[00:03:38.800 --> 00:03:41.800]  你走吧,上帝會救我的
[00:03:41.800 --> 00:03:43.800]  你先救其他人吧
[00:03:43.800 --> 00:03:46.800]  警員說:你這樣說就沒辦法了
[00:03:46.800 --> 00:03:48.800]  你走吧
[00:03:48.800 --> 00:03:52.800]  水浸到椅子上
[00:03:52.800 --> 00:03:54.800]  他也會游泳
[00:03:54.800 --> 00:03:57.800]  可以拉著十字架還沒死
[00:03:57.800 --> 00:04:00.800]  這個時候突然有直升機經過
[00:04:00.800 --> 00:04:04.800]  後面叫牧師:牧師,你快點上來吧
[00:04:04.800 --> 00:04:06.800]  你不快點上來就淹死了
[00:04:06.800 --> 00:04:09.800]  牧師又是那句
[00:04:09.800 --> 00:04:14.800]  上帝會派天使天君來救我的
[00:04:14.800 --> 00:04:16.800]  你先救其他人吧
[00:04:16.800 --> 00:04:20.800]  如是者也沒辦法,要走
[00:04:20.800 --> 00:04:23.800]  最後結果是怎樣?
[00:04:23.800 --> 00:04:25.800]  死了
[00:04:25.800 --> 00:04:27.800]  死了
[00:04:27.800 --> 00:04:29.800]  很有趣的故事原來還有下半場
[00:04:29.800 --> 00:04:32.800]  牧師死了後,上天堂終於見到上帝
[00:04:32.800 --> 00:04:34.800]  見到上帝當然很生氣
[00:04:34.800 --> 00:04:36.800]  第一句:主啊,有沒有搞錯?
[00:04:36.800 --> 00:04:38.800]  我一輩子來奉獻祢
[00:04:38.800 --> 00:04:42.800]  我求祢,我祈禱求祢
[00:04:42.800 --> 00:04:45.800]  你竟然不派天使天君來救我?
[00:04:45.800 --> 00:04:47.800]  有沒有搞錯?
[00:04:47.800 --> 00:04:50.800]  上帝見到他就說:不是啊
[00:04:50.800 --> 00:04:52.800]  我第一次派一個艇來救你
[00:04:52.800 --> 00:04:53.800]  你又不要
[00:04:53.800 --> 00:04:55.800]  我以為你不喜歡的艇就夠了
[00:04:55.800 --> 00:04:57.800]  我派一個更厲害的,派一個快艇來
[00:04:57.800 --> 00:04:59.800]  誰知道你又不喜歡
[00:04:59.800 --> 00:05:01.800]  那算了,我派一個更厲害的
[00:05:01.800 --> 00:05:05.800]  那些國家政要坐的直升機
[00:05:05.800 --> 00:05:08.800]  派一個直升機來,多高級
[00:05:08.800 --> 00:05:09.800]  你又不要
[00:05:09.800 --> 00:05:12.800]  我以為你很想回來見我
[00:05:12.800 --> 00:05:17.800]  這個故事應該大家都聽過
[00:05:17.800 --> 00:05:21.800]  我想大家聽過的都可以有不同的見解
[00:05:21.800 --> 00:05:24.800]  不過很有趣,我在網上見到師兄這樣說
[00:05:24.800 --> 00:05:26.800]  就是這樣的
[00:05:26.800 --> 00:05:31.800]  這個故事說:初信的人禱告是很靈的
[00:05:31.800 --> 00:05:33.800]  不知為何剛剛信主祈親禱告也很智德
