
[00:00:00.000 --> 00:00:02.000]  各位電影節目大家好
[00:00:02.000 --> 00:00:06.400]  參加網上崇拜的每位大型節目大家好
[00:00:06.400 --> 00:00:10.200]  今天很開心有機會在這裡跟大家分享訊息
[00:00:10.200 --> 00:00:13.200]  過去幾個月都跟大家見面
[00:00:13.200 --> 00:00:16.200]  都是透過網上在當中分享
[00:00:16.200 --> 00:00:18.800]  今天能夠再一次舉行實體聚會
[00:00:18.800 --> 00:00:20.800]  我覺得都是上帝的恩典
[00:00:20.800 --> 00:00:24.400]  沒錯,疫情是有明顯的緩和跡象
[00:00:24.400 --> 00:00:26.400]  但我想都再一次勉勵大家
[00:00:26.400 --> 00:00:28.800]  我們更加同樣都要去謹慎一下
[00:00:28.800 --> 00:00:32.000]  我們能夠帶著平安和安心
[00:00:32.000 --> 00:00:33.000]  能夠回到教會裡
[00:00:33.000 --> 00:00:34.400]  我們一同去敬拜主
[00:00:34.400 --> 00:00:37.000]  一同去聆聽上帝的話語
[00:00:37.000 --> 00:00:38.800]  當恢復崇拜之後
[00:00:38.800 --> 00:00:39.800]  我自己都思考一個問題
[00:00:39.800 --> 00:00:44.200]  究竟想跟大家分享的是一個什麼訊息
[00:00:44.200 --> 00:00:45.200]  我想不單止疫情
[00:00:45.200 --> 00:00:48.200]  亦都面對世界、面對社會
[00:00:48.200 --> 00:00:50.800]  很多很多的挑戰、很多的衝擊
[00:00:50.800 --> 00:00:53.600]  特別當我們一班信徒活在世上的時候
[00:00:53.600 --> 00:00:57.600]  我們甚至乎會形容我們今天活在一個亂世裡
[00:00:57.600 --> 00:01:01.600]  活在亂世裡究竟我們應該如何去
[00:01:01.600 --> 00:01:03.200]  繼續作為一個基督徒
[00:01:03.200 --> 00:01:06.200]  活在地上繼續去見證上帝的名
[00:01:06.200 --> 00:01:07.600]  所以接下來的日子有機會
[00:01:07.600 --> 00:01:09.600]  很想跟大家分享一個系列的訊息
[00:01:09.600 --> 00:01:10.800]  就是登山補訓
[00:01:10.800 --> 00:01:12.000]  我相信大家都知道
[00:01:12.000 --> 00:01:14.000]  就是《瑪特福音》第五章至第七章
[00:01:14.000 --> 00:01:16.000]  耶穌基督在當中去
[00:01:16.000 --> 00:01:18.200]  透過登山補訓裡
[00:01:18.200 --> 00:01:19.000]  不同的教導裡
[00:01:19.000 --> 00:01:19.800]  教導門徒
[00:01:19.800 --> 00:01:21.200]  特別是一個亂世裡
[00:01:21.200 --> 00:01:23.200]  充滿挑戰的環境裡
[00:01:23.200 --> 00:01:25.600]  如何讓生命能夠得到更新
[00:01:25.600 --> 00:01:29.400]  然後在一個亂世裡繼續去見證基督的名
[00:01:29.400 --> 00:01:31.000]  今天跟大家分享一個題目叫做
[00:01:31.000 --> 00:01:33.400]  亂世中的醒覺
[00:01:33.400 --> 00:01:37.200]  因為在亂世裡我們很容易迷失
[00:01:37.200 --> 00:01:38.800]  因為外面有很多不同的聲音
[00:01:38.800 --> 00:01:41.400]  有時候我們根本就不懂得去分辨
[00:01:41.400 --> 00:01:43.200]  什麼是對什麼是錯的時間
[00:01:43.200 --> 00:01:45.400]  但是當我們有機會安靜在上帝裡
[00:01:45.400 --> 00:01:49.600]  究竟上帝盼望使用我們當中的每一個
[00:01:49.600 --> 00:01:51.200]  在一個亂世裡
[00:01:51.200 --> 00:01:53.200]  如何繼續去見證基督的名
[00:01:53.200 --> 00:01:56.200]  所以今天的經文是馬德福音第五章第三節
[00:01:56.200 --> 00:01:57.800]  如果大家熟悉的登山補訓
[00:01:57.800 --> 00:02:00.200]  就以八福作為一個起始點
[00:02:00.200 --> 00:02:03.000]  然後另外也會引用詩篇一段的經文
[00:02:03.000 --> 00:02:06.000]  讓我們去明白一個很重要的概念
[00:02:06.000 --> 00:02:08.400]  請大家先聽我讀出當中的經文
[00:02:08.400 --> 00:02:10.600]  馬德福音第五章第三節這樣說
[00:02:10.600 --> 00:02:13.600]  他說心靈貧窮的人有福了
[00:02:13.600 --> 00:02:16.200]  因為天國是他們的
[00:02:16.200 --> 00:02:17.800]  詩篇第三到四篇
[00:02:17.800 --> 00:02:19.800]  第六節到第八節這樣記載
[00:02:19.800 --> 00:02:23.200]  他說這困苦人呼求耶和華就誰聽
[00:02:23.200 --> 00:02:25.200]  救他脫離一切的患難
[00:02:25.200 --> 00:02:29.000]  耶和華的使者在敬畏他的人四圍安營
[00:02:29.000 --> 00:02:30.200]  要答救他們
[00:02:30.200 --> 00:02:32.400]  你們要上上主恩的滋味
[00:02:32.400 --> 00:02:34.200]  便知道他是微善
[00:02:34.200 --> 00:02:36.800]  投靠他的人有福了
[00:02:36.800 --> 00:02:38.200]  我們一同的禱告
[00:02:38.200 --> 00:02:43.800]  再次感謝你讓我們今天能夠恢復實體的罪惡
[00:02:43.800 --> 00:02:45.400]  我們獻上感恩
[00:02:45.400 --> 00:02:47.400]  同樣我們呼求上帝的平安
[00:02:47.400 --> 00:02:49.400]  要進入到人的生命當中
[00:02:49.400 --> 00:02:51.400]  我想不單止面對疫情
[00:02:51.400 --> 00:02:54.200]  面對社會很多的動盪很多的不安
[00:02:54.200 --> 00:02:57.600]  願你的真正的平安進入到我們的生命當中
[00:02:57.600 --> 00:03:01.200]  讓我們在這個充滿動盪不安的環境當中
[00:03:01.200 --> 00:03:03.000]  我們有一份的醒覺
[00:03:03.000 --> 00:03:06.600]  我們知道上帝你要差派我們在地上
[00:03:06.600 --> 00:03:08.800]  如何去見證上帝的職命
[00:03:08.800 --> 00:03:10.200]  求主繼續的幫助
[00:03:10.200 --> 00:03:11.600]  多謝主我們的禱告交託
[00:03:11.600 --> 00:03:13.400]  奉耶穌基督名字祈求
[00:03:13.400 --> 00:03:14.400]  阿們
[00:03:15.400 --> 00:03:19.400]  我不知道你認不認同我們今天身處在亂世的裏面
[00:03:19.400 --> 00:03:22.200]  我想我不單止只是說香港的情況
[00:03:22.200 --> 00:03:25.000]  你縱觀世界各地世界大事
[00:03:25.000 --> 00:03:27.600]  好像越來越多的混亂
[00:03:27.600 --> 00:03:31.000]  最簡單是新冠肺炎
[00:03:31.000 --> 00:03:33.200]  我不知道你有沒有留意過這些數字
[00:03:33.200 --> 00:03:37.200]  直到今天我特別去找找這些數字
[00:03:37.200 --> 00:03:41.800]  這個肺炎繼續在全球超過了6.7百萬人
[00:03:41.800 --> 00:03:43.800]  即是670萬人當中感染
[00:03:43.800 --> 00:03:46.000]  當然疫情最嚴重的就是美國
[00:03:46.000 --> 00:03:48.000]  知道第二位在哪裏嗎
[00:03:48.000 --> 00:03:49.800]  在巴西
[00:03:49.800 --> 00:03:51.000]  所以有些人去形容
[00:03:51.000 --> 00:03:54.600]  其實這個疫情已經由北向下向南移
[00:03:54.600 --> 00:03:56.200]  所以這個疫情沒有錯
[00:03:56.200 --> 00:03:57.200]  在香港是緩和
[00:03:57.200 --> 00:04:00.600]  但在世界各地裏面仍然都是相當之嚴峻
