
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹午安
[00:00:02.000 --> 00:00:05.000]  今早我一早就出門口
[00:00:05.000 --> 00:00:07.000]  今早很早出門口
[00:00:07.000 --> 00:00:10.000]  八點鐘我要去一個地方
[00:00:10.000 --> 00:00:13.000]  去尖沙咀做什麼?
[00:00:13.000 --> 00:00:15.000]  去看龍舟
[00:00:15.000 --> 00:00:17.000]  為什麼要看龍舟呢?
[00:00:17.000 --> 00:00:21.000]  因為我們沙浸派了一班人
[00:00:21.000 --> 00:00:23.000]  出去爬國際龍舟邀請賽
[00:00:23.000 --> 00:00:26.000]  我們給一點掌聲我們的沙浸隊
[00:00:26.000 --> 00:00:28.000]  好不好?偉哥
[00:00:28.000 --> 00:00:30.000]  加油
[00:00:30.000 --> 00:00:33.000]  還有我看到大家都很團結
[00:00:33.000 --> 00:00:35.000]  看到沙浸的精神
[00:00:35.000 --> 00:00:37.000]  尤其是他的口號
[00:00:37.000 --> 00:00:38.000]  我都要看一看
[00:00:38.000 --> 00:00:40.000]  我怕讀錯
[00:00:40.000 --> 00:00:42.000]  偉哥你看我對不對
[00:00:42.000 --> 00:00:44.000]  沙浸沙浸
[00:00:44.000 --> 00:00:46.000]  同舟共濟一條心
[00:00:46.000 --> 00:00:47.000]  是不是?
[00:00:47.000 --> 00:00:50.000]  我們更加我們弟兄姊妹都一條心
[00:00:50.000 --> 00:00:51.000]  不只是龍舟隊
[00:00:51.000 --> 00:00:53.000]  是我們的會友
[00:00:53.000 --> 00:00:55.000]  是我們的教會的一份子
[00:00:55.000 --> 00:00:58.000]  一份子就要同心一切
[00:00:58.000 --> 00:01:00.000]  去建立教會
[00:01:00.000 --> 00:01:02.000]  所以今天
[00:01:02.000 --> 00:01:05.000]  等等
[00:01:05.000 --> 00:01:08.000]  我弄一個powerpoint
[00:01:08.000 --> 00:01:11.000]  對了
[00:01:11.000 --> 00:01:13.000]  說回這個情緒健康教會
[00:01:13.000 --> 00:01:15.000]  我們怎樣能夠
[00:01:15.000 --> 00:01:19.000]  帶著我們的生命來建立教會呢?
[00:01:19.000 --> 00:01:23.000]  而我們的情緒不會阻礙我們建立教會呢?
[00:01:23.000 --> 00:01:25.000]  上次大家都聽我說的
[00:01:25.000 --> 00:01:26.000]  是什麼?
[00:01:26.000 --> 00:01:28.000]  贖回過往
[00:01:28.000 --> 00:01:31.000]  我想大家都記得吧
[00:01:31.000 --> 00:01:32.000]  不過好難的
[00:01:32.000 --> 00:01:33.000]  這麼多次
[00:01:33.000 --> 00:01:35.000]  見證我聽過我
[00:01:35.000 --> 00:01:37.000]  我最沒用
[00:01:37.000 --> 00:01:39.000]  這個就是贖回了
[00:01:39.000 --> 00:01:41.000]  是沒用就沒用
[00:01:41.000 --> 00:01:45.000]  但是這個限制令我更加體會到上帝的恩典
[00:01:45.000 --> 00:01:48.000]  這次我就說接受限制
[00:01:48.000 --> 00:01:50.000]  接受限制呢
[00:01:50.000 --> 00:01:52.000]  因為我今天說限制的時候
[00:01:52.000 --> 00:01:54.000]  我不會定義
[00:01:54.000 --> 00:01:56.000]  因為限制很闊
[00:01:56.000 --> 00:01:57.000]  我不定義
[00:01:57.000 --> 00:01:59.000]  我們一起看經文
[00:01:59.000 --> 00:02:03.000]  看經文是說出什麼限制呢?
[00:02:03.000 --> 00:02:06.000]  接受限制呢?
[00:02:06.000 --> 00:02:09.000]  如何去突破你限制中的成長呢?
[00:02:09.000 --> 00:02:12.000]  這次我讀經文的時候
[00:02:12.000 --> 00:02:13.000]  就不用大家一起讀了
[00:02:13.000 --> 00:02:14.000]  我怕亂
[00:02:14.000 --> 00:02:16.000]  你知道我有時候
[00:02:16.000 --> 00:02:18.000]  我很專一的一個人
[00:02:18.000 --> 00:02:20.000]  一天一天分心
[00:02:20.000 --> 00:02:21.000]  我就亂的
[00:02:21.000 --> 00:02:23.000]  讓我讀出
[00:02:23.000 --> 00:02:26.000]  但是今天我想大家做一點
[00:02:26.000 --> 00:02:28.000]  拿著手機的可不可以放下
[00:02:28.000 --> 00:02:30.000]  一至兩分鐘
[00:02:30.000 --> 00:02:32.000]  專心聽我讀
[00:02:32.000 --> 00:02:35.000]  嘩,好像很難
[00:02:35.000 --> 00:02:37.000]  專心聽我讀
[00:02:37.000 --> 00:02:39.000]  聽了之後
[00:02:39.000 --> 00:02:42.000]  裡面有什麼字眼令你得到安慰呢?
[00:02:42.000 --> 00:02:44.000]  Hallelujah
[00:02:44.000 --> 00:02:46.000]  如果你有掙扎的時候
[00:02:46.000 --> 00:02:48.000]  就祈禱
[00:02:48.000 --> 00:02:51.000]  待會在我的講道裡
[00:02:51.000 --> 00:02:55.000]  可不可以釋放你心裡的掙扎
[00:02:55.000 --> 00:02:57.000]  那種不平安
[00:02:57.000 --> 00:03:00.000]  因為聽是很重要的
[00:03:00.000 --> 00:03:02.000]  薩姆爾也是叫他
[00:03:02.000 --> 00:03:06.000]  以利叫他聽耶和華記的聲音
[00:03:06.000 --> 00:03:08.000]  所以我們今天就專心聽
[00:03:08.000 --> 00:03:11.000]  我阻大家一兩分鐘時間
[00:03:11.000 --> 00:03:12.000]  不要帶手機
[00:03:12.000 --> 00:03:15.000]  聽了一二三
[00:03:15.000 --> 00:03:17.000]  所以我告訴你們
[00:03:17.000 --> 00:03:23.000]  不要為你們的生命憂慮吃什麼喝什麼
