
[00:00:00.000 --> 00:00:03.000]  各位靈智會晚安
[00:00:03.000 --> 00:00:06.000]  多謝敬拜隊的體貼
[00:00:06.000 --> 00:00:12.000]  因為我剛剛完成了一天的陪伴
[00:00:12.000 --> 00:00:14.000]  在一個安息禮裏
[00:00:14.000 --> 00:00:16.000]  他們知道我也有少少累
[00:00:16.000 --> 00:00:18.000]  剛才閉上眼
[00:00:18.000 --> 00:00:22.000]  所以他們幫我完成了祈禱的時間
[00:00:22.000 --> 00:00:25.000]  平安呀
[00:00:25.000 --> 00:00:27.000]  各位平安嗎
[00:00:29.000 --> 00:00:32.000]  在我們身處的環境裏
[00:00:32.000 --> 00:00:35.000]  我們真的很需要平安
[00:00:35.000 --> 00:00:38.000]  今天在新約經卷系列
[00:00:38.000 --> 00:00:40.000]  哥林多前後書
[00:00:40.000 --> 00:00:44.000]  披荊斬棘的福音群體
[00:00:44.000 --> 00:00:46.000]  這個系列最後一講
[00:00:46.000 --> 00:00:47.000]  第七講
[00:00:47.000 --> 00:00:50.000]  題目是與神和好
[00:00:50.000 --> 00:00:52.000]  與人和好
[00:00:52.000 --> 00:00:57.000]  我很掙扎
[00:00:57.000 --> 00:01:01.000]  特別在這段時間裏
[00:01:01.000 --> 00:01:02.000]  我很掙扎
[00:01:02.000 --> 00:01:06.000]  是否要在一開始時問大家這條問題
[00:01:06.000 --> 00:01:09.000]  我不知道大家是否相信
[00:01:09.000 --> 00:01:13.000]  我們天父上帝會幫助我們每一個
[00:01:13.000 --> 00:01:14.000]  在這個時候
[00:01:14.000 --> 00:01:17.000]  依然幫我們做好地上的每一件事
[00:01:17.000 --> 00:01:21.000]  過往我在不同的堂所
[00:01:21.000 --> 00:01:23.000]  分享這篇訊息時
[00:01:23.000 --> 00:01:24.000]  問這條問題
[00:01:24.000 --> 00:01:29.000]  我會見到很多不同的弟兄姊妹的反應
[00:01:29.000 --> 00:01:33.000]  有些反應是他們很大力地點頭
[00:01:33.000 --> 00:01:37.000]  我相信他們有些經歷
[00:01:37.000 --> 00:01:40.000]  與神的關係
[00:01:40.000 --> 00:01:42.000]  以至他們知道
[00:01:42.000 --> 00:01:46.000]  神透過他們的生命不斷加力給他們
[00:01:46.000 --> 00:01:51.000]  以至他們可以繼續完成他們手上的工作
[00:01:51.000 --> 00:01:53.000]  甚至面對的挑戰
[00:01:53.000 --> 00:01:56.000]  亦有些弟兄姊妹轉頭
[00:01:56.000 --> 00:01:58.000]  很哀傷
[00:01:58.000 --> 00:02:01.000]  很可能他們現在在掙扎裏
[00:02:01.000 --> 00:02:04.000]  因為這條問題的核心正正是問我們
[00:02:04.000 --> 00:02:08.000]  究竟我們與神之間的關係
[00:02:08.000 --> 00:02:11.000]  是否近密
[00:02:11.000 --> 00:02:14.000]  神是否在當中幫助我們
[00:02:14.000 --> 00:02:19.000]  去面對世上生活的一切狀況
[00:02:19.000 --> 00:02:21.000]  我們還相信嗎
[00:02:21.000 --> 00:02:25.000]  或者今天我們回到神的家裏
[00:02:25.000 --> 00:02:31.000]  我們是否渴望神今天藉著剛才的敬拜
[00:02:31.000 --> 00:02:33.000]  現在你聽到這篇訊息
[00:02:33.000 --> 00:02:35.000]  去加力給我們
[00:02:35.000 --> 00:02:37.000]  讓我們有那份信心
[00:02:37.000 --> 00:02:41.000]  有那份力氣繼續走下去
[00:02:41.000 --> 00:02:44.000]  不久之前我留意到
[00:02:44.000 --> 00:02:50.000]  浸會大學的哲學和宗教系的教授
[00:02:50.000 --> 00:02:52.000]  羅炳祥教授
[00:02:52.000 --> 00:02:58.000]  他出了關於西方人本主義倫理
[00:02:58.000 --> 00:03:02.000]  和基督教思想的一篇論文
[00:03:02.000 --> 00:03:06.000]  羅教授現在在美國的庫勒神學院
[00:03:06.000 --> 00:03:08.000]  做神學研究
[00:03:08.000 --> 00:03:12.000]  我有機會去讀他這篇文章的時候
[00:03:12.000 --> 00:03:14.000]  我有很大的反思
[00:03:14.000 --> 00:03:17.000]  因為正正我發現他所說的人本主義
[00:03:17.000 --> 00:03:20.000]  和基督教的思維意識
[00:03:20.000 --> 00:03:24.000]  原來有這麼大的抗衡性
[00:03:24.000 --> 00:03:26.000]  人本主義究竟是什麼呢
[00:03:26.000 --> 00:03:27.000]  我不是在拋書包
[00:03:27.000 --> 00:03:30.000]  我真的很想弟兄姊妹去認識一下
[00:03:30.000 --> 00:03:34.000]  原來很可能我們生活在我們工作的地方
[00:03:34.000 --> 00:03:36.000]  不少這些人
[00:03:36.000 --> 00:03:38.000]  他們未肯相信
[00:03:38.000 --> 00:03:40.000]  或者他們相信的是自己
[00:03:40.000 --> 00:03:42.000]  究竟為什麼呢
[00:03:42.000 --> 00:03:44.000]  看這幾點
[00:03:44.000 --> 00:03:46.000]  我們覺得真的沒有什麼問題
[00:03:46.000 --> 00:03:48.000]  人本主義
[00:03:48.000 --> 00:03:49.000]  Humanism
[00:03:49.000 --> 00:03:51.000]  他們所相信的人
[00:03:51.000 --> 00:03:54.000]  基本上是善良的一班人
[00:03:54.000 --> 00:03:56.000]  會不斷去探索
[00:03:56.000 --> 00:03:58.000]  在世界裏尋索方法
[00:03:58.000 --> 00:04:00.000]  去優化自己
[00:04:00.000 --> 00:04:02.000]  以致可以面對世界上
[00:04:02.000 --> 00:04:05.000]  給他面對的挑戰
[00:04:05.000 --> 00:04:08.000]  而且每一個人都有他的尊嚴
[00:04:08.000 --> 00:04:10.000]  是有價值的
[00:04:10.000 --> 00:04:13.000]  所以我們應該要彼此尊重
[00:04:13.000 --> 00:04:16.000]  就算你生出來是有殘缺也好
[00:04:16.000 --> 00:04:18.000]  我們都需要尊重你
[00:04:18.000 --> 00:04:20.000]  因為你在這個世界上
[00:04:20.000 --> 00:04:23.000]  必然會找到你的價值
[00:04:23.000 --> 00:04:25.000]  所以他們提倡關愛
[00:04:25.000 --> 00:04:29.000]  亦都很需要彼此去連結
[00:04:29.000 --> 00:04:32.000]  彼此去鼓勵
[00:04:32.000 --> 00:04:34.000]  但當我們看下半部
[00:04:34.000 --> 00:04:37.000]  我們就覺得怪怪的
[00:04:37.000 --> 00:04:40.000]  在這樣的思維基礎裏
[00:04:40.000 --> 00:04:42.000]  人本主義覺得
[00:04:42.000 --> 00:04:47.000]  人類成為價值和意義的創造者
[00:04:47.000 --> 00:04:51.000]  而價值不是來自神
[00:04:51.000 --> 00:04:53.000]  因為我努力
[00:04:53.000 --> 00:04:55.000]  因為我做到一些事
[00:04:55.000 --> 00:04:59.000]  因為我不斷去精益求精
[00:04:59.000 --> 00:05:01.000]  或者我在挫敗當中成長
[00:05:01.000 --> 00:05:05.000]  種種我給時間和心機
[00:05:05.000 --> 00:05:07.000]  所以我做到了
[00:05:07.000 --> 00:05:10.000]  他很強調人很有理性
[00:05:10.000 --> 00:05:14.000]  而且會自己修正自己
[00:05:14.000 --> 00:05:16.000]  所以很有自主性
[00:05:16.000 --> 00:05:20.000]  因此在人本主義的思維裏
[00:05:20.000 --> 00:05:25.000]  人相信我們會自己改過
[00:05:25.000 --> 00:05:29.000]  而且我們改過就是自己的成就
[00:05:29.000 --> 00:05:31.000]  因為我們花了很多努力
[00:05:31.000 --> 00:05:34.000]  這些努力不是白費的
[00:05:34.000 --> 00:05:37.000]  神會干預嗎
[00:05:37.000 --> 00:05:39.000]  不會
[00:05:39.000 --> 00:05:43.000]  因為我搞得定
[00:05:43.000 --> 00:05:47.000]  這種意識和思維
[00:05:47.000 --> 00:05:53.000]  他假設了每件事都掌握在人的手裏
[00:05:53.000 --> 00:05:55.000]  是可以受到控制
[00:05:55.000 --> 00:05:57.000]  可以預測到
[00:05:57.000 --> 00:06:02.000]  能夠帶給人安全感
[00:06:02.000 --> 00:06:06.000]  但是今時今日
[00:06:06.000 --> 00:06:11.000]  在大埔所發生的火災
[00:06:11.000 --> 00:06:16.000]  我們還會不會這樣想呢
[00:06:16.000 --> 00:06:22.000]  可能已經推翻了這個假定
[00:06:22.000 --> 00:06:24.000]  在不久之前
[00:06:24.000 --> 00:06:27.000]  我在Facebook見到這位林先生
[00:06:27.000 --> 00:06:29.000]  他已經陸續受到很多訪問
[00:06:29.000 --> 00:06:34.000]  他是一位在火災當中的倖存者
[00:06:34.000 --> 00:06:37.000]  他在臉書裏有這樣的分享
[00:06:37.000 --> 00:06:40.000]  劫後餘生的經歷
[00:06:40.000 --> 00:06:42.000]  他的領袖是這樣的
[00:06:42.000 --> 00:06:46.000]  他說這一場大火最爆裂的方式
[00:06:46.000 --> 00:06:48.000]  讓我明白
[00:06:48.000 --> 00:06:50.000]  在無常的面前
[00:06:50.000 --> 00:06:54.000]  我們從來都不是主人
[00:06:54.000 --> 00:06:57.000]  只是暫時的
[00:06:57.000 --> 00:06:58.000]  脆弱的
[00:06:58.000 --> 00:07:01.000]  棲居者
[00:07:01.000 --> 00:07:05.000]  我覺得他寫得很好
[00:07:05.000 --> 00:07:12.000]  他寫得好的原因是因為他經歷過那份人的無助
[00:07:12.000 --> 00:07:16.000]  人覺得人定勝天
[00:07:16.000 --> 00:07:19.000]  但是他在災難當中
[00:07:19.000 --> 00:07:26.000]  他親身見到自己真的什麼都做不到
[00:07:26.000 --> 00:07:29.000]  當下驅使我們每一個人
[00:07:29.000 --> 00:07:33.000]  是否多想一步呢
[00:07:33.000 --> 00:07:36.000]  我們能否確定我們所做的事
[00:07:36.000 --> 00:07:40.000]  就是盡職盡責就是好呢
[00:07:40.000 --> 00:07:47.000]  究竟我們做事情或思維的基礎是什麼呢
[00:07:47.000 --> 00:07:50.000]  會不會說我幫公司省了點錢
[00:07:50.000 --> 00:07:54.000]  就代表我是做得好
[00:07:54.000 --> 00:07:56.000]  我是一個好員工
[00:07:56.000 --> 00:08:00.000]  究竟我們會不會多想一步
[00:08:00.000 --> 00:08:02.000]  當我省了點錢
[00:08:02.000 --> 00:08:04.000]  我做到這件事
[00:08:04.000 --> 00:08:09.000]  我是否在做得益於身邊的人
[00:08:09.000 --> 00:08:12.000]  做這些事是否很穩定
[00:08:12.000 --> 00:08:17.000]  可以讓人得到安全感
[00:08:17.000 --> 00:08:21.000]  那份意識那份從神而來的領袖
[00:08:21.000 --> 00:08:27.000]  不只是想著自己的工作或部份可以完好
[00:08:27.000 --> 00:08:31.000]  是顧及很廣泛的
[00:08:31.000 --> 00:08:37.000]  又或者當我們在人本主義的角度生活
[00:08:37.000 --> 00:08:39.000]  很多人都覺得自己做得好
[00:08:39.000 --> 00:08:42.000]  我不需要上帝
[00:08:42.000 --> 00:08:44.000]  在這樣的情況下
[00:08:44.000 --> 00:08:47.000]  在思維的底層裏面
[00:08:47.000 --> 00:08:52.000]  托高的究竟是一個什麼家庭信念呢
[00:08:52.000 --> 00:08:54.000]  作為父母的
[00:08:54.000 --> 00:08:57.000]  我們怎樣去令到我們的兒女
[00:08:57.000 --> 00:09:02.000]  不只是在他的學業取得好成績
[00:09:02.000 --> 00:09:04.000]  而是他有那份心懷
[00:09:04.000 --> 00:09:06.000]  是這樣的技能
[00:09:06.000 --> 00:09:09.000]  這個我可以做得好的地方
[00:09:09.000 --> 00:09:15.000]  是怎樣可以幫助我去造就更多的美善
[00:09:15.000 --> 00:09:19.000]  或者當下在現在
[00:09:19.000 --> 00:09:21.000]  我說要多想一步
[00:09:21.000 --> 00:09:23.000]  就是這一步
[00:09:23.000 --> 00:09:28.000]  當我們忘記了原來人是共生
[00:09:28.000 --> 00:09:30.000]  是互相影響的時候
[00:09:30.000 --> 00:09:34.000]  而我們又覺得我們根本不需要神
[00:09:34.000 --> 00:09:37.000]  我們可以自己搞定
[00:09:37.000 --> 00:09:40.000]  甚至我們可以定標準
[00:09:40.000 --> 00:09:42.000]  什麼標準呢
[00:09:42.000 --> 00:09:44.000]  善和惡的標準
[00:09:44.000 --> 00:09:46.000]  什麼是好什麼是壞
[00:09:46.000 --> 00:09:49.000]  我可以定而且你要跟
[00:09:49.000 --> 00:09:51.000]  在這樣的情況下
[00:09:51.000 --> 00:10:00.000]  其實就讓我們記起創世紀第三章發生的事情
[00:10:00.000 --> 00:10:04.000]  魔鬼撒旦以蛇的形態來引誘夏娃
[00:10:04.000 --> 00:10:13.000]  去吃那棵神說明不可以吃的果實的分別善惡果樹
[00:10:13.000 --> 00:10:17.000]  夏娃聽了蛇的引誘
[00:10:17.000 --> 00:10:23.000]  吃了也讓她的丈夫阿當一起吃
[00:10:23.000 --> 00:10:26.000]  她怎樣引誘夏娃
[00:10:26.000 --> 00:10:29.000]  第四和第五節這樣說
[00:10:29.000 --> 00:10:32.000]  她說神告訴你會死嗎
[00:10:32.000 --> 00:10:34.000]  其實不一定死的
[00:10:34.000 --> 00:10:36.000]  因為神知道你們吃的日子
[00:10:36.000 --> 00:10:38.000]  眼睛就開了
[00:10:38.000 --> 00:10:42.000]  你們就像神一樣知道善惡
[00:10:42.000 --> 00:10:47.000]  什麼叫做知道善惡呢
[00:10:47.000 --> 00:10:52.000]  知道善惡對於人來講的影響是什麼
[00:10:52.000 --> 00:10:56.000]  我們在之後那幾節就馬上看到
[00:10:56.000 --> 00:11:01.000]  當夏娃吃完果實之後
[00:11:01.000 --> 00:11:04.000]  她自己也害怕了自己
[00:11:04.000 --> 00:11:08.000]  我在園中聽見神走過的聲音
[00:11:08.000 --> 00:11:12.000]  我就害怕因為我赤身露體
[00:11:12.000 --> 00:11:15.000]  我就藏了起來
[00:11:15.000 --> 00:11:19.000]  原來她被自己嚇到
[00:11:19.000 --> 00:11:25.000]  原來人是不能夠自己去駕馭善和惡的
[00:11:25.000 --> 00:11:31.000]  莫說你自己去創造一套善惡的標準
[00:11:31.000 --> 00:11:37.000]  很多時候當我們沒有神的智慧和能力
[00:11:37.000 --> 00:11:41.000]  沒有神的同在和保守
[00:11:41.000 --> 00:11:45.000]  沒有聖靈和我們一同去講說話
[00:11:45.000 --> 00:11:51.000]  讓我們可以知道怎樣去走前面的路的時候
[00:11:51.000 --> 00:11:54.000]  我們製造一些標準
[00:11:54.000 --> 00:11:56.000]  要人們跟隨
[00:11:56.000 --> 00:12:03.000]  但同時也矮化了聖經裏面真理的標準
[00:12:03.000 --> 00:12:06.000]  神創造世界的原意是什麼呢
[00:12:06.000 --> 00:12:12.000]  神創造世界的原意不是要設陷阱
[00:12:12.000 --> 00:12:15.000]  讓當夏娃吃這個果實
[00:12:15.000 --> 00:12:17.000]  然後就說你犯錯了
[00:12:17.000 --> 00:12:18.000]  然後我踢走你
[00:12:18.000 --> 00:12:23.000]  讓你不能繼續在這個樂園裏面生活
[00:12:23.000 --> 00:12:25.000]  當我們看第二章創世紀的時候
[00:12:25.000 --> 00:12:29.000]  我們很清楚見到神創造的心意
[00:12:29.000 --> 00:12:35.000]  不是要和人去作善惡的審判
[00:12:35.000 --> 00:12:38.000]  不是要人遠離神的身邊
[00:12:38.000 --> 00:12:40.000]  而《黑厚普》是相反的
[00:12:40.000 --> 00:12:46.000]  在第二章記述了神創造萬物要人去管理
[00:12:46.000 --> 00:12:49.000]  而他管理不是扔下東西讓人去做
[00:12:49.000 --> 00:12:52.000]  而是神和人同行
[00:12:52.000 --> 00:12:54.000]  他定了界限
[00:12:54.000 --> 00:12:59.000]  讓人懂得清楚他創造的界線
[00:12:59.000 --> 00:13:01.000]  他體諒人的需要
[00:13:01.000 --> 00:13:03.000]  說當一個人不好
[00:13:03.000 --> 00:13:07.000]  我們要做一個配偶給他
[00:13:07.000 --> 00:13:10.000]  他會幫阿當去找幫手
[00:13:10.000 --> 00:13:14.000]  讓他在地上生活得更好
[00:13:14.000 --> 00:13:16.000]  種種跡象顯示
[00:13:16.000 --> 00:13:20.000]  這位上帝是藉由人力量
[00:13:20.000 --> 00:13:22.000]  智慧和指引
[00:13:22.000 --> 00:13:26.000]  會幫助人做好地上每一件事
[00:13:26.000 --> 00:13:28.000]  而透過和他緊密
[00:13:28.000 --> 00:13:30.000]  和神的緊密關係
[00:13:30.000 --> 00:13:32.000]  和他緊密的聯繫
[00:13:32.000 --> 00:13:37.000]  我們不單可以成功地好好管理大地
