
[00:00:00.000 --> 00:00:03.000]  謝謝敬拜隊
[00:00:03.000 --> 00:00:08.000]  感謝主讓我們有一個很有力的敬拜
[00:00:08.000 --> 00:00:11.000]  去預備我們今天的信息
[00:00:11.000 --> 00:00:19.000]  大家好,祝大家父節快樂
[00:00:19.000 --> 00:00:23.000]  我們也跟身邊弟兄姊妹說聲父節快樂
[00:00:23.000 --> 00:00:28.000]  歡迎大家回到崇拜
[00:00:28.000 --> 00:00:31.000]  歡迎網上直播的弟兄姊妹
[00:00:31.000 --> 00:00:33.000]  今天是復活節的崇拜
[00:00:33.000 --> 00:00:38.000]  復活節對我們來說是紀念耶穌死而復活
[00:00:38.000 --> 00:00:40.000]  為我們戰勝死亡的日子
[00:00:40.000 --> 00:00:42.000]  好像剛才敬拜隊一樣
[00:00:42.000 --> 00:00:48.000]  帶我們思想當唱頌榮耀我們主的時候
[00:00:48.000 --> 00:00:50.000]  我們的主為我們得勝
[00:00:50.000 --> 00:00:53.000]  今天這份盼望是
[00:00:53.000 --> 00:00:56.000]  耶穌為我們帶來這個盼望
[00:00:56.000 --> 00:01:00.000]  今天很想跟大家一起思考
[00:01:00.000 --> 00:01:03.000]  活著是一回事
[00:01:03.000 --> 00:01:06.000]  但是很真實的
[00:01:06.000 --> 00:01:08.000]  在教會觀察有些發現
[00:01:08.000 --> 00:01:13.000]  關心弟兄姊妹是一件很容易的事
[00:01:13.000 --> 00:01:16.000]  你走過去跟他們說
[00:01:16.000 --> 00:01:21.000]  你好像很累,最近怎樣
[00:01:21.000 --> 00:01:23.000]  十有八九都會跟你說
[00:01:23.000 --> 00:01:25.000]  對呀,我真的很累
[00:01:25.000 --> 00:01:29.000]  然後他就會跟你說苦水,多辛苦
[00:01:29.000 --> 00:01:32.000]  我回教會一段日子
[00:01:32.000 --> 00:01:34.000]  也有被弟兄姊妹關心過
[00:01:34.000 --> 00:01:37.000]  你走過去跟他們說你很累
[00:01:37.000 --> 00:01:38.000]  為什麼會
[00:01:38.000 --> 00:01:42.000]  好像當我們今天回來復活節的日子
[00:01:42.000 --> 00:01:45.000]  我們得著耶穌,得著永生
[00:01:45.000 --> 00:01:46.000]  說這些的時候
[00:01:46.000 --> 00:01:50.000]  為什麼好像有一個掙扎
[00:01:50.000 --> 00:01:54.000]  掙扎就是我們仍然在生活中好像有點累
[00:01:54.000 --> 00:01:57.000]  為什麼會說好的活著
[00:01:57.000 --> 00:01:59.000]  究竟活著應該是怎樣呢
[00:01:59.000 --> 00:02:04.000]  我從小到大很喜歡看動漫
[00:02:04.000 --> 00:02:09.000]  2023年Netflix出了一齣叫《殭屍100》的動漫
[00:02:09.000 --> 00:02:11.000]  也有真人版的電影
[00:02:11.000 --> 00:02:13.000]  講述一個男主角進入職場
[00:02:13.000 --> 00:02:17.000]  他被血汗工廠抓乾抓淨
[00:02:17.000 --> 00:02:19.000]  就是血汗的公司
[00:02:19.000 --> 00:02:23.000]  那一天,殭屍的病毒感染全世界
[00:02:23.000 --> 00:02:25.000]  然後有一個男主角
[00:02:25.000 --> 00:02:28.000]  他一發現自己第二天早上不用上班
[00:02:28.000 --> 00:02:30.000]  他就生命重置得救
[00:02:30.000 --> 00:02:34.000]  他突然間感覺到自己原來可以活著
[00:02:34.000 --> 00:02:37.000]  他為自己去追夢
[00:02:37.000 --> 00:02:40.000]  而《殭屍100》的全名是什麼意思呢
[00:02:40.000 --> 00:02:43.000]  是在成為殭屍前他要完成100件事
[00:02:43.000 --> 00:02:45.000]  他就寫在簿子上
[00:02:46.000 --> 00:02:48.000]  看到這些故事
[00:02:48.000 --> 00:02:51.000]  是令到大家都覺得很有共鳴
[00:02:51.000 --> 00:02:56.000]  其實有什麼東西阻礙我們去活著呢
[00:02:56.000 --> 00:02:58.000]  令到我們無法活著呢
[00:02:58.000 --> 00:03:02.000]  所以我想起這段經文
[00:03:02.000 --> 00:03:03.000]  耶穌說到
[00:03:03.000 --> 00:03:07.000]  誰喝我所賜的水就永遠不喝
[00:03:07.000 --> 00:03:10.000]  我所賜的水要在他裡面成為泉源
[00:03:10.000 --> 00:03:12.000]  直湧到永生
[00:03:12.000 --> 00:03:15.000]  我很想知道我們究竟怎樣去活著
[00:03:15.000 --> 00:03:17.000]  其實什麼是活水泉源呢
[00:03:17.000 --> 00:03:20.000]  活水泉源怎樣令到我們的生命
[00:03:20.000 --> 00:03:22.000]  真真實實感受到那份活著呢
[00:03:22.000 --> 00:03:27.000]  所以今天選了約翰福音四章一至四十二節這段經文
[00:03:27.000 --> 00:03:31.000]  撒瑪利亞井旁婦人的故事
[00:03:31.000 --> 00:03:34.000]  在我們進入這個故事之前
[00:03:34.000 --> 00:03:36.000]  我猜大家都熟悉的了
[00:03:36.000 --> 00:03:39.000]  但是今天我們想一個特別的進路進入
[00:03:39.000 --> 00:03:44.000]  想大家首先留意一下門徒在這段時間在做什麼
