
[00:00:00.000 --> 00:00:02.960]  各位弟兄姊妹,大家平安
[00:00:02.960 --> 00:00:08.680]  感恩這次再回來小力元堂
[00:00:08.680 --> 00:00:11.720]  跟大家一起分享上帝的訊息
[00:00:11.720 --> 00:00:21.160]  今天我們來到今年摩西十誡講道系列第四課
[00:00:21.160 --> 00:00:24.520]  有關守安昔日的經文
[00:00:24.520 --> 00:00:28.680]  在今天的訊息中,我亦提供了一個副題
[00:00:28.680 --> 00:00:34.000]  當你快將忘記真正停下來的時候
[00:00:34.000 --> 00:00:40.400]  弟兄姊妹不知道當大家覺得疲累的時候
[00:00:40.400 --> 00:00:43.400]  你最想做什麼?
[00:00:43.400 --> 00:00:48.680]  可能是休息一下,睡個覺
[00:00:48.680 --> 00:00:51.120]  或者譬如我們行山的話
[00:00:51.120 --> 00:00:54.160]  行完一個長命車,上到山頂
[00:00:54.160 --> 00:01:00.520]  我們就喝口水,停一停,吃點東西,休息一會再走
[00:01:00.520 --> 00:01:04.800]  或者我們香港人也有一個習慣
[00:01:04.800 --> 00:01:07.400]  我們也喜歡放假的時候
[00:01:07.400 --> 00:01:10.880]  我們就離開香港,去旅行
[00:01:10.880 --> 00:01:14.400]  充充電,休息一下
[00:01:14.400 --> 00:01:16.840]  不過不知道大家有沒有經歷過
[00:01:16.840 --> 00:01:21.480]  如果我們的疲累不單止是身體
[00:01:21.480 --> 00:01:24.880]  而是我們心靈也很疲乏
[00:01:24.880 --> 00:01:29.840]  或者我們正在經歷很大的重擔
[00:01:29.840 --> 00:01:31.960]  正在面對很大的壓力
[00:01:31.960 --> 00:01:36.120]  或者生命中正在經歷像這幅圖一樣
[00:01:36.120 --> 00:01:40.040]  正在打大風的狀態
[00:01:40.040 --> 00:01:44.280]  當我們停下來,休息完,放完假
[00:01:44.280 --> 00:01:45.960]  或者有時候去完旅行
[00:01:45.960 --> 00:01:50.480]  相機還未回香港,還未落地
[00:01:50.480 --> 00:01:54.920]  可能我們心裏的不平安
[00:01:54.920 --> 00:01:58.400]  很快又會再湧上來
[00:01:58.400 --> 00:02:03.000]  所以盼望今天我們一起回到第四屆
[00:02:03.000 --> 00:02:05.800]  這段有關安息日的經文
[00:02:05.800 --> 00:02:10.120]  我們也盼望上帝透過自己的話
[00:02:10.120 --> 00:02:13.080]  再一次提醒,釋放我們
[00:02:13.080 --> 00:02:15.720]  讓我們在不同的光景裏面
[00:02:15.720 --> 00:02:17.440]  我們真的經歷到的就是
[00:02:17.440 --> 00:02:20.720]  在上帝裏面我們停下來的那份安息
[00:02:20.720 --> 00:02:23.880]  那份真正的安穩
[00:02:23.880 --> 00:02:28.000]  在《出埃及記》20章8至11節
[00:02:28.000 --> 00:02:29.680]  第一節我們一起讀出
[00:02:29.680 --> 00:02:31.440]  預備,1、2、3
[00:02:31.440 --> 00:02:34.440]  當紀念安息日,首為聖日
[00:02:34.440 --> 00:02:37.160]  六日要勞碌做你一切的工
[00:02:37.160 --> 00:02:39.360]  但第七日是向耶和華
[00:02:39.360 --> 00:02:41.920]  你的神當首的安息日
[00:02:41.920 --> 00:02:44.000]  這一日,你和你的兒女
[00:02:44.000 --> 00:02:46.200]  勞瀑、疲累、辛蓄
[00:02:46.200 --> 00:02:48.800]  以及你成旅寄居的客女
[00:02:48.800 --> 00:02:50.840]  都不可做任何的工
[00:02:50.840 --> 00:02:52.240]  因為六日之內
[00:02:52.240 --> 00:02:55.800]  耶和華做天地海和其中的萬物
[00:02:55.800 --> 00:02:57.560]  第七日就安息了
[00:02:57.560 --> 00:03:00.280]  所以耶和華賜福與安息日
[00:03:00.280 --> 00:03:01.800]  定為聖日
[00:03:01.800 --> 00:03:04.880]  在這段第四屆的經文裏面
[00:03:04.880 --> 00:03:07.200]  我們首先看一看結構
[00:03:07.200 --> 00:03:09.480]  其實在第八節
[00:03:09.480 --> 00:03:13.000]  我們看到有關安息日的吩咐
[00:03:13.000 --> 00:03:14.520]  是What
[00:03:14.520 --> 00:03:17.520]  然後到了第九和第十節
[00:03:17.520 --> 00:03:19.800]  經文教導以色列人
[00:03:19.800 --> 00:03:24.200]  他們應該如何守或實踐安息日的吩咐
[00:03:24.200 --> 00:03:26.520]  是一個How的問題
[00:03:26.520 --> 00:03:28.680]  而到了第十一節
[00:03:28.680 --> 00:03:33.920]  就是有關守安息日背後的原因
[00:03:33.920 --> 00:03:35.400]  是一個Why
[00:03:35.400 --> 00:03:36.480]  在經文裏說
[00:03:36.480 --> 00:03:40.720]  六日之內,耶和華做天地海和其中的萬物
[00:03:40.720 --> 00:03:41.960]  第七日就安息了
[00:03:41.960 --> 00:03:44.880]  所以耶和華賜福與安息日
[00:03:44.880 --> 00:03:46.280]  定為聖日
[00:03:46.280 --> 00:03:48.440]  很明顯我們從這段經文
[00:03:48.440 --> 00:03:49.880]  讓我們看到的是
[00:03:49.880 --> 00:03:52.160]  有關安息日的吩咐
[00:03:52.160 --> 00:03:56.520]  是跟上帝的創造有一個很直接的關係
[00:03:56.520 --> 00:03:58.400]  所以如果我們今天
[00:03:58.400 --> 00:04:00.160]  說我們一起要去學習
[00:04:00.160 --> 00:04:03.680]  安息日的教導和吩咐的時候
[00:04:03.680 --> 00:04:05.480]  那個最根本的意義
[00:04:05.480 --> 00:04:08.160]  我們一定要回到
[00:04:08.160 --> 00:04:13.040]  上帝創造的經文裏面去看
[00:04:13.040 --> 00:04:16.960]  在今天有關安息日的訊息裏面
[00:04:16.960 --> 00:04:19.360]  我們首先處理第一個問題
[00:04:19.360 --> 00:04:21.040]  第一個問題就是
[00:04:21.040 --> 00:04:25.480]  究竟安息是不是休息呢?
[00:04:25.480 --> 00:04:29.560]  是不是一定要放下所有的生活
[00:04:29.560 --> 00:04:31.400]  去守安息日呢?
[00:04:31.400 --> 00:04:34.160]  在《創世紀》二章一至三節
[00:04:34.160 --> 00:04:36.080]  聖經這樣說
[00:04:36.080 --> 00:04:37.560]  天地萬物都做齊了
[00:04:37.560 --> 00:04:38.440]  到第七日
[00:04:38.440 --> 00:04:40.560]  神做物的工已經完畢
[00:04:40.560 --> 00:04:41.720]  就在第七日
[00:04:41.720 --> 00:04:43.160]  揭了他一切的工
[00:04:43.160 --> 00:04:44.000]  安息了
[00:04:44.000 --> 00:04:46.040]  神賜福給第七日
[00:04:46.040 --> 00:04:47.280]  定為聖日
[00:04:47.280 --> 00:04:48.360]  因為這一日
[00:04:48.360 --> 00:04:51.040]  神揭了他一切創造的工
[00:04:51.040 --> 00:04:52.920]  就安息了
[00:04:52.920 --> 00:04:54.720]  我們看到
[00:04:54.720 --> 00:04:57.600]  上帝用了六天的時間
[00:04:57.600 --> 00:05:00.440]  去完成了他創造的工作
[00:05:00.440 --> 00:05:02.160]  之後到第七日
[00:05:02.160 --> 00:05:03.440]  就安息了
[00:05:03.440 --> 00:05:04.640]  我們就會問
[00:05:04.680 --> 00:05:08.520]  上帝是不是因為做到累了
[00:05:08.520 --> 00:05:10.720]  所以他需要休息呢?
[00:05:10.720 --> 00:05:12.240]  就像我們人一樣
[00:05:12.240 --> 00:05:14.680]  一個星期有七天的時間
[00:05:14.680 --> 00:05:15.880]  已經六天
[00:05:15.880 --> 00:05:16.920]  已經工作了
[00:05:16.920 --> 00:05:18.080]  要去到第七日
