
[00:00:00.000 --> 00:00:02.880]  剛才主席也說了明天是什麼日子
[00:00:02.880 --> 00:00:08.200]  母親節,我祝大家母親節快樂
[00:00:08.200 --> 00:00:12.200]  每一個母親都快快樂樂
[00:00:12.200 --> 00:00:16.000]  有時候被孩子氣壞也是有點辛苦的
[00:00:16.000 --> 00:00:18.000]  但也喜樂的
[00:00:18.000 --> 00:00:19.000]  這樣
[00:00:19.000 --> 00:00:23.200]  所以我弄這幅圖畫是不是很漂亮
[00:00:23.200 --> 00:00:27.200]  粉紅色,看起來感覺很舒服
[00:00:28.200 --> 00:00:31.200]  所以今天我講的訊息就是同行的母親
[00:00:31.200 --> 00:00:36.200]  我也說過,當時我還沒信耶穌的時候
[00:00:36.200 --> 00:00:40.200]  一說到媽媽,就有很多內疚
[00:00:40.200 --> 00:00:42.200]  你們聽我的見證
[00:00:42.200 --> 00:00:48.200]  信了耶穌之後,在裡面感到釋放
[00:00:48.200 --> 00:00:51.200]  更加知道,雖然媽媽走了
[00:00:51.200 --> 00:00:53.200]  但我知道媽媽也和我同行
[00:00:54.200 --> 00:00:59.200]  我在這個經歷當中,媽媽每一次都覺得她在我身邊
[00:00:59.200 --> 00:01:01.200]  很多母親都是這樣想的
[00:01:01.200 --> 00:01:06.200]  養兒一百,長憂九十九
[00:01:06.200 --> 00:01:10.200]  母親眼中看的孩子是什麼
[00:01:10.200 --> 00:01:13.200]  永遠都不會長大
[00:01:13.200 --> 00:01:19.200]  每個母親都想和孩子同行一輩子
[00:01:19.200 --> 00:01:22.200]  但你知道孩子長大了會怎樣
[00:01:23.200 --> 00:01:27.200]  孩子會怕媽媽麻煩,會囉嗦
[00:01:27.200 --> 00:01:30.200]  囉囉嗦嗦
[00:01:30.200 --> 00:01:35.200]  有時候媽媽用嚴厲的教導
[00:01:35.200 --> 00:01:37.200]  孩子又會反感
[00:01:37.200 --> 00:01:39.200]  如果寬鬆的時候
[00:01:39.200 --> 00:01:42.200]  好像放縱他們
[00:01:42.200 --> 00:01:44.200]  做一個媽媽
[00:01:44.200 --> 00:01:46.200]  其實爸爸也是
[00:01:46.200 --> 00:01:50.200]  今天講特別媽媽,爸爸也要留心聽
[00:01:51.200 --> 00:01:53.200]  有這樣的感覺
[00:01:53.200 --> 00:01:55.200]  不知道怎樣教
[00:01:55.200 --> 00:01:58.200]  因為每個孩子生出來都是獨特的
[00:01:58.200 --> 00:02:00.200]  你說用方家什麼方法
[00:02:00.200 --> 00:02:02.200]  有時候也不知道
[00:02:02.200 --> 00:02:06.200]  所以今天我們試試看聖經的母親
[00:02:06.200 --> 00:02:09.200]  怎樣教導孩子
[00:02:09.200 --> 00:02:13.200]  或者在裡面看到她有什麼不好的地方
[00:02:13.200 --> 00:02:15.200]  或者一些提醒
[00:02:15.200 --> 00:02:18.200]  或者在裡面看到什麼信仰的體會
[00:02:19.200 --> 00:02:23.200]  讓我讀出《馬太福音》20至28節
[00:02:23.200 --> 00:02:29.200]  那時西比太兒子的母親和她兩個兒子上前來
[00:02:29.200 --> 00:02:31.200]  向耶穌叩頭
[00:02:31.200 --> 00:02:33.200]  求她一件事
[00:02:33.200 --> 00:02:35.200]  耶穌問她,你要什麼呢
[00:02:35.200 --> 00:02:37.200]  她對耶穌說
[00:02:37.200 --> 00:02:41.200]  在你的國內請讓我這兩個兒子
[00:02:41.200 --> 00:02:46.200]  一個坐在你右邊,一個坐在你左邊
[00:02:46.200 --> 00:02:50.200]  耶穌回答,你們不知道所求的是什麼
[00:02:50.200 --> 00:02:54.200]  我將要學的杯,你們能學嗎
[00:02:54.200 --> 00:02:57.200]  他們對她說,我們能
[00:02:57.200 --> 00:03:01.200]  耶穌說,我所學的杯,你們要學
[00:03:01.200 --> 00:03:05.200]  可是坐在我的左右,不是我可以似的
[00:03:05.200 --> 00:03:10.200]  而是我父為誰預備,就似給誰
[00:03:10.200 --> 00:03:12.200]  其餘十個門徒聽見
[00:03:12.200 --> 00:03:17.200]  就對他們兄弟二人很生氣
[00:03:17.200 --> 00:03:19.200]  耶穌叫了他們來說
[00:03:19.200 --> 00:03:24.200]  你們知道,外邦人有君王作主治理他們
[00:03:24.200 --> 00:03:27.200]  有大臣操權管轄他們
[00:03:27.200 --> 00:03:32.200]  但是在你們中間不可這樣
[00:03:32.200 --> 00:03:37.200]  你們中間誰願為大,就要作你們的傭人
[00:03:37.200 --> 00:03:41.200]  誰願為首,就要作你們的僕人
[00:03:41.200 --> 00:03:46.200]  正如人子來,不是要受人的服侍
[00:03:46.200 --> 00:03:53.200]  那是要服侍人,並且要寫明作多人的屬家
[00:03:53.200 --> 00:03:57.200]  這段經文大家應該很熟悉
[00:03:57.200 --> 00:04:05.200]  我們首先看看西比太兒子的母親是誰
[00:04:05.200 --> 00:04:09.200]  西比太兒子又是誰
[00:04:09.200 --> 00:04:15.200]  她是一個什麼樣的母親呢
[00:04:15.200 --> 00:04:19.200]  她和孩子求什麼呢
[00:04:19.200 --> 00:04:24.200]  耶穌在那裏作出什麼回應呢
[00:04:24.200 --> 00:04:29.200]  讓我們先看看西比太的兒子是誰
[00:04:29.200 --> 00:04:32.200]  在馬可弗恩一章十九至二十節
[00:04:32.200 --> 00:04:41.200]  耶穌稍往前走,又見西比太的兒子阿葛和他弟弟約翰在船上保望
[00:04:41.200 --> 00:04:43.200]  耶穌隨即呼召他們
[00:04:43.200 --> 00:04:49.200]  他們就把父親西比太和故宮留在船上
[00:04:49.200 --> 00:04:51.200]  跟從了耶穌
[00:04:51.200 --> 00:04:54.200]  這裏大家看,當然是阿葛和約翰
[00:04:54.200 --> 00:04:56.200]  大家都很清楚
[00:04:56.200 --> 00:05:00.200]  原來他們都是做捕魚的工作
[00:05:00.200 --> 00:05:03.200]  在捕魚的工作中還有誰是捕魚的呢
[00:05:03.200 --> 00:05:07.200]  還有彼得和安德烈
[00:05:07.200 --> 00:05:17.200]  他們有故宮,他們家裏也有家業,也有錢
[00:05:17.200 --> 00:05:20.200]  他們成為了門徒
[00:05:20.200 --> 00:05:24.200]  他們有家業的時候也願意放棄家業
[00:05:24.200 --> 00:05:27.200]  去成為耶穌的門徒
[00:05:27.200 --> 00:05:29.200]  我們看到耶穌是甚麼呢?
[00:05:29.200 --> 00:05:32.200]  就是彌賽亞,是那位救主
[00:05:32.200 --> 00:05:37.200]  所以他願意甘心放棄他的家業
[00:05:37.200 --> 00:05:39.200]  去跟隨耶穌
[00:05:39.200 --> 00:05:44.200]  大家信耶穌有沒有想過放棄呢?
[00:05:44.200 --> 00:05:47.200]  這是題外話
[00:05:47.200 --> 00:05:53.200]  然後再看看西比太的兒子母親是誰
[00:05:53.200 --> 00:05:55.200]  首先我們來看看
[00:05:55.200 --> 00:05:59.200]  馬太福音27章55至56節
[00:05:59.200 --> 00:06:02.200]  「有好些婦女在那裏遠遠地觀看
[00:06:02.200 --> 00:06:06.200]  她們是從加利利跟隨耶穌來服侍他的
[00:06:06.200 --> 00:06:09.200]  其中有莫大拉的瑪利亞
[00:06:09.200 --> 00:06:12.200]  又有阿葛和約瑟的母親瑪利亞
[00:06:12.200 --> 00:06:16.200]  並有西比太兩個兒子的母親」
[00:06:16.200 --> 00:06:18.200]  這個情景在哪裏呢?
[00:06:18.200 --> 00:06:20.200]  耶穌釘在十字架的時候
[00:06:20.200 --> 00:06:23.200]  「他們在遠遠地觀望耶穌
[00:06:23.200 --> 00:06:27.200]  那時有些婦女,有莫大拉的瑪利亞
[00:06:27.200 --> 00:06:30.200]  阿葛和約瑟的母親瑪利亞」
[00:06:30.200 --> 00:06:32.200]  這是指哪個母親呢?
[00:06:32.200 --> 00:06:34.200]  是耶穌的母親
[00:06:34.200 --> 00:06:38.200]  「並有西比太兩個兒子的母親」
[00:06:38.200 --> 00:06:40.200]  即是同在一起
[00:06:40.200 --> 00:06:43.200]  同在一起的時候我們就看看
[00:06:43.200 --> 00:06:49.200]  馬可福音15章40至41節
[00:06:49.200 --> 00:06:52.200]  「有婦女在遠遠地觀看
[00:06:52.200 --> 00:06:55.200]  其中有莫大拉的瑪利亞
[00:06:55.200 --> 00:06:58.200]  有小阿葛和約瑟的母親瑪利亞」
[00:06:58.200 --> 00:07:01.200]  即是阿葛和約瑟的母親瑪利亞
[00:07:01.200 --> 00:07:03.200]  即是耶穌的母親
[00:07:03.200 --> 00:07:06.200]  「並有撒羅米
[00:07:06.200 --> 00:07:09.200]  就是耶穌在加利利的時候
[00:07:09.200 --> 00:07:13.200]  跟隨他服侍他的那些人」
[00:07:13.200 --> 00:07:16.200]  這個母親名叫撒羅米
[00:07:16.200 --> 00:07:19.200]  原來她叫撒羅米
[00:07:19.200 --> 00:07:21.200]  但還有一樣東西可以看到
[00:07:21.200 --> 00:07:24.200]  我們看看約翰福音19章25節
[00:07:24.200 --> 00:07:26.200]  「站在耶穌十字架旁邊的
[00:07:26.200 --> 00:07:28.200]  有他的母親」
[00:07:28.200 --> 00:07:31.200]  即是瑪利亞,她的子耶穌
[00:07:31.200 --> 00:07:33.200]  「有姨母
[00:07:33.200 --> 00:07:38.200]  然後有格羅馬的妻子」
[00:07:38.200 --> 00:07:39.200]  很難讀
[00:07:39.200 --> 00:07:47.200]  這個有可能是阿肋肥兒子的阿肋肥
[00:07:47.200 --> 00:07:50.200]  翻譯成格羅巴
[00:07:50.200 --> 00:07:54.200]  這個我們還在考究中
[00:07:54.200 --> 00:07:57.200]  但知道下面的莫大拉瑪利亞
[00:07:57.200 --> 00:07:59.200]  即是說甚麼
[00:07:59.200 --> 00:08:02.200]  西比太兒子的母親叫撒羅米
[00:08:02.200 --> 00:08:05.200]  然後是耶穌的甚麼
[00:08:05.200 --> 00:08:07.200]  原來是姨媽
[00:08:07.200 --> 00:08:12.200]  更加看到耶穌是亞國和約翰
[00:08:12.200 --> 00:08:15.200]  原來是兩老表
[00:08:15.200 --> 00:08:20.200]  然後又是一個甚麼母親呢
[00:08:20.200 --> 00:08:23.200]  一看到這裡
[00:08:23.200 --> 00:08:25.200]  剛才那節的經文
[00:08:25.200 --> 00:08:27.200]  他從加利利已經跟隨耶穌
[00:08:27.200 --> 00:08:30.200]  即是釘在十字架的時候
[00:08:30.200 --> 00:08:32.200]  也跟隨耶穌
[00:08:32.200 --> 00:08:34.200]  他為甚麼會跟隨耶穌
[00:08:34.200 --> 00:08:36.200]  我們可以試想想
[00:08:36.200 --> 00:08:39.200]  是否照顧他的兒子
[00:08:39.200 --> 00:08:41.200]  即是耶穌
[00:08:41.200 --> 00:08:47.200]  會否陪伴他的姐姐瑪利亞呢
[00:08:47.200 --> 00:08:50.200]  會否做直升機父母呢
[00:08:50.200 --> 00:08:52.200]  甚麼是直升機父母
[00:08:52.200 --> 00:08:54.200]  他怕兩個兒子很辛苦
[00:08:54.200 --> 00:08:56.200]  所以經常陪著他
[00:08:56.200 --> 00:08:59.200]  去到哪裡都陪著他
[00:08:59.200 --> 00:09:01.200]  我記得我在一間銀行工作的時候
[00:09:01.200 --> 00:09:04.200]  有一個訓練員過來實習
[00:09:04.200 --> 00:09:08.200]  經理叫他在大堂做招待
[00:09:08.200 --> 00:09:15.200]  他媽媽每天坐在大堂看著他
[00:09:15.200 --> 00:09:20.200]  有一次他媽媽跟經理說
[00:09:20.200 --> 00:09:22.200]  經理啊經理
[00:09:22.200 --> 00:09:24.200]  我兒子只能站著
[00:09:24.200 --> 00:09:26.200]  你找些東西給他做吧
[00:09:26.200 --> 00:09:28.200]  這些是直升機父母
[00:09:28.200 --> 00:09:31.200]  這麼大的兒子還要這樣做
[00:09:31.200 --> 00:09:33.200]  真是很醜
[00:09:33.200 --> 00:09:36.200]  他的兒子就像被人取笑一樣
[00:09:36.200 --> 00:09:39.200]  其實我們還看到一件事
[00:09:39.200 --> 00:09:41.200]  在20節
[00:09:41.200 --> 00:09:44.200]  他說向耶穌叩頭
[00:09:44.200 --> 00:09:47.200]  叩頭是在說甚麼
[00:09:47.200 --> 00:09:49.200]  叩頭是在說一個敬田
[00:09:49.200 --> 00:09:52.200]  一個降伏的意思
[00:09:52.200 --> 00:09:54.200]  即是跪在那裏
[00:09:54.200 --> 00:09:58.200]  他是有一個敬畏主的心
[00:09:58.200 --> 00:10:00.200]  看到他怎樣敬畏主
[00:10:00.200 --> 00:10:02.200]  甚至耶穌跪在十字架上
[00:10:02.200 --> 00:10:03.200]  門徒四散
[00:10:03.200 --> 00:10:07.200]  他仍然到十字架下面看著耶穌
[00:10:07.200 --> 00:10:08.200]  他們都不怕
[00:10:08.200 --> 00:10:15.200]  證明這個母親很敬畏上帝
[00:10:15.200 --> 00:10:18.200]  敬畏主耶穌
[00:10:18.200 --> 00:10:20.200]  然後再看
[00:10:20.200 --> 00:10:24.200]  他帶兩個兒子上前來
[00:10:24.200 --> 00:10:26.200]  向耶穌叩頭
[00:10:26.200 --> 00:10:28.200]  求他一件事
[00:10:28.200 --> 00:10:33.200]  為甚麼突然帶兩個兒子上前來
[00:10:33.200 --> 00:10:36.200]  去叩耶穌
[00:10:36.200 --> 00:10:39.200]  為甚麼不找法利塞人
[00:10:39.200 --> 00:10:41.200]  為甚麼不找祭司
[00:10:41.200 --> 00:10:44.200]  為甚麼不找文士
[00:10:44.200 --> 00:10:46.200]  因為他們很有學歷
[00:10:46.200 --> 00:10:48.200]  為甚麼要找個竇木老
[00:10:48.200 --> 00:10:50.200]  竇木老有甚麼好東西
[00:10:50.200 --> 00:10:53.200]  為甚麼呢
[00:10:53.200 --> 00:11:00.200]  我又在想為甚麼我們有些父母
[00:11:00.200 --> 00:11:04.200]  為甚麼不帶孩子去補習
[00:11:04.200 --> 00:11:06.200]  找補習天王
[00:11:06.200 --> 00:11:09.200]  為甚麼不帶孩子去學習
