
[00:00:00.000 --> 00:00:03.000]  各位平安
[00:00:03.000 --> 00:00:06.000]  在新的一年
[00:00:06.000 --> 00:00:10.000]  我們有一個新的港島系列
[00:00:10.000 --> 00:00:12.000]  就是這個「離希米記」
[00:00:12.000 --> 00:00:14.000]  今天第一講
[00:00:14.000 --> 00:00:16.000]  港島的題目就是
[00:00:16.000 --> 00:00:18.000]  「破敗中領袖是命」
[00:00:18.000 --> 00:00:20.000]  經文是「離希米記」
[00:00:20.000 --> 00:00:22.000]  一章一至十一節
[00:00:22.000 --> 00:00:26.000]  在這個新的港島系列裏
[00:00:26.000 --> 00:00:29.000]  就是重建神國的向導力
[00:00:29.000 --> 00:00:31.000]  今年上半年
[00:00:31.000 --> 00:00:34.000]  我、Karen和Raymond牧師
[00:00:34.000 --> 00:00:37.000]  我們三位會一起去看看
[00:00:37.000 --> 00:00:41.000]  「離希米」如何帶領一班同胞
[00:00:41.000 --> 00:00:45.000]  猶太人回到耶路撒冷重建
[00:00:45.000 --> 00:00:49.000]  其實這個重建的工程
[00:00:49.000 --> 00:00:54.000]  不單只是城牆或耶路撒冷的城市重建
[00:00:54.000 --> 00:01:01.000]  更加重要的是對整個屬靈群體的重新建立
[00:01:01.000 --> 00:01:03.000]  而今天在第一講裏
[00:01:03.000 --> 00:01:07.000]  我們會發現離希米呼召的歷程裏
[00:01:07.000 --> 00:01:12.000]  原來當時他正在經歷一個極度艱難
[00:01:12.000 --> 00:01:15.000]  和悲傷難過的困境裏
[00:01:15.000 --> 00:01:17.000]  是要開始的
[00:01:17.000 --> 00:01:21.000]  特別是我們回望
[00:01:21.000 --> 00:01:25.000]  我們剛剛過去的2025年
[00:01:25.000 --> 00:01:28.000]  特別是到年尾的時候
[00:01:28.000 --> 00:01:32.000]  發生了很多令人不開心和難過的事情
[00:01:32.000 --> 00:01:35.000]  可能比較遙遠的地方
[00:01:35.000 --> 00:01:40.000]  如果我們回想澳洲的沙灘襲擊事件
[00:01:40.000 --> 00:01:45.000]  或者在台北也有一個很嚴重的事件
[00:01:45.000 --> 00:01:49.000]  令到很多人有傷亡和難過
[00:01:49.000 --> 00:01:54.000]  而特別我相信我們很多香港人
[00:01:54.000 --> 00:01:58.000]  我們仍然會很記得在11月的時候
[00:01:58.000 --> 00:02:02.000]  在大埔所發生的火災
[00:02:02.000 --> 00:02:06.000]  至今仍然牽動著我們很多人
[00:02:06.000 --> 00:02:11.000]  特別當我們面對不同的事情裏
[00:02:11.000 --> 00:02:15.000]  我們看到很多黑暗或者不義的事情發生的時候
[00:02:15.000 --> 00:02:20.000]  我們心情確實會很沉重
[00:02:20.000 --> 00:02:24.000]  所以盼望我們今天一同在黎謙敏
[00:02:24.000 --> 00:02:27.000]  在這個被上帝呼召的歷程背後
