
[00:00:00.000 --> 00:00:09.000]  辛苦勁拜隊,更辛苦後面的panel,各位服務人員
[00:00:09.000 --> 00:00:16.000]  今天很經歷到我們的訊息,很經歷到我們的經文
[00:00:16.000 --> 00:00:24.000]  我們繼續我們的信心系列,屆賽總的信心
[00:00:24.000 --> 00:00:26.000]  歡迎大家回來UFES
[00:00:26.000 --> 00:00:31.000]  今天是信心系列的最後一講,屆賽總的信心經文是
[00:00:31.000 --> 00:00:35.000]  《馬太福音》十七章十四至二十節
[00:00:35.000 --> 00:00:41.000]  想邀請弟兄姊妹一起讀出今天的經文
[00:00:41.000 --> 00:00:44.000]  預備,1,2,3
[00:00:44.000 --> 00:00:47.000]  耶穌我們逃到了眾人那裡
[00:00:47.000 --> 00:00:51.000]  有一個人來見耶穌跪下說
[00:00:51.000 --> 00:01:01.000]  主啊,可憐我的兒子,他害癲癇病很苦,柳刺跌進火裡,柳刺跌進水裡
[00:01:01.000 --> 00:01:05.000]  我帶他到你們逃那裡,他們卻不能醫治他
[00:01:05.000 --> 00:01:10.000]  耶穌回答:唉,這不信又半謀的世代啊
[00:01:10.000 --> 00:01:14.000]  我和你們在一起要到幾時呢?
[00:01:14.000 --> 00:01:16.000]  我忍耐你們要到幾時呢?
[00:01:16.000 --> 00:01:19.000]  把他帶到我這裡來
[00:01:19.000 --> 00:01:22.000]  耶穌斥責那鬼,鬼就出來
[00:01:22.000 --> 00:01:25.000]  從那時起,孩子就痊癒了
[00:01:25.000 --> 00:01:28.000]  門徒私下進前來問耶穌
[00:01:28.000 --> 00:01:31.000]  我們為什麼不能趕出那鬼呢?
[00:01:31.000 --> 00:01:35.000]  耶穌對他們說:是因為你們的信心少
[00:01:35.000 --> 00:01:40.000]  我實在告訴你們,你們若有信心像一粒屆賽種
[00:01:40.000 --> 00:01:42.000]  就是對這座山說
[00:01:42.000 --> 00:01:46.000]  你從這邊移到那邊,它也會移過去
[00:01:46.000 --> 00:01:51.000]  並且你們沒有一件不能做的事了
[00:01:51.000 --> 00:01:57.000]  我們直接去看這段經文對我們有什麼說話
[00:01:57.000 --> 00:02:01.000]  經文說到很明顯
[00:02:01.000 --> 00:02:05.000]  耶穌經歷著趕鬼的事件
[00:02:05.000 --> 00:02:09.000]  耶穌斥責了門徒,斥責了他兩件事
[00:02:09.000 --> 00:02:14.000]  第一件事就是不信,第二件事就是半謀
[00:02:14.000 --> 00:02:19.000]  原文的不信是指對上帝不忠誠
[00:02:19.000 --> 00:02:22.000]  是用錯誤的態度去對待上帝
[00:02:22.000 --> 00:02:28.000]  而半謀可以理解為走入歧途,使變壞
[00:02:28.000 --> 00:02:33.000]  意思是門徒扭曲了上帝的信仰
[00:02:33.000 --> 00:02:35.000]  其實我們想深一層
[00:02:35.000 --> 00:02:40.000]  剛才短短的經文,耶穌都挺大反應
[00:02:40.000 --> 00:02:42.000]  為什麼耶穌好像這麼激動呢?
[00:02:42.000 --> 00:02:47.000]  他直指門徒,你們不忠心,你們誤入歧途
[00:02:47.000 --> 00:02:50.000]  扭曲了上帝的信仰
[00:02:50.000 --> 00:02:54.000]  其實這段是一段很特有的指責
[00:02:54.000 --> 00:03:00.000]  在整個《馬太福音》裡,它只會在這個比喻裡出現
[00:03:00.000 --> 00:03:03.000]  門徒為什麼會被耶穌指責得這麼嚴重呢?
[00:03:03.000 --> 00:03:06.000]  我們一起看看原因吧
[00:03:06.000 --> 00:03:09.000]  首先我們看看門徒的狀態
[00:03:09.000 --> 00:03:15.000]  《馬太福音》在這段驅鬼的事件裡
[00:03:15.000 --> 00:03:20.000]  在《馬太·馬可路加》三卷福音書都有記載
[00:03:20.000 --> 00:03:24.000]  而他們都是一致記錄這段驅鬼事件之前
[00:03:24.000 --> 00:03:29.000]  門徒是經歷了登山變象的事件
[00:03:29.000 --> 00:03:33.000]  所以這個耶穌治好富貴孩子的故事
[00:03:33.000 --> 00:03:35.000]  其實要連上文去看
[00:03:35.000 --> 00:03:37.000]  耶穌登山變象
[00:03:37.000 --> 00:03:41.000]  究竟耶穌在那段時間經歷了什麼呢?
[00:03:41.000 --> 00:03:43.000]  輕輕跟大家說說吧
[00:03:43.000 --> 00:03:47.000]  當時門徒親眼看到耶穌變象
[00:03:47.000 --> 00:03:50.000]  他們看到耶穌的真實身份
[00:03:50.000 --> 00:03:53.000]  上帝用整個意象去啟示門徒
[00:03:53.000 --> 00:03:55.000]  門徒首先看著耶穌的臉
[00:03:55.000 --> 00:03:58.000]  他的臉發光,然後好像太陽一樣
[00:03:58.000 --> 00:04:02.000]  一個聖潔的形象就在門徒面前
[00:04:02.000 --> 00:04:06.000]  之後他還看到耶穌不是就這樣發光
[00:04:06.000 --> 00:04:08.000]  而是他和舊約的人物
[00:04:08.000 --> 00:04:11.000]  他和摩西和伊利亞出現
[00:04:11.000 --> 00:04:17.000]  最後還聽到上帝親自聲音跟他說
[00:04:17.000 --> 00:04:20.000]  耶穌是他的愛子
[00:04:20.000 --> 00:04:24.000]  叫門徒要聽耶穌的吩咐
[00:04:24.000 --> 00:04:26.000]  但門徒很神奇地
[00:04:26.000 --> 00:04:30.000]  一下山馬上就被扭曲了
[00:04:30.000 --> 00:04:33.000]  好像回教會崇拜的時候
[00:04:33.000 --> 00:04:35.000]  上一系列我們說愛倫社
[00:04:35.000 --> 00:04:38.000]  說完愛倫社,可能聽教導
[00:04:38.000 --> 00:04:40.000]  可能都有點感動
[00:04:40.000 --> 00:04:44.000]  但晚上被鄰居騷擾
[00:04:44.000 --> 00:04:48.000]  就用鎮樓神器去震鎮鄰居
[00:04:48.000 --> 00:04:49.000]  不知道會不會是這樣
[00:04:49.000 --> 00:04:52.000]  明明是一大段感動完
[00:04:52.000 --> 00:04:53.000]  經歷完你的信仰
[00:04:53.000 --> 00:04:55.000]  但你一走出街
[00:04:55.000 --> 00:04:57.000]  你一出房門口
[00:04:57.000 --> 00:04:59.000]  就沒有了所有東西
[00:04:59.000 --> 00:05:01.000]  再次被扭曲了
[00:05:01.000 --> 00:05:03.000]  整個經文的發展
[00:05:03.000 --> 00:05:05.000]  在第17章中
[00:05:05.000 --> 00:05:08.000]  是耶穌即將要釘上十字架
[00:05:08.000 --> 00:05:10.000]  為什麼耶穌要這麼緊張門徒
[00:05:10.000 --> 00:05:11.000]  要這樣指責門徒呢
[00:05:11.000 --> 00:05:13.000]  是因為耶穌快要上十字架
[00:05:13.000 --> 00:05:16.000]  而門徒的信竟然還未成熟
[00:05:16.000 --> 00:05:18.000]  未能配合神的旨意
[00:05:18.000 --> 00:05:20.000]  耶穌才特別感到無奈
[00:05:20.000 --> 00:05:22.000]  不信有伴謀
[00:05:22.000 --> 00:05:25.000]  這個形容只在這個地方出現
[00:05:25.000 --> 00:05:27.000]  耶穌特別責備門徒
[00:05:27.000 --> 00:05:31.000]  他是不信有伴謀的世代
[00:05:31.000 --> 00:05:36.000]  究竟要一切忍耐到什麼時候呢
[00:05:36.000 --> 00:05:39.000]  聖經很真實讓我們看到一件事
[00:05:39.000 --> 00:05:42.000]  就是即使經歷了多少確信的事
[00:05:42.000 --> 00:05:44.000]  你經歷了多大的感動
[00:05:44.000 --> 00:05:46.000]  甚至耶穌變相了
[00:05:46.000 --> 00:05:49.000]  原來人的信仍然會動搖
[00:05:49.000 --> 00:05:52.000]  明明門徒已經經歷過主的顯現
[00:05:52.000 --> 00:05:55.000]  但這個世代的判斷
[00:05:55.000 --> 00:05:58.000]  價值觀很快又再衝擊門徒
[00:05:58.000 --> 00:06:01.000]  門徒再次被這個世界的思想扭曲
[00:06:01.000 --> 00:06:03.000]  扭曲了對耶穌的信
[00:06:03.000 --> 00:06:08.000]  我覺得門徒的信就像我家的狀況
[00:06:08.000 --> 00:06:09.000]  近來話說
[00:06:09.000 --> 00:06:10.000]  Angel也知道
[00:06:10.000 --> 00:06:12.000]  我們家裝修
[00:06:12.000 --> 00:06:15.000]  家裡外面就像地盤一樣
[00:06:15.000 --> 00:06:16.000]  煙霧瀰漫
[00:06:16.000 --> 00:06:18.000]  你們有沒有地盤呢
[00:06:18.000 --> 00:06:20.000]  地盤會煙霧瀰漫
[00:06:20.000 --> 00:06:22.000]  很感激我媽媽
[00:06:22.000 --> 00:06:24.000]  她經常很努力地抹乾整個家
[00:06:24.000 --> 00:06:26.000]  但你也要透氣
[00:06:26.000 --> 00:06:27.000]  你要通風
[00:06:27.000 --> 00:06:28.000]  你一打開窗
[00:06:28.000 --> 00:06:32.000]  霧就一次過進入整個家
[00:06:32.000 --> 00:06:34.000]  只要一個小窗口
[00:06:34.000 --> 00:06:36.000]  你就要扭曲
[00:06:36.000 --> 00:06:40.000]  門徒的信就像我家的狀態
[00:06:40.000 --> 00:06:44.000]  就是你一開窗就被扭曲
[00:06:44.000 --> 00:06:47.000]  耶穌看著門徒的信心
[00:06:47.000 --> 00:06:48.000]  他們經歷了這些
[00:06:48.000 --> 00:06:50.000]  耶穌就很無奈
[00:06:50.000 --> 00:06:52.000]  明明經歷了那麼多上帝的帶領
[00:06:52.000 --> 00:06:54.000]  明明有熱心
[00:06:54.000 --> 00:06:58.000]  為什麼最後他們會這樣
[00:06:58.000 --> 00:07:00.000]  彷彿世界的聲音
[00:07:00.000 --> 00:07:04.000]  一聽到就一瞬間污染了門徒的信
[00:07:04.000 --> 00:07:06.000]  無論事實有多少確據
[00:07:06.000 --> 00:07:08.000]  有多少經歷
[00:07:08.000 --> 00:07:11.000]  只要信放在不對的位置
[00:07:11.000 --> 00:07:13.000]  世間的思想價值觀
[00:07:13.000 --> 00:07:16.000]  就會扭曲了我們對上帝的信心
[00:07:16.000 --> 00:07:18.000]  信心是怎樣被扭曲的呢
[00:07:18.000 --> 00:07:20.000]  我們繼續看
[00:07:20.000 --> 00:07:23.000]  第二就是被扭曲的原因
[00:07:23.000 --> 00:07:25.000]  我先這樣定義
[00:07:25.000 --> 00:07:27.000]  扭曲有兩個原因
[00:07:27.000 --> 00:07:31.000]  第一個就是有一個人的反應
[00:07:31.000 --> 00:07:33.000]  我帶他來到你門徒那裡
[00:07:33.000 --> 00:07:35.000]  他們卻不能醫治
[00:07:35.000 --> 00:07:38.000]  第二我們再看門徒的反應
[00:07:38.000 --> 00:07:40.000]  就是他私下來問耶穌
[00:07:40.000 --> 00:07:44.000]  為什麼我們不可以趕出那個鬼呢
[00:07:44.000 --> 00:07:47.000]  門徒十六節就受到人指責
[00:07:47.000 --> 00:07:49.000]  指責他們無法去醫治
[00:07:49.000 --> 00:07:51.000]  而門徒的反應
[00:07:51.000 --> 00:07:55.000]  他們就私底下問耶穌
[00:07:55.000 --> 00:07:57.000]  可能他們都覺得沒面子
[00:07:57.000 --> 00:07:59.000]  他們覺得失敗
[00:07:59.000 --> 00:08:02.000]  可能他們都會擔心天國多一點
[00:08:02.000 --> 00:08:05.000]  張獻不到上帝榮耀
[00:08:05.000 --> 00:08:07.000]  我很無能
[00:08:07.000 --> 00:08:10.000]  很怕自己令到耶穌失望
[00:08:10.000 --> 00:08:13.000]  有時這個世代扭曲人的信
[00:08:13.000 --> 00:08:15.000]  可能只是這兩樣東西
[00:08:15.000 --> 00:08:19.000]  簡簡單單就已經令到我們影響了
[00:08:19.000 --> 00:08:21.000]  就是指控和自責
[00:08:21.000 --> 00:08:23.000]  不知道大家是否覺得
[00:08:23.000 --> 00:08:25.000]  指控和自責
[00:08:25.000 --> 00:08:29.000]  好像比起稱讚和鼓勵更容易相信
[00:08:29.000 --> 00:08:32.000]  突然之間有一天走過
[00:08:32.000 --> 00:08:34.000]  有人說你變大了
[00:08:34.000 --> 00:08:37.000]  你會自然覺得自己變胖了
[00:08:37.000 --> 00:08:39.000]  醜了不好看
[00:08:39.000 --> 00:08:41.000]  而不是我強壯了
[00:08:41.000 --> 00:08:44.000]  就會焦慮
[00:08:44.000 --> 00:08:47.000]  又或者我們從小到大
[00:08:47.000 --> 00:08:50.000]  會否受到很多指控呢
[00:08:50.000 --> 00:08:52.000]  在指控下成長
[00:08:52.000 --> 00:08:54.000]  經常有聲音對我們說
[00:08:54.000 --> 00:08:56.000]  有什麼做得不好
[00:08:56.000 --> 00:08:58.000]  有什麼要改善
[00:08:58.000 --> 00:09:00.000]  甚至控訴到你的人格
[00:09:00.000 --> 00:09:02.000]  你就是這樣的人
[00:09:02.000 --> 00:09:05.000]  而當我們年幼
[00:09:05.000 --> 00:09:07.000]  心理學一點
[00:09:07.000 --> 00:09:08.000]  年幼的時候
[00:09:08.000 --> 00:09:09.000]  甚至未成熟的時候
[00:09:09.000 --> 00:09:11.000]  經驗未成熟的時候
[00:09:11.000 --> 00:09:13.000]  已經要承受一個很高的標準
[00:09:13.000 --> 00:09:14.000]  一下子壓下來
[00:09:14.000 --> 00:09:16.000]  慢慢人大了
[00:09:16.000 --> 00:09:18.000]  所以我們怎樣可以
[00:09:18.000 --> 00:09:20.000]  舒服一點
[00:09:20.000 --> 00:09:22.000]  不容易被人指控
[00:09:22.000 --> 00:09:24.000]  那麼辛苦
[00:09:24.000 --> 00:09:26.000]  首先自己罵自己
[00:09:26.000 --> 00:09:27.000]  罵了自己
[00:09:27.000 --> 00:09:29.000]  別人就罵不了你
[00:09:29.000 --> 00:09:32.000]  在指控和自責下
[00:09:32.000 --> 00:09:35.000]  很容易扭曲了我們對上帝的信
[00:09:35.000 --> 00:09:36.000]  一個小小的窗口
[00:09:36.000 --> 00:09:38.000]  一個小小的指控
[00:09:38.000 --> 00:09:40.000]  我們的信就變得模糊
[00:09:40.000 --> 00:09:42.000]  自責就將我們打沉
[00:09:42.000 --> 00:09:43.000]  上帝的恩典
[00:09:43.000 --> 00:09:44.000]  上帝的拯救
[00:09:44.000 --> 00:09:47.000]  一次過全部消失了
[00:09:47.000 --> 00:09:50.000]  話說在做神學生的時候
[00:09:50.000 --> 00:09:51.000]  有一段時期
[00:09:51.000 --> 00:09:53.000]  我內心經歷過一個很大的控訴
[00:09:53.000 --> 00:09:56.000]  就是因為可能說到的結果不好
[00:09:56.000 --> 00:09:58.000]  出來的效果不是那麼好
[00:09:58.000 --> 00:10:01.000]  然後又有幾次的聚會
[00:10:01.000 --> 00:10:03.000]  因為承受不住壓力
[00:10:03.000 --> 00:10:04.000]  然後就甩底了
[00:10:04.000 --> 00:10:05.000]  走了
[00:10:05.000 --> 00:10:07.000]  很真真實實
[00:10:07.000 --> 00:10:09.000]  是我真的做得不好
[00:10:09.000 --> 00:10:12.000]  很清楚自己做得不好的事實
[00:10:12.000 --> 00:10:15.000]  所以這個事實更加確認了我是一個怎樣的人
[00:10:15.000 --> 00:10:18.000]  我就是一個很差的人
[00:10:18.000 --> 00:10:20.000]  就是一個很不負責
[00:10:20.000 --> 00:10:23.000]  很不自律的人
[00:10:23.000 --> 00:10:26.000]  這個自責控訴就進入了我內心
[00:10:26.000 --> 00:10:29.000]  就這樣指責我的人格
[00:10:29.000 --> 00:10:31.000]  令我很崩潰
[00:10:31.000 --> 00:10:33.000]  當我聽到這些
[00:10:33.000 --> 00:10:36.000]  總之有這些對答之後
[00:10:36.000 --> 00:10:39.000]  聽完很大的衝擊和很大的無力感
[00:10:39.000 --> 00:10:41.000]  因為好像證據確鑿
[00:10:41.000 --> 00:10:43.000]  那現實就是做得不好
[00:10:43.000 --> 00:10:44.000]  就是失敗
[00:10:44.000 --> 00:10:46.000]  那我就是一個不好的人
[00:10:46.000 --> 00:10:48.000]  我就是一個很差的人
[00:10:48.000 --> 00:10:53.000]  那些聲音搞到連上帝的呼召都沒有了
[00:10:53.000 --> 00:10:54.000]  會連同
[00:10:54.000 --> 00:10:57.000]  會連同那些都一起去質疑自己
[00:10:57.000 --> 00:10:59.000]  為什麼我要讀神學
[00:10:59.000 --> 00:11:00.000]  我跟上帝祈禱
[00:11:00.000 --> 00:11:02.000]  其實你是不是呼召錯人了
[00:11:02.000 --> 00:11:04.000]  為什麼你選了我一個這樣的人
[00:11:04.000 --> 00:11:05.000]  那麼不自律
[00:11:05.000 --> 00:11:09.000]  那麼不負責任的人來做你的僕人
[00:11:09.000 --> 00:11:11.000]  我站在生命台上
[00:11:11.000 --> 00:11:14.000]  開始就會慢慢扭曲了
[00:11:14.000 --> 00:11:16.000]  如果我誤人子弟的話
[00:11:16.000 --> 00:11:18.000]  不如我不要說了
[00:11:18.000 --> 00:11:20.000]  不如其實不要做那麼多事
[00:11:20.000 --> 00:11:21.000]  輕輕鬆鬆找份工作
[00:11:21.000 --> 00:11:23.000]  沒有那麼大掙扎
[00:11:23.000 --> 00:11:26.000]  當時是很大衝擊
[00:11:26.000 --> 00:11:29.000]  但是再看回現實發生什麼事
[00:11:29.000 --> 00:11:31.000]  當時我病著
[00:11:31.000 --> 00:11:32.000]  發著燒
[00:11:32.000 --> 00:11:34.000]  我都頂著要上台去講道
[00:11:34.000 --> 00:11:38.000]  明明自己盡了最大努力去配合對方的要求
[00:11:38.000 --> 00:11:40.000]  其實是學業加工作
[00:11:40.000 --> 00:11:41.000]  兩樣東西一起
[00:11:41.000 --> 00:11:43.000]  明明我自己很疲累
[00:11:43.000 --> 00:11:47.000]  我都要勉強自己長時間暴露在一個陌生的環境
[00:11:47.000 --> 00:11:48.000]  很沒有安全感
[00:11:48.000 --> 00:11:50.000]  跟別人強顏歡笑
[00:11:50.000 --> 00:11:52.000]  跟那些人去相處
[00:11:52.000 --> 00:11:53.000]  所有的努力
[00:11:53.000 --> 00:11:55.000]  所有的結果不好的
[00:11:55.000 --> 00:11:58.000]  一次過就否定了
[00:11:58.000 --> 00:12:01.000]  這些打擊扭曲了我怎樣看上帝
[00:12:01.000 --> 00:12:06.000]  彷彿我在別人面前就一定要展現一個成功的樣子
[00:12:06.000 --> 00:12:10.000]  彷彿我在別人面前不能做回自己
[00:12:10.000 --> 00:12:12.000]  我所謂的
[00:12:12.000 --> 00:12:14.000]  我成為了什麼
[00:12:14.000 --> 00:12:17.000]  我成為了眾人眼光的僕人
[00:12:17.000 --> 00:12:18.000]  我介意到一個位置
[00:12:18.000 --> 00:12:20.000]  就是很執著別人的眼光
[00:12:20.000 --> 00:12:23.000]  我再沒有去思想究竟上帝怎樣看我自己
[00:12:23.000 --> 00:12:24.000]  這份指控
[00:12:24.000 --> 00:12:27.000]  這份自責的聲音很大
[00:12:27.000 --> 00:12:29.000]  大過耶穌的聲音
[00:12:29.000 --> 00:12:33.000]  還要一直不斷播放在腦海裡
[00:12:33.000 --> 00:12:36.000]  有時愛可能真的要罵出來
[00:12:36.000 --> 00:12:38.000]  人才會聽
[00:12:38.000 --> 00:12:40.000]  耶穌一次又一次地
[00:12:40.000 --> 00:12:43.000]  唉 你這個不信又半謀的世代
[00:12:43.000 --> 00:12:46.000]  我究竟要跟你一起去到何時
[00:12:46.000 --> 00:12:49.000]  我要忍耐你去到何時呢
[00:12:49.000 --> 00:12:51.000]  明不明白我已經應許了
[00:12:51.000 --> 00:12:53.000]  我會用我的命換你的罪
[00:12:53.000 --> 00:12:56.000]  我會用我的命換你的失敗
[00:12:56.000 --> 00:13:00.000]  我會用我的命換你好好地去愛自己
[00:13:02.000 --> 00:13:05.000]  信仰是有品質的
[00:13:05.000 --> 00:13:06.000]  經文繼續下
[00:13:06.000 --> 00:13:08.000]  耶穌對他們說
[00:13:08.000 --> 00:13:10.000]  是因為你們信心少
[00:13:10.000 --> 00:13:11.000]  我實在告訴你們
[00:13:11.000 --> 00:13:13.000]  你們若果有信心
[00:13:13.000 --> 00:13:15.000]  好像一粒芥菜種一樣
[00:13:15.000 --> 00:13:16.000]  你就算對了山
[00:13:16.000 --> 00:13:18.000]  你去說要移到那邊
[00:13:18.000 --> 00:13:19.000]  它都會移過去
[00:13:19.000 --> 00:13:22.000]  並且你沒有一件事不能做
[00:13:22.000 --> 00:13:26.000]  唉 剛才你不是說不信嗎
[00:13:26.000 --> 00:13:30.000]  為什麼現在二十節又要說門徒小信呢
[00:13:30.000 --> 00:13:33.000]  門徒是不信還是小信呢
[00:13:33.000 --> 00:13:38.000]  小信原文是指信仰的品質差
[00:13:38.000 --> 00:13:40.000]  門徒的信有限
[00:13:40.000 --> 00:13:44.000]  門徒的問題是信得不對位
[00:13:44.000 --> 00:13:48.000]  反映了令他們的信仰品質變差
[00:13:48.000 --> 00:13:52.000]  門徒將趕鬼視為自己的能力
[00:13:52.000 --> 00:13:54.000]  視為法術
[00:13:54.000 --> 00:13:57.000]  他不以為趕鬼就像例行公事
[00:13:57.000 --> 00:13:59.000]  我做完禮儀就可以成功了
[00:13:59.000 --> 00:14:02.000]  他們的信就是信事情會成功
[00:14:02.000 --> 00:14:04.000]  信事情會成就
[00:14:04.000 --> 00:14:07.000]  但他們不是信上帝的心意
[00:14:07.000 --> 00:14:09.000]  不是信上帝的旨意
[00:14:09.000 --> 00:14:12.000]  門徒的信完全沒有想過要配合上帝
