
[00:00:00.000 --> 00:00:03.600]  聖經裏面很多暴力事件都與神扯上關係
[00:00:03.600 --> 00:00:07.200]  有殺人、有分屍、有發動戰爭
[00:00:07.200 --> 00:00:10.600]  究竟全線的神如何容許這些事情發生呢?
[00:00:10.600 --> 00:00:13.400]  既然神會對惡人使用暴力
[00:00:13.400 --> 00:00:16.600]  是否即是說我們今天也可以以暴制惡呢?
[00:00:16.600 --> 00:00:26.400]  但是聖經如果記載得那麼仔細
[00:00:26.400 --> 00:00:29.200]  例如強暴、分屍
[00:00:29.200 --> 00:00:32.800]  都有很多細節在聖經裏面記載
[00:00:32.800 --> 00:00:38.200]  不會令人覺得我們的信仰裏有很多暴力
[00:00:38.200 --> 00:00:39.800]  究竟有什麼必要性呢?
[00:00:39.800 --> 00:00:44.400]  現在就說到暴力的報導
[00:00:44.400 --> 00:00:46.400]  這些是暴力的報導
[00:00:46.400 --> 00:00:50.200]  我們應該問的問題是
[00:00:50.200 --> 00:00:54.400]  那件事可能發生了,是否需要去報導呢?
[00:00:54.400 --> 00:00:55.800]  對不對?
[00:00:55.800 --> 00:00:57.600]  如果是這樣說
[00:00:57.600 --> 00:01:02.400]  你便說在舊約的世界
[00:01:02.400 --> 00:01:04.800]  很多時候舊約是有血有肉的
[00:01:04.800 --> 00:01:07.600]  它的故事是告訴我們什麼事情發生
[00:01:07.600 --> 00:01:10.400]  那個世界是一個暴力的世界
[00:01:10.400 --> 00:01:13.800]  那個世界有很多戰爭
[00:01:13.800 --> 00:01:17.600]  很多人會慘死
[00:01:17.600 --> 00:01:20.000]  很多女人會被人強暴
[00:01:20.000 --> 00:01:23.400]  甚至是戰爭很多這些事件發生
[00:01:23.400 --> 00:01:24.800]  現在我們要問的就是
[00:01:24.800 --> 00:01:30.600]  舊約寫的故事是否應該刪除那些
[00:01:30.600 --> 00:01:32.800]  如果是刪除那些
[00:01:32.800 --> 00:01:36.000]  整件事便變得很乾淨
[00:01:36.000 --> 00:01:40.000]  聖經便沒有這些問題
[00:01:40.000 --> 00:01:42.000]  覺得好像很圓滿
[00:01:42.000 --> 00:01:44.600]  但根本那個世界不是那麼圓滿
[00:01:44.600 --> 00:01:46.800]  所以你可以說舊約那個世界
[00:01:46.800 --> 00:01:48.000]  是比較真實
[00:01:48.000 --> 00:01:50.800]  我們今天會面對的世界
[00:01:50.800 --> 00:01:54.000]  因為今天的世界都是那麼暴力
[00:01:54.000 --> 00:01:56.000]  新約不是那麼暴力
[00:01:56.000 --> 00:01:58.800]  很多人以為新約是不暴力的
[00:01:58.800 --> 00:02:02.800]  但你不要忘記舊約那個世界是說整個世界
[00:02:02.800 --> 00:02:08.800]  即是以色列和鄰近國家的爭戰
[00:02:08.800 --> 00:02:12.800]  或者一個社會混亂時會發生的事件
[00:02:12.800 --> 00:02:16.000]  新約是大多數在教會裏面
[00:02:16.000 --> 00:02:19.200]  如果教會裏面好像舊約的世界
[00:02:19.200 --> 00:02:23.600]  那教會基本上不是教會的教會
[00:02:23.600 --> 00:02:27.000]  所以你看保羅書信那些
[00:02:27.000 --> 00:02:29.400]  多數是說兩個人在吵架
[00:02:29.400 --> 00:02:30.800]  或者兩個女士
[00:02:30.800 --> 00:02:33.400]  或者有一班人在爭論
[00:02:33.400 --> 00:02:36.000]  叫他們不要爭論要赦免
[00:02:36.000 --> 00:02:40.600]  因為整個環境不是一個世界的環境
[00:02:40.600 --> 00:02:43.200]  是教會裏面的環境
[00:02:43.200 --> 00:02:45.000]  教會裏面的環境
[00:02:45.000 --> 00:02:50.600]  不應該好像真是社會的暴力
[00:02:50.600 --> 00:02:53.800]  甚至國與國之間的暴力都沒有
[00:02:53.800 --> 00:02:55.000]  在新約的時期
[00:02:55.000 --> 00:02:55.400]  為什麼呢?
[00:02:55.400 --> 00:02:58.200]  因為羅馬帝國統治了整個世界
[00:02:58.200 --> 00:03:00.200]  所以你不會像舊約那樣
[00:03:00.200 --> 00:03:03.400]  看到那麼多國與國的戰爭
[00:03:03.400 --> 00:03:08.000]  因為當時羅馬已經是施行最大的暴力
[00:03:08.000 --> 00:03:13.000]  統治了我們在新約會見到的世界
[00:03:13.000 --> 00:03:16.000]  所以沒有那些暴力事件發生
[00:03:16.000 --> 00:03:19.600]  所以有時是一個錯覺
[00:03:19.600 --> 00:03:22.200]  不是新約沒有暴力事件發生
[00:03:22.200 --> 00:03:27.000]  而是新約的世界是有一個政權在
[00:03:27.000 --> 00:03:28.800]  已經在掌管
[00:03:28.800 --> 00:03:33.000]  所以就不會像舊約那些暴力事件出現
[00:03:33.000 --> 00:03:35.600]  新約是在說教會
[00:03:35.600 --> 00:03:37.200]  不是在說整個世界
[00:03:37.200 --> 00:03:38.800]  除了暴力之外
[00:03:38.800 --> 00:03:42.800]  聖經裏面都好像有些色情
[00:03:42.800 --> 00:03:46.400]  或者不合乎我們今天道德標準的事情
[00:03:46.400 --> 00:03:47.200]  我們應該怎樣看呢?
[00:03:47.200 --> 00:03:50.800]  例如羅德的兩個女兒
[00:03:50.800 --> 00:03:53.400]  或者猶大去嫖妓
[00:03:53.400 --> 00:03:54.600]  嫖了自己的兒媳
[00:03:54.600 --> 00:03:56.400]  我們又怎樣看這些事情呢?
[00:03:56.400 --> 00:03:58.800]  是的
[00:03:58.800 --> 00:04:00.000]  實在十幾年前
[00:04:00.000 --> 00:04:01.800]  中大都有這樣的事件
[00:04:01.800 --> 00:04:04.600]  他們發表了一些文章
[00:04:04.600 --> 00:04:09.800]  然後又說聖經裏面都有這些色情的事情
[00:04:09.800 --> 00:04:13.000]  報導色情的事件
[00:04:13.000 --> 00:04:16.600]  和支持色情的事件是兩回事
[00:04:16.600 --> 00:04:17.600]  報導
[00:04:17.600 --> 00:04:19.400]  但是好像剛才猶大那些
[00:04:19.400 --> 00:04:20.800]  或者是羅德那些
[00:04:20.800 --> 00:04:22.800]  很明顯報導出來
[00:04:22.800 --> 00:04:25.200]  是跟我們說是錯的
[00:04:25.200 --> 00:04:27.600]  他報導就跟你說這樣是錯的
[00:04:27.600 --> 00:04:30.800]  然後他會有一個律法
[00:04:30.800 --> 00:04:33.400]  就跟我們說你不可以這樣做的
[00:04:33.400 --> 00:04:36.400]  跟近親不可以有性關係的那些東西
[00:04:36.400 --> 00:04:37.200]  就有一個法律的
[00:04:37.200 --> 00:04:38.600]  所以你有個例子
[00:04:38.600 --> 00:04:41.000]  然後你有個法律跟你說禁止了
[00:04:41.000 --> 00:04:45.200]  反而這個只是一個例子
[00:04:45.200 --> 00:04:51.800]  你說聖經支持色情的事件是沒有的
[00:04:51.800 --> 00:04:53.800]  性就有
[00:04:53.800 --> 00:04:57.600]  聖經一直以來是正常的性關係是支持的
[00:04:57.600 --> 00:04:59.000]  但是色情
[00:04:59.000 --> 00:05:01.800]  即是說色情的那些就不支持的
[00:05:01.800 --> 00:05:02.800]  他有報導
[00:05:02.800 --> 00:05:05.200]  但是不會支持的
[00:05:05.200 --> 00:05:08.800]  如果今天有一些父母犯了一些罪
[00:05:08.800 --> 00:05:10.400]  或者是說爺爺犯了一些罪
[00:05:10.400 --> 00:05:13.800]  那會不會歸到我身上呢?
[00:05:13.800 --> 00:05:18.800]  即是說子前孫子前那些一直
[00:05:18.800 --> 00:05:21.200]  有個經文是這樣說的
[00:05:21.200 --> 00:05:23.200]  《春埃及記》也有
[00:05:23.200 --> 00:05:25.600]  《春埃及記》的那些律法也有說
[00:05:25.600 --> 00:05:27.400]  就是說以眼還眼
[00:05:27.400 --> 00:05:31.400]  神追究到三、四代
[00:05:31.400 --> 00:05:33.800]  實際上我的解釋是怎樣解釋呢?
[00:05:33.800 --> 00:05:37.000]  有兩個解釋是有可能的
[00:05:37.000 --> 00:05:38.600]  我告訴你第一個
[00:05:38.600 --> 00:05:41.600]  就是我不是很接受那個
[00:05:41.600 --> 00:05:43.400]  第一個有一個學者就說
[00:05:43.400 --> 00:05:45.000]  為什麼是三、四代呢?
[00:05:45.000 --> 00:05:47.800]  他說因為很多父母犯的罪
[00:05:47.800 --> 00:05:50.800]  實際兒女也會跟從父母犯的
[00:05:50.800 --> 00:05:51.800]  例如
[00:05:51.800 --> 00:05:54.200]  如果一個人經常醉酒
[00:05:54.200 --> 00:05:55.800]  回去會打老婆的
[00:05:55.800 --> 00:05:58.200]  他的兒子這樣說
[00:05:58.200 --> 00:06:00.800]  很容易就學到他的爸爸一樣
[00:06:00.800 --> 00:06:04.600]  即是重複自己父母的罪
[00:06:04.600 --> 00:06:07.200]  就一代傳一代下去的
[00:06:07.200 --> 00:06:10.000]  所以那裡警告就是說
[00:06:10.000 --> 00:06:13.400]  這個罪發生在家庭裏面
[00:06:13.400 --> 00:06:16.200]  實在不是一代半代這麼簡單
[00:06:16.200 --> 00:06:17.800]  你一直傳下去兩、三代
[00:06:17.800 --> 00:06:19.200]  所以神如果追究
[00:06:19.200 --> 00:06:21.000]  就要追究兩、三代
[00:06:21.000 --> 00:06:23.200]  這個是一個答案
[00:06:23.200 --> 00:06:25.200]  為什麼是兩、三代?
[00:06:25.200 --> 00:06:27.400]  我自己的答案是不同的
[00:06:27.400 --> 00:06:29.400]  我的答案就是說
[00:06:29.400 --> 00:06:31.800]  首先那個兩、三代
[00:06:31.800 --> 00:06:33.800]  很明顯是一個代表性
[00:06:33.800 --> 00:06:36.000]  因為如果你看下去
[00:06:36.000 --> 00:06:39.000]  他說神祝福是千萬代的
[00:06:39.000 --> 00:06:42.600]  沒有人讀千萬代那個字面讀
[00:06:42.600 --> 00:06:44.200]  如果是這樣的話
[00:06:44.200 --> 00:06:45.800]  一直到現在為止
[00:06:45.800 --> 00:06:47.600]  千萬代,是不是很值得?
[00:06:47.600 --> 00:06:49.400]  我遵守神的誡命
[00:06:49.400 --> 00:06:52.400]  一千代之後都被祝福
[00:06:52.400 --> 00:06:54.600]  很明顯是一個誇張手法
[00:06:54.600 --> 00:06:56.400]  對比兩、三代
[00:06:56.400 --> 00:06:57.400]  或者三、四代
[00:06:57.400 --> 00:06:58.600]  對比千萬代
[00:06:58.600 --> 00:07:00.600]  即是神的審判
[00:07:00.600 --> 00:07:02.000]  可能是兩、三代
[00:07:02.000 --> 00:07:04.000]  但是祝福是千萬代
[00:07:04.000 --> 00:07:05.000]  這樣的感覺
[00:07:05.000 --> 00:07:06.600]  少對多
[00:07:06.600 --> 00:07:09.600]  不是說一個幾代的東西
[00:07:09.600 --> 00:07:11.000]  剛才說的就是
[00:07:11.000 --> 00:07:13.000]  爸爸和孫子
[00:07:13.000 --> 00:07:15.000]  那個實在是代表性
[00:07:15.000 --> 00:07:16.600]  不是字面
[00:07:16.600 --> 00:07:17.400]  對嗎?
[00:07:17.400 --> 00:07:18.800]  不過我解釋到這樣的時候
[00:07:18.800 --> 00:07:20.800]  都要解釋為什麼三、四代
[00:07:20.800 --> 00:07:22.800]  不是四、五代或者一、二代
[00:07:22.800 --> 00:07:25.400]  這個我覺得就是當時的環境
[00:07:25.400 --> 00:07:27.400]  使他們會說三、四代
[00:07:27.400 --> 00:07:29.000]  為什麼?
[00:07:29.000 --> 00:07:30.800]  實在那些人住的地方
[00:07:30.800 --> 00:07:33.200]  有少許像四合院
[00:07:33.200 --> 00:07:35.600]  我們經常以為那些人結婚了
[00:07:35.600 --> 00:07:36.200]  搬出去
[00:07:36.200 --> 00:07:36.800]  實際上不是的
[00:07:36.800 --> 00:07:39.400]  我們在考古學知道
[00:07:39.400 --> 00:07:41.400]  那些人幾代住在一起
[00:07:41.400 --> 00:07:43.600]  爸爸住的地方
[00:07:43.600 --> 00:07:46.200]  然後兩個兒子就住在他隔離
[00:07:46.200 --> 00:07:47.600]  然後如果有個孫子
[00:07:47.600 --> 00:07:49.200]  那就三代了
[00:07:49.200 --> 00:07:50.800]  如果他真的這麼好命
[00:07:50.800 --> 00:07:53.200]  所謂有第四代出現
[00:07:53.200 --> 00:07:54.400]  那是很祝福的
[00:07:54.400 --> 00:07:56.400]  實在三代已經很厲害了
[00:07:56.400 --> 00:07:57.600]  三代同堂
[00:07:57.600 --> 00:08:01.400]  他們真的會住在同一個村
[00:08:01.400 --> 00:08:03.200]  和隔離
[00:08:03.200 --> 00:08:05.400]  好像索羅馬俄波拉那些事件
[00:08:05.400 --> 00:08:07.400]  如果神真的降災下去
[00:08:07.400 --> 00:08:10.400]  那就真的三、四代一起被審了
[00:08:10.400 --> 00:08:12.400]  為什麼有那個數字?
[00:08:12.400 --> 00:08:14.400]  因為那個數字的人
[00:08:14.400 --> 00:08:18.000]  是去到最盡四代可以一起住
[00:08:18.000 --> 00:08:20.400]  所以他說三、四代
[00:08:20.400 --> 00:08:21.800]  那些人聽得明白
[00:08:21.800 --> 00:08:23.600]  你一起住的那幾代
[00:08:23.600 --> 00:08:25.600]  都會涉及到
[00:08:25.600 --> 00:08:26.600]  如果神審判
[00:08:26.600 --> 00:08:27.400]  是這個意思
[00:08:27.400 --> 00:08:28.800]  我是這個意思
[00:08:28.800 --> 00:08:31.000]  不是說神追究三、四代
[00:08:31.000 --> 00:08:33.000]  因為神不甘願
[00:08:33.000 --> 00:08:34.000]  一代都不行
[00:08:34.000 --> 00:08:35.000]  又要第二代
[00:08:35.000 --> 00:08:35.600]  又要三代
[00:08:35.600 --> 00:08:36.800]  不是一次過
[00:08:36.800 --> 00:08:38.200]  甚至一審下去的時候
[00:08:38.200 --> 00:08:39.600]  三、四代都被審了
[00:08:39.600 --> 00:08:40.800]  但是我們現在
[00:08:40.800 --> 00:08:42.400]  活在末世裏面
[00:08:42.400 --> 00:08:43.800]  都是越來越混亂的
[00:08:43.800 --> 00:08:46.200]  很多戰爭的風聲
[00:08:46.200 --> 00:08:47.800]  如果一天我們都面對一些
[00:08:47.800 --> 00:08:49.000]  邪惡的勢力
[00:08:49.000 --> 00:08:51.000]  去侵擾我們
[00:08:51.000 --> 00:08:53.800]  那我們又可不可以用暴力去回應呢?
