
[00:00:00.000 --> 00:00:02.000]  我們一同低頭祈禱
[00:00:02.000 --> 00:00:08.000]  慈悲仁愛天父,我們很感謝你
[00:00:08.000 --> 00:00:12.000]  因為我們一同去紀念
[00:00:12.000 --> 00:00:19.000]  你的愛子主耶穌基督降生的這個節日
[00:00:19.000 --> 00:00:23.000]  讓我們每一個都可以在教會裏面
[00:00:23.000 --> 00:00:26.000]  我們去學習
[00:00:26.000 --> 00:00:30.000]  學習這一份你賜給我們的愛
[00:00:30.000 --> 00:00:34.000]  主耶穌我們看到這間教會很有盼望
[00:00:34.000 --> 00:00:37.000]  因為我們看到很多家庭在裏面
[00:00:37.000 --> 00:00:39.000]  我們一同去學習
[00:00:39.000 --> 00:00:41.000]  一同去成長
[00:00:41.000 --> 00:00:43.000]  也都一同去侍奉
[00:00:43.000 --> 00:00:47.000]  主耶穌求你閱納我們每一句的歌聲
[00:00:47.000 --> 00:00:50.000]  每一次我們的獻唱
[00:00:50.000 --> 00:00:54.000]  我們都願意將榮耀歸給你
[00:00:55.000 --> 00:00:59.000]  再求你繼續帶領我們以下這一段學習的時間
[00:00:59.000 --> 00:01:03.000]  我們同心仰望禱告
[00:01:03.000 --> 00:01:06.000]  奉大基督救主的聖名祈求
[00:01:06.000 --> 00:01:07.000]  阿門
[00:01:07.000 --> 00:01:09.000]  各位冬至快樂
[00:01:09.000 --> 00:01:14.000]  我們給一些掌聲我們台上的敬拜隊員好不好
[00:01:14.000 --> 00:01:24.000]  我們都需要多一些機會和我們的隊員一起去敬拜
[00:01:24.000 --> 00:01:26.000]  今天是很特別的一個日子
[00:01:26.000 --> 00:01:31.000]  因為我們的兒童侍工搬了來這個禮堂裏面
[00:01:31.000 --> 00:01:33.000]  我們平時有兒童崇拜
[00:01:33.000 --> 00:01:35.000]  有Avana的學習
[00:01:35.000 --> 00:01:38.000]  就會在八樓的走廊那一邊
[00:01:38.000 --> 00:01:43.000]  但今天因為一個聖誕家庭的報道崇拜
[00:01:43.000 --> 00:01:45.000]  我們又邀請了所有的家庭
[00:01:45.000 --> 00:01:48.000]  他們的小朋友都可以伴著他們的爸爸媽媽
[00:01:48.000 --> 00:01:52.000]  一齊來參與成人的崇拜
[00:01:53.000 --> 00:01:58.000]  今天很想和大家分享聖誕的真正意義
[00:01:58.000 --> 00:02:02.000]  聖誕是關我們每一個家庭的事
[00:02:02.000 --> 00:02:08.000]  不知道這張圖片是否大家期待聖誕節會發生的事情
[00:02:08.000 --> 00:02:13.000]  有多少個隊員準備去吃聖誕的好吃的食物
[00:02:13.000 --> 00:02:16.000]  有,我看到有舉手
[00:02:16.000 --> 00:02:19.000]  我相信媽媽爸爸一定預備了
[00:02:19.000 --> 00:02:23.000]  很多時候聖誕節是我們親朋共聚的日子
[00:02:23.000 --> 00:02:27.000]  我們一起藉著這個假期見面
[00:02:27.000 --> 00:02:31.000]  我們一起去享受一些很美的食物
[00:02:31.000 --> 00:02:34.000]  甚至我們會有很多的禮物
[00:02:34.000 --> 00:02:36.000]  我們會裝飾一下聖誕樹
[00:02:36.000 --> 00:02:39.000]  這些我們都很清楚和很想做
[00:02:39.000 --> 00:02:42.000]  因為這麼難得有一個假期
[00:02:42.000 --> 00:02:44.000]  我們就輕鬆一下
[00:02:44.000 --> 00:02:46.000]  讓自己透透氣
[00:02:46.000 --> 00:02:48.000]  也讓自己充充電
[00:02:49.000 --> 00:02:52.000]  但是我們也很清楚
[00:02:52.000 --> 00:02:55.000]  聖誕節不是這麼簡單
