
[00:00:00.000 --> 00:00:02.560]  各位晚安
[00:00:02.560 --> 00:00:10.220]  不久之前 岑嘉欣牧師跟我們分享了最後一堂
[00:00:10.220 --> 00:00:14.080]  亞摩斯書舊約經卷講道系列
[00:00:14.080 --> 00:00:18.120]  今日將會跟大家開始一個新的講道系列
[00:00:18.120 --> 00:00:21.420]  是新約經卷哥林多前後書
[00:00:21.420 --> 00:00:24.780]  我們一起給了名字這個經卷系列
[00:00:24.780 --> 00:00:26.780]  總共有七次的講道
[00:00:26.780 --> 00:00:31.580]  披荊斬棘的福音群體
[00:00:31.580 --> 00:00:35.500]  什麼是披荊斬棘的福音群體呢?
[00:00:35.500 --> 00:00:38.180]  為什麼說得好像這麼嚴重呢?
[00:00:38.180 --> 00:00:45.140]  原來大家很可能信徒在教會裏面一段時間
[00:00:45.140 --> 00:00:47.140]  你們也很可能很清楚
[00:00:47.140 --> 00:00:53.860]  信主之後沒有一個立即見效的屬靈生命
[00:00:53.860 --> 00:00:59.260]  因為我們在一個不信的世代裏面
[00:00:59.260 --> 00:01:01.260]  當我們走出了這個教會
[00:01:01.260 --> 00:01:03.660]  很多都不是信徒
[00:01:03.660 --> 00:01:06.460]  主不認識這個信仰的時候
[00:01:06.460 --> 00:01:09.660]  他們很可能對我們這班信徒的生命
[00:01:09.660 --> 00:01:13.860]  是有不明白甚至有敵意
[00:01:13.860 --> 00:01:17.580]  而在這些人我們繼續要跟他們一起生活
[00:01:17.580 --> 00:01:19.580]  一起工作的時候
[00:01:19.580 --> 00:01:22.300]  那個旅程不是這麼簡單
[00:01:22.300 --> 00:01:25.260]  甚至可能用間距來形容
[00:01:25.260 --> 00:01:28.260]  但神賜給我們教會
[00:01:28.260 --> 00:01:33.060]  就正如大家今天置身於沙田浸信會聖徒園堂當中
[00:01:33.060 --> 00:01:36.820]  我們知道主耶穌基督的補血覆蓋我們每一個
[00:01:36.820 --> 00:01:38.820]  讓我們蒙恩德救
[00:01:38.820 --> 00:01:41.820]  基督是這間教會的元首
[00:01:41.820 --> 00:01:45.820]  又有他賜下聖靈去幫助我們
[00:01:45.820 --> 00:01:49.820]  跟我們走這條人生的道路
[00:01:49.820 --> 00:01:53.820]  幫助我們信徒去整理我們的生命
