
[00:00:00.000 --> 00:00:02.000]  丁姐妹平安
[00:00:02.000 --> 00:00:05.280]  很開心今天可以在大家當中分享上帝的說話
[00:00:05.280 --> 00:00:08.960]  也感謝敬拜隊帶我們來敬拜
[00:00:08.960 --> 00:00:14.000]  今天我接續吳教會今年其中一個系列
[00:00:14.000 --> 00:00:16.240]  重建與被重建
[00:00:16.240 --> 00:00:18.040]  以色列記的系列
[00:00:18.040 --> 00:00:19.720]  來跟大家分享
[00:00:19.720 --> 00:00:21.640]  今天來到第七講
[00:00:21.640 --> 00:00:24.600]  講題是帶領復興的民事
[00:00:24.600 --> 00:00:27.960]  經文記載在以色列記第七章
[00:00:27.960 --> 00:00:29.920]  一至二十八節
[00:00:29.920 --> 00:00:31.400]  經文頗長
[00:00:31.400 --> 00:00:34.520]  所以我不會讀完所有經文
[00:00:34.520 --> 00:00:37.080]  如果大家想完整一點
[00:00:37.080 --> 00:00:43.400]  可以回家今晚重新看一次整章經文
[00:00:43.400 --> 00:00:47.240]  請聽我讀出當中的經文
[00:00:47.240 --> 00:00:48.840]  七章一節
[00:00:48.840 --> 00:00:50.120]  「這些事以後
[00:00:50.120 --> 00:00:53.160]  波斯王亞達薩西在位的時候
[00:00:53.160 --> 00:00:55.160]  有個人叫以斯拉
[00:00:55.160 --> 00:00:57.280]  他是西來亞的兒子
[00:00:57.280 --> 00:01:00.200]  然後下山去加普
[00:01:00.200 --> 00:01:02.200]  到第五節尾那句是這樣說
[00:01:02.200 --> 00:01:05.600]  他說:以利亞撒是亞倫大祭司的兒子
[00:01:05.600 --> 00:01:08.280]  第六節:這以斯拉從巴比倫上來
[00:01:08.280 --> 00:01:09.640]  他是一個文士
[00:01:09.640 --> 00:01:13.520]  精通耶和華以色列神所賜摩西的律法
[00:01:13.520 --> 00:01:15.560]  王允准他一切所求的
[00:01:15.560 --> 00:01:18.800]  因為耶和華他神的手幫助他
[00:01:18.800 --> 00:01:20.440]  亞達薩西王第七年
[00:01:20.440 --> 00:01:21.600]  有些以色列人
[00:01:21.600 --> 00:01:23.800]  一些祭司利美人歌唱的
[00:01:23.800 --> 00:01:25.760]  門口的守衛奠翼
[00:01:25.760 --> 00:01:27.240]  上耶路撒冷去
[00:01:27.240 --> 00:01:28.840]  王第七年五月
[00:01:28.840 --> 00:01:30.720]  以斯拉到了耶路撒冷
[00:01:30.720 --> 00:01:31.640]  正月初一
[00:01:31.640 --> 00:01:33.400]  他從巴比倫起程
[00:01:33.400 --> 00:01:36.080]  五月初一就到了耶路撒冷
[00:01:36.080 --> 00:01:38.760]  因為他神施恩的手幫助他
[00:01:38.760 --> 00:01:40.440]  以斯拉立志考究
[00:01:40.440 --> 00:01:42.080]  遵行耶和華的律法
[00:01:42.080 --> 00:01:45.000]  又將律例典章教導以色列人
[00:01:45.000 --> 00:01:46.920]  亞達薩西王次級精通
[00:01:46.920 --> 00:01:50.080]  耶和華界命和以色列律例的文士
[00:01:50.080 --> 00:01:52.280]  以斯拉祭司的遇子
[00:01:52.280 --> 00:01:53.480]  抄本如下
[00:01:53.480 --> 00:01:55.240]  諸王子王亞達薩西
[00:01:55.240 --> 00:01:57.960]  達於精通天上之神律法的
[00:01:57.960 --> 00:02:00.280]  以斯拉祭司文士等等
[00:02:00.280 --> 00:02:02.240]  現在住在我國中的
[00:02:02.240 --> 00:02:04.240]  以色列百姓祭司利美人
[00:02:04.240 --> 00:02:06.120]  凡願意上耶路撒冷去的
[00:02:06.120 --> 00:02:09.080]  我降旨准他們與你同去
[00:02:09.080 --> 00:02:11.320]  既然王與七個謀士派你去
[00:02:11.320 --> 00:02:13.160]  照你手中神的律法
[00:02:13.160 --> 00:02:16.560]  視察猶大和耶路撒冷的境況
[00:02:16.560 --> 00:02:18.400]  你又帶著王王謀士樂義
[00:02:18.400 --> 00:02:21.680]  獻給住耶路撒冷以色列神的金銀
[00:02:21.680 --> 00:02:24.760]  和你在巴比倫全省所得的一切金銀
[00:02:24.760 --> 00:02:27.040]  以及百姓祭司甘心獻給
[00:02:27.040 --> 00:02:29.400]  耶路撒冷他們神殿的禮物
[00:02:29.400 --> 00:02:31.480]  那麼你就當用這銀子
[00:02:31.480 --> 00:02:35.320]  急速買公牛、公綿羊、小綿羊
[00:02:35.320 --> 00:02:37.640]  和同獻的素祭、腰酒祭
[00:02:37.640 --> 00:02:40.960]  獻在耶路撒冷你們神殿的壇上
