
[00:00:00.000 --> 00:00:03.600]  經常說不可以跟未信的人拍拖結婚
[00:00:03.600 --> 00:00:07.600]  究竟這些是否我們信徒要遵守的教條呢?
[00:00:07.600 --> 00:00:09.600]  如果是教條
[00:00:09.600 --> 00:00:12.400]  為何聖經裡又有些跟外邦人通婚
[00:00:12.400 --> 00:00:14.800]  但神又沒有出聲的例子呢?
[00:00:26.800 --> 00:00:31.000]  Dr Wong 見到古以色列人不可以娶外邦女子為妻
[00:00:31.000 --> 00:00:32.400]  但為何摩西又可以呢?
[00:00:32.400 --> 00:00:34.600]  還有路德本人也是摩亞人
[00:00:34.600 --> 00:00:40.800]  首先聖經在舊約沒有說不可以娶外邦人
[00:00:40.800 --> 00:00:43.400]  他們不可以娶那七族的人
[00:00:43.400 --> 00:00:47.800]  就是剛才說的《生命記》七章一到五節
[00:00:47.800 --> 00:00:52.400]  實在在舊約裡不少人是娶了外邦女子
[00:00:52.400 --> 00:00:54.600]  路德是一個例子
[00:00:54.600 --> 00:00:58.000]  摩西的太太也是一個例子
[00:00:58.000 --> 00:01:02.400]  大家可以看到所羅門有一個妻子
[00:01:02.400 --> 00:01:09.200]  是正妻,是埃及的公主
[00:01:09.200 --> 00:01:13.400]  所以實在舊約裡不少人是娶了外邦女子
[00:01:13.400 --> 00:01:16.400]  也沒有說他們錯
[00:01:16.400 --> 00:01:21.800]  不過真的有說過娶外邦女子有一個風險
[00:01:21.800 --> 00:01:24.200]  就是教他們敬拜別的神
[00:01:24.200 --> 00:01:26.200]  這也是真的
[00:01:26.200 --> 00:01:29.000]  所以排除這個問題
[00:01:29.000 --> 00:01:33.000]  好像路德那件事不是一個問題
[00:01:33.000 --> 00:01:36.400]  所以不是不可以娶外邦女子
[00:01:36.400 --> 00:01:39.600]  是外邦女子可能會帶他們敬拜別的神
[00:01:39.600 --> 00:01:41.800]  所以一定要處理這個問題
[00:01:41.800 --> 00:01:44.800]  經常聽人用信與不信不能同婦一額
[00:01:44.800 --> 00:01:47.400]  來勸人不要和非信徒結婚
[00:01:47.400 --> 00:01:50.800]  如果對你說只是不可以和七族通婚
[00:01:50.800 --> 00:01:54.200]  是否代表我們今天可以和非信徒結婚呢?
[00:01:54.200 --> 00:02:05.400]  為什麼會變成信與不信不能同婦一額
[00:02:05.400 --> 00:02:07.400]  如果你看回聯繫
[00:02:07.400 --> 00:02:09.400]  它不是說婚姻
[00:02:09.400 --> 00:02:11.400]  是說另外一些東西
[00:02:11.400 --> 00:02:16.200]  有些東西我們不可以和非基督徒
[00:02:16.200 --> 00:02:18.400]  不信的人一起
[00:02:18.400 --> 00:02:20.600]  因為他們的價值觀不同
[00:02:20.600 --> 00:02:23.000]  所以它所說的那件事
[00:02:23.000 --> 00:02:26.400]  不過在應用上
[00:02:26.400 --> 00:02:28.800]  那些人就想既然是這樣
[00:02:28.800 --> 00:02:32.000]  大家一起做生意
[00:02:32.000 --> 00:02:33.400]  可能有不同的信仰
[00:02:33.400 --> 00:02:36.800]  可能我們不可以和婦一額
[00:02:36.800 --> 00:02:38.600]  可能結婚都不可以了
[00:02:38.600 --> 00:02:39.800]  是這個意思
[00:02:39.800 --> 00:02:45.400]  衍生出來就是不可以和非基督徒結婚
[00:02:45.400 --> 00:02:48.600]  但是很明顯在哥林多前書
[00:02:48.600 --> 00:02:51.400]  《福音書》七章裏有人做了這件事
[00:02:51.400 --> 00:02:54.800]  保羅都沒有叫他們離婚
[00:02:54.800 --> 00:02:58.600]  他說如果不信的人不想離婚
[00:02:58.600 --> 00:02:59.800]  你不應該離婚
[00:02:59.800 --> 00:03:01.800]  甚至不和他們說
[00:03:01.800 --> 00:03:04.200]  除非他自己說要離婚
[00:03:04.200 --> 00:03:06.000]  那就沒法子了
[00:03:06.000 --> 00:03:07.800]  因為他想離婚
[00:03:07.800 --> 00:03:10.800]  在羅馬的制度
[00:03:10.800 --> 00:03:12.400]  實在像香港
[00:03:12.400 --> 00:03:15.200]  他要離是阻止不了的
[00:03:15.400 --> 00:03:21.600]  所以保羅都不是阻止一定要離婚
[00:03:21.600 --> 00:03:24.000]  如果你問我應不應該
[00:03:24.000 --> 00:03:26.400]  當然最好是沒有
[00:03:26.400 --> 00:03:29.200]  不過結婚就不是錯的
[00:03:29.200 --> 00:03:31.600]  不過你說會不會選錯人
[00:03:31.600 --> 00:03:33.600]  這件事就可能會錯
[00:03:33.600 --> 00:03:36.400]  所以選一個最符合我們
[00:03:36.400 --> 00:03:37.800]  大家都是基督徒
[00:03:37.800 --> 00:03:39.000]  這是最好的
[00:03:39.000 --> 00:03:43.400]  我不會說和一個非基督徒結婚是罪
[00:03:43.400 --> 00:03:45.400]  因為聖經沒有這樣說
[00:03:45.400 --> 00:03:46.600]  如果是罪
[00:03:46.600 --> 00:03:49.400]  保羅就叫他們一定要離婚
[00:03:49.400 --> 00:03:52.000]  因為你活在罪中
[00:03:52.000 --> 00:03:53.600]  但保羅不是這樣說
[00:03:53.600 --> 00:03:55.600]  所以那個本身不是罪
[00:03:55.600 --> 00:03:58.800]  不過是一個不好的選擇
[00:03:58.800 --> 00:04:00.600]  因為會有很多衝突
[00:04:00.600 --> 00:04:02.600]  例如將來的小孩
[00:04:02.600 --> 00:04:05.400]  一個要去敬拜黃大仙
[00:04:05.400 --> 00:04:08.400]  帶兒子去敬拜黃大仙
[00:04:08.400 --> 00:04:10.600]  或者十一奉獻
[00:04:10.600 --> 00:04:11.600]  他又不喜歡
[00:04:11.600 --> 00:04:14.400]  很多問題可能出現
[00:04:14.400 --> 00:04:16.000]  不是一定處理不到
[00:04:16.000 --> 00:04:18.600]  不過給自己很多麻煩
[00:04:18.600 --> 00:04:22.000]  舊約聽起來好像很抗拒外邦人
[00:04:22.000 --> 00:04:24.200]  如果他們想敬拜真神又如何?
[00:04:24.200 --> 00:04:28.000]  舊約抗拒外邦人
[00:04:28.000 --> 00:04:32.400]  實在如果你想一下什麼是舊約
[00:04:32.400 --> 00:04:35.800]  舊約一開始是神創造天地萬物
[00:04:35.800 --> 00:04:40.400]  所以所有人都是神創造的
[00:04:40.400 --> 00:04:44.200]  舊約本身是不抗拒外邦人
[00:04:44.200 --> 00:04:46.200]  約拿的案件是說
[00:04:46.200 --> 00:04:49.200]  我們要聽神愛你們未成的人
[00:04:49.200 --> 00:04:56.000]  所以舊約本身不是排外邦人
[00:04:56.000 --> 00:04:57.600]  不過選民
[00:04:57.600 --> 00:05:01.200]  神選出來要彌賽阿彌
[00:05:01.200 --> 00:05:07.800]  那個選民可以那麼純正就那麼純正
[00:05:07.800 --> 00:05:11.000]  尤其是宗教上
[00:05:11.000 --> 00:05:14.600]  所以那個問題有少少誤導
[00:05:14.600 --> 00:05:19.000]  不是說排除外邦人
[00:05:19.000 --> 00:05:22.200]  而是排序異教比較正確
[00:05:22.200 --> 00:05:24.200]  下一集再和大家探討
