
[00:00:00.000 --> 00:00:06.000]  我叫蘇平英,大家可以叫我Benny
[00:00:06.000 --> 00:00:10.000]  今日去到十二月,在我的港島系列裏面
[00:00:10.000 --> 00:00:12.000]  記不記得是甚麼,制與不制之間
[00:00:12.000 --> 00:00:17.000]  有些做有些不做,在一些狀態下已經去到大陸講
[00:00:17.000 --> 00:00:21.000]  最後一講,題目是時也命也
[00:00:21.000 --> 00:00:24.000]  覺得很奇怪嗎?是否很不基督教的名字?
[00:00:24.000 --> 00:00:28.000]  時也命也,講甚麼?你是牧師嗎?
[00:00:28.000 --> 00:00:32.000]  有很多東西好像基督徒不能講,是否應該講呢?
[00:00:32.000 --> 00:00:36.000]  有些說話,我記得有一次坐巴士,在上層
[00:00:36.000 --> 00:00:39.000]  有個太太走上來,很大聲地講電話
[00:00:39.000 --> 00:00:43.000]  全層都聽到那些,她講的東西,我不太想聽
[00:00:43.000 --> 00:00:46.000]  但她講完一句說話,我就很想聽下去
[00:00:46.000 --> 00:00:48.000]  我不做的了,我已經是基督徒
[00:00:48.000 --> 00:00:50.000]  這句說話很吸引我
[00:00:50.000 --> 00:00:52.000]  究竟有甚麼是基督徒不能做的呢?
[00:00:52.000 --> 00:00:54.000]  我就很細心地聽她講
[00:00:54.000 --> 00:00:56.000]  完全聽到她對家人說甚麼
[00:00:56.000 --> 00:01:00.000]  因為她的單日諾裏面
[00:01:00.000 --> 00:01:06.000]  原來她的朋友叫她教她攝太歲
[00:01:06.000 --> 00:01:08.000]  大家認識嗎?有人認識嗎?
[00:01:08.000 --> 00:01:11.000]  沒有人認識,如果認識我就不講了
[00:01:11.000 --> 00:01:12.000]  你們不認識我就講一下
[00:01:12.000 --> 00:01:14.000]  我學過一點點的
[00:01:14.000 --> 00:01:17.000]  我之後帶了一個宗教導賞去學
[00:01:17.000 --> 00:01:19.000]  專程去學,她知道是甚麼
[00:01:19.000 --> 00:01:22.000]  不是每間廟都有太歲廟
[00:01:22.000 --> 00:01:25.000]  最近我們車公廟有太歲廟
[00:01:25.000 --> 00:01:30.000]  我進去看,問問人和人聊聊天
[00:01:30.000 --> 00:01:32.000]  太歲廟裏面有今年的太歲是誰
[00:01:32.000 --> 00:01:35.000]  整個太歲廟有很多神佛
[00:01:35.000 --> 00:01:37.000]  何時輪到誰
[00:01:37.000 --> 00:01:39.000]  你進去的時候,如果今年雙春
[00:01:39.000 --> 00:01:42.000]  很簡單地說,不知道怎樣轉圈
[00:01:42.000 --> 00:01:46.000]  有一張東西就放在公仔下面
[00:01:46.000 --> 00:01:48.000]  就叫攝太歲
[00:01:48.000 --> 00:01:52.000]  做完這些研究,我得出結論
[00:01:52.000 --> 00:01:55.000]  雖然不是廟祝,但其實很相同
[00:01:55.000 --> 00:01:58.000]  其實攝太歲的行動
[00:01:58.000 --> 00:02:03.000]  某個程度上,雙春等同行賄一樣
[00:02:03.000 --> 00:02:07.000]  今年不要教我,給你東西
[00:02:07.000 --> 00:02:09.000]  攝下去給你,不要讓人知道
[00:02:09.000 --> 00:02:11.000]  就是類同的東西
[00:02:11.000 --> 00:02:13.000]  所以基督徒不要再教人,相信迷信
[00:02:13.000 --> 00:02:16.000]  基督徒應該有些東西都不講
[00:02:16.000 --> 00:02:18.000]  應該不要教人
[00:02:18.000 --> 00:02:20.000]  最後太太還是教了
[00:02:20.000 --> 00:02:24.000]  所以要堅持有些東西
[00:02:24.000 --> 00:02:27.000]  不應該講,或者不應該做就不要做
[00:02:27.000 --> 00:02:29.000]  大家有沒有聽過一句說話
[00:02:29.000 --> 00:02:31.000]  牛耕田馬食菊
[00:02:31.000 --> 00:02:33.000]  有沒有聽過,下一句是甚麼
[00:02:33.000 --> 00:02:38.000]  老豆耕田仔享福
[00:02:38.000 --> 00:02:41.000]  這一場都有些聲音
[00:02:41.000 --> 00:02:44.000]  有些場裝甚麼來的,沒聽過的
[00:02:44.000 --> 00:02:47.000]  有些真實的聲音在
[00:02:47.000 --> 00:02:51.000]  這句廣東話的信口樓
[00:02:51.000 --> 00:02:53.000]  原來有十句,大家知不知道
[00:02:53.000 --> 00:02:55.000]  這是第一句
[00:02:55.000 --> 00:02:57.000]  第六句,我給大家聽,大家有沒有聽過
[00:02:57.000 --> 00:03:01.000]  命注定,運難卜
[00:03:01.000 --> 00:03:04.000]  三衰六旺,好難捉
[00:03:04.000 --> 00:03:06.000]  有沒有聽過
[00:03:06.000 --> 00:03:09.000]  三衰六旺,好難捉,是也命也
[00:03:09.000 --> 00:03:13.000]  三樣衰,六個都旺,好難捉
[00:03:13.000 --> 00:03:16.000]  你們信不信命運
[00:03:16.000 --> 00:03:18.000]  基督徒信不信命運
[00:03:18.000 --> 00:03:20.000]  可不可以不要講這些
[00:03:20.000 --> 00:03:22.000]  是也命也,是不是不要講
[00:03:22.000 --> 00:03:25.000]  不信,為甚麼你不信
[00:03:25.000 --> 00:03:27.000]  不行的,基督徒
[00:03:27.000 --> 00:03:28.000]  你都知道為甚麼不行
[00:03:28.000 --> 00:03:29.000]  如果你做了基督徒不行的時候
[00:03:29.000 --> 00:03:31.000]  信又行不行呢,反過來
[00:03:31.000 --> 00:03:33.000]  信又行不行
[00:03:33.000 --> 00:03:35.000]  給兩秒大家想一想
[00:03:35.000 --> 00:03:37.000]  OK,兩秒過了
[00:03:37.000 --> 00:03:43.000]  最近在網上看到一段東西
[00:03:43.000 --> 00:03:45.000]  大家知不知道在小童孫
[00:03:45.000 --> 00:03:47.000]  我們這個澳牛是很出名的
[00:03:47.000 --> 00:03:49.000]  很多人去排隊吃澳牛
[00:03:49.000 --> 00:03:51.000]  很出名,出名甚麼
[00:03:51.000 --> 00:03:53.000]  出名衰,不是快
[00:03:53.000 --> 00:03:56.000]  不是衰,出名快
[00:03:56.000 --> 00:03:59.000]  還有態度不是很有線
[00:03:59.000 --> 00:04:03.000]  又很有性格,那些伙計
[00:04:03.000 --> 00:04:05.000]  要排隊,很多人去排
[00:04:05.000 --> 00:04:08.000]  那裡說有個人剛坐下
[00:04:08.000 --> 00:04:10.000]  排隊了,坐下了
[00:04:10.000 --> 00:04:13.000]  他就下命令,好像蛋字一樣
[00:04:13.000 --> 00:04:15.000]  他一下完,寫都未寫完
[00:04:15.000 --> 00:04:18.000]  然後第二個排隊人員就把蛋字放進去
[00:04:18.000 --> 00:04:21.000]  然後他就問,我剛剛下了,為甚麼這麼快
[00:04:21.000 --> 00:04:24.000]  然後小童子就回答他
[00:04:24.000 --> 00:04:26.000]  他回答他就說
[00:04:26.000 --> 00:04:29.000]  好像你的命一樣,是整定的
[00:04:29.000 --> 00:04:31.000]  嘩,多有哲理
[00:04:31.000 --> 00:04:33.000]  這句話真是很有哲理
[00:04:33.000 --> 00:04:35.000]  好像你的命一樣,是整定的
[00:04:35.000 --> 00:04:37.000]  命運就是這樣
[00:04:37.000 --> 00:04:41.000]  冥冥中的擺佈是整定的
[00:04:41.000 --> 00:04:43.000]  人生我們不能主宰
[00:04:43.000 --> 00:04:45.000]  未來我們不能主宰
[00:04:45.000 --> 00:04:48.000]  很多事都不是由人能夠去選擇
[00:04:48.000 --> 00:04:50.000]  是不是,覺不覺得是
[00:04:50.000 --> 00:04:52.000]  不是,大家去麥當勞都可以選擇
[00:04:52.000 --> 00:04:55.000]  但很多事都不能選擇
[00:04:55.000 --> 00:04:57.000]  好像你出生在哪個家庭
[00:04:57.000 --> 00:04:58.000]  你父母是誰
[00:04:58.000 --> 00:05:00.000]  然後問為甚麼爸爸不是李嘉誠
[00:05:00.000 --> 00:05:02.000]  貧富你又決定不到
[00:05:02.000 --> 00:05:03.000]  沒得選擇
[00:05:03.000 --> 00:05:05.000]  有些人厲害,有些人不太厲害
[00:05:05.000 --> 00:05:08.000]  出生出世就身體殘缺
[00:05:08.000 --> 00:05:10.000]  有些人會很健康
[00:05:10.000 --> 00:05:12.000]  出去讀書,明明都頗厲害
[00:05:12.000 --> 00:05:14.000]  但班長經常都比我厲害
[00:05:14.000 --> 00:05:16.000]  沒得你選擇
[00:05:16.000 --> 00:05:18.000]  社會經濟前幾年都不錯
[00:05:18.000 --> 00:05:19.000]  今年又全跌了
[00:05:19.000 --> 00:05:21.000]  這些就是際遇
[00:05:21.000 --> 00:05:23.000]  有些事是你沒得選擇
[00:05:23.000 --> 00:05:25.000]  不由你去選擇
[00:05:25.000 --> 00:05:27.000]  好像這幅圖畫一樣
[00:05:27.000 --> 00:05:30.000]  外國人很流行,Family Tree
[00:05:30.000 --> 00:05:32.000]  祖師父,誰放在這裏
[00:05:32.000 --> 00:05:34.000]  好像美國那些
[00:05:34.000 --> 00:05:35.000]  四代都不用工作
[00:05:35.000 --> 00:05:36.000]  第一代做得好的時候
[00:05:36.000 --> 00:05:38.000]  有些事是沒得選擇
[00:05:38.000 --> 00:05:40.000]  基督徒不信命運
[00:05:40.000 --> 00:05:43.000]  但我們又經常聽到一句說話
[00:05:43.000 --> 00:05:46.000]  上帝早已預備,又可以唱
[00:05:46.000 --> 00:05:48.000]  你又說你基督徒不信命運
[00:05:48.000 --> 00:05:50.000]  又說上帝早已預備
[00:05:50.000 --> 00:05:53.000]  天下萬事都在上帝掌管和掌握之中
[00:05:53.000 --> 00:05:55.000]  沒有偶然,我們經常說
[00:05:55.000 --> 00:05:57.000]  你又說不信
[00:05:57.000 --> 00:05:59.000]  現在又唱,又說是
[00:05:59.000 --> 00:06:01.000]  究竟是有很多問號出現
[00:06:01.000 --> 00:06:03.000]  凡事皆有上帝
[00:06:03.000 --> 00:06:06.000]  是否不等於否定命運
[00:06:06.000 --> 00:06:07.000]  究竟是怎樣
[00:06:07.000 --> 00:06:09.000]  很多negative,negative,又positive
[00:06:09.000 --> 00:06:10.000]  聽完你都不會明白
[00:06:10.000 --> 00:06:12.000]  所以我們看下去
[00:06:12.000 --> 00:06:13.000]  究竟是怎樣
[00:06:13.000 --> 00:06:15.000]  我們需要拆解一下
[00:06:15.000 --> 00:06:17.000]  甚麼是命運,拆解甚麼
[00:06:17.000 --> 00:06:18.000]  拆開來解釋
[00:06:18.000 --> 00:06:20.000]  命就是有意志的天命
[00:06:20.000 --> 00:06:23.000]  運是沒有意志的宇宙力量
[00:06:23.000 --> 00:06:25.000]  簡稱時運
[00:06:25.000 --> 00:06:26.000]  是兩樣東西
[00:06:26.000 --> 00:06:27.000]  命是有意志的
[00:06:27.000 --> 00:06:29.000]  運是時運的一件事
[00:06:29.000 --> 00:06:33.000]  基督徒說的上帝的旨意
[00:06:33.000 --> 00:06:37.000]  某程度上是認同中國人的天命
[00:06:37.000 --> 00:06:39.000]  天命
[00:06:39.000 --> 00:06:41.000]  否定沒有意志的宇宙力量
[00:06:41.000 --> 00:06:44.000]  有些宇宙力量不相信時運
[00:06:44.000 --> 00:06:46.000]  但相信天命
[00:06:46.000 --> 00:06:47.000]  他這樣看命運
[00:06:47.000 --> 00:06:49.000]  聖經又怎樣看
[00:06:49.000 --> 00:06:51.000]  和大家看看傳道書八章
[00:06:51.000 --> 00:06:52.000]  看這一段
[00:06:52.000 --> 00:06:53.000]  我讀給大家聽
[00:06:53.000 --> 00:06:56.000]  各樣事物都有時機和過程
[00:06:56.000 --> 00:06:58.000]  但人有苦難重壓在身上
[00:06:58.000 --> 00:07:00.000]  他不知道將來的事
[00:07:00.000 --> 00:07:02.000]  其實將來是怎樣
[00:07:02.000 --> 00:07:03.000]  誰能告訴他
[00:07:03.000 --> 00:07:05.000]  沒有人能夠掌握生命
[00:07:05.000 --> 00:07:06.000]  將生命留住
[00:07:06.000 --> 00:07:09.000]  亦沒有人能夠有權去掌管死期
[00:07:09.000 --> 00:07:11.000]  這場爭戰沒有人能夠避免
[00:07:11.000 --> 00:07:15.000]  邪惡的人不能夠救行邪惡的人
[00:07:15.000 --> 00:07:18.000]  這一切我都見過
[00:07:18.000 --> 00:07:21.000]  我專心考察日光之下所發生的一切事
[00:07:21.000 --> 00:07:23.000]  有時這些人管理的人
[00:07:23.000 --> 00:07:24.000]  令人受害
[00:07:24.000 --> 00:07:26.000]  經常都見到
[00:07:26.000 --> 00:07:27.000]  我再看下去
[00:07:27.000 --> 00:07:29.000]  我見到惡人被埋葬
[00:07:29.000 --> 00:07:31.000]  從前他們進出聖地
[00:07:31.000 --> 00:07:33.000]  他們在城中作為被人忘記
[00:07:33.000 --> 00:07:35.000]  這是去控
[00:07:35.000 --> 00:07:38.000]  判罪之後不立刻去執行
[00:07:38.000 --> 00:07:41.000]  所以世人滿懷作惡的心思
[00:07:41.000 --> 00:07:43.000]  罪人雖然作惡八次
[00:07:43.000 --> 00:07:44.000]  倒響長壽
[00:07:44.000 --> 00:07:46.000]  然而我也知道
[00:07:46.000 --> 00:07:48.000]  福樂必臨到敬畏上帝的人
[00:07:48.000 --> 00:07:51.000]  就是在他面前心存敬畏的人
[00:07:51.000 --> 00:07:53.000]  惡人卻不得福樂
[00:07:53.000 --> 00:07:55.000]  他的日子好像影而不得長久
[00:07:55.000 --> 00:07:58.000]  因為他不敬畏上帝
[00:07:58.000 --> 00:07:59.000]  第九章
[00:07:59.000 --> 00:08:01.000]  我轉移回顧日光之下
[00:08:01.000 --> 00:08:02.000]  快跑的未必能贏
[00:08:02.000 --> 00:08:04.000]  強壯的未必能戰勝
[00:08:04.000 --> 00:08:06.000]  智慧的未必得糧食
[00:08:06.000 --> 00:08:08.000]  聰明的未必得財富
[00:08:08.000 --> 00:08:09.000]  有學問的未必得人喜悅
[00:08:09.000 --> 00:08:11.000]  存在乎各人遇上的
[00:08:11.000 --> 00:08:14.000]  時候和機會
[00:08:14.000 --> 00:08:16.000]  人知道自己的定期
[00:08:16.000 --> 00:08:18.000]  與被險惡的網圈住
[00:08:18.000 --> 00:08:19.000]  鳥被羅網捉住
[00:08:19.000 --> 00:08:22.000]  窩灣的時刻忽然臨到
[00:08:22.000 --> 00:08:24.000]  大家這兩個星期都知道
[00:08:24.000 --> 00:08:29.000]  世人陷在其中也是如此
[00:08:29.000 --> 00:08:31.000]  我們今天用三個方向看看
[00:08:31.000 --> 00:08:33.000]  第一,苦、罪、圓、迷
[00:08:33.000 --> 00:08:35.000]  究竟苦和罪是怎樣的呢?
[00:08:35.000 --> 00:08:37.000]  是怎樣來的呢?
[00:08:37.000 --> 00:08:39.000]  第二,是也命也
[00:08:39.000 --> 00:08:40.000]  今天的題目
[00:08:40.000 --> 00:08:42.000]  第三,我們有什麼要做呢?
[00:08:42.000 --> 00:08:44.000]  可否造就其他人呢?
[00:08:44.000 --> 00:08:48.000]  首先,想問大家一個問題
[00:08:48.000 --> 00:08:50.000]  是不是所有事情發生
[00:08:50.000 --> 00:08:54.000]  都有上帝的美意呢?
[00:08:54.000 --> 00:08:59.000]  所有的意外、火災、苦難
[00:08:59.000 --> 00:09:04.000]  與家人分開、不公義、圍標
[00:09:04.000 --> 00:09:09.000]  是不是都有神聖的理由呢?
[00:09:09.000 --> 00:09:14.000]  很接近,正經地很接近我們的生活
[00:09:14.000 --> 00:09:18.000]  是不是有神的美意在當中呢?
[00:09:18.000 --> 00:09:20.000]  最近這兩個星期有沒有看到網上
[00:09:20.000 --> 00:09:22.000]  很多人問同一個問題
[00:09:22.000 --> 00:09:24.000]  很多人問同一個問題
[00:09:24.000 --> 00:09:27.000]  上帝在哪裡?
[00:09:27.000 --> 00:09:31.000]  你們做基督徒怎樣回答?
[00:09:31.000 --> 00:09:35.000]  你們的上帝不是慈愛嗎?
[00:09:35.000 --> 00:09:37.000]  為什麼會發生這樣的事情?
[00:09:37.000 --> 00:09:39.000]  為什麼?
[00:09:39.000 --> 00:09:41.000]  怎樣回答呢?
[00:09:41.000 --> 00:09:45.000]  我記得當年美國911
[00:09:45.000 --> 00:09:47.000]  發生這麼大的事情
[00:09:47.000 --> 00:09:50.000]  所有的大事、災難性的事情
[00:09:50.000 --> 00:09:52.000]  不是基督徒就會問基督徒
[00:09:52.000 --> 00:09:54.000]  每一次大災難都會問
[00:09:54.000 --> 00:09:56.000]  上帝在哪裡?
[00:09:56.000 --> 00:09:59.000]  同樣有記者訪問
[00:09:59.000 --> 00:10:03.000]  一個訪問,專門找了葛培里的女兒
[00:10:03.000 --> 00:10:05.000]  也是教務同工
[00:10:05.000 --> 00:10:09.000]  問她上帝在哪裡?
[00:10:09.000 --> 00:10:11.000]  她回答得很有智慧
[00:10:11.000 --> 00:10:15.000]  她說為什麼你們現在才問上帝在哪裡?
[00:10:15.000 --> 00:10:19.000]  之前所有美國的學校
[00:10:19.000 --> 00:10:21.000]  禁止祈禱
[00:10:21.000 --> 00:10:24.000]  立了新例不讓祈禱
[00:10:24.000 --> 00:10:28.000]  你們現在才問上帝在哪裡?
[00:10:28.000 --> 00:10:30.000]  你又會怎樣回答呢?
[00:10:30.000 --> 00:10:32.000]  在香港這樣的情況
[00:10:32.000 --> 00:10:33.000]  你又會怎樣回答?
[00:10:33.000 --> 00:10:35.000]  不要這麼大,縮小一點
[00:10:35.000 --> 00:10:38.000]  如果你的朋友或組員進了醫院
[00:10:38.000 --> 00:10:40.000]  躺在那裡,你去探望他
[00:10:40.000 --> 00:10:44.000]  你會說什麼話呢?
[00:10:44.000 --> 00:10:46.000]  不太會說話
[00:10:46.000 --> 00:10:48.000]  給大家一些選擇
[00:10:48.000 --> 00:10:50.000]  我們播放影片給大家看看會不會說話
[00:10:50.000 --> 00:10:54.000]  基督徒
[00:10:54.000 --> 00:10:56.000]  葛培里
[00:10:56.000 --> 00:10:57.000]  你怎樣了?
[00:10:57.000 --> 00:10:59.000]  這個紅斑狼瘡病
[00:10:59.000 --> 00:11:02.000]  令我住了醫院29天
[00:11:02.000 --> 00:11:04.000]  還沒有好嗎?
[00:11:04.000 --> 00:11:08.000]  不是,醫生說已經好得差不多了
[00:11:08.000 --> 00:11:10.000]  再留院觀察一下
[00:11:10.000 --> 00:11:15.000]  這個病只有10%的男士有
[00:11:15.000 --> 00:11:17.000]  這樣你還…
[00:11:17.000 --> 00:11:20.000]  其實我也想過一想
