
[00:00:00.000 --> 00:00:05.320]  大家好,考考大家的地理
[00:00:05.320 --> 00:00:10.000]  香港有一條街,不知道大家知不知道去哪一區
[00:00:10.000 --> 00:00:13.240]  這條街的名字叫做盛傳路
[00:00:13.240 --> 00:00:20.760]  讓大家猜猜,在新界,在九龍,還是在港島區呢?
[00:00:20.760 --> 00:00:25.400]  知道的馬上可以留言,我們暫時不能做烽煙
[00:00:25.400 --> 00:00:27.920]  我們只能在網上回應
[00:00:27.920 --> 00:00:32.960]  開估吧,答案是在大圍區的盛傳路
[00:00:32.960 --> 00:00:35.560]  我當然有去過這條街
[00:00:35.560 --> 00:00:37.840]  去到時看看牌子,盛傳路
[00:00:37.840 --> 00:00:40.280]  可能現在在Google都可以搜尋一下
[00:00:40.280 --> 00:00:44.520]  盛傳路的英文譯法不是以詩來譯
[00:00:44.520 --> 00:00:49.080]  是純音譯,就是星穿Wall
[00:00:49.080 --> 00:00:53.840]  去到時經過就會問,究竟是盛傳甚麼呢?
[00:00:53.840 --> 00:00:55.640]  以及是怎樣盛傳呢?
[00:00:55.640 --> 00:01:00.280]  作為我們基督徒,當然我們盛傳的是上帝的心意
[00:01:00.280 --> 00:01:03.560]  即使耶穌基督都曾經說過
[00:01:03.560 --> 00:01:06.840]  不如照我的意思,只願照你的意思
[00:01:06.840 --> 00:01:10.200]  當我們在宣教的事情上面
[00:01:10.200 --> 00:01:14.320]  我們面對一位宣教的上帝,我們也是宣教的子民時
[00:01:14.320 --> 00:01:18.520]  我們怎樣在宣教的事情上能夠參與呢?
[00:01:18.520 --> 00:01:22.520]  我記得當我思考宣教的事情上
[00:01:22.520 --> 00:01:24.040]  我曾經去過一個地方
[00:01:24.040 --> 00:01:26.360]  去到那個地方時,我就想
[00:01:26.360 --> 00:01:29.360]  究竟自己能否獻身
[00:01:29.360 --> 00:01:32.320]  即是有時間去做宣教士呢?
[00:01:32.320 --> 00:01:33.920]  有沒有宣教士的恩賜?
[00:01:33.920 --> 00:01:35.840]  於是我就去這個地方
[00:01:35.840 --> 00:01:40.240]  去到這個地方時,立即自我懷疑,很迷惑
[00:01:40.240 --> 00:01:42.840]  我又不懂得那裡的語言
[00:01:42.840 --> 00:01:46.840]  又不是那裡的牧師,又不能講道
[00:01:46.840 --> 00:01:50.080]  又不是宣教士,我可以做些甚麼呢?
[00:01:50.080 --> 00:01:51.560]  那段時間
[00:01:51.560 --> 00:01:53.880]  甚至我本身是打籃球的
[00:01:53.880 --> 00:01:56.080]  我便想,去到那裡
[00:01:56.080 --> 00:01:58.880]  可以直接打籃球,去認識朋友
[00:01:58.880 --> 00:02:01.280]  誰知道,去到冰天雪地
[00:02:01.280 --> 00:02:02.640]  有朋友帶我
[00:02:02.640 --> 00:02:05.160]  Jimmy,不如去外面打球
[00:02:05.160 --> 00:02:08.440]  那就好,穿著寒冬的衣服
[00:02:08.440 --> 00:02:10.160]  一出去,拍球的時候
[00:02:10.160 --> 00:02:12.400]  一拍,球就不見了
[00:02:12.400 --> 00:02:13.640]  彈開了不知在哪裡
[00:02:13.640 --> 00:02:16.720]  我以為是一些阻力訓練
[00:02:16.720 --> 00:02:18.240]  但基本上是做不到的
[00:02:18.240 --> 00:02:19.440]  不要說拍球
[00:02:19.440 --> 00:02:22.320]  運球,不如我們運球,就這樣走籃吧
[00:02:22.320 --> 00:02:23.960]  滑到趴在那裡
[00:02:23.960 --> 00:02:25.960]  做不到,只是射球
[00:02:25.960 --> 00:02:27.080]  好像我們現在這樣
[00:02:27.080 --> 00:02:29.280]  疫情之後,好像覺得甚麼都做不到
[00:02:29.280 --> 00:02:32.200]  所以那段時間,我都很迷惘
[00:02:32.200 --> 00:02:35.400]  好像覺得,我未能夠有自己的角色
[00:02:35.400 --> 00:02:37.880]  可以參與宣教事情上
[00:02:37.880 --> 00:02:40.240]  過後,當然是突破了
[00:02:40.240 --> 00:02:42.280]  在不同的地方上
[00:02:42.280 --> 00:02:44.840]  而在這幾年,都去到不同的地方
[00:02:44.840 --> 00:02:47.760]  同樣再次有一個疑惑
[00:02:47.760 --> 00:02:49.560]  可以做些甚麼呢
[00:02:49.560 --> 00:02:51.120]  去到一個地方的時候
[00:02:51.120 --> 00:02:53.680]  又是,又不知道那裡的語言
[00:02:53.680 --> 00:02:55.320]  又不熟悉那裡的文化
[00:02:55.320 --> 00:02:58.320]  打算可以去跟不同的朋友
[00:02:58.320 --> 00:02:59.800]  就是去認識朋友
[00:02:59.800 --> 00:03:01.040]  但都是很疑惑
[00:03:01.040 --> 00:03:03.080]  究竟可以做些甚麼呢
[00:03:03.080 --> 00:03:04.680]  在這個承傳路上的時候
[00:03:04.680 --> 00:03:07.400]  我們怎樣能夠承傳上帝的心意
[00:03:07.400 --> 00:03:09.200]  不單止我會問
[00:03:09.200 --> 00:03:11.360]  我相信大家在這段時間都會問
[00:03:11.360 --> 00:03:12.440]  在疫情之下的時候
[00:03:12.440 --> 00:03:15.120]  我們怎樣能夠繼續在承傳路上
[00:03:15.120 --> 00:03:17.280]  去承傳上帝的心意
[00:03:17.280 --> 00:03:19.440]  這個問題同樣在聖經裡面
[00:03:19.440 --> 00:03:21.240]  都有給我們一些看法
[00:03:21.240 --> 00:03:22.840]  我們可以去看看聖經
[00:03:22.840 --> 00:03:24.800]  出自《耳筆所書》
[00:03:24.800 --> 00:03:27.360]  四章的十一至十三節
[00:03:27.360 --> 00:03:29.000]  他所賜的有使徒
[00:03:29.000 --> 00:03:30.000]  有先知
[00:03:30.000 --> 00:03:31.440]  有傳福音的
[00:03:31.440 --> 00:03:33.360]  有牧者和有教師
[00:03:33.360 --> 00:03:36.600]  為要裝備聖徒做侍奉的工作
[00:03:36.600 --> 00:03:39.200]  為要建立基督的身體
[00:03:39.200 --> 00:03:41.760]  直等到我們眾人在信仰上
[00:03:41.760 --> 00:03:42.720]  同歸於一
[00:03:42.720 --> 00:03:44.200]  認識上帝的兒子
[00:03:44.200 --> 00:03:45.800]  得以長大成人
[00:03:45.800 --> 00:03:49.280]  達到基督完全長成的新娘
[00:03:49.280 --> 00:03:53.800]  寫這段經文的是
[00:03:53.800 --> 00:03:56.000]  聖經的作者保羅
[00:03:56.000 --> 00:03:59.160]  當時他被囚的時候去寫的
[00:03:59.160 --> 00:04:01.120]  他寫這封書信的時候
[00:04:01.120 --> 00:04:02.840]  起初是寫給羅馬的
[00:04:02.840 --> 00:04:04.400]  亞細亞省的眾信徒
[00:04:04.400 --> 00:04:05.760]  當時傳閱的
[00:04:05.760 --> 00:04:07.560]  是給耳筆所的教會
[00:04:07.560 --> 00:04:09.560]  但不單單是耳筆所的教會
[00:04:09.560 --> 00:04:12.640]  也會給其他地區的教會去傳閱
[00:04:12.640 --> 00:04:15.920]  耳筆所書的書信的特別之處
[00:04:15.920 --> 00:04:19.480]  就是沒有具體的場景去描述
[00:04:19.480 --> 00:04:20.960]  反而主要描述的是
[00:04:20.960 --> 00:04:22.360]  神為著全人類
[00:04:22.360 --> 00:04:26.480]  包括猶太人和非猶太人的一些永恆計劃
[00:04:26.480 --> 00:04:30.480]  和教會的本質這件事
[00:04:30.480 --> 00:04:32.480]  而當我們看見第四章的時候
[00:04:32.480 --> 00:04:34.800]  上文也有提及第三章
[00:04:34.800 --> 00:04:36.760]  就是福音的奧秘
[00:04:36.760 --> 00:04:39.920]  奧秘一開始不是很多人知道的
[00:04:39.920 --> 00:04:42.520]  當時對於福音所謂好消息的話
[00:04:42.520 --> 00:04:43.760]  對於猶太人來說
[00:04:43.760 --> 00:04:45.280]  我們已經是神的子民
[00:04:45.280 --> 00:04:47.000]  是阿伯、納威爾的後裔
[00:04:47.000 --> 00:04:48.800]  但對於非猶太人
[00:04:48.800 --> 00:04:50.600]  對於我們來說的時候
[00:04:50.600 --> 00:04:54.800]  我們怎樣能夠和一位神恢復合宜的關係呢?
[00:04:54.800 --> 00:04:57.520]  難道我們憑做一些行為、個人的事情
[00:04:57.520 --> 00:04:59.320]  所以我們無從得知?
[00:04:59.320 --> 00:05:01.280]  所以保羅就在這封書信的時候
[00:05:01.280 --> 00:05:02.960]  解開了福音
[00:05:02.960 --> 00:05:03.840]  告訴我們
[00:05:03.840 --> 00:05:05.560]  原來全球的人類
[00:05:05.560 --> 00:05:07.960]  都能夠藉著耶穌基督的十字架
[00:05:07.960 --> 00:05:11.960]  能夠和神恢復正確的關係
[00:05:11.960 --> 00:05:13.440]  而到了下文的時候
[00:05:13.440 --> 00:05:18.040]  也在處理信主之後和蒙恩相稱的行事為人
[00:05:18.040 --> 00:05:19.240]  而到了第六章
[00:05:19.240 --> 00:05:21.520]  更加不單止是個人的成長
[00:05:21.520 --> 00:05:24.000]  已經到了社會的結構
[00:05:24.000 --> 00:05:29.440]  包括主僕、夫婦、親子等各樣的事情
[00:05:29.440 --> 00:05:31.760]  所以是覆蓋了每個階層
[00:05:31.760 --> 00:05:33.960]  都和耶穌基督復和
[00:05:33.960 --> 00:05:35.760]  而當在第四章的時候
[00:05:35.760 --> 00:05:37.120]  保羅也寫出
[00:05:37.120 --> 00:05:39.880]  基督教信仰裡面七個最重要的一
[00:05:39.880 --> 00:05:42.240]  我們是同一個基督的身體
