
[00:00:00.000 --> 00:00:03.000]  好,不多介紹了
[00:00:03.000 --> 00:00:05.000]  我叫榮傳道
[00:00:05.000 --> 00:00:08.000]  今天講的經文就是
[00:00:08.000 --> 00:00:10.000]  跟隨在地的耶穌
[00:00:10.000 --> 00:00:12.000]  耶穌寫命
[00:00:12.000 --> 00:00:16.000]  馬可福音15章33至41節
[00:00:16.000 --> 00:00:19.000]  我們耶穌寫命大家都知道
[00:00:19.000 --> 00:00:22.000]  耶穌愛我們,祂說我們寫命
[00:00:22.000 --> 00:00:26.000]  就好像羅馬書5章8節都有講
[00:00:26.000 --> 00:00:30.000]  唯有基督在我們還作罪人的時候
[00:00:30.000 --> 00:00:32.000]  為我們死
[00:00:32.000 --> 00:00:36.000]  神的愛就在此向我們顯明了
[00:00:36.000 --> 00:00:40.000]  耶穌死就是看到上帝的愛
[00:00:40.000 --> 00:00:43.000]  但有時候我見到有些弟兄回到小組
[00:00:43.000 --> 00:00:45.000]  或者回到教會
[00:00:45.000 --> 00:00:49.000]  回來一耐,所謂老油條
[00:00:49.000 --> 00:00:51.000]  回來很久的時候
[00:00:51.000 --> 00:00:55.000]  就說回來為了什麼呢
[00:00:55.000 --> 00:00:57.000]  他一問這些的時候
[00:00:57.000 --> 00:00:58.000]  我就不知道怎麼回答
[00:00:58.000 --> 00:01:00.000]  自己好像有點愧疚
[00:01:00.000 --> 00:01:04.000]  是不是我們查經查得沒那麼好呢
[00:01:04.000 --> 00:01:06.000]  講道是不是沒那麼好呢
[00:01:06.000 --> 00:01:09.000]  還是我們搞的outing沒那麼好呢
[00:01:09.000 --> 00:01:12.000]  還是所有活動搞得沒那麼好呢
[00:01:12.000 --> 00:01:14.000]  所以他經常說沒得著
[00:01:14.000 --> 00:01:16.000]  為了什麼的時候沒得著
[00:01:16.000 --> 00:01:19.000]  有時候在自己的心裡
[00:01:19.000 --> 00:01:21.000]  有時候要搞什麼好呢
[00:01:21.000 --> 00:01:24.000]  你知道我們已經用了各種方法
[00:01:24.000 --> 00:01:26.000]  已經搞了很多東西
[00:01:26.000 --> 00:01:29.000]  其實回來教會是為了什麼呢
[00:01:29.000 --> 00:01:38.000]  祈禱
[00:01:38.000 --> 00:01:41.000]  讀上帝的經文
[00:01:41.000 --> 00:01:44.000]  不是搞任何活動
[00:01:44.000 --> 00:01:46.000]  正正就是有時候
[00:01:46.000 --> 00:01:47.000]  我心裡想起
[00:01:47.000 --> 00:01:51.000]  他說回來教會是為了什麼的時候
[00:01:51.000 --> 00:01:53.000]  我就想
[00:01:53.000 --> 00:01:55.000]  他會不會想一下
[00:01:55.000 --> 00:01:58.000]  耶穌為我們寫命又為了什麼呢
[00:01:58.000 --> 00:02:03.000]  所以今天我們試試看這段經文
[00:02:03.000 --> 00:02:05.000]  為蘇寫命
[00:02:05.000 --> 00:02:08.000]  我們又做什麼呢
[00:02:08.000 --> 00:02:12.000]  讓我讀出馬可福音15章33至41節
[00:02:12.000 --> 00:02:15.000]  到了正午,全地都黑暗了
[00:02:15.000 --> 00:02:17.000]  直到下午三點鐘
[00:02:17.000 --> 00:02:19.000]  下午三點鐘的時候
[00:02:19.000 --> 00:02:21.000]  耶穌大聲呼喊
[00:02:21.000 --> 00:02:25.000]  「以羅伊,以羅伊,拉瑪撒巴,葛大利」
[00:02:25.000 --> 00:02:29.000]  翻出來就是「我的神,我的神,為什麼離棄我」
[00:02:29.000 --> 00:02:31.000]  旁邊站著的人
[00:02:31.000 --> 00:02:33.000]  有的聽見就說
[00:02:33.000 --> 00:02:35.000]  「看啊,他叫以利亞」
[00:02:35.000 --> 00:02:37.000]  有一個人跑去
[00:02:37.000 --> 00:02:40.000]  把海面沾滿了醋
[00:02:40.000 --> 00:02:42.000]  綁在蘆葦缸上
[00:02:42.000 --> 00:02:45.000]  迅速他學說
[00:02:45.000 --> 00:02:50.000]  「且等著,看以利亞會不會來把他放下來」
[00:02:51.000 --> 00:02:53.000]  耶穌大喊一聲
[00:02:53.000 --> 00:02:55.000]  氣就斷了
[00:02:55.000 --> 00:02:58.000]  電的萬子從上到下列為兩半
[00:02:58.000 --> 00:03:02.000]  對面站著的白夫長
[00:03:02.000 --> 00:03:05.000]  看見耶穌這樣斷氣
[00:03:05.000 --> 00:03:08.000]  就說「這人真是神的兒子」
[00:03:08.000 --> 00:03:11.000]  還有些婦女遠遠地觀看
[00:03:11.000 --> 00:03:13.000]  其中有莫大拉的瑪利亞
[00:03:13.000 --> 00:03:17.000]  又有小阿葛和約西的母親瑪利亞
[00:03:17.000 --> 00:03:19.000]  並有撒羅米
[00:03:19.000 --> 00:03:22.000]  就是耶穌在加里利的時候
[00:03:22.000 --> 00:03:24.000]  跟隨他
[00:03:24.000 --> 00:03:26.000]  服侍他的那些人
[00:03:26.000 --> 00:03:31.000]  還有和耶穌上耶路撒冷的那些婦人
[00:03:31.000 --> 00:03:34.000]  我們看回「到了正午」
[00:03:34.000 --> 00:03:38.000]  其實耶穌什麼時候釘起十字架的?
[00:03:38.000 --> 00:03:40.000]  其實是早上九點
[00:03:40.000 --> 00:03:43.000]  九點釘到正午的時候
[00:03:43.000 --> 00:03:47.000]  然後再到三點,其實是六個小時的
[00:03:47.000 --> 00:03:49.000]  釘在十字架
[00:03:49.000 --> 00:03:52.000]  整個六個小時,很辛苦的
[00:03:52.000 --> 00:03:55.000]  但這裡說到正午的時候
[00:03:55.000 --> 00:03:57.000]  十二點的時候,黑暗
[00:03:57.000 --> 00:04:01.000]  這裡說是日食也好,也沒有說
[00:04:01.000 --> 00:04:04.000]  是不是黑雲遮曬也沒有說
[00:04:04.000 --> 00:04:06.000]  就是知道黑暗
[00:04:06.000 --> 00:04:09.000]  其實黑暗,我們有些人怎樣看法呢?
[00:04:09.000 --> 00:04:14.000]  黑暗會不會是惡勢力掌權的時間?
[00:04:14.000 --> 00:04:18.000]  有很多人說黑暗地方有很多惡勢力
[00:04:18.000 --> 00:04:21.000]  然後有撒旦的存在
[00:04:21.000 --> 00:04:24.000]  會不會是災難呢?
[00:04:24.000 --> 00:04:28.000]  你看看黑色暴雨警告,大家都看過
[00:04:28.000 --> 00:04:30.000]  經歷過的
[00:04:30.000 --> 00:04:32.000]  很黑的,黑到嚇死人
[00:04:32.000 --> 00:04:35.000]  後來下很大雨,然後又有災難
[00:04:35.000 --> 00:04:36.000]  很多災禍
[00:04:36.000 --> 00:04:38.000]  其實聖經裡面也有說
[00:04:38.000 --> 00:04:41.000]  「光又做暗,施平安又降災禍」
[00:04:41.000 --> 00:04:45.000]  「造成這一切的是我,耶和華」
[00:04:45.000 --> 00:04:50.000]  正正黑暗的,不一定是惡勢力掌權
[00:04:50.000 --> 00:04:54.000]  撒旦和災…不是撒旦
[00:04:54.000 --> 00:04:56.000]  可能是一些災禍
[00:04:56.000 --> 00:05:01.000]  這裡又做暗,又降災禍是平排的
[00:05:01.000 --> 00:05:04.000]  說的是耶和華所做的一切
[00:05:04.000 --> 00:05:09.000]  但亦是審判的徵兆
[00:05:09.000 --> 00:05:11.000]  災禍亦是審判的徵兆
[00:05:11.000 --> 00:05:14.000]  這裡正正會不會是說
[00:05:14.000 --> 00:05:21.000]  黑暗的時候,正正是耶穌在全地都開始受審判呢?
[00:05:21.000 --> 00:05:24.000]  因為他的兒子被釘在十字架
[00:05:24.000 --> 00:05:28.000]  在審判的時候,我們就來看看
[00:05:28.000 --> 00:05:33.000]  審判的時候,詩篇98篇9節這樣說
[00:05:33.000 --> 00:05:35.000]  因為他來要審判全地
[00:05:35.000 --> 00:05:38.000]  他要按公義審判世界
[00:05:38.000 --> 00:05:41.000]  按公義審判萬民
[00:05:41.000 --> 00:05:45.000]  見到上帝用公義來審判這個世界
[00:05:45.000 --> 00:05:47.000]  用公正審判這個萬民
[00:05:47.000 --> 00:05:51.000]  即是上帝有他的原則去審判這個世界
[00:05:51.000 --> 00:05:53.000]  他用什麼來審判這個世界
[00:05:53.000 --> 00:05:56.000]  很簡單,尼米基所說的
[00:05:56.000 --> 00:05:58.000]  「不可偏惡窮人」
[00:05:58.000 --> 00:06:01.000]  有時候我們看到,這麼窮算了,不要緊
[00:06:01.000 --> 00:06:06.000]  他不會的,他做錯就做錯
[00:06:06.000 --> 00:06:09.000]  「也不看重看有勢力的人」
[00:06:09.000 --> 00:06:14.000]  多有頭有臉都沒有用
[00:06:14.000 --> 00:06:18.000]  「不看人的外貌」
[00:06:18.000 --> 00:06:21.000]  看到這麼帥都沒有用
[00:06:21.000 --> 00:06:25.000]  「聽眾不可分貴賤」
[00:06:25.000 --> 00:06:28.000]  連貴賤都不分,不怕其他人
[00:06:28.000 --> 00:06:33.000]  還有「定義人有理,定惡人有罪」
[00:06:33.000 --> 00:06:35.000]  這個就是公義的審判
[00:06:35.000 --> 00:06:40.000]  「不視看身份,而視看行為」
[00:06:40.000 --> 00:06:43.000]  我們常說做事不要緊
[00:06:43.000 --> 00:06:46.000]  我們基督徒信了耶穌就行
[00:06:46.000 --> 00:06:51.000]  有時候以色列人也是這樣說
[00:06:51.000 --> 00:06:55.000]  以色列人也是上帝的子民
[00:06:55.000 --> 00:07:00.000]  上帝一次又一次行為做錯
[00:07:00.000 --> 00:07:04.000]  是保祂,但祂也有災禍發生
[00:07:04.000 --> 00:07:10.000]  我們基督徒也是這樣,信了耶穌又一次
[00:07:10.000 --> 00:07:13.000]  又迴轉
[00:07:13.000 --> 00:07:21.000]  所以我們信耶穌是否不理行為呢?
[00:07:21.000 --> 00:07:23.000]  不是行為清二
[00:07:23.000 --> 00:07:27.000]  但我們相信耶穌之後我們怎樣行為也很重要
[00:07:27.000 --> 00:07:30.000]  所以耶穌寫了「彰顯上帝的義」
[00:07:30.000 --> 00:07:32.000]  怎樣彰顯上帝的義?
[00:07:32.000 --> 00:07:40.000]  「耶和華顯明了他的救恩,在列國眼前顯出公義」
[00:07:40.000 --> 00:07:46.000]  在詩篇也說過,耶和華有救恩
[00:07:46.000 --> 00:07:49.000]  他要在列國顯出公義
[00:07:49.000 --> 00:07:52.000]  在羅馬書3章23-26這樣說
[00:07:52.000 --> 00:08:03.000]  「因為世人都犯了罪,規決了上帝的榮耀,如今卻蒙上帝的恩典,直著在基督耶穌裡的救贖,就白白地得稱為義」
[00:08:03.000 --> 00:08:06.000]  上帝設立耶穌作贖罪制
[00:08:06.000 --> 00:08:11.000]  是憑耶穌的血,直著信,要顯明上帝的義
[00:08:11.000 --> 00:08:25.000]  「因為他用忍耐的心寬容人先前所犯的罪,好使今時顯明他的義,讓人知道他自己為義,也稱信耶穌的人為義」
[00:08:25.000 --> 00:08:28.000]  這裡說到耶穌的犧牲
[00:08:28.000 --> 00:08:34.000]  耶穌的犧牲就是彰顯上帝的義
[00:08:34.000 --> 00:08:37.000]  不只是愛這麼簡單
[00:08:37.000 --> 00:08:39.000]  上帝還有義
[00:08:39.000 --> 00:08:43.000]  但是我們很有趣的是
[00:08:43.000 --> 00:08:46.000]  人把他的果反過來
[00:08:46.000 --> 00:08:48.000]  因和果
[00:08:48.000 --> 00:08:53.000]  他的因就是我們有罪
[00:08:53.000 --> 00:08:58.000]  結果耶穌就犧牲他自己,拯救我們
[00:08:58.000 --> 00:09:02.000]  但是我們人就很有趣
[00:09:02.000 --> 00:09:05.000]  我們基督徒就多數這樣想
[00:09:05.000 --> 00:09:12.000]  因為耶穌拯救我們,所以我們無罪
[00:09:12.000 --> 00:09:17.000]  結果我們信徒可以坦然無懼,繼續作惡
[00:09:17.000 --> 00:09:21.000]  或是設立自己的軟弱
[00:09:21.000 --> 00:09:27.000]  滿以為自己怎樣做都不能滿足上帝的要求的時候
[00:09:27.000 --> 00:09:32.000]  就安然接受自己得罪上帝也沒問題
[00:09:32.000 --> 00:09:40.000]  所以正正上帝的義就很重要
[00:09:40.000 --> 00:09:44.000]  我們再回來看耶穌的寫明
[00:09:44.000 --> 00:09:51.000]  因為上帝的義
[00:09:51.000 --> 00:09:55.000]  如果是公義的時候
[00:09:55.000 --> 00:09:58.000]  他做什麼都是正確的
[00:09:58.000 --> 00:10:03.000]  他不會做什麼
[00:10:03.000 --> 00:10:06.000]  耶穌有些事情是做不到的
[00:10:06.000 --> 00:10:09.000]  耶穌不會說謊
[00:10:09.000 --> 00:10:12.000]  耶穌不會欺騙人
[00:10:12.000 --> 00:10:15.000]  耶穌不會論斷人
[00:10:15.000 --> 00:10:18.000]  但是這些事情我們全部做了
[00:10:18.000 --> 00:10:24.000]  因為上帝就是公義的上帝
[00:10:24.000 --> 00:10:28.000]  正正就是這裡看回
[00:10:28.000 --> 00:10:31.000]  耶穌寫明大聲喊著
[00:10:31.000 --> 00:10:35.000]  「伊羅伊,伊羅伊,拉瑪撒巴,葛大利」
[00:10:35.000 --> 00:10:39.000]  就是說,我的神為什麼離棄我
[00:10:39.000 --> 00:10:42.000]  上帝是不是真的離棄他
[00:10:42.000 --> 00:10:45.000]  我們要想一想
[00:10:45.000 --> 00:10:51.000]  在釘十字架有六個小時,他哪個時間離棄他
[00:10:51.000 --> 00:10:55.000]  是之前還是中間還是之後
[00:10:55.000 --> 00:11:00.000]  不過只有兩本福音書才說這節經文
[00:11:00.000 --> 00:11:04.000]  其他路加福音和約翰福音沒有說
[00:11:04.000 --> 00:11:05.000]  路加福音還說
[00:11:05.000 --> 00:11:09.000]  「父啊,求你赦免他們」
[00:11:09.000 --> 00:11:14.000]  還有「父啊,我將我的靈魂交在你手中」
[00:11:14.000 --> 00:11:17.000]  也有「父」在這裡
[00:11:17.000 --> 00:11:21.000]  是不是真的離開了呢
[00:11:21.000 --> 00:11:25.000]  門徒是不是又離開了上帝
[00:11:25.000 --> 00:11:27.000]  是的,真的
[00:11:27.000 --> 00:11:29.000]  因為在四卷福音書
[00:11:29.000 --> 00:11:32.000]  你看到全部只有父女
[00:11:32.000 --> 00:11:35.000]  沒有門徒,有,有一個門徒
[00:11:35.000 --> 00:11:38.000]  約翰,約翰在這裡
[00:11:38.000 --> 00:11:40.000]  我經常想
[00:11:40.000 --> 00:11:42.000]  其實我們這幅圖畫又看看
[00:11:42.000 --> 00:11:44.000]  我們現在教會也是
[00:11:44.000 --> 00:11:47.000]  有時有些女人出生
[00:11:47.000 --> 00:11:50.000]  男人不知道跑到哪裡去了
[00:11:50.000 --> 00:11:53.000]  或者當時的門徒可能很害怕
[00:11:53.000 --> 00:11:59.000]  很多疑惑,很多擔心
[00:11:59.000 --> 00:12:02.000]  所以他們走了
[00:12:02.000 --> 00:12:04.000]  但那些女人呢
[00:12:04.000 --> 00:12:06.000]  那些女人不害怕嗎
[00:12:06.000 --> 00:12:10.000]  一樣害怕,但仍然勇往直前
[00:12:10.000 --> 00:12:13.000]  所以有時男人說忙,又說不回家
[00:12:13.000 --> 00:12:21.000]  但我發現有很多女基督徒都很忙
[00:12:21.000 --> 00:12:23.000]  他們忙得更厲害
[00:12:23.000 --> 00:12:25.000]  又要照顧家庭,又要上班
[00:12:25.000 --> 00:12:29.000]  但他們回教會比男人還要忙
[00:12:29.000 --> 00:12:33.000]  男人不要笑
[00:12:33.000 --> 00:12:38.000]  好好地做一位好的門徒
[00:12:38.000 --> 00:12:41.000]  耶穌的內心如何痛苦呢
[00:12:41.000 --> 00:12:44.000]  在整段經文中可以看到
[00:12:44.000 --> 00:12:48.000]  我們再看這裡
[00:12:48.000 --> 00:12:50.000]  有一節是這麼說的
[00:12:50.000 --> 00:12:53.000]  有一個人跑去把海綿沾滿尿醋
[00:12:53.000 --> 00:12:55.000]  就綁在蘆葦岡上
[00:12:55.000 --> 00:12:58.000]  送給他學說
[00:12:58.000 --> 00:13:02.000]  且等脈著漢以利亞會不會來
[00:13:02.000 --> 00:13:04.000]  把他放下來
[00:13:04.000 --> 00:13:08.000]  這節經文是沾滿尿醋的時候
[00:13:08.000 --> 00:13:11.000]  我們再看沾滿尿醋是說什麼
[00:13:11.000 --> 00:13:13.000]  醋原來也可以解渴
[00:13:13.000 --> 00:13:16.000]  因為稀釋了,可以解渴
[00:13:16.000 --> 00:13:20.000]  但這個人是好壞的嗎
[00:13:20.000 --> 00:13:25.000]  這個人是好心還是故意的呢
[00:13:25.000 --> 00:13:26.000]  我們還不知道
[00:13:26.000 --> 00:13:27.000]  這裡很難說
[00:13:27.000 --> 00:13:30.000]  因為《釋經》書中有兩套想法
[00:13:30.000 --> 00:13:33.000]  但最重要是看《約翰福音》
[00:13:33.000 --> 00:13:35.000]  《約翰福音》
[00:13:35.000 --> 00:13:39.000]  這是以後耶穌知道各樣的事已經成了
[00:13:39.000 --> 00:13:42.000]  為使經上的話應驗就說
[00:13:42.000 --> 00:13:44.000]  我學了
[00:13:44.000 --> 00:13:47.000]  我學了,然後又有人給醋他喝的時候
[00:13:47.000 --> 00:13:49.000]  我學了
[00:13:49.000 --> 00:13:52.000]  這節經文是從哪裡來的呢
[00:13:52.000 --> 00:13:54.000]  其實是在詩篇
[00:13:54.000 --> 00:13:56.000]  應驗
[00:13:56.000 --> 00:13:58.000]  在詩篇哪一節
[00:13:58.000 --> 00:14:01.000]  在詩篇69章19至21節
[00:14:01.000 --> 00:14:06.000]  你知道我所受的辱罵、欺凌、羞辱
[00:14:06.000 --> 00:14:09.000]  我的敵人都在你面前
[00:14:09.000 --> 00:14:11.000]  辱罵刺傷我的心
[00:14:11.000 --> 00:14:13.000]  使我憂愁
[00:14:13.000 --> 00:14:15.000]  我只望有人體恤
[00:14:15.000 --> 00:14:17.000]  卻沒有一個
[00:14:17.000 --> 00:14:19.000]  只望有人安慰
[00:14:19.000 --> 00:14:21.000]  卻找不著一個
[00:14:21.000 --> 00:14:23.000]  他們拿苦膽給我當食物
[00:14:23.000 --> 00:14:24.000]  我學了
[00:14:24.000 --> 00:14:27.000]  他們拿醋給我喝
[00:14:27.000 --> 00:14:28.000]  這裡在說什麼呢
[00:14:28.000 --> 00:14:31.000]  這篇詩篇是在說
[00:14:31.000 --> 00:14:33.000]  詩人在裡面
[00:14:33.000 --> 00:14:35.000]  我只望有人體恤
[00:14:35.000 --> 00:14:37.000]  沒有一個
[00:14:37.000 --> 00:14:38.000]  只望有人安慰
[00:14:38.000 --> 00:14:40.000]  卻找不著一個
[00:14:40.000 --> 00:14:43.000]  你見不見到耶穌在十字架的時候
[00:14:43.000 --> 00:14:45.000]  內心有多麼痛苦
[00:14:45.000 --> 00:14:48.000]  是沒有人明白他
[00:14:48.000 --> 00:14:51.000]  心裡面
[00:14:51.000 --> 00:14:53.000]  很痛苦
[00:14:53.000 --> 00:14:55.000]  有時候我們
[00:14:56.000 --> 00:14:59.000]  很平安的時候
[00:14:59.000 --> 00:15:02.000]  一個人去喝咖啡就沒問題
[00:15:02.000 --> 00:15:03.000]  獨坐
[00:15:03.000 --> 00:15:05.000]  最好讓我靜下來
[00:15:05.000 --> 00:15:06.000]  沒問題
[00:15:06.000 --> 00:15:09.000]  當一個人受痛苦、受困難的時候
[00:15:09.000 --> 00:15:10.000]  只有你一個人
[00:15:10.000 --> 00:15:11.000]  你會怎樣呢
[00:15:11.000 --> 00:15:12.000]  大家
[00:15:12.000 --> 00:15:16.000]  很辛苦
[00:15:16.000 --> 00:15:18.000]  沒有人幫那種痛苦
[00:15:18.000 --> 00:15:21.000]  實在難以形容
[00:15:21.000 --> 00:15:24.000]  所以耶穌在叫
[00:15:24.000 --> 00:15:26.000]  叫什麼呢
[00:15:26.000 --> 00:15:30.000]  以羅伊
[00:15:30.000 --> 00:15:33.000]  拉瑪撒巴葛大尼
[00:15:33.000 --> 00:15:36.000]  他那份痛苦
[00:15:36.000 --> 00:15:37.000]  在裡面
[00:15:37.000 --> 00:15:39.000]  在腎裡
[00:15:39.000 --> 00:15:40.000]  他的情緒
[00:15:40.000 --> 00:15:42.000]  我們有沒有試過呢
[00:15:42.000 --> 00:15:44.000]  也有
[00:15:44.000 --> 00:15:47.000]  我在讀神學經歷很多痛苦的時候
[00:15:47.000 --> 00:15:49.000]  我經常說上帝
[00:15:49.000 --> 00:15:51.000]  你去了哪裡
[00:15:52.000 --> 00:15:54.000]  上帝你去了哪裡
[00:15:54.000 --> 00:15:56.000]  也有
[00:15:56.000 --> 00:15:59.000]  但是正正就是
[00:15:59.000 --> 00:16:03.000]  耶穌所說這句話是來自什麼
[00:16:03.000 --> 00:16:05.000]  其實又可以看回
[00:16:05.000 --> 00:16:07.000]  是來自詩篇22篇
[00:16:07.000 --> 00:16:09.000]  是不是
[00:16:09.000 --> 00:16:11.000]  來自詩篇22篇
[00:16:11.000 --> 00:16:13.000]  詩篇22篇所說的
[00:16:13.000 --> 00:16:15.000]  就是
[00:16:15.000 --> 00:16:17.000]  詩人所說
[00:16:17.000 --> 00:16:18.000]  我的神
[00:16:18.000 --> 00:16:20.000]  我的神為什麼離棄我
[00:16:20.000 --> 00:16:22.000]  其實詩人也經歷了這件事
[00:16:22.000 --> 00:16:24.000]  所以他說這件事
[00:16:24.000 --> 00:16:27.000]  但是為什麼他要引用詩篇呢
[00:16:27.000 --> 00:16:31.000]  他當然有些東西想告訴大家
[00:16:31.000 --> 00:16:32.000]  是不是
[00:16:32.000 --> 00:16:34.000]  但是他告訴大家
[00:16:34.000 --> 00:16:36.000]  首先為什麼要用雅南文說呢
[00:16:36.000 --> 00:16:40.000]  因為雅南文
[00:16:40.000 --> 00:16:42.000]  好像
[00:16:42.000 --> 00:16:44.000]  我先說一首詩
[00:16:44.000 --> 00:16:46.000]  別人笑我太瘋癲
[00:16:46.000 --> 00:16:49.000]  我笑他人看不穿
[00:16:49.000 --> 00:16:51.000]  這首詩是從哪裡來的
[00:16:51.000 --> 00:16:55.000]  大家都看周星馳的
[00:16:55.000 --> 00:16:57.000]  是周星馳那裡來的
[00:16:57.000 --> 00:16:59.000]  但不是
[00:16:59.000 --> 00:17:01.000]  這是唐伯虎的
