
[00:00:00.000 --> 00:00:01.000]  請姐妹平安
[00:00:01.000 --> 00:00:02.000]  平安
[00:00:02.000 --> 00:00:03.920]  平安
[00:00:03.920 --> 00:00:04.920]  平安
[00:00:04.920 --> 00:00:06.920]  太好了 有些回應
[00:00:06.920 --> 00:00:10.280]  很久沒有在大家當中分享上帝的說話
[00:00:10.280 --> 00:00:18.560]  今天繼續和大家接續你們過去七個星期與情緒共舞的系列
[00:00:18.560 --> 00:00:21.880]  今天來到最後一講
[00:00:21.880 --> 00:00:24.280]  今天的講題是
[00:00:24.280 --> 00:00:28.600]  「真喜樂約出壽苦」
[00:00:28.600 --> 00:00:30.120]  這兩個字很難讀
[00:00:30.120 --> 00:00:33.240]  我們今天一起看看幾段經文
[00:00:33.240 --> 00:00:37.200]  經文記載在《馬太福音》11章28至30節
[00:00:37.200 --> 00:00:43.600]  以及《針研》13至15節及17章22節
[00:00:43.600 --> 00:00:47.120]  不如《馬太福音》第一段經文由你們讀好嗎
[00:00:47.120 --> 00:00:49.120]  預備 1 2 3
[00:00:49.120 --> 00:00:52.120]  「煩惱苦,重擔的人」
[00:00:52.120 --> 00:01:12.120]  (廣東話)
[00:01:12.120 --> 00:01:14.120]  接著《針研》拿到讀了
[00:01:14.120 --> 00:01:17.120]  《針研》15章13及15節
[00:01:17.120 --> 00:01:38.120]  (廣東話)
[00:01:38.120 --> 00:01:43.120]  再問問在座的大家有沒有人沒有經歷過「壽苦」
[00:01:43.120 --> 00:01:46.120]  應該沒有吧
[00:01:46.120 --> 00:01:48.120]  如果一說這個詞語
[00:01:48.120 --> 00:01:52.120]  「愁」可能要叫朋友出來
[00:01:52.120 --> 00:01:55.120]  「愁」就是sadness
[00:01:55.120 --> 00:01:56.120]  即是不開心
[00:01:56.120 --> 00:02:00.120]  相信我們每個人都經歷過不開心的日子
[00:02:00.120 --> 00:02:03.120]  但今天的題目是講「愁苦」
[00:02:03.120 --> 00:02:07.120]  「愁苦」其實比「愁」更加愁
[00:02:07.120 --> 00:02:08.120]  為什麼呢
