
[00:00:00.000 --> 00:00:07.000]  我們先一起祈禱好嗎?
[00:00:07.000 --> 00:00:09.000]  我們低頭祈禱
[00:00:09.000 --> 00:00:14.000]  啟示的聖靈
[00:00:14.000 --> 00:00:18.000]  求祢今天仍然讓我們說話
[00:00:18.000 --> 00:00:20.000]  特別在這個艱難的日子
[00:00:20.000 --> 00:00:23.000]  教導我們如何仍然仰望
[00:00:23.000 --> 00:00:25.000]  依靠祢
[00:00:25.000 --> 00:00:33.000]  阿們
[00:00:33.000 --> 00:00:36.000]  有政府,不怕!
[00:00:36.000 --> 00:00:42.000]  這是疫情初期一句很深入民心的對白
[00:00:42.000 --> 00:00:46.000]  可能到現在我們的WhatsApp stickers裡面
[00:00:46.000 --> 00:00:51.000]  仍然會經常出現這兩位很可愛的中國同胞
[00:00:51.000 --> 00:00:53.000]  在疫情爆發初期的時候
[00:00:53.000 --> 00:00:58.000]  國內外的人可能都真的好像這兩個同胞一樣
[00:00:58.000 --> 00:01:00.000]  他們很相信自己的政府
[00:01:00.000 --> 00:01:02.000]  對自己的政府充滿信心
[00:01:02.000 --> 00:01:04.000]  但是事到如今
[00:01:04.000 --> 00:01:07.000]  我們看到世界上其實沒有多少國家
[00:01:07.000 --> 00:01:11.000]  真的能夠在疫情裡面全身而退
[00:01:11.000 --> 00:01:16.000]  在香港有一部分人一早已經決定靠自己
[00:01:16.000 --> 00:01:20.000]  我們聽到很多港人自救、逆境自強
[00:01:20.000 --> 00:01:23.000]  自己口罩自己做等等的口號
[00:01:23.000 --> 00:01:26.000]  香港人的自律性
[00:01:26.000 --> 00:01:28.000]  對疫情的敏銳
[00:01:28.000 --> 00:01:30.000]  甚至過往抗疫的經驗
[00:01:30.000 --> 00:01:34.000]  固然幫助了我們面對這次的疫情
[00:01:34.000 --> 00:01:37.000]  但是其實我們民心我們知道
[00:01:37.000 --> 00:01:39.000]  在疫情裡面
[00:01:39.000 --> 00:01:41.000]  有很多地方不是靠做好自己
[00:01:41.000 --> 00:01:43.000]  就可以解決的
[00:01:43.000 --> 00:01:46.000]  對於一群香港人來說
[00:01:46.000 --> 00:01:49.000]  我們面對了2019年社會事件
[00:01:49.000 --> 00:01:52.000]  緊接著2020年疫情
[00:01:52.000 --> 00:01:56.000]  然後每天還繼續在發生各樣大小的事的時候
[00:01:56.000 --> 00:02:00.000]  其實我們承受著來自很多方面的挑戰
[00:02:00.000 --> 00:02:02.000]  作為基督徒
[00:02:02.000 --> 00:02:05.000]  在疫情裡面我們經常會說
[00:02:05.000 --> 00:02:07.000]  上帝是我們的依靠
[00:02:07.000 --> 00:02:09.000]  我們會唱詩
[00:02:09.000 --> 00:02:10.000]  我們會寫Facebook
[00:02:10.000 --> 00:02:12.000]  我們會引用經文
[00:02:12.000 --> 00:02:14.000]  但是坦白說
[00:02:14.000 --> 00:02:16.000]  有多少個基督徒
[00:02:16.000 --> 00:02:20.000]  能夠在沒有錢、沒有口罩、沒有洗手液的情況下
[00:02:20.000 --> 00:02:23.000]  仍然因為依靠上帝而不怕呢?
[00:02:23.000 --> 00:02:28.000]  有多少個基督徒仍然能夠在充滿謊言和暴力的世代裡面
[00:02:28.000 --> 00:02:31.000]  仍然因為依靠上帝而不怕呢?
[00:02:31.000 --> 00:02:35.000]  有多少個基督徒在經歷了這麼多這麼大的困難的時候
[00:02:35.000 --> 00:02:39.000]  今天仍然能夠高呼依靠耶和華呢?
[00:02:39.000 --> 00:02:43.000]  上帝是我們的依靠
[00:02:43.000 --> 00:02:44.000]  這句話
[00:02:44.000 --> 00:02:46.000]  對於某些人來說
[00:02:46.000 --> 00:02:47.000]  說穿了
[00:02:47.000 --> 00:02:51.000]  會不會其實就只是像廣州大媽叫「唔驚」那樣
[00:02:51.000 --> 00:02:54.000]  只是一堆很動聽的口號呢?
[00:02:54.000 --> 00:02:59.000]  或許我們都只是循例叫這些口號出來
[00:02:59.000 --> 00:03:02.000]  讓自己自我感覺良好
[00:03:02.000 --> 00:03:06.000]  然後生活依舊Life Goes On呢?
[00:03:06.000 --> 00:03:11.000]  詩篇46篇是一篇宣告耶和華是依靠的詩歌
[00:03:11.000 --> 00:03:15.000]  今天我們一起去看看究竟一個真正相信
[00:03:15.000 --> 00:03:19.000]  依靠耶和華的生命到底應該是怎樣
[00:03:19.000 --> 00:03:24.000]  我讀一次這篇詩篇給大家聽
[00:03:24.000 --> 00:03:26.000]  詩篇46篇
[00:03:26.000 --> 00:03:28.000]  上帝是我們的避難所
[00:03:28.000 --> 00:03:30.000]  是我們的力量
[00:03:30.000 --> 00:03:33.000]  是我們在患難中隨時的幫助
[00:03:33.000 --> 00:03:35.000]  所以地需改變
[00:03:35.000 --> 00:03:37.000]  山需搖動到海深
[00:03:37.000 --> 00:03:40.000]  其中的水需澎湃翻騰
[00:03:40.000 --> 00:03:43.000]  山需因海漲而顫抖
[00:03:43.000 --> 00:03:45.000]  我們也不害怕
[00:03:45.000 --> 00:03:47.000]  由一到河
[00:03:47.000 --> 00:03:50.000]  這河的分岔使上帝的城寬起
[00:03:50.000 --> 00:03:53.000]  這城就是至高者居住的聖所
[00:03:53.000 --> 00:03:55.000]  上帝在其中
[00:03:55.000 --> 00:03:57.000]  城必不動搖
[00:03:57.000 --> 00:03:58.000]  到天一亮
[00:03:58.000 --> 00:04:00.000]  上帝必幫助這城
[00:04:00.000 --> 00:04:02.000]  萬邦軒揚
[00:04:02.000 --> 00:04:03.000]  國道搖動
[00:04:03.000 --> 00:04:05.000]  上帝出聲
[00:04:05.000 --> 00:04:07.000]  地就融化
[00:04:07.000 --> 00:04:09.000]  萬軍之耶和華
[00:04:09.000 --> 00:04:11.000]  與我們同在
[00:04:11.000 --> 00:04:12.000]  雅各的上帝
[00:04:12.000 --> 00:04:14.000]  是我們的避難所
[00:04:14.000 --> 00:04:17.000]  你們來看耶和華的作為
[00:04:17.000 --> 00:04:20.000]  看他使地怎樣荒涼
[00:04:20.000 --> 00:04:22.000]  他止息戰爭
[00:04:22.000 --> 00:04:23.000]  直到地極
[00:04:23.000 --> 00:04:25.000]  他折弓斷槍
[00:04:25.000 --> 00:04:27.000]  把戰車焚燒在火中
[00:04:27.000 --> 00:04:29.000]  你們要休息
[00:04:29.000 --> 00:04:31.000]  要知道我是上帝
[00:04:31.000 --> 00:04:34.000]  我必在列國中受尊崇
[00:04:34.000 --> 00:04:36.000]  在全地也受尊崇
[00:04:36.000 --> 00:04:37.000]  萬軍之耶和華
[00:04:37.000 --> 00:04:39.000]  與我們同在
[00:04:39.000 --> 00:04:40.000]  雅各的上帝
[00:04:40.000 --> 00:04:42.000]  是我們的避難所
[00:04:42.000 --> 00:04:49.000]  這篇詩篇可以分為三個段落
[00:04:49.000 --> 00:04:51.000]  我分給大家看
[00:04:51.000 --> 00:04:54.000]  我一直都會順著這樣說
[00:04:54.000 --> 00:04:57.000]  詩人首先利用大自然的災難
[00:04:57.000 --> 00:04:59.000]  去講述詩歌的主題
[00:04:59.000 --> 00:05:01.000]  就是耶和華與我們同在
[00:05:01.000 --> 00:05:03.000]  他是我們的避難所
[00:05:04.000 --> 00:05:07.000]  詩人所描述的大自然的災難
[00:05:07.000 --> 00:05:09.000]  是地震
[00:05:09.000 --> 00:05:11.000]  是群山崩塌
[00:05:11.000 --> 00:05:13.000]  即是全都倒下到海中心
[00:05:13.000 --> 00:05:15.000]  這些現象可能只是
[00:05:15.000 --> 00:05:18.000]  詩人一些很誇張的敘述手法
[00:05:18.000 --> 00:05:21.000]  但如果真的有這樣的自然現象發生
[00:05:21.000 --> 00:05:22.000]  也好
[00:05:22.000 --> 00:05:25.000]  也只會是百年一遇的
[00:05:25.000 --> 00:05:27.000]  毀滅性的大災難
[00:05:27.000 --> 00:05:31.000]  詩人說當這些毀滅性的大災難出現的時候
[00:05:31.000 --> 00:05:33.000]  連山也要顫抖
[00:05:33.000 --> 00:05:35.000]  山在聖經裡面向來都是象徵
[00:05:35.000 --> 00:05:37.000]  很穩陣、很可靠
[00:05:37.000 --> 00:05:43.000]  但當可靠的山都顫抖、顫抖、害怕的時候
[00:05:43.000 --> 00:05:46.000]  詩人竟然說我們也不害怕
[00:05:46.000 --> 00:05:48.000]  當災難發生
[00:05:48.000 --> 00:05:52.000]  當所有過往人倚靠的對象都不再可靠的時候
[00:05:52.000 --> 00:05:54.000]  唱這首詩的人
[00:05:54.000 --> 00:05:58.000]  都是面對著那些逆境大哭不怕
[00:06:00.000 --> 00:06:04.000]  第二個段落他描寫了一個城邦的圖畫
[00:06:04.000 --> 00:06:08.000]  有一條河流在裡面流
[00:06:08.000 --> 00:06:11.000]  這個被河環繞的城的圖畫
[00:06:11.000 --> 00:06:14.000]  說它會讓我們想起創世紀伊甸園的景象
[00:06:14.000 --> 00:06:20.000]  河流在聖經裡面經常都是象徵福樂、福分
[00:06:20.000 --> 00:06:23.000]  而啟示錄22章那裡也描述
[00:06:23.000 --> 00:06:26.000]  在新天新地裡面會有流著生命的河
[00:06:26.000 --> 00:06:27.000]  在城裡面
[00:06:27.000 --> 00:06:29.000]  就是神的城裡面貫穿
[00:06:29.000 --> 00:06:32.000]  那條河是帶來恢復、帶來醫治
[00:06:32.000 --> 00:06:37.000]  詩人說這個寧靜充滿喜樂、醫治的城
[00:06:37.000 --> 00:06:40.000]  是上帝的百姓居住在裡面
[00:06:40.000 --> 00:06:42.000]  更加是上帝在其中的城
[00:06:42.000 --> 00:06:44.000]  是上帝的城
[00:06:44.000 --> 00:06:47.000]  在四圍的列國、圈樣
[00:06:47.000 --> 00:06:49.000]  很多事情發生
[00:06:49.000 --> 00:06:51.000]  有國興起、有國傾倒的時候
[00:06:51.000 --> 00:06:55.000]  詩人說這個屬於耶和華的城邦
[00:06:55.000 --> 00:06:56.000]  都必不動搖
[00:06:56.000 --> 00:06:58.000]  因為上帝在這個城裡面
[00:06:58.000 --> 00:07:00.000]  每當黑夜經過
[00:07:00.000 --> 00:07:01.000]  到天亮的時候
[00:07:01.000 --> 00:07:04.000]  上帝都必幫助這城
[00:07:04.000 --> 00:07:07.000]  從前以色列民他經常要打仗
[00:07:07.000 --> 00:07:10.000]  就是經常被外邦人打
