
[00:00:00.000 --> 00:00:02.600]  今天講的道是
[00:00:02.600 --> 00:00:04.040]  世代的延續
[00:00:04.040 --> 00:00:07.340]  閒夜和畫眼中看為證的事
[00:00:07.340 --> 00:00:10.840]  是獵王記上二章一至四節
[00:00:10.840 --> 00:00:14.520]  我先讀經文
[00:00:14.520 --> 00:00:17.620]  講講故事,講一下我以前的經歷
[00:00:17.620 --> 00:00:19.620]  我在十四歲的時候
[00:00:19.620 --> 00:00:22.520]  爸爸患了肛硬化
[00:00:22.520 --> 00:00:25.660]  肛硬化是沒救了
[00:00:25.660 --> 00:00:31.000]  不過肛的毒上腦了
[00:00:31.000 --> 00:00:33.000]  所以神智不清
[00:00:33.000 --> 00:00:35.000]  我也認不出來
[00:00:35.000 --> 00:00:38.540]  認不出來之後就在點床點藉
[00:00:38.540 --> 00:00:41.840]  有一天他突然清醒了
[00:00:41.840 --> 00:00:46.340]  這些所謂叫做回肛返照
[00:00:46.340 --> 00:00:48.340]  回肛返照的時候
[00:00:48.340 --> 00:00:50.340]  他突然跟我說
[00:00:50.340 --> 00:00:53.340]  兒子,我喜歡吃雞腿
[00:00:53.340 --> 00:00:55.340]  你快點買隻雞腿給我吃
[00:00:55.340 --> 00:00:58.340]  我馬上買了一隻雞腿給他吃
[00:00:58.340 --> 00:01:01.540]  然後講一番遺言
[00:01:01.540 --> 00:01:03.540]  他說兒子
[00:01:03.540 --> 00:01:05.540]  爸爸要跟奶奶走了
[00:01:05.540 --> 00:01:08.540]  我說去哪了?那時我十四歲
[00:01:08.540 --> 00:01:12.540]  走囉,總之你做長子
[00:01:12.540 --> 00:01:15.040]  長子就為甚麼?
[00:01:15.040 --> 00:01:17.040]  為父
[00:01:17.040 --> 00:01:20.740]  這麼大的重擔,馬上壓在我肩頭上
[00:01:20.740 --> 00:01:24.540]  聽完之後,他真的走了
[00:01:24.540 --> 00:01:26.540]  第二天走了
[00:01:26.540 --> 00:01:28.540]  第二天走了
[00:01:28.540 --> 00:01:31.540]  我這麼小,怎會懂得長子為父
[00:01:31.540 --> 00:01:33.540]  又沒教我講這幾個字
[00:01:33.540 --> 00:01:35.540]  長子為父,那怎樣做父
[00:01:35.540 --> 00:01:37.540]  我怎樣做才行
[00:01:37.540 --> 00:01:39.540]  就跟他
[00:01:39.540 --> 00:01:43.540]  他怎樣做?就拿支棍經常打我
[00:01:43.540 --> 00:01:45.540]  我這麼調皮
[00:01:45.540 --> 00:01:47.540]  我又懂得大聲罵人
[00:01:47.540 --> 00:01:49.540]  他又大聲罵人
[00:01:49.540 --> 00:01:51.540]  我就學習大聲罵人
[00:01:51.540 --> 00:01:53.540]  所以弟弟妹妹都很憎恨我
[00:01:53.540 --> 00:01:55.540]  我經常罵他
[00:01:55.540 --> 00:01:57.540]  有甚麼事就
[00:01:57.540 --> 00:01:59.540]  馬上拿支棍打
[00:01:59.540 --> 00:02:02.540]  就學了爸爸的東西
[00:02:02.540 --> 00:02:05.540]  但今天我們看看主角
[00:02:05.540 --> 00:02:07.540]  是大衛
[00:02:07.540 --> 00:02:09.540]  大衛都死了
[00:02:09.540 --> 00:02:12.540]  臨死之間,將皇位傳給誰?
[00:02:12.540 --> 00:02:14.540]  耳筆鎖
[00:02:14.540 --> 00:02:16.540]  鎖羅姆耳筆鎖
[00:02:16.540 --> 00:02:18.540]  你看我開始亂了
[00:02:18.540 --> 00:02:21.540]  好,讓我讀出獵王記上
[00:02:21.540 --> 00:02:23.540]  二章四節
[00:02:23.540 --> 00:02:25.540]  讓我讀出就行
[00:02:25.540 --> 00:02:27.540]  我怕亂了
[00:02:27.540 --> 00:02:29.540]  大衛的死期臨近了
[00:02:29.540 --> 00:02:31.540]  就吩咐他兒子鎖羅門說
[00:02:31.540 --> 00:02:34.540]  我要走世人必走的路了
[00:02:34.540 --> 00:02:37.540]  你當剛強,作大丈夫
[00:02:37.540 --> 00:02:41.540]  遵守耶和華,你上帝所吩咐的
[00:02:41.540 --> 00:02:44.540]  照著摩西律法上所寫的
[00:02:44.540 --> 00:02:46.540]  行耶和華的道
[00:02:46.540 --> 00:02:48.540]  謹守他的律法
[00:02:48.540 --> 00:02:50.540]  誡命典章法道
[00:02:50.540 --> 00:02:52.540]  好讓你無論做什麼
[00:02:52.540 --> 00:02:55.540]  不拘往何處去
[00:02:55.540 --> 00:02:57.540]  盡道行同
[00:02:57.540 --> 00:03:00.540]  耶和華必成就他所說關於我的話
[00:03:00.540 --> 00:03:02.540]  說你的子孫
[00:03:02.540 --> 00:03:05.540]  若謹慎自己的行為
[00:03:05.540 --> 00:03:07.540]  盡心盡義
[00:03:07.540 --> 00:03:09.540]  憑信實
[00:03:09.540 --> 00:03:11.540]  行在我面前
[00:03:11.540 --> 00:03:16.540]  就不斷有人坐以色列的皇位
[00:03:16.540 --> 00:03:18.540]  我們一同低頭禱告
[00:03:18.540 --> 00:03:23.540]  感謝你讓孩子分享你的話語
[00:03:23.540 --> 00:03:25.540]  求天父祝福在在每一個
[00:03:25.540 --> 00:03:27.540]  讓每一個都知道
[00:03:27.540 --> 00:03:30.540]  行耶和華眼中看為正的事
[00:03:30.540 --> 00:03:31.540]  時時亨通
[00:03:31.540 --> 00:03:33.540]  求天父祝福在在每一個
[00:03:33.540 --> 00:03:34.540]  以上禱告奉主耶穌
[00:03:34.540 --> 00:03:35.540]  得性明知其究
[00:03:35.540 --> 00:03:36.540]  阿們
[00:03:36.540 --> 00:03:38.540]  大家看回第一節
[00:03:38.540 --> 00:03:43.540]  就說到鎖羅門作王
[00:03:43.540 --> 00:03:45.540]  作王的時候
[00:03:45.540 --> 00:03:47.540]  這個皇位是他揀選
[00:03:47.540 --> 00:03:49.540]  還是上帝也有揀選
[00:03:49.540 --> 00:03:53.540]  大家先看一看經文
[00:03:53.540 --> 00:03:55.540]  王起誓說
[00:03:55.540 --> 00:04:00.540]  我指著救我性命脫離一切苦難永生的耶和華起誓
[00:04:00.540 --> 00:04:05.540]  我既然指著耶和華以色列的上帝向你起誓說
[00:04:05.540 --> 00:04:09.540]  你兒子鎖羅門必接續我作王
[00:04:09.540 --> 00:04:12.540]  他必繼續我坐在我的皇位上
[00:04:12.540 --> 00:04:15.540]  我今日必這樣做
[00:04:15.540 --> 00:04:17.540]  上帝向你起誓
[00:04:17.540 --> 00:04:19.540]  這是對誰說的
[00:04:19.540 --> 00:04:21.540]  大衛說的這番話
[00:04:21.540 --> 00:04:23.540]  大衛對誰說的
[00:04:23.540 --> 00:04:25.540]  你的是誰
[00:04:25.540 --> 00:04:27.540]  是別氏巴
[00:04:27.540 --> 00:04:29.540]  他對別氏巴說
[00:04:29.540 --> 00:04:32.540]  我向耶和華起誓
[00:04:32.540 --> 00:04:37.540]  起誓就是你兒子鎖羅門必接續我作王
[00:04:37.540 --> 00:04:41.540]  大衛起誓就是鎖羅門必做
[00:04:41.540 --> 00:04:44.540]  不能因為已起誓而不做
[00:04:44.540 --> 00:04:46.540]  這是第一個
[00:04:46.540 --> 00:04:48.540]  第二個就是在歷代之上
[00:04:48.540 --> 00:04:52.540]  28章5字
[00:04:52.540 --> 00:04:55.540]  耶和華賜我許多兒子
[00:04:55.540 --> 00:04:58.540]  在我兒子中揀選我兒子
[00:04:58.540 --> 00:05:02.540]  鎖羅門坐耶和華各道的皇位
[00:05:02.540 --> 00:05:04.540]  自理以色列
[00:05:04.540 --> 00:05:07.540]  這裡看到耶和華也是揀選的
[00:05:07.540 --> 00:05:09.540]  證明人是揀選
[00:05:09.540 --> 00:05:11.540]  耶和華也是揀選
[00:05:11.540 --> 00:05:13.540]  但有一樣很有趣
[00:05:13.540 --> 00:05:18.540]  以《獵王記》上一章18字
[00:05:18.540 --> 00:05:21.540]  現在看亞多尼亞作王了
[00:05:21.540 --> 00:05:24.540]  你我主我王卻不知道
[00:05:24.540 --> 00:05:26.540]  那王是誰
[00:05:26.540 --> 00:05:27.540]  大衛不知道
[00:05:27.540 --> 00:05:32.540]  原來他第四個兒子亞多尼亞作王
[00:05:32.540 --> 00:05:36.540]  原來第四個兒子作王在叛變的時候
[00:05:36.540 --> 00:05:38.540]  大衛也不知道
[00:05:38.540 --> 00:05:40.540]  大衛發生了什麼事
[00:05:40.540 --> 00:05:44.540]  繼承王位是很重要的事
[00:05:44.540 --> 00:05:46.540]  他在做什麼
[00:05:46.540 --> 00:05:49.540]  第一章第一字
[00:05:49.540 --> 00:05:52.540]  為什麼一開始《獵王記》上就說一段
[00:05:52.540 --> 00:05:57.540]  大衛醜醜的事
[00:05:57.540 --> 00:05:59.540]  因為天氣很冷
[00:05:59.540 --> 00:06:06.540]  人民在書簾中揀選了一個亞比薩的美女
[00:06:06.540 --> 00:06:10.540]  年輕女孩和他同婚
[00:06:10.540 --> 00:06:15.540]  有可能在溫柔鄉中忘記了
[00:06:15.540 --> 00:06:18.540]  選王位
[00:06:18.540 --> 00:06:21.540]  有可能是這樣
[00:06:21.540 --> 00:06:23.540]  為什麼不叫別士巴
[00:06:23.540 --> 00:06:24.540]  別士巴夠亂了
[00:06:24.540 --> 00:06:25.540]  她是老婆
[00:06:25.540 --> 00:06:28.540]  為什麼一定要找年輕女孩
[00:06:28.540 --> 00:06:31.540]  在書簾中也有軟弱的
[00:06:31.540 --> 00:06:33.540]  但他忘記了不要緊
[00:06:33.540 --> 00:06:36.540]  最重要是拿丹仙芝記得
[00:06:36.540 --> 00:06:38.540]  拿丹仙芝怎麼記得
[00:06:38.540 --> 00:06:40.540]  因為她是仙芝
[00:06:40.540 --> 00:06:44.540]  她和上帝有密切的關係
[00:06:44.540 --> 00:06:47.540]  她知道走錯了
[00:06:47.540 --> 00:06:48.540]  這件事很嚴重
[00:06:48.540 --> 00:06:53.540]  她就叫別士巴一起演戲
[00:06:53.540 --> 00:06:56.540]  她叫別士巴進去找大衛
[00:06:56.540 --> 00:06:58.540]  跟大衛說
[00:06:58.540 --> 00:07:06.540]  你曾經說過你被王位鎖門
[00:07:06.540 --> 00:07:09.540]  然後拿丹衝進來說
[00:07:09.540 --> 00:07:12.540]  你是不是心裏改變了
[00:07:12.540 --> 00:07:16.540]  你是不是被第四個王子當王
[00:07:16.540 --> 00:07:18.540]  她又不直接說大衛
[00:07:18.540 --> 00:07:20.540]  她反問他
[00:07:20.540 --> 00:07:23.540]  是不是被第四個兒子當王
[00:07:23.540 --> 00:07:28.540]  拿丹仙芝又有智慧又有腦
[00:07:28.540 --> 00:07:30.540]  又不會得失皇帝
[00:07:30.540 --> 00:07:33.540]  大衛立即說
[00:07:33.540 --> 00:07:35.540]  沒有,我沒有
[00:07:35.540 --> 00:07:37.540]  我是揀選鎖羅門
[00:07:37.540 --> 00:07:43.540]  然後就叫所有大臣出來
[00:07:43.540 --> 00:07:46.540]  開始繼位給鎖羅門
[00:07:46.540 --> 00:07:48.540]  這裡你們看到
[00:07:48.540 --> 00:07:52.540]  上帝不會因人的問題
[00:07:52.540 --> 00:07:55.540]  不會因人的阻攔
[00:07:55.540 --> 00:07:58.540]  不會因人的計謀
[00:07:58.540 --> 00:08:02.540]  而搶奪了上帝的計劃
[00:08:02.540 --> 00:08:04.540]  更加上帝的計劃
[00:08:04.540 --> 00:08:06.540]  是沒有人能夠插手的
[00:08:06.540 --> 00:08:10.540]  你不做,上帝會派其他人做
[00:08:10.540 --> 00:08:13.540]  不要對自己這麼重要
[00:08:13.540 --> 00:08:17.540]  最重要是我們如何在裏面
[00:08:17.540 --> 00:08:19.540]  好好聽神吩咐
[00:08:19.540 --> 00:08:23.540]  更加你看到鎖羅門繼位之後
[00:08:23.540 --> 00:08:26.540]  大衛臨死的遺願是甚麼
[00:08:26.540 --> 00:08:28.540]  大家知不知道他臨死有甚麼遺願
[00:08:28.540 --> 00:08:30.540]  他人生有甚麼遺願
[00:08:30.540 --> 00:08:35.540]  好東西
[00:08:35.540 --> 00:08:39.540]  這位姐妹真行
[00:08:39.540 --> 00:08:41.540]  他建聖殿
[00:08:41.540 --> 00:08:42.540]  為何要建聖殿
[00:08:42.540 --> 00:08:45.540]  因為我住在這麼漂亮的皇宮
[00:08:45.540 --> 00:08:48.540]  為何上帝還要住在萬寺裏
[00:08:48.540 --> 00:08:52.540]  我要為他建聖殿
[00:08:52.540 --> 00:08:55.540]  但為何上帝不讓他建
[00:08:55.540 --> 00:08:58.540]  為何不讓他建
[00:08:58.540 --> 00:09:01.540]  他流很多人的血
[00:09:01.540 --> 00:09:03.540]  所以不讓他建聖殿
[00:09:03.540 --> 00:09:05.540]  然後上帝說甚麼
[00:09:05.540 --> 00:09:08.540]  耶和華賜我許多兒子
[00:09:08.540 --> 00:09:11.540]  在我兒子揀選了鎖羅門為我建聖殿
[00:09:11.540 --> 00:09:13.540]  建殿宇
[00:09:13.540 --> 00:09:16.540]  他的遺願就是想建殿宇
[00:09:16.540 --> 00:09:18.540]  但他的遺願是甚麼
[00:09:18.540 --> 00:09:22.540]  遺願就是遵守耶和華
[00:09:22.540 --> 00:09:24.540]  你上帝所吩咐的
[00:09:24.540 --> 00:09:29.540]  照著摩西律法上所寫的行
[00:09:29.540 --> 00:09:31.540]  在耶和華眼中
[00:09:31.540 --> 00:09:33.540]  行在他的道路上
[00:09:33.540 --> 00:09:35.540]  這裏說甚麼
[00:09:35.540 --> 00:09:38.540]  他不是說做偉大的事情
[00:09:38.540 --> 00:09:41.540]  他叫他行在耶和華
[00:09:41.540 --> 00:09:43.540]  行為正的事情
[00:09:43.540 --> 00:09:45.540]  行律法
[00:09:45.540 --> 00:09:49.540]  事公和遵行主的道
[00:09:49.540 --> 00:09:51.540]  哪一個重要
[00:09:51.540 --> 00:09:54.540]  我見到有很多人
[00:09:54.540 --> 00:09:56.540]  我侍奉就行了
[00:09:56.540 --> 00:09:57.540]  我不用上崇拜
[00:09:57.540 --> 00:09:58.540]  我不用上小祖
