
[00:00:00.000 --> 00:00:11.000]  今天繼續是我跟大家分享這個信息
[00:00:11.000 --> 00:00:17.000]  我覺得真的要好像今天我要講的經文一樣
[00:00:17.000 --> 00:00:21.000]  今天我講的經文是這一段經文
[00:00:21.000 --> 00:00:24.000]  我比眾人格外勞苦
[00:00:24.000 --> 00:00:29.000]  但其實不是我 而是神的恩典與我同在
[00:00:29.000 --> 00:00:33.000]  我們先有個歡迎動作
[00:00:33.000 --> 00:00:37.000]  歡迎身邊的特映姐妹回來
[00:00:37.000 --> 00:00:40.000]  有些很久沒見面的面孔
[00:00:40.000 --> 00:00:44.000]  所以Hello 歡迎回來
[00:00:44.000 --> 00:00:50.000]  很好 很乖 最後面是最乖的
[00:00:50.000 --> 00:00:58.000]  我們今天直接講這個題目
[00:00:58.000 --> 00:01:00.000]  與耶穌一起萬物活的系列
[00:01:00.000 --> 00:01:03.000]  由上星期開始這個系列
[00:01:03.000 --> 00:01:09.000]  今天的講題是「從容的生產力,先蒙恩後得果」
[00:01:09.000 --> 00:01:15.000]  話說原來我們不知不覺間已經踏入七月
[00:01:15.000 --> 00:01:19.000]  傳說中七月八月是教會的皇季
[00:01:19.000 --> 00:01:22.000]  我是上年八月入職
[00:01:22.000 --> 00:01:28.000]  所以今年六七月八月是我第一次踏入皇季
[00:01:28.000 --> 00:01:33.000]  我回憶了我之前講過的訊息
[00:01:33.000 --> 00:01:38.000]  上次我在十一月份講了一篇訊息
[00:01:38.000 --> 00:01:40.000]  不知大家記不記得
[00:01:40.000 --> 00:01:44.000]  我形容自己的生活像一條爆了的芝士腸
[00:01:44.000 --> 00:01:49.000]  因為我的行程完全跳出了我的框框
[00:01:49.000 --> 00:01:51.000]  完全不同了
[00:01:51.000 --> 00:01:55.000]  我想說做牧者講訊息其實有很大的張力
[00:01:55.000 --> 00:01:58.000]  一來我對自己有些要求
[00:01:58.000 --> 00:02:02.000]  讀完神學後會覺得要滿足標準
[00:02:02.000 --> 00:02:05.000]  但那個標準與大家聽的不同
[00:02:05.000 --> 00:02:07.000]  大家又會有一個標準
[00:02:07.000 --> 00:02:09.000]  我就要滿足兩個標準
[00:02:09.000 --> 00:02:16.000]  還有就是我背負的講訊息是背負上帝真理的責任
[00:02:16.000 --> 00:02:19.000]  所以會有很多壓力
[00:02:19.000 --> 00:02:23.000]  每次講訊息的時候都會有壓力
[00:02:23.000 --> 00:02:26.000]  但我又要在這個壓力下
[00:02:26.000 --> 00:02:31.000]  我要去講盼望、安慰、今天慫恿
[00:02:31.000 --> 00:02:33.000]  這些訊息
[00:02:33.000 --> 00:02:35.000]  那個張力其實很大
[00:02:35.000 --> 00:02:37.000]  你感覺到那個心理壓力
[00:02:37.000 --> 00:02:39.000]  一起一跌
[00:02:39.000 --> 00:02:43.000]  所以很掙扎的地方就是我要講生命的道
[00:02:43.000 --> 00:02:45.000]  要講生命的道
[00:02:45.000 --> 00:02:47.000]  我的生命狀態就要與上帝有好的連繫
[00:02:47.000 --> 00:02:49.000]  我才可以講得好
[00:02:49.000 --> 00:02:52.000]  但實際狀況又沒有辦法避免
[00:02:52.000 --> 00:02:55.000]  實際狀況就是剛才說七八月
[00:02:55.000 --> 00:02:57.000]  暑假月
[00:02:57.000 --> 00:02:59.000]  其實我回望
[00:02:59.000 --> 00:03:03.000]  那時爆了的芝士腸都不及我現在的望
[00:03:03.000 --> 00:03:06.000]  所以我發現原來我的生命不同了
[00:03:06.000 --> 00:03:08.000]  原來我的生命是會堅韌了
[00:03:08.000 --> 00:03:10.000]  會成長了
[00:03:10.000 --> 00:03:13.000]  我會頂得住那些壓力
[00:03:13.000 --> 00:03:16.000]  接下來我們八月有個營
[00:03:16.000 --> 00:03:17.000]  大家記得報名
[00:03:17.000 --> 00:03:19.000]  順便在這裡宣傳
[00:03:19.000 --> 00:03:20.000]  還有很多
[00:03:20.000 --> 00:03:22.000]  不是只有我一個人努力
[00:03:22.000 --> 00:03:24.000]  雖然剛才在說訊息多難
[00:03:24.000 --> 00:03:26.000]  但很多弟兄姊妹已經在籌備
[00:03:26.000 --> 00:03:29.000]  還有下星期我們要為我們祈禱
[00:03:29.000 --> 00:03:33.000]  所以很多弟兄姊妹正在努力籌備
[00:03:33.000 --> 00:03:35.000]  在服侍木區
[00:03:35.000 --> 00:03:39.000]  所以我們木區是在一個很豐富的狀態下
[00:03:39.000 --> 00:03:41.000]  我們就在一個很豐富的狀態下
[00:03:41.000 --> 00:03:43.000]  我們面對今天的主題
[00:03:43.000 --> 00:03:46.000]  很幽默地就是和耶穌一起慢活
[00:03:46.000 --> 00:03:48.000]  從容的生產力
[00:03:48.000 --> 00:03:50.000]  我們今天看的經文很少
[00:03:50.000 --> 00:03:51.000]  一節
[00:03:51.000 --> 00:03:53.000]  但這一節也有些長
[00:03:53.000 --> 00:03:56.000]  我發現原來可以講得很深
[00:03:56.000 --> 00:03:57.000]  我們一起讀一次
[00:03:57.000 --> 00:03:59.000]  預備 123
[00:03:59.000 --> 00:04:01.000]  然而由於神的恩典
