
[00:00:00.000 --> 00:00:04.020]  今天我們進入經文之前
[00:00:04.020 --> 00:00:06.200]  我想先問大家一個問題
[00:00:06.200 --> 00:00:11.640]  我想問這裡在有多少個還是中學生
[00:00:11.640 --> 00:00:13.640]  誒?
[00:00:13.640 --> 00:00:15.640]  真的嗎?
[00:00:15.640 --> 00:00:17.640]  (笑)
[00:00:17.640 --> 00:00:19.640]  好
[00:00:19.640 --> 00:00:24.080]  無論你現在是什麼狀態也好
[00:00:24.080 --> 00:00:28.520]  現在你先想想進入一個處境
[00:00:28.520 --> 00:00:32.160]  就是現在在學校上中學
[00:00:32.160 --> 00:00:35.200]  你以前上,你現在上也可以
[00:00:35.200 --> 00:00:39.280]  中學啦,你現在上學的
[00:00:39.280 --> 00:00:44.480]  剛剛放完小息的鐘響完了
[00:00:44.480 --> 00:00:46.480]  代表小息放完了
[00:00:46.480 --> 00:00:50.240]  但是你看到你一群同學還在吵
[00:00:50.240 --> 00:00:54.160]  好像聽不到小息鐘的響聲
[00:00:54.160 --> 00:00:56.160]  還在吵
[00:00:56.160 --> 00:01:02.520]  眼尾看到,老師在走廊慢慢走進來
[00:01:02.520 --> 00:01:04.520]  越來越接近課室門口
[00:01:04.520 --> 00:01:06.520]  要進來了
[00:01:06.520 --> 00:01:09.480]  我想提醒大家要安靜
[00:01:09.480 --> 00:01:11.480]  老師來了
[00:01:11.480 --> 00:01:14.160]  你會用什麼方法叫他們安靜?
[00:01:14.160 --> 00:01:16.160]  想一想
[00:01:16.160 --> 00:01:19.160]  會用什麼方法在這個狀態里
[00:01:19.160 --> 00:01:21.160]  例如拍手
[00:01:21.160 --> 00:01:23.160]  會不會?
[00:01:23.160 --> 00:01:25.160]  會不會?有沒有人會拍手?
[00:01:25.160 --> 00:01:27.160]  拍手?沒有
[00:01:27.160 --> 00:01:31.160]  可能有一個特技,我對我另一個特技
[00:01:31.160 --> 00:01:33.160]  吹口哨?會不會?
[00:01:33.160 --> 00:01:35.160]  會不會?
[00:01:35.160 --> 00:01:37.160]  也不會
[00:01:37.160 --> 00:01:41.160]  還是叫"Good morning, sir"提醒大家?
[00:01:41.160 --> 00:01:43.160]  會不會?會不會?
[00:01:43.160 --> 00:01:45.160]  有沒有誰?三個都不是
[00:01:45.160 --> 00:01:47.160]  那你們是什麼?
[00:01:47.160 --> 00:01:49.160]  是,有沒有什麼?
[00:01:49.160 --> 00:01:55.160]  你覺得能夠耍他們,就讓他們走進來
[00:01:55.160 --> 00:01:57.160]  很激烈地
[00:01:57.160 --> 00:01:59.160]  去廁所
[00:01:59.160 --> 00:02:04.160]  在《聖經舊約》裡面
[00:02:04.160 --> 00:02:06.160]  也有一個很特別的節日
[00:02:06.160 --> 00:02:10.160]  是神藉著聲音去提醒以色列人
[00:02:10.160 --> 00:02:12.160]  我們今天就認識一下
[00:02:12.160 --> 00:02:15.160]  在《聖經舊約》裡面
[00:02:15.160 --> 00:02:18.160]  其中一個節日叫"吹角節"
[00:02:18.160 --> 00:02:20.160]  今天的講題就是
[00:02:20.160 --> 00:02:23.160]  舊約聖經節期刊經拜吹角節
[00:02:23.160 --> 00:02:26.160]  從中,從吹角節裡面
[00:02:26.160 --> 00:02:30.160]  也看看和現在的敬拜有什麼關係
[00:02:30.160 --> 00:02:33.160]  我們先看一看經文
[00:02:33.160 --> 00:02:37.160]  在《利未記》23章23-25節
[00:02:37.160 --> 00:02:39.160]  耶和華吩咐摩西說
[00:02:39.160 --> 00:02:41.160]  你要吩咐以色列人說
[00:02:41.160 --> 00:02:43.160]  七月初一
[00:02:43.160 --> 00:02:46.160]  你們要守衛完全安息的日子
[00:02:46.160 --> 00:02:48.160]  要吹角作紀念
[00:02:48.160 --> 00:02:50.160]  當有盛會
[00:02:50.160 --> 00:02:53.160]  任何勞動的工都不可做
[00:02:53.160 --> 00:02:56.160]  要將火祭獻給耶和華
[00:02:56.160 --> 00:02:58.160]  在經文裡面
[00:02:58.160 --> 00:03:01.160]  我們首先看到第一個資訊是什麼
[00:03:01.160 --> 00:03:04.160]  就是以色列人什麼時候過吹角節
[00:03:04.160 --> 00:03:06.160]  就是七月初一
[00:03:06.160 --> 00:03:07.160]  這個七月初一
[00:03:07.160 --> 00:03:10.160]  不是我們中國農歷年的七月初一
[00:03:10.160 --> 00:03:14.160]  不是剛剛的盂蘭節的七月初一日
[00:03:14.160 --> 00:03:19.160]  而是其實猶太人也有自己的月曆
[00:03:19.160 --> 00:03:21.160]  好像中國月曆一樣
[00:03:21.160 --> 00:03:22.160]  要猶太曆
[00:03:22.160 --> 00:03:24.160]  我給大家看一看
[00:03:24.160 --> 00:03:26.160]  看看這幅圖會不會太小
[00:03:26.160 --> 00:03:28.160]  哎呀,糟了
[00:03:28.160 --> 00:03:30.160]  大家用眼力看
[00:03:30.160 --> 00:03:32.160]  中間的圈
[00:03:32.160 --> 00:03:34.160]  就是我們現在用的月曆
[00:03:34.160 --> 00:03:37.160]  就是12345678月的
[00:03:37.160 --> 00:03:41.160]  外面那層就是猶太月曆
[00:03:41.160 --> 00:03:44.160]  大家可以看到
[00:03:44.160 --> 00:03:48.160]  吹角節的月叫提斯尼月
[00:03:48.160 --> 00:03:51.160]  對上去的現代月曆
[00:03:51.160 --> 00:03:56.160]  就是現在月曆的九月尾和十月頭的時間
[00:03:56.160 --> 00:03:58.160]  所以吹角節很快的
[00:03:58.160 --> 00:03:59.160]  兩個星期後
[00:03:59.160 --> 00:04:01.160]  原來人家就過節了
[00:04:01.160 --> 00:04:05.160]  當時是農業社會來的
[00:04:05.160 --> 00:04:07.160]  是收割的季節
[00:04:07.160 --> 00:04:10.160]  所以他們九月尾和十月頭
[00:04:10.160 --> 00:04:13.160]  是慶祝他們豐收的
[00:04:13.160 --> 00:04:15.160]  我們再看一看
[00:04:15.160 --> 00:04:18.160]  他說猶太月曆是七月初一
[00:04:18.160 --> 00:04:22.160]  看上去有個叫尼山月的
[00:04:22.160 --> 00:04:25.160]  深藍色的
[00:04:25.160 --> 00:04:28.160]  就是猶太曆的一月
[00:04:28.160 --> 00:04:30.160]  順著數下去
[00:04:30.160 --> 00:04:32.160]  1234567
[00:04:32.160 --> 00:04:34.160]  所以到第七個月
[00:04:34.160 --> 00:04:38.160]  就是提斯尼月
[00:04:38.160 --> 00:04:41.160]  就是猶太曆的七月
[00:04:41.160 --> 00:04:42.160]  大家記得
[00:04:42.160 --> 00:04:45.160]  七對猶太人來說
[00:04:45.160 --> 00:04:47.160]  是很神聖的數字
[00:04:47.160 --> 00:04:51.160]  所以七月對猶太人來說很特別
[00:04:51.160 --> 00:04:56.160]  他們會在七月過新年
[00:04:56.160 --> 00:04:57.160]  是新一年的開始
[00:04:57.160 --> 00:04:59.160]  他們七月是新一年的開始
[00:04:59.160 --> 00:05:00.160]  不是一月
[00:05:00.160 --> 00:05:01.160]  和我們不同
[00:05:01.160 --> 00:05:04.160]  就像中國的農歷新年
[00:05:04.160 --> 00:05:06.160]  對猶太人來說
[00:05:06.160 --> 00:05:07.160]  催國節
[00:05:07.160 --> 00:05:08.160]  七月一號
[00:05:08.160 --> 00:05:12.160]  就是慶祝新一年的開始
[00:05:12.160 --> 00:05:14.160]  好了,我們知道了
[00:05:14.160 --> 00:05:17.160]  催國節的背景
[00:05:17.160 --> 00:05:18.160]  再說多一點
[00:05:18.160 --> 00:05:21.160]  催國節又是做什麼的呢
[00:05:21.160 --> 00:05:23.160]  我們再看一遍經文
[00:05:23.160 --> 00:05:25.160]  就是要守衛
[00:05:25.160 --> 00:05:27.160]  完全安息的日子
[00:05:27.160 --> 00:05:29.160]  要催國作紀念
[00:05:29.160 --> 00:05:31.160]  當有盛會
[00:05:31.160 --> 00:05:33.160]  任何勞動的工都不可做
[00:05:33.160 --> 00:05:36.160]  要將火祭獻給耶和華
[00:05:36.160 --> 00:05:39.160]  首先就當原來農歷新年一開始
[00:05:39.160 --> 00:05:41.160]  不是,不是他們的農歷新年
[00:05:41.160 --> 00:05:43.160]  就是他們的新年一開始
[00:05:43.160 --> 00:05:45.160]  就要守安息日
[00:05:45.160 --> 00:05:47.160]  安息日要做什麼的
[00:05:47.160 --> 00:05:49.160]  大家記不記得
[00:05:49.160 --> 00:05:52.160]  就是什麼工都不可以做
[00:05:52.160 --> 00:05:53.160]  因為當時
[00:05:53.160 --> 00:05:56.160]  還記得我有機會去以色列旅行的時候
[00:05:56.160 --> 00:05:58.160]  看到他們其中一個安息日
[00:05:58.160 --> 00:06:00.160]  真的什麼都沒有
[00:06:00.160 --> 00:06:01.160]  然後我去吃飯
[00:06:01.160 --> 00:06:03.160]  餐廳黑漆漆的
[00:06:03.160 --> 00:06:04.160]  因為燈都不可以開
[00:06:04.160 --> 00:06:06.160]  然後食物是冷的
[00:06:06.160 --> 00:06:08.160]  因為火都不可以開
[00:06:08.160 --> 00:06:10.160]  所以他們是什麼都不做的
[00:06:10.160 --> 00:06:12.160]  只可以做一件事
[00:06:12.160 --> 00:06:14.160]  就是獻祭給耶和華
[00:06:14.160 --> 00:06:15.160]  獻梵祭
[00:06:15.160 --> 00:06:17.160]  掃祭
[00:06:17.160 --> 00:06:18.160]  熟序祭
[00:06:18.160 --> 00:06:19.160]  火祭
[00:06:19.160 --> 00:06:21.160]  就是將牛羊
[00:06:22.160 --> 00:06:24.160]  那些桑寨
[00:06:24.160 --> 00:06:25.160]  宰殺之後
[00:06:25.160 --> 00:06:27.160]  燒了它給神
[00:06:27.160 --> 00:06:28.160]  但是呢
[00:06:28.160 --> 00:06:31.160]  做這些所有事情之前
[00:06:31.160 --> 00:06:33.160]  都要先做一件事
[00:06:33.160 --> 00:06:34.160]  催國節
[00:06:34.160 --> 00:06:36.160]  所以就要催國
[00:06:36.160 --> 00:06:37.160]  我們呢
[00:06:37.160 --> 00:06:39.160]  不如聽一下
[00:06:39.160 --> 00:06:40.160]  說了這麼久催國節
[00:06:40.160 --> 00:06:42.160]  究竟催國節是什麼呢
[00:06:42.160 --> 00:06:43.160]  它的國聲是什麼
[00:06:43.160 --> 00:06:44.160]  我們看一看
[00:06:44.160 --> 00:06:46.160]  麻煩後面播一播
[00:06:46.160 --> 00:06:48.160]  我們來聽一下
[00:06:48.160 --> 00:06:50.160]  這首歌
[00:06:50.160 --> 00:07:18.160]  (音樂)
[00:07:18.160 --> 00:07:20.160]  差不多了
[00:07:20.160 --> 00:07:22.160]  麻煩了
[00:07:22.160 --> 00:07:24.160]  如果你想覺得
[00:07:24.160 --> 00:07:26.160]  催國節聽完覺得很宏偉
[00:07:26.160 --> 00:07:27.160]  很想聽
[00:07:27.160 --> 00:07:29.160]  其實我YouTube找的
[00:07:29.160 --> 00:07:30.160]  一找
[00:07:30.160 --> 00:07:32.160]  有些是無間斷聽六個小時的
[00:07:32.160 --> 00:07:34.160]  可以聽
[00:07:34.160 --> 00:07:36.160]  哇 為什麼可以聽六個小時的
[00:07:36.160 --> 00:07:38.160]  這些東西
[00:07:38.160 --> 00:07:39.160]  你可以
[00:07:39.160 --> 00:07:41.160]  你覺得溫書要振奮自己
[00:07:41.160 --> 00:07:42.160]  你打開了它
[00:07:42.160 --> 00:07:44.160]  聽六個小時
[00:07:44.160 --> 00:07:46.160]  肯定應該
[00:07:46.160 --> 00:07:48.160]  全世界都起身
[00:07:48.160 --> 00:07:50.160]  陪你溫書
[00:07:50.160 --> 00:07:52.160]  這個就是催國節的
[00:07:52.160 --> 00:07:53.160]  催國聲
[00:07:53.160 --> 00:07:55.160]  是不是很宏偉
[00:07:55.160 --> 00:07:56.160]  但不是單單
[00:07:56.160 --> 00:07:58.160]  催國節不是因為
[00:07:58.160 --> 00:08:00.160]  催國節應節
[00:08:00.160 --> 00:08:01.160]  所以我催國
[00:08:01.160 --> 00:08:03.160]  而是真的有它的意義
[00:08:03.160 --> 00:08:04.160]  這個國聲
[00:08:04.160 --> 00:08:06.160]  就是有召集
[00:08:06.160 --> 00:08:08.160]  警醒
[00:08:08.160 --> 00:08:10.160]  和更新的意思
[00:08:10.160 --> 00:08:12.160]  我們接下來
[00:08:12.160 --> 00:08:14.160]  就會用這三點
[00:08:14.160 --> 00:08:16.160]  去看
[00:08:16.160 --> 00:08:18.160]  先講第一點
[00:08:18.160 --> 00:08:20.160]  召集 召喚
[00:08:20.160 --> 00:08:22.160]  在文書記
[00:08:22.160 --> 00:08:24.160]  都有關於催國節的
[00:08:24.160 --> 00:08:25.160]  記載
[00:08:25.160 --> 00:08:26.160]  7月初一
[00:08:26.160 --> 00:08:28.160]  你們當有聖會
[00:08:28.160 --> 00:08:30.160]  任何勞動的工都不可做
[00:08:30.160 --> 00:08:32.160]  是你們當首
[00:08:32.160 --> 00:08:34.160]  為催國的日子
[00:08:34.160 --> 00:08:36.160]  在當日
[00:08:36.160 --> 00:08:38.160]  猶太人會在會堂
[00:08:38.160 --> 00:08:40.160]  催好國 催國
[00:08:40.160 --> 00:08:42.160]  目的就是召喚
[00:08:42.160 --> 00:08:44.160]  被離開的猶太人
[00:08:44.160 --> 00:08:46.160]  一齊回來
[00:08:46.160 --> 00:08:48.160]  回來會堂當中
[00:08:48.160 --> 00:08:50.160]  聚集 守安息日
[00:08:50.160 --> 00:08:52.160]  放下工作
[00:08:52.160 --> 00:08:54.160]  專注在神當中
[00:08:54.160 --> 00:08:56.160]  來到現在
[00:08:56.160 --> 00:08:58.160]  我們現在不會在都會
[00:08:58.160 --> 00:09:00.160]  19樓催國
[00:09:00.160 --> 00:09:02.160]  然後叫大家回來
[00:09:02.160 --> 00:09:04.160]  催國了 快點回來
[00:09:04.160 --> 00:09:06.160]  聚集了 不會的
[00:09:06.160 --> 00:09:08.160]  但我們都會遵從聖經的教導
[00:09:08.160 --> 00:09:10.160]  我們知道安息日
[00:09:10.160 --> 00:09:12.160]  我們就要回到神的殿當中
[00:09:12.160 --> 00:09:14.160]  教會去敬拜神
[00:09:14.160 --> 00:09:16.160]  透過
[00:09:16.160 --> 00:09:18.160]  我們透過什麼呢
[00:09:18.160 --> 00:09:20.160]  剛才大家唱詩
[00:09:20.160 --> 00:09:22.160]  透過敬拜的音樂
[00:09:22.160 --> 00:09:24.160]  敬拜音樂的歌聲
[00:09:24.160 --> 00:09:26.160]  彷彿好像國聲
[00:09:26.160 --> 00:09:28.160]  提醒我們
[00:09:28.160 --> 00:09:30.160]  敬拜要開始了
[00:09:30.160 --> 00:09:32.160]  放下手頭上的工作
[00:09:32.160 --> 00:09:34.160]  專注在神當中
[00:09:34.160 --> 00:09:36.160]  專注在神當中
[00:09:36.160 --> 00:09:38.160]  專注在神當中
[00:09:38.160 --> 00:09:40.160]  我在預備這篇講章的時候
[00:09:40.160 --> 00:09:42.160]  就問了我幾位牧區的年輕人
[00:09:42.160 --> 00:09:44.160]  年輕少年
[00:09:44.160 --> 00:09:46.160]  問他們
[00:09:46.160 --> 00:09:48.160]  回到教會敬拜的時候
[00:09:48.160 --> 00:09:50.160]  敬拜的時候的感覺是怎樣的
[00:09:50.160 --> 00:09:52.160]  當然
[00:09:52.160 --> 00:09:54.160]  問一些不會玩手機的人
[00:09:54.160 --> 00:09:56.160]  問他們是怎樣的
[00:09:56.160 --> 00:09:58.160]  他們不約而同
[00:09:58.160 --> 00:10:00.160]  都回答了類似的答案
[00:10:00.160 --> 00:10:02.160]  回到教會
[00:10:02.160 --> 00:10:04.160]  開始了敬拜之後
[00:10:04.160 --> 00:10:06.160]  可以慢慢將自己
[00:10:06.160 --> 00:10:08.160]  抽離到平日
[00:10:08.160 --> 00:10:10.160]  很繁忙的時間表中
[00:10:10.160 --> 00:10:12.160]  回到教會
[00:10:12.160 --> 00:10:14.160]  只需要
[00:10:14.160 --> 00:10:16.160]  專注在敬拜
[00:10:16.160 --> 00:10:18.160]  專注在神當中
[00:10:18.160 --> 00:10:20.160]  可以很放鬆
[00:10:20.160 --> 00:10:22.160]  很投入地
[00:10:22.160 --> 00:10:24.160]  向師贊美神
[00:10:24.160 --> 00:10:26.160]  透過敬拜
[00:10:26.160 --> 00:10:28.160]  可以重新得力
[00:10:28.160 --> 00:10:30.160]  當敬拜開始的時候
[00:10:30.160 --> 00:10:32.160]  我鼓勵大家
[00:10:32.160 --> 00:10:34.160]  雖然你可能很急
[00:10:34.160 --> 00:10:36.160]  走進來
[00:10:36.160 --> 00:10:38.160]  但都先將自己
[00:10:38.160 --> 00:10:40.160]  安靜下來
[00:10:40.160 --> 00:10:42.160]  將手機調教到
[00:10:42.160 --> 00:10:44.160]  正音模式
[00:10:44.160 --> 00:10:46.160]  離開社交媒體
[00:10:46.160 --> 00:10:48.160]  放開手機
[00:10:48.160 --> 00:10:50.160]  離開通訊軟件
[00:10:50.160 --> 00:10:52.160]  單單親近神
[00:10:52.160 --> 00:10:56.160]  第二點是什麼呢
[00:10:56.160 --> 00:10:58.160]  就是警醒悔改
[00:10:58.160 --> 00:11:00.160]  催割節除了
[00:11:00.160 --> 00:11:02.160]  聚集猶太人一起來
[00:11:02.160 --> 00:11:04.160]  去到會堂
[00:11:04.160 --> 00:11:06.160]  停止一起工作
[00:11:06.160 --> 00:11:08.160]  首節之外
[00:11:08.160 --> 00:11:10.160]  還有一件事要做
[00:11:10.160 --> 00:11:12.160]  就是獻祭
[00:11:12.160 --> 00:11:14.160]  在舊日中
[00:11:14.160 --> 00:11:16.160]  獻祭有贖罪
[00:11:16.160 --> 00:11:18.160]  悔改的意思
[00:11:18.160 --> 00:11:20.160]  因為催割節之後的十日
[00:11:20.160 --> 00:11:22.160]  有個叫贖罪日的節
[00:11:22.160 --> 00:11:24.160]  這個系列
[00:11:24.160 --> 00:11:26.160]  遲些都會有一個
[00:11:26.160 --> 00:11:28.160]  講贖罪日
[00:11:28.160 --> 00:11:30.160]  所以催割聲除了
[00:11:30.160 --> 00:11:32.160]  召集之外
[00:11:32.160 --> 00:11:34.160]  還利用
[00:11:34.160 --> 00:11:36.160]  割聲的聲音提醒大家
[00:11:36.160 --> 00:11:38.160]  提醒猶太人
[00:11:38.160 --> 00:11:40.160]  在習慣了的
[00:11:40.160 --> 00:11:42.160]  最終生活當中
[00:11:42.160 --> 00:11:44.160]  要警醒
