
[00:00:00.000 --> 00:00:02.000]  今天講的主題是
[00:00:02.000 --> 00:00:05.240]  「跟隨在地上的耶穌」
[00:00:05.240 --> 00:00:07.240]  耶穌站在哪裏呢?
[00:00:07.240 --> 00:00:09.240]  其實耶穌站在哪裏呢?
[00:00:09.240 --> 00:00:11.240]  是否他看人而站呢?
[00:00:11.240 --> 00:00:13.240]  他站在有家世的人那裏?
[00:00:13.240 --> 00:00:15.240]  是吧?
[00:00:15.240 --> 00:00:17.240]  站在有背景的人那裏?
[00:00:17.240 --> 00:00:19.240]  站在有膚色的人那裏?
[00:00:19.240 --> 00:00:21.240]  站在種族之間?
[00:00:21.240 --> 00:00:23.240]  還是怎樣呢?
[00:00:23.240 --> 00:00:25.240]  耶穌站在哪裏呢?
[00:00:25.240 --> 00:00:28.440]  所以我先讀一段經文給大家聽
[00:00:28.440 --> 00:00:30.440]  讓我讀好了
[00:00:30.440 --> 00:00:32.440]  因為太長了,我怕我會咳嗽
[00:00:32.440 --> 00:00:34.440]  好
[00:00:34.440 --> 00:00:36.440]  大家聽著
[00:00:36.440 --> 00:00:39.440]  馬可福音三章二十至三十五節
[00:00:39.440 --> 00:00:43.440]  耶穌種了屋子,眾人又聚集,
[00:00:43.440 --> 00:00:45.440]  甚至他連飯也顧不得吃。
[00:00:45.440 --> 00:00:49.440]  耶穌的家人聽見,就出來要拉住他。
[00:00:49.440 --> 00:00:53.440]  因為他們說他癲狂了,
[00:00:53.440 --> 00:00:56.440]  從耶路撒冷下來的民是說,
[00:00:56.440 --> 00:01:00.440]  他是被別西北扶伸的,
[00:01:00.440 --> 00:01:03.440]  又說他是靠著鬼王講鬼的。
[00:01:03.440 --> 00:01:07.440]  耶穌叫他們來,用比喻對他們說,
[00:01:07.440 --> 00:01:09.440]  撒旦怎能說出撒旦呢?
[00:01:09.440 --> 00:01:13.440]  一國若自相紛爭,哪國就站立不住;
[00:01:13.440 --> 00:01:17.440]  一家若自相紛爭,哪家就站立不住;
[00:01:17.440 --> 00:01:21.440]  撒旦若自相攻打紛爭,他就站立不住;
[00:01:21.440 --> 00:01:25.440]  必定滅亡,沒有人能盡壯士家女,
[00:01:25.440 --> 00:01:30.440]  搶奪他的東西,除非先綁住那壯士,
[00:01:30.440 --> 00:01:33.440]  否則無法搶奪他的家。
[00:01:33.440 --> 00:01:37.440]  我實在告訴你們,世人一切的罪,
[00:01:37.440 --> 00:01:41.440]  和一切是俗的話,都可以得赦免。
[00:01:41.440 --> 00:01:45.440]  凡是俗性靈的,卻不得赦免,
[00:01:45.440 --> 00:01:47.440]  而要擔當永遠的罪。
[00:01:47.440 --> 00:01:51.440]  因為他們說,他是被污靈扶伸的。
[00:01:51.440 --> 00:01:56.440]  那時,耶穌的母親和她兄弟來,
[00:01:56.440 --> 00:02:00.440]  站在外邊,打發人去叫她。
[00:02:00.440 --> 00:02:03.440]  有許多人在耶穌周圍坐著,
[00:02:03.440 --> 00:02:06.440]  他們就告訴她說,
[00:02:06.440 --> 00:02:11.440]  「看!你母親,你兄弟和你姐妹在外邊找你。」
[00:02:11.440 --> 00:02:14.440]  耶穌回答他們,
[00:02:14.440 --> 00:02:18.440]  「誰是我的母親,誰是我的弟弟?」
[00:02:18.440 --> 00:02:26.440]  「就還是那周圍坐著的人說,看!我的母親,我的兄弟,
[00:02:26.440 --> 00:02:33.440]  凡遵行上帝旨意的人,就是我的兄弟,姐妹和母親。」
[00:02:33.440 --> 00:02:36.440]  我們看到這段經文,
[00:02:36.440 --> 00:02:39.440]  其實在《釋經書》裏面也有說,
[00:02:39.440 --> 00:02:42.440]  分開三文治結構,
[00:02:42.440 --> 00:02:45.440]  有眾人,有家人,有民事。
[00:02:45.440 --> 00:02:48.440]  我們看看眾人,家人和民事,
[00:02:48.440 --> 00:02:52.440]  在裏面,看耶穌站在哪裏,
[00:02:52.440 --> 00:02:55.440]  還是他們站在耶穌那裏,還是怎樣。
[00:02:55.440 --> 00:02:58.440]  看看我們在裏面學到些什麼,好嗎?
[00:02:58.440 --> 00:03:01.440]  我們先來看看,
[00:03:01.440 --> 00:03:05.440]  「耶穌種了屋子,眾人又聚集。」
[00:03:05.440 --> 00:03:07.440]  那間屋是哪間屋?
[00:03:07.440 --> 00:03:08.440]  他沒有寫,
[00:03:08.440 --> 00:03:10.440]  「但不過眾人又聚集。」
[00:03:10.440 --> 00:03:13.440]  即是來過一次,集合過一次。
[00:03:13.440 --> 00:03:15.440]  集合過一次在哪裏看到呢?
[00:03:15.440 --> 00:03:17.440]  在二章裏面說過,
[00:03:17.440 --> 00:03:21.440]  四個人扶著一個毯子拆了那間屋,
[00:03:21.440 --> 00:03:23.440]  然後掉下去,
[00:03:23.440 --> 00:03:26.440]  不知那間屋是否很快重建,
[00:03:26.440 --> 00:03:27.440]  重建了,
[00:03:27.440 --> 00:03:30.440]  這可能是彼得那間屋,
[00:03:30.440 --> 00:03:33.440]  就是加伯倫那裏。
[00:03:33.440 --> 00:03:35.440]  耶穌一到那間屋,
[00:03:35.440 --> 00:03:37.440]  就有很多人進入去,
[00:03:37.440 --> 00:03:39.440]  因為,為什麼?
[00:03:39.440 --> 00:03:41.440]  聽到耶穌的名聲,
[00:03:41.440 --> 00:03:43.440]  每個人都湧入去,
[00:03:43.440 --> 00:03:45.440]  湧入去幹什麼?
[00:03:45.440 --> 00:03:48.440]  當然有事情求祂,
[00:03:48.440 --> 00:03:52.440]  但耶穌就站在他們中間,
[00:03:52.440 --> 00:03:53.440]  是不是?
[00:03:53.440 --> 00:03:55.440]  耶穌就是站在中間,
[00:03:55.440 --> 00:03:57.440]  而更加屋裏面,
[00:03:57.440 --> 00:04:00.440]  在原文裏面,又是叫電。
[00:04:00.440 --> 00:04:03.440]  耶穌站在我們中間,
[00:04:03.440 --> 00:04:05.440]  就是耶穌的電,
[00:04:05.440 --> 00:04:07.440]  就是聖電。
[00:04:07.440 --> 00:04:10.440]  我們現在一群人一齊來到當中,
[00:04:10.440 --> 00:04:12.440]  去敬拜上帝的時候,
[00:04:12.440 --> 00:04:14.440]  耶穌就在我們中間,
[00:04:14.440 --> 00:04:17.440]  電就在我們當中。
[00:04:17.440 --> 00:04:20.440]  正正如果有在看YouTube的朋友,
[00:04:20.440 --> 00:04:22.440]  如果家裏只有你一個人,
[00:04:22.440 --> 00:04:24.440]  不如你叫朋友過來,
[00:04:24.440 --> 00:04:28.440]  多人聚集,
[00:04:28.440 --> 00:04:30.440]  耶穌就在中間。
[00:04:30.440 --> 00:04:31.440]  是不是?
[00:04:31.440 --> 00:04:33.440]  然後再看看,
[00:04:33.440 --> 00:04:35.440]  他們來幹什麼?
[00:04:35.440 --> 00:04:37.440]  當然有要求,
[00:04:37.440 --> 00:04:40.440]  但耶穌都看顧他們眾人的要求,
[00:04:40.440 --> 00:04:41.440]  是不是?
[00:04:41.440 --> 00:04:43.440]  其實我不知道大家覺得,
[00:04:43.440 --> 00:04:46.440]  回來教會是否每個人都有需要呢?
[00:04:46.440 --> 00:04:49.440]  不知道是不是有些需要,
[00:04:49.440 --> 00:04:51.440]  譬如病了,
[00:04:51.440 --> 00:04:54.440]  回來希望醫治,
[00:04:54.440 --> 00:04:56.440]  或者你打算找人生意義,
[00:04:56.440 --> 00:04:58.440]  回來,
[00:04:58.440 --> 00:05:00.440]  然後找到愛,
[00:05:00.440 --> 00:05:02.440]  男女朋友的愛也好,
[00:05:02.440 --> 00:05:03.440]  兄弟的愛也好,
[00:05:03.440 --> 00:05:05.440]  什麼都愛的,
[00:05:05.440 --> 00:05:06.440]  就想在這裏找到,
[00:05:06.440 --> 00:05:08.440]  最重要的就是夫妻和順,
[00:05:08.440 --> 00:05:09.440]  想回來找,
[00:05:09.440 --> 00:05:11.440]  祈禱說,
[00:05:11.440 --> 00:05:13.440]  哎呀,
[00:05:13.440 --> 00:05:15.440]  上帝改變我旁邊那個,
[00:05:15.440 --> 00:05:17.440]  改變我老公,
[00:05:17.440 --> 00:05:20.440]  改變我老婆,
[00:05:20.440 --> 00:05:21.440]  經常都是這樣,
[00:05:21.440 --> 00:05:23.440]  我以前就是這樣,
[00:05:23.440 --> 00:05:25.440]  主啊,你改變我老婆,
[00:05:25.440 --> 00:05:28.440]  讓我得到力量,
[00:05:28.440 --> 00:05:30.440]  是不行的,
[00:05:30.440 --> 00:05:31.440]  千萬不要,
[00:05:31.440 --> 00:05:34.440]  其實是改變自己才能改變老婆,
[00:05:34.440 --> 00:05:41.440]  其實耶穌最想人要些什麼呢?
[00:05:41.440 --> 00:05:46.440]  耶穌在這裏跟他講鬼,
[00:05:46.440 --> 00:05:47.440]  醫病講到,
[00:05:47.440 --> 00:05:49.440]  耶穌要的是什麼呢?
[00:05:49.440 --> 00:05:50.440]  我們再看看三文治結構,
[00:05:50.440 --> 00:05:51.440]  看看34節,
[00:05:51.440 --> 00:05:52.440]  他又說什麼呢?
[00:05:52.440 --> 00:06:05.440]  (字幕)
[00:06:05.440 --> 00:06:08.440]  遵行上帝的旨意,
[00:06:08.440 --> 00:06:12.440]  我們回來是否需要我們的東西,
[00:06:12.440 --> 00:06:15.440]  還是遵行上帝的旨意呢?
[00:06:15.440 --> 00:06:17.440]  遵行上帝的旨意是什麼呢?
[00:06:17.440 --> 00:06:19.440]  是很複雜的題目,
[00:06:19.440 --> 00:06:21.440]  今天我們不說,
[00:06:21.440 --> 00:06:24.440]  我講一下,
[00:06:24.440 --> 00:06:26.440]  馬可怎樣看呢?
[00:06:26.440 --> 00:06:28.440]  在一章15節這樣說,
[00:06:28.440 --> 00:06:30.440]  一期滿了,
[00:06:30.440 --> 00:06:32.440]  耶穌宣告,
[00:06:32.440 --> 00:06:33.440]  記住,
[00:06:33.440 --> 00:06:34.440]  一期滿了,
[00:06:34.440 --> 00:06:35.440]  上帝的國近了,
[00:06:35.440 --> 00:06:37.440]  你們當悔改,
[00:06:37.440 --> 00:06:38.440]  順福蔭,
[00:06:38.440 --> 00:06:39.440]  我們一起讀,
[00:06:39.440 --> 00:06:40.440]  1,2,3,
[00:06:40.440 --> 00:06:42.440]  一期滿了,
[00:06:42.440 --> 00:06:44.440]  上帝的國近了,
[00:06:44.440 --> 00:06:46.440]  你們當悔改,
[00:06:46.440 --> 00:06:48.440]  順福蔭,
[00:06:48.440 --> 00:06:49.440]  最核心的東西,
[00:06:49.440 --> 00:06:52.440]  不是我們需要什麼,
[00:06:52.440 --> 00:06:55.440]  而是耶穌最想你們要的是什麼呢?
[00:06:55.440 --> 00:06:57.440]  悔改,
[00:06:57.440 --> 00:06:58.440]  順福蔭,
[00:06:58.440 --> 00:07:01.440]  即是順耶穌的請求,
[00:07:01.440 --> 00:07:05.440]  讓你們的心靈得到健康,
[00:07:05.440 --> 00:07:06.440]  是不是?
[00:07:06.440 --> 00:07:09.440]  就不是肉身上的東西了,
[00:07:09.440 --> 00:07:10.440]  是不是?
[00:07:10.440 --> 00:07:12.440]  所以我們看到這裡,
[00:07:12.440 --> 00:07:15.440]  遵行上帝的旨意,
[00:07:15.440 --> 00:07:17.440]  是叫我們去悔改,
[00:07:17.440 --> 00:07:21.440]  不是要任何我們需要什麼,
[00:07:21.440 --> 00:07:22.440]  這些都需要的,
[00:07:22.440 --> 00:07:24.440]  但最重要的是悔改,
[00:07:24.440 --> 00:07:26.440]  當你悔改的時候,
[00:07:26.440 --> 00:07:29.440]  你和上帝的關係就會復和了,
[00:07:29.440 --> 00:07:30.440]  復和了,
[00:07:30.440 --> 00:07:32.440]  你和上帝的關係復和了,
[00:07:32.440 --> 00:07:34.440]  你就是成為什麼?
[00:07:34.440 --> 00:07:35.440]  他的兒女,
[00:07:35.440 --> 00:07:36.440]  成為他的兒女,
[00:07:36.440 --> 00:07:39.440]  你要什麼都不用說,
[00:07:39.440 --> 00:07:40.440]  他馬上給你,
[00:07:40.440 --> 00:07:43.440]  他知道你的需要,
[00:07:43.440 --> 00:07:44.440]  所以,
[00:07:44.440 --> 00:07:48.440]  最重要的是悔改成為神的兒女,
[00:07:48.440 --> 00:07:51.440]  然後就享天倫之樂,
[00:07:51.440 --> 00:07:54.440]  什麼叫天倫之樂?
[00:07:54.440 --> 00:07:55.440]  即是很開心,
[00:07:55.440 --> 00:07:57.440]  現在的家庭都不是這麼開心,
[00:07:57.440 --> 00:07:58.440]  經常看新聞,
[00:07:58.440 --> 00:07:59.440]  是不是?
[00:07:59.440 --> 00:08:02.440]  但我們神的家不是很開心,
[00:08:02.440 --> 00:08:05.440]  因為有神在,
[00:08:05.440 --> 00:08:07.440]  彼此關心,
[00:08:07.440 --> 00:08:10.440]  要彼此守望,
[00:08:10.440 --> 00:08:11.440]  一起玩,
[00:08:11.440 --> 00:08:12.440]  一起笑,
[00:08:12.440 --> 00:08:14.440]  一起哭,
[00:08:14.440 --> 00:08:16.440]  一起吃,
[00:08:16.440 --> 00:08:18.440]  這個就是天國,
[00:08:18.440 --> 00:08:20.440]  天倫之樂,
[00:08:20.440 --> 00:08:24.440]  這個天家是我們一群人的,
[00:08:24.440 --> 00:08:25.440]  是不是?
[00:08:25.440 --> 00:08:27.440]  耶穌就在我們中間,
[00:08:27.440 --> 00:08:29.440]  我們在裡面,
[00:08:29.440 --> 00:08:33.440]  眾人都是一個大家庭,
[00:08:33.440 --> 00:08:36.440]  然後我們就看看那群家人又怎樣,
[00:08:36.440 --> 00:08:37.440]  地上那群家人,
[00:08:37.440 --> 00:08:40.440]  剛才我們是屬於神的兒女,
[00:08:40.440 --> 00:08:42.440]  地上那群家人怎樣?
[00:08:42.440 --> 00:08:45.440]  「甚至他連飯也顧不得吃」,
[00:08:45.440 --> 00:08:46.440]  即是下面那句,
[00:08:46.440 --> 00:08:48.440]  即是說耶穌和他不能吃,
[00:08:48.440 --> 00:08:51.440]  然後耶穌的家人就出來了,
[00:08:51.440 --> 00:08:52.440]  要拉住他,
[00:08:52.440 --> 00:08:54.440]  因為他癲狂,
