
[00:00:00.000 --> 00:00:02.720]  各位頂展姊妹午安!
[00:00:02.720 --> 00:00:06.240]  給點反應吧!各位頂展姊妹午安!
[00:00:06.240 --> 00:00:11.600]  今天很開心有機會在當中打開口罩跟大家見面
[00:00:11.600 --> 00:00:16.560]  其實三年的疫情某程度上叫做慢慢的退去
[00:00:16.560 --> 00:00:19.840]  我們可以連口罩令都取消
[00:00:19.840 --> 00:00:22.560]  當然你今天戴著口罩不代表什麼
[00:00:22.560 --> 00:00:25.840]  因為我自己也有戴著口罩在身
[00:00:25.840 --> 00:00:30.240]  但在現場的朋友可能有機會坐車的時候
[00:00:30.240 --> 00:00:32.640]  其實九成人都有戴口罩
[00:00:32.640 --> 00:00:36.400]  因為始終都要慢慢適應
[00:00:36.400 --> 00:00:38.000]  我不知道你有沒有感覺
[00:00:38.000 --> 00:00:41.120]  現在有機會你不需要戴口罩出街
[00:00:41.120 --> 00:00:43.760]  會不會覺得好像不太自在
[00:00:43.760 --> 00:00:46.960]  因為好像戴了幾年好像總是差一點
[00:00:46.960 --> 00:00:50.960]  我想都是需要一些時間大家慢慢去適應
[00:00:50.960 --> 00:00:54.560]  但很感恩無論香港也好教會也好
[00:00:54.560 --> 00:00:57.120]  我們慢慢進入復常的階段
[00:00:57.120 --> 00:00:58.560]  我經常跟各位講
[00:00:58.560 --> 00:01:01.600]  復常不只是復常聚會那麼簡單
[00:01:01.600 --> 00:01:04.960]  其實復常聚會我們之前已經開始復常了
[00:01:04.960 --> 00:01:10.400]  我相信復常最重要是我們復常愛主和愛人的心
[00:01:10.400 --> 00:01:14.080]  過去幾年我們經歷了很多不同的事情
[00:01:14.080 --> 00:01:17.440]  經歷過很多困難和挑戰
[00:01:17.440 --> 00:01:21.760]  無論如何我們走到今天都是上帝給我們的恩典
[00:01:21.760 --> 00:01:26.240]  或者今天你仍然都願意坐在一起的敬拜
[00:01:26.240 --> 00:01:27.520]  一起的聽道
[00:01:27.520 --> 00:01:30.480]  代表其實你仍然對信仰
[00:01:30.480 --> 00:01:34.320]  對教會仍然都有一份的心在裡面
[00:01:34.320 --> 00:01:36.480]  我不知道你盼不盼望在將來的日子裡面
[00:01:36.480 --> 00:01:40.080]  我們繼續把我們的心慢慢的提升
[00:01:40.080 --> 00:01:43.360]  我們不單止肉身回到教會當中
[00:01:43.360 --> 00:01:45.680]  我們盼望我們的生命我們的心
[00:01:45.680 --> 00:01:48.640]  都再一次能夠歸向上帝
[00:01:48.640 --> 00:01:51.760]  今天很想跟大家分享一個題目
[00:01:51.760 --> 00:01:53.840]  叫做...等一會兒
[00:01:53.840 --> 00:01:55.520]  我先去回PowerPoint
[00:01:55.520 --> 00:02:03.520]  好,今天的題目叫做建設之言
[00:02:03.520 --> 00:02:06.080]  是在說撒姆爾記上第25章
[00:02:06.080 --> 00:02:09.200]  當我收到這個題目的時候都想了一會兒
[00:02:09.200 --> 00:02:11.920]  說建設好像很吊詭一樣
[00:02:11.920 --> 00:02:14.400]  因為說建設的話
[00:02:14.400 --> 00:02:16.640]  有人說就有人聽的
[00:02:16.640 --> 00:02:18.640]  第一你要問你一個問題就是
[00:02:18.640 --> 00:02:21.760]  當你說一些話是不是有建設性
[00:02:21.760 --> 00:02:24.720]  你覺得你平時說話有沒有建設性
[00:02:24.720 --> 00:02:27.440]  你不要看你旁邊那個
[00:02:27.440 --> 00:02:30.960]  還是你覺得旁邊那個都是說些拆毀的東西
[00:02:30.960 --> 00:02:32.240]  批評的東西
[00:02:32.240 --> 00:02:34.320]  又不覺得有什麼建設的
[00:02:34.320 --> 00:02:35.920]  所以第一件事你要學
[00:02:35.920 --> 00:02:40.080]  究竟你今天說話是不是有建設性的一些話
[00:02:40.080 --> 00:02:42.560]  第二件事你要學就是
[00:02:42.560 --> 00:02:45.520]  有人說就有人要聽的
[00:02:45.520 --> 00:02:50.480]  當有個人跟你說一些建設性的一些話的時候
[00:02:50.480 --> 00:02:53.200]  建設性很多時候都有一些東西要改善你要改變
[00:02:53.200 --> 00:02:55.680]  你聽不聽得入耳
[00:02:55.680 --> 00:02:58.080]  說真的
[00:02:58.080 --> 00:03:01.360]  我做多大家多很多年人
[00:03:01.360 --> 00:03:03.360]  當你做了十幾二十年人
[00:03:03.360 --> 00:03:05.840]  你很有一套你自己的想法
[00:03:05.840 --> 00:03:08.400]  你有一套你自己做事的方式
[00:03:08.400 --> 00:03:12.000]  我認識很多人不是每個人都願意有一個胸襟
[00:03:12.000 --> 00:03:14.720]  在當中去聽別人說一些話
[00:03:14.720 --> 00:03:17.600]  而這些話裡面可能有些東西你需要改善
[00:03:17.600 --> 00:03:20.080]  甚至乎改變
[00:03:20.080 --> 00:03:22.080]  你有沒有聽過一些話就是
[00:03:22.080 --> 00:03:24.080]  有些人怎麼評論你就是
[00:03:24.080 --> 00:03:26.080]  他都不肯聽別人說話的
[00:03:26.080 --> 00:03:28.080]  他都不肯聽別人說話的
[00:03:28.080 --> 00:03:32.720]  就算你說了一些多造就多建設的說話
[00:03:32.720 --> 00:03:34.160]  他都不聽的
[00:03:34.160 --> 00:03:36.160]  這個會不會過去裡面
[00:03:36.160 --> 00:03:39.680]  有些人對你的評價都是這樣
[00:03:39.680 --> 00:03:42.160]  所以當我們今天說建設的說話
[00:03:42.160 --> 00:03:44.400]  第一你是不是說這些話
[00:03:44.400 --> 00:03:47.360]  第二你是不是願意聽這些話
[00:03:47.360 --> 00:03:49.920]  希望透過今天一個舊約的事件
[00:03:49.920 --> 00:03:52.560]  讓你學習和反省
[00:03:52.560 --> 00:03:55.440]  我們如何成為一個願意說建設的話的人
[00:03:55.440 --> 00:03:58.640]  和我們都願意去聽一些建設的話
[00:03:58.640 --> 00:04:00.640]  讓我先為大家讀出三號記上
[00:04:00.640 --> 00:04:02.640]  第25章第23
[00:04:02.640 --> 00:04:04.880]  就是說一個事件
[00:04:04.880 --> 00:04:06.880]  人物有大衛
[00:04:06.880 --> 00:04:08.880]  有一個婦人叫做阿比蓋
[00:04:08.880 --> 00:04:11.360]  讓我先為大家讀出當中的經文
[00:04:11.360 --> 00:04:15.280]  阿比蓋看見大衛就急忙下廬在大衛面前
[00:04:15.280 --> 00:04:17.920]  臉苦服在地上跪拜
[00:04:17.920 --> 00:04:20.320]  他苦服在大衛的腳前說
[00:04:20.320 --> 00:04:23.440]  我主也願者罪歸於我
[00:04:23.440 --> 00:04:27.360]  求你容許侍女向你進言建設的話
[00:04:27.360 --> 00:04:30.000]  更求你聽侍女的話
[00:04:30.000 --> 00:04:34.000]  我主不必你會拿百者性情兇暴的人
[00:04:34.000 --> 00:04:35.040]  拿百是誰呢
[00:04:35.040 --> 00:04:37.040]  就是阿比蓋的老公
[00:04:37.040 --> 00:04:39.040]  他就像他的名字一樣
[00:04:39.040 --> 00:04:41.040]  他的家名叫拿百
[00:04:41.040 --> 00:04:43.040]  為人也真是如還
[00:04:43.040 --> 00:04:47.760]  至於我,你的侍女並沒有看見我主所派出來的僕人
[00:04:47.760 --> 00:04:49.760]  現在我主也
[00:04:49.760 --> 00:04:52.560]  耶和華既然阻止你親手報仇
[00:04:52.560 --> 00:04:54.560]  避免流人的血
[00:04:54.560 --> 00:04:57.120]  我指著永生的耶和華起誓
[00:04:57.120 --> 00:04:59.520]  又指著你的性命起誓
[00:04:59.520 --> 00:05:03.360]  現在願你的仇敵和我謀害我主的人
[00:05:03.360 --> 00:05:05.360]  都像拿百一樣
[00:05:05.360 --> 00:05:08.960]  現在求我主把婢女送來的禮物
[00:05:08.960 --> 00:05:10.960]  及跟隨我主的僕人
[00:05:10.960 --> 00:05:14.080]  求你原諒侍女的冒犯
[00:05:14.080 --> 00:05:17.840]  耶和華必為我主建立堅固的家
[00:05:17.840 --> 00:05:21.200]  因為我主為耶和華徵戰
[00:05:21.200 --> 00:05:23.200]  並且為你的一生
[00:05:23.200 --> 00:05:26.000]  既日子查不出什麼惡來
[00:05:26.000 --> 00:05:30.080]  雖有人起來追逼你要尋索你的性命
[00:05:30.080 --> 00:05:32.400]  我主的性命在耶和華
[00:05:32.400 --> 00:05:36.560]  你上帝的那女如同藏在生命寶藏中
[00:05:36.560 --> 00:05:38.880]  至於你的仇敵的性命
[00:05:38.880 --> 00:05:42.800]  耶和華必甩去如同用機燃甩石的一樣
[00:05:42.800 --> 00:05:45.200]  耶和華照所應許的福氣
[00:05:45.200 --> 00:05:46.320]  賜給我主
[00:05:46.320 --> 00:05:48.880]  立你在以色列王的時候
[00:05:48.880 --> 00:05:51.920]  我主就不至於因為親手報仇
[00:05:51.920 --> 00:05:54.160]  流了無辜人的血
[00:05:54.160 --> 00:05:57.200]  而心裡不安良心有鬼了
[00:05:57.200 --> 00:05:59.920]  耶和華賜福給我主的時候
[00:05:59.920 --> 00:06:02.320]  求你記得你的侍女
[00:06:02.320 --> 00:06:04.160]  大衛對亞比該說
[00:06:04.160 --> 00:06:05.040]  耶和華
[00:06:05.040 --> 00:06:08.080]  以色列的上帝是應當稱重的
[00:06:08.080 --> 00:06:10.880]  因為他今日派你來迎接我
[00:06:10.880 --> 00:06:14.080]  你和你的見識也配得稱讚
[00:06:14.080 --> 00:06:17.680]  因為你今日難了我親手報仇
[00:06:17.680 --> 00:06:19.680]  流人的血
[00:06:19.680 --> 00:06:22.560]  這裡說的是一個故事
[00:06:22.560 --> 00:06:23.280]  大衛
[00:06:23.280 --> 00:06:24.080]  大衛知道是誰嗎?
[00:06:24.080 --> 00:06:24.960]  大衛王
[00:06:24.960 --> 00:06:29.520]  是延續掃羅王帝的下一個王帝
[00:06:29.520 --> 00:06:32.000]  但當他未做王帝之前
[00:06:32.000 --> 00:06:35.200]  他就面對掃羅王的追殺
[00:06:35.200 --> 00:06:37.200]  結果就去到一個地方
[00:06:37.200 --> 00:06:39.200]  希望一個人
[00:06:39.200 --> 00:06:40.640]  在那裡叫拿伯
[00:06:40.640 --> 00:06:43.040]  能夠為他帶來一些糧食
[00:06:43.040 --> 00:06:43.840]  一些物資
[00:06:43.840 --> 00:06:45.840]  讓他好上路
[00:06:45.840 --> 00:06:47.520]  但可惜這個拿伯
[00:06:47.520 --> 00:06:50.160]  他不記以前大衛對他的恩
[00:06:50.160 --> 00:06:52.160]  就甚至收獄他
