
[00:00:00.000 --> 00:00:04.600]  我介紹自己,我叫蘇平恩,可以叫我Benny就可以了
[00:00:04.600 --> 00:00:10.880]  今天的題目是接著已忽所書第二講的
[00:00:10.880 --> 00:00:12.880]  就是教會合一
[00:00:12.880 --> 00:00:17.000]  今天講的題目叫做
[00:00:17.000 --> 00:00:20.320]  一場重生的斷捨離
[00:00:20.320 --> 00:00:22.960]  已忽所書二章一至十節
[00:00:22.960 --> 00:00:24.800]  講斷捨離
[00:00:24.800 --> 00:00:28.280]  開始之前我想跟大家玩一個I speak的遊戲
[00:00:28.280 --> 00:00:33.720]  看看圖中有多少隻動物可以數一下
[00:00:33.720 --> 00:00:37.880]  數到嗎
[00:00:37.880 --> 00:00:42.480]  這張大合照很難拍的
[00:00:42.480 --> 00:00:45.000]  這張是我家的大合照,我的女兒
[00:00:45.000 --> 00:00:47.000]  看不看得到人類在裡面
[00:00:47.000 --> 00:00:49.240]  那就是我的女兒
[00:00:49.240 --> 00:00:50.960]  這張大合照是之前拍的
[00:00:50.960 --> 00:00:54.520]  今天拍的大合照可能又不同了,又多了很多動物
[00:00:54.520 --> 00:00:58.120]  這個斷捨離是一個非常困難的斷捨離
[00:00:58.120 --> 00:01:00.920]  因為有些動物,毛公仔
[00:01:00.920 --> 00:01:03.800]  不是我女兒,是我太太
[00:01:03.800 --> 00:01:10.720]  以前玩的,由小陪她到大,現在陪女兒
[00:01:10.720 --> 00:01:13.920]  有些動物從小出生就有陪著她
[00:01:13.920 --> 00:01:17.080]  毛公仔如果算斷捨離
[00:01:17.080 --> 00:01:19.080]  你覺得排第幾呢
[00:01:19.080 --> 00:01:22.880]  根據一個統計,香港找不到的,找到一個台灣的統計
[00:01:22.880 --> 00:01:27.360]  有十大top ten斷捨離,第十位是書籍
[00:01:27.360 --> 00:01:31.040]  買了一本書,看完覺得很有益
[00:01:31.040 --> 00:01:33.520]  不想扔,斷捨離很難扔
[00:01:33.520 --> 00:01:35.520]  第九,不知道香港是否一樣
[00:01:35.520 --> 00:01:37.520]  一些筆記,教科書
[00:01:37.520 --> 00:01:41.920]  上課的時候寫了很多提醒自己,很厲害
[00:01:41.920 --> 00:01:43.920]  因為現在流行
[00:01:43.920 --> 00:01:46.400]  有些學霸筆記可以賣
[00:01:46.400 --> 00:01:49.680]  所以筆記很重要,台灣也很重要,不知道香港會怎樣
[00:01:49.680 --> 00:01:51.680]  第八,很奇怪,食物
[00:01:51.680 --> 00:01:54.480]  為什麼斷捨離不想扔食物
[00:01:54.480 --> 00:01:56.480]  大家回家打開自己的雪櫃
[00:01:56.480 --> 00:02:00.480]  看看有些東西很久沒用過
[00:02:00.480 --> 00:02:06.080]  藥材,鮑魚,又不捨得吃又不捨得扔
[00:02:06.080 --> 00:02:08.080]  可能很多過期都不捨得扔
[00:02:08.080 --> 00:02:12.080]  第七,新買回來不想扔
[00:02:12.080 --> 00:02:15.200]  第六,貴的東西,貴買回來扔了很浪費
[00:02:15.200 --> 00:02:17.200]  第五,很有趣,前任
[00:02:17.200 --> 00:02:19.200]  前任是什麼,即是前度
[00:02:19.200 --> 00:02:24.720]  即是包括你的男朋友,女朋友,前夫,前妻
[00:02:24.720 --> 00:02:26.720]  剩下的東西在這裡
[00:02:26.720 --> 00:02:28.720]  有些人馬上撕破,一張照片也要
[00:02:28.720 --> 00:02:30.720]  但有些人不捨得,第五位
[00:02:30.720 --> 00:02:32.720]  第四位是什麼呢
[00:02:32.720 --> 00:02:34.720]  就是毛公仔
[00:02:34.720 --> 00:02:36.720]  我家中了
[00:02:36.720 --> 00:02:38.720]  不捨得扔,從小陪到大
[00:02:38.720 --> 00:02:40.720]  第三位,很有趣
[00:02:40.720 --> 00:02:42.720]  我也是,不知道大家有沒有
[00:02:42.720 --> 00:02:44.720]  瘦了之後穿不回的衣服
[00:02:44.720 --> 00:02:46.720]  嘩,多少笑聲
[00:02:46.720 --> 00:02:48.720]  很多淚星在背後
[00:02:48.720 --> 00:02:50.720]  減肥
[00:02:50.720 --> 00:02:52.720]  減到
[00:02:52.720 --> 00:02:54.720]  為什麼不捨得扔,那些闊的衣服
[00:02:54.720 --> 00:02:56.720]  因為我怕自己會胖
[00:02:56.720 --> 00:02:58.720]  扔了很浪費
[00:02:58.720 --> 00:03:00.720]  所以我不敢扔
[00:03:00.720 --> 00:03:02.720]  你覺得我現在很胖
[00:03:02.720 --> 00:03:04.720]  但我以前更胖
[00:03:04.720 --> 00:03:06.720]  所以有些衣服不捨得扔
[00:03:06.720 --> 00:03:08.720]  第二,很多人都是,MIRROR那些
[00:03:08.720 --> 00:03:10.720]  麥當勞買送卡那些
[00:03:10.720 --> 00:03:14.720]  追星周邊的物品
[00:03:14.720 --> 00:03:16.720]  或者應門物品
[00:03:16.720 --> 00:03:18.720]  偶像的物品
[00:03:18.720 --> 00:03:20.720]  大家猜不猜第一位是什麼
[00:03:20.720 --> 00:03:22.720]  數了九樣東西
[00:03:22.720 --> 00:03:24.720]  第一位都很難猜
[00:03:24.720 --> 00:03:26.720]  但我覺得第一位是很真實
[00:03:26.720 --> 00:03:28.720]  卡片
[00:03:28.720 --> 00:03:30.720]  很有一個
[00:03:30.720 --> 00:03:32.720]  象徵意義
[00:03:32.720 --> 00:03:34.720]  你以前做過的工作
[00:03:34.720 --> 00:03:36.720]  有什麼職位,有什麼經驗
[00:03:36.720 --> 00:03:38.720]  你的過去
[00:03:38.720 --> 00:03:40.720]  你想想你自己,以前上班
[00:03:40.720 --> 00:03:42.720]  卡片還在,不捨得扔
[00:03:42.720 --> 00:03:44.720]  因為第一位,很有象徵意義
[00:03:44.720 --> 00:03:46.720]  是說你的過去
[00:03:46.720 --> 00:03:48.720]  你的經驗
[00:03:48.720 --> 00:03:50.720]  為什麼要斷捨離
[00:03:50.720 --> 00:03:52.720]  我們今天所說的重生的斷捨離
[00:03:52.720 --> 00:03:54.720]  是什麼
[00:03:54.720 --> 00:03:56.720]  我們需要放下東西
[00:03:56.720 --> 00:03:58.720]  才能夠收穫更多
[00:03:58.720 --> 00:04:00.720]  有些東西不放下
[00:04:00.720 --> 00:04:02.720]  不能夠去拿更多
[00:04:02.720 --> 00:04:04.720]  所以寶來提醒我們
[00:04:04.720 --> 00:04:06.720]  經文二忽所書二章一至十字
[00:04:06.720 --> 00:04:08.720]  我讀給大家聽
[00:04:08.720 --> 00:04:10.720]  你們死在一個犯罪惡之中
[00:04:10.720 --> 00:04:12.720]  他叫你們活過來
[00:04:12.720 --> 00:04:14.720]  那時你們在其中行事為人
[00:04:14.720 --> 00:04:16.720]  隨從今世的風俗
[00:04:16.720 --> 00:04:18.720]  我們是受盡既然者的首領
[00:04:18.720 --> 00:04:20.720]  就是現今在叛逆之子心中運行的邪靈
[00:04:20.720 --> 00:04:22.720]  我們從前也都在他們中間
[00:04:22.720 --> 00:04:24.720]  放縱肉體的私慾
[00:04:24.720 --> 00:04:26.720]  隨從肉體和心中所喜好的許下
[00:04:26.720 --> 00:04:28.720]  本為可怒之子和別人一樣
[00:04:28.720 --> 00:04:30.720]  然而上帝既有豐富的憐憫
[00:04:30.720 --> 00:04:32.720]  因他愛我們的大愛
[00:04:32.720 --> 00:04:34.720]  當我們死在個犯中的時候
[00:04:34.720 --> 00:04:36.720]  便叫我們與基督一同活過來
[00:04:36.720 --> 00:04:38.720]  你們得救是本福恩
[00:04:38.720 --> 00:04:40.720]  他又叫我們與基督耶穌一同復活
[00:04:40.720 --> 00:04:42.720]  一同領受
[00:04:42.720 --> 00:04:44.720]  你們得救是本福恩
[00:04:44.720 --> 00:04:46.720]  他又叫我們與基督耶穌一同復活
[00:04:46.720 --> 00:04:48.720]  一同坐在天上
[00:04:48.720 --> 00:04:50.720]  要將他極豐富的恩典
[00:04:50.720 --> 00:04:52.720]  就是他在基督耶穌裡
[00:04:52.720 --> 00:04:54.720]  向我們所施的恩慈
[00:04:54.720 --> 00:04:56.720]  顯明給後來的世代看
[00:04:56.720 --> 00:04:58.720]  你們得救是本福恩
[00:04:58.720 --> 00:05:00.720]  也因著信者並不是出於自己
[00:05:00.720 --> 00:05:02.720]  乃是上帝所賜的
[00:05:02.720 --> 00:05:04.720]  也不是出於行為
[00:05:04.720 --> 00:05:06.720]  免得有人自誇
[00:05:06.720 --> 00:05:08.720]  我們原是他的工作
[00:05:08.720 --> 00:05:10.720]  在基督耶穌裡造成的
[00:05:10.720 --> 00:05:12.720]  為要叫我們行善
[00:05:12.720 --> 00:05:14.720]  他預備叫我們行的
[00:05:14.720 --> 00:05:16.720]  今天預備了三點跟大家說說
[00:05:16.720 --> 00:05:20.720]  第一就是保羅斷捨離的Top3
[00:05:20.720 --> 00:05:22.720]  剛才說了Top10台灣
[00:05:22.720 --> 00:05:24.720]  保羅有Top3的
[00:05:24.720 --> 00:05:26.720]  等一下跟大家說說
[00:05:26.720 --> 00:05:28.720]  第二就是保羅覺得不捨離
[00:05:28.720 --> 00:05:30.720]  不要不應該有捨離
[00:05:30.720 --> 00:05:32.720]  一定抓緊的是什麼
[00:05:32.720 --> 00:05:36.720]  第三我們原是上帝的工作
[00:05:36.720 --> 00:05:40.720]  首先說一說保羅的Top3斷捨離
[00:05:40.720 --> 00:05:43.720]  前段說你們死了個犯罪
[00:05:43.720 --> 00:05:46.720]  我始終叫你們活過來
[00:05:46.720 --> 00:05:48.720]  說以前是怎樣
[00:05:48.720 --> 00:05:50.720]  簡單說
[00:05:50.720 --> 00:05:53.720]  你好像生其實是死
[00:05:53.720 --> 00:05:55.720]  雖生又死
[00:05:55.720 --> 00:05:57.720]  你好像活生生一樣
[00:05:57.720 --> 00:05:59.720]  但你好像死的
[00:05:59.720 --> 00:06:01.720]  我想起這兩套戲
[00:06:01.720 --> 00:06:04.720]  這兩套戲就是Sixth Sense鬼眼
[00:06:04.720 --> 00:06:06.720]  第二套Dead Man Walking
[00:06:06.720 --> 00:06:08.720]  越過死亡線
[00:06:08.720 --> 00:06:10.720]  大家有沒有看過這套戲
[00:06:10.720 --> 00:06:11.720]  有些人搖頭
[00:06:11.720 --> 00:06:13.720]  很短很快的說
[00:06:13.720 --> 00:06:16.720]  Sixth Sense是Bruce Willis幫一個小孩
[00:06:16.720 --> 00:06:18.720]  那個小孩當年拿獎
[00:06:18.720 --> 00:06:21.720]  他見到鬼
[00:06:21.720 --> 00:06:23.720]  最後去到
[00:06:23.720 --> 00:06:26.720]  好像活生生的Bruce Willis幫一個小孩
[00:06:26.720 --> 00:06:28.720]  但原來他已經死了
[00:06:28.720 --> 00:06:30.720]  他是死人
[00:06:30.720 --> 00:06:32.720]  雖生又死
[00:06:32.720 --> 00:06:34.720]  他好像活生生一樣但他死了
[00:06:34.720 --> 00:06:36.720]  他才是鬼
[00:06:36.720 --> 00:06:38.720]  第二個Dead Man Walking說
[00:06:38.720 --> 00:06:40.720]  一個死囚
[00:06:40.720 --> 00:06:44.720]  他要由囚室走去行刑室
[00:06:44.720 --> 00:06:46.720]  那段路
[00:06:46.720 --> 00:06:48.720]  就叫Dead Man Walking
[00:06:48.720 --> 00:06:50.720]  進入死亡之路
[00:06:50.720 --> 00:06:52.720]  好像活生生一樣
[00:06:52.720 --> 00:06:54.720]  但他將會死
[00:06:54.720 --> 00:06:56.720]  我想起這兩套戲
[00:06:56.720 --> 00:06:58.720]  我們想想保羅提醒我們的狀態
[00:06:58.720 --> 00:07:01.720]  就是雖生又死
[00:07:01.720 --> 00:07:03.720]  我們這樣的狀態之下
[00:07:03.720 --> 00:07:05.720]  保羅提醒我們
[00:07:05.720 --> 00:07:07.720]  我們可以扭轉這件事
[00:07:07.720 --> 00:07:09.720]  有三樣需要斷捨離的東西
[00:07:09.720 --> 00:07:11.720]  Top 3的斷捨離
[00:07:11.720 --> 00:07:12.720]  第三個是什麼呢
[00:07:12.720 --> 00:07:14.720]  是說今世的風俗
[00:07:14.720 --> 00:07:16.720]  一些不良的風氣
[00:07:16.720 --> 00:07:19.720]  你不要以為什麼是不良
[00:07:19.720 --> 00:07:21.720]  很多東西看來好像對
[00:07:21.720 --> 00:07:22.720]  但實質是不良的風氣
[00:07:22.720 --> 00:07:23.720]  說給大家聽
[00:07:23.720 --> 00:07:25.720]  第一樣就是效率
[00:07:25.720 --> 00:07:28.720]  效率有什麼不良
[00:07:28.720 --> 00:07:30.720]  今世是風俗
[00:07:30.720 --> 00:07:32.720]  有些學者說
[00:07:32.720 --> 00:07:33.720]  自從第一次世界大戰之後
[00:07:33.720 --> 00:07:37.720]  開始講求效率
[00:07:37.720 --> 00:07:39.720]  講求急功近利
[00:07:39.720 --> 00:07:41.720]  等等再詳細說什麼是急功近利
[00:07:41.720 --> 00:07:43.720]  有沒有聽過
[00:07:43.720 --> 00:07:45.720]  不要急
[00:07:45.720 --> 00:07:47.720]  下一句是什麼
[00:07:47.720 --> 00:07:49.720]  最重要是快
[00:07:49.720 --> 00:07:51.720]  但不要急又最重要是快
[00:07:51.720 --> 00:07:53.720]  很多時候都會說一件事
[00:07:53.720 --> 00:07:55.720]  總之快快快就搞定它
[00:07:55.720 --> 00:07:57.720]  快快快就搞定它
[00:07:57.720 --> 00:07:59.720]  這個就是講求效率
[00:07:59.720 --> 00:08:01.720]  那又僥倖是什麼呢
[00:08:01.720 --> 00:08:03.720]  每個人都說不會是我的
[00:08:03.720 --> 00:08:05.720]  每個人都抓不到
[00:08:05.720 --> 00:08:06.720]  怎麼會抓到我
[00:08:06.720 --> 00:08:08.720]  存在僥倖的心態
[00:08:08.720 --> 00:08:10.720]  我做了一些事沒人知道
[00:08:10.720 --> 00:08:12.720]  以為沒人知道
[00:08:12.720 --> 00:08:13.720]  急功近利再詳細說
[00:08:13.720 --> 00:08:15.720]  剛才說的急功近利
[00:08:15.720 --> 00:08:18.720]  在山東蔡陽這個地方
[00:08:18.720 --> 00:08:20.720]  有日本人
[00:08:20.720 --> 00:08:22.720]  三間公司應該說是
[00:08:22.720 --> 00:08:27.720]  朝日、住友和伊藤忠這三間公司
[00:08:27.720 --> 00:08:29.720]  在蔡陽這個地方
[00:08:29.720 --> 00:08:33.720]  在山東租了1500畝農地
[00:08:33.720 --> 00:08:35.720]  租了20年這麼久
[00:08:35.720 --> 00:08:40.720]  他們有些公司的人住在那附近
[00:08:40.720 --> 00:08:44.720]  但周邊的居民都見到
[00:08:44.720 --> 00:08:46.720]  為什麼租了地方不用
[00:08:46.720 --> 00:08:47.720]  一年又是這樣
[00:08:47.720 --> 00:08:49.720]  兩年又是這樣
[00:08:49.720 --> 00:08:51.720]  周邊的居民就開始懷疑
[00:08:51.720 --> 00:08:53.720]  這班日本人想搞什麼
[00:08:53.720 --> 00:08:55.720]  是不是想挖我們的寶藏
[00:08:55.720 --> 00:08:57.720]  在地下挖不是真的要種植
[00:08:57.720 --> 00:08:59.720]  很多疑問在這裏
[00:08:59.720 --> 00:09:01.720]  很多懷疑在裏面
[00:09:01.720 --> 00:09:05.720]  去到第五年都沒有動
[00:09:05.720 --> 00:09:07.720]  日本公司沒有動那塊地
[00:09:07.720 --> 00:09:13.720]  第五年之後開始養牛
[00:09:13.720 --> 00:09:15.720]  牛是散養的
[00:09:15.720 --> 00:09:18.720]  見到他們養牛
[00:09:18.720 --> 00:09:20.720]  有些牛糞等等
[00:09:20.720 --> 00:09:24.720]  後來知道他們用牛糞來肥田
[00:09:24.720 --> 00:09:25.720]  當是一個
[00:09:25.720 --> 00:09:27.720]  當地人就說
[00:09:27.720 --> 00:09:29.720]  傻的等了這麼多年
[00:09:29.720 --> 00:09:31.720]  還要養牛做肥田
[00:09:31.720 --> 00:09:36.720]  放化學物料去肥地就可以
[00:09:36.720 --> 00:09:38.720]  然後他們又去除雜草
[00:09:38.720 --> 00:09:40.720]  雜草用手去做
[00:09:40.720 --> 00:09:44.720]  放化學物料去導死雜草就可以
[00:09:44.720 --> 00:09:46.720]  就是這樣說
[00:09:46.720 --> 00:09:49.720]  後來去到第六年開始
[00:09:49.720 --> 00:09:51.720]  開始種植日本人
[00:09:51.720 --> 00:09:53.720]  後來所收成的
[00:09:53.720 --> 00:09:55.720]  遠比周邊的東西
[00:09:55.720 --> 00:09:57.720]  嘩這麼厲害
[00:09:57.720 --> 00:09:59.720]  他種的士多啤梨
[00:09:59.720 --> 00:10:01.720]  在山東種士多啤梨
[00:10:01.720 --> 00:10:05.720]  只有10%賣給本地
[00:10:05.720 --> 00:10:08.720]  90%運回日本賣
[00:10:08.720 --> 00:10:11.720]  利潤是很多很多倍
[00:10:11.720 --> 00:10:14.720]  除了士多啤梨還有其他很多東西
[00:10:14.720 --> 00:10:17.720]  所以我們會看
[00:10:17.720 --> 00:10:19.720]  快點有塊地
[00:10:19.720 --> 00:10:20.720]  快點種植
[00:10:20.720 --> 00:10:21.720]  快點有收成
[00:10:21.720 --> 00:10:23.720]  快點化學物料搞定
[00:10:23.720 --> 00:10:25.720]  日本人說
[00:10:25.720 --> 00:10:29.720]  種植之前先造土
[00:10:29.720 --> 00:10:32.720]  造土之前先育人
[00:10:32.720 --> 00:10:34.720]  教育育
[00:10:34.720 --> 00:10:37.720]  我們不要傷害大地
[00:10:37.720 --> 00:10:39.720]  利用化學物料傷害大地
[00:10:39.720 --> 00:10:42.720]  吃下去會傷害自己
[00:10:42.720 --> 00:10:43.720]  所以他們說
[00:10:43.720 --> 00:10:45.720]  不是要教育人
[00:10:45.720 --> 00:10:47.720]  不是要急功近利
[00:10:47.720 --> 00:10:49.720]  慢慢對土地
[00:10:49.720 --> 00:10:51.720]  對他們對自己的生命
[00:10:51.720 --> 00:10:53.720]  都是一件好事
[00:10:53.720 --> 00:10:55.720]  一樣叫不勞而獲
[00:10:55.720 --> 00:10:56.720]  為什麼不勞而獲呢
[00:10:56.720 --> 00:10:57.720]  之前春節
[00:10:57.720 --> 00:10:59.720]  我看到大陸有條短片
[00:10:59.720 --> 00:11:01.720]  新聞直播
[00:11:01.720 --> 00:11:02.720]  訪問街邊的人
[00:11:02.720 --> 00:11:03.720]  貼了一個熱心市民
[00:11:03.720 --> 00:11:05.720]  不知道是誰就回答
[00:11:05.720 --> 00:11:09.720]  春節有什麼期望
[00:11:09.720 --> 00:11:11.720]  那個女士就回答
[00:11:11.720 --> 00:11:14.720]  期望就是不勞而獲
[00:11:14.720 --> 00:11:16.720]  無功受祿
[00:11:16.720 --> 00:11:19.720]  在享其成和一步登天
[00:11:19.720 --> 00:11:24.720]  這些新年願望真厲害
[00:11:24.720 --> 00:11:26.720]  其實香港有很多
[00:11:26.720 --> 00:11:28.720]  在春節都寫了這些
[00:11:28.720 --> 00:11:29.720]  以前花市都開始有
[00:11:29.720 --> 00:11:30.720]  不勞而獲這件事
[00:11:30.720 --> 00:11:33.720]  前一陣子我和舊同學吃飯
[00:11:33.720 --> 00:11:35.720]  差不多是新年時間
[00:11:35.720 --> 00:11:37.720]  他說他女兒新年問他
[00:11:37.720 --> 00:11:38.720]  問他跟他聊聊天
[00:11:38.720 --> 00:11:39.720]  你有什麼夢想
[00:11:39.720 --> 00:11:40.720]  他有兩個女兒
[00:11:40.720 --> 00:11:42.720]  一個是初中一個是小學
[00:11:42.720 --> 00:11:43.720]  初中那個說
[00:11:43.720 --> 00:11:45.720]  我夢想成為一個律師
[00:11:45.720 --> 00:11:46.720]  很好啊
[00:11:46.720 --> 00:11:47.720]  爸爸說很好
[00:11:47.720 --> 00:11:49.720]  跟著問他小女兒
[00:11:49.720 --> 00:11:50.720]  跟著爸爸
[00:11:50.720 --> 00:11:51.720]  小女兒回答
[00:11:51.720 --> 00:11:53.720]  爸爸你為什麼這麼聰明
[00:11:53.720 --> 00:11:54.720]  你的夢想這麼聰明
[00:11:54.720 --> 00:11:55.720]  爸爸做了幾十年
[00:11:55.720 --> 00:11:56.720]  我現在才想到這個夢想
[00:11:56.720 --> 00:11:58.720]  你現在這麼小就想到
[00:11:58.720 --> 00:12:00.720]  就是不用做
[00:12:00.720 --> 00:12:02.720]  一輩子都不用做
[00:12:02.720 --> 00:12:05.720]  小學生是想一輩子都不用做
[00:12:05.720 --> 00:12:06.720]  爸爸做了幾十年
[00:12:06.720 --> 00:12:08.720]  我也想不用做
[00:12:08.720 --> 00:12:12.720]  就是現在今世的風俗就是這樣
[00:12:12.720 --> 00:12:13.720]  不勞而獲
[00:12:13.720 --> 00:12:14.720]  不用做
[00:12:14.720 --> 00:12:16.720]  有僥倖
[00:12:16.720 --> 00:12:17.720]  總之有好處
[00:12:17.720 --> 00:12:18.720]  可以吃到盡
[00:12:18.720 --> 00:12:23.720]  其實這些都是追求自身的利益
[00:12:23.720 --> 00:12:25.720]  現在經常說
[00:12:25.720 --> 00:12:27.720]  我們有競爭
[00:12:27.720 --> 00:12:28.720]  我們需要公平
[00:12:28.720 --> 00:12:29.720]  有競爭需要公平
[00:12:29.720 --> 00:12:31.720]  贏了就很光榮
[00:12:31.720 --> 00:12:35.720]  輸了就是可恥
[00:12:35.720 --> 00:12:36.720]  很正常
[00:12:36.720 --> 00:12:37.720]  大家都覺得
[00:12:37.720 --> 00:12:40.720]  這個其實是今世風俗
[00:12:40.720 --> 00:12:42.720]  聖經不是這樣看
[00:12:42.720 --> 00:12:45.720]  聖經哪裡告訴你輸了是可恥
[00:12:45.720 --> 00:12:47.720]  沒有這樣說過
[00:12:47.720 --> 00:12:49.720]  聖經哪裡告訴你
[00:12:49.720 --> 00:12:52.720]  這個世界公平
[00:12:52.720 --> 00:12:54.720]  這個世界其實沒有公平
[00:12:54.720 --> 00:12:55.720]  你細心想想
[00:12:55.720 --> 00:12:56.720]  這個世界沒有公平
[00:12:56.720 --> 00:12:58.720]  你說公平競爭
[00:12:58.720 --> 00:13:00.720]  你一出生每個人的家庭都不同
[00:13:00.720 --> 00:13:02.720]  已經是不公平
[00:13:02.720 --> 00:13:03.720]  這個世界根本沒有公平
[00:13:03.720 --> 00:13:05.720]  聖經教我們的
[00:13:05.720 --> 00:13:08.720]  不是去追求公平
[00:13:08.720 --> 00:13:10.720]  不是用什麼方法達至公平
[00:13:10.720 --> 00:13:13.720]  而是教我們怎樣去愛
[00:13:13.720 --> 00:13:17.720]  用愛去填補這個不公平
[00:13:17.720 --> 00:13:19.720]  輸了不是可恥
[00:13:19.720 --> 00:13:21.720]  現在的人覺得輸了可恥
[00:13:21.720 --> 00:13:22.720]  就好像自殺那樣
[00:13:22.720 --> 00:13:24.720]  讀書不成就不行
[00:13:24.720 --> 00:13:27.720]  聖經沒有這樣教導過我們
[00:13:27.720 --> 00:13:30.720]  這個是我們要面對今世的風俗
[00:13:30.720 --> 00:13:32.720]  很多學生被這些影響
[00:13:32.720 --> 00:13:33.720]  第二位是什麼呢
[00:13:33.720 --> 00:13:35.720]  信服空中的掌權者
[00:13:35.720 --> 00:13:37.720]  簡單來說就是邪靈
[00:13:37.720 --> 00:13:41.720]  又是先前春節的時間
[00:13:41.720 --> 00:13:42.720]  不知道有沒有基督朋友
[00:13:42.720 --> 00:13:44.720]  我聽過有些人這樣說
[00:13:44.720 --> 00:13:46.720]  去看風水命理
[00:13:46.720 --> 00:13:48.720]  有什麼所謂呢
[00:13:48.720 --> 00:13:49.720]  你不要這麼迷信
[00:13:49.720 --> 00:13:51.720]  這些是科學的統計學
[00:13:51.720 --> 00:13:53.720]  大約有多少人是這樣
[00:13:53.720 --> 00:13:56.720]  手掌的紋理是怎樣
[00:13:56.720 --> 00:13:57.720]  樣子是怎樣
[00:13:57.720 --> 00:13:58.720]  大約是有統計的
[00:13:58.720 --> 00:14:00.720]  聽著聽著都無關痛癢
[00:14:00.720 --> 00:14:02.720]  沒有所謂
[00:14:02.720 --> 00:14:04.720]  邪靈不會再用
[00:14:04.720 --> 00:14:07.720]  荷里活那套破爛的臉流血
[00:14:07.720 --> 00:14:09.720]  很怕出來嚇你
[00:14:09.720 --> 00:14:10.720]  沒有的
[00:14:10.720 --> 00:14:12.720]  邪靈不用這麼蠢
[00:14:12.720 --> 00:14:14.720]  用些似是而非的東西去騙你
[00:14:14.720 --> 00:14:16.720]  有什麼所謂
[00:14:16.720 --> 00:14:17.720]  大家都是這樣
[00:14:17.720 --> 00:14:18.720]  科學來的
[00:14:18.720 --> 00:14:20.720]  堪如學家
[00:14:20.720 --> 00:14:22.720]  但我們之前沙中線訪問
[00:14:22.720 --> 00:14:24.720]  一個真是堪如學家
[00:14:24.720 --> 00:14:26.720]  以前風水師
[00:14:26.720 --> 00:14:27.720]  現在成為弟兄
[00:14:27.720 --> 00:14:29.720]  他講出來
