
[00:00:00.000 --> 00:00:22.000]  (無聲)
[00:00:22.000 --> 00:00:25.000]  各位弟兄姊妹,不安啊
[00:00:25.000 --> 00:00:27.000]  不安啊
[00:00:27.000 --> 00:00:29.000]  不安啊
[00:00:29.000 --> 00:00:35.000]  預備今天的訊息的時候,其實對我來說是挺艱難的
[00:00:35.000 --> 00:00:40.000]  一來,預備這篇訊息的時間沒有很多
[00:00:40.000 --> 00:00:43.000]  還要我星期三病了,病到現在
[00:00:43.000 --> 00:00:45.000]  今早才捨得去看醫生
[00:00:45.000 --> 00:00:47.000]  很貴的,看醫生,順便說
[00:00:47.000 --> 00:00:51.000]  二來,今天我們看傳道書
[00:00:51.000 --> 00:00:54.000]  跟其他書卷不一樣
[00:00:54.000 --> 00:00:56.000]  傳道書,你有印象的話
[00:00:56.000 --> 00:00:58.000]  沒有什麼敘事,沒有什麼故事
[00:00:58.000 --> 00:01:01.000]  人們叫它做智慧文學
[00:01:01.000 --> 00:01:06.000]  的確不是一卷照字面讀一看
[00:01:06.000 --> 00:01:08.000]  然後你就明白,哦,是這樣的書
[00:01:08.000 --> 00:01:12.000]  然後再加上,待會再給大家看
[00:01:12.000 --> 00:01:14.000]  我們今天看第三章
[00:01:14.000 --> 00:01:16.000]  今天這段經文的選段
[00:01:16.000 --> 00:01:18.000]  我都籌帳了一段時間
[00:01:18.000 --> 00:01:23.000]  我真的落筆到Draft之前
[00:01:23.000 --> 00:01:27.000]  我都一直在想,到底這段經文可以說些什麼呢
[00:01:27.000 --> 00:01:33.000]  我們一般基督徒對傳道書的印象是怎樣的呢
[00:01:33.000 --> 00:01:39.000]  我們可能會覺得是一卷很圓,很虛的一卷書
[00:01:39.000 --> 00:01:42.000]  我們最有印象的內容可能是
[00:01:42.000 --> 00:01:46.000]  傳道者他形容萬事都是虛空,都是暴風
[00:01:46.000 --> 00:01:49.000]  暴風不是打風的暴風
[00:01:49.000 --> 00:01:53.000]  是捉風,追捕暴風
[00:01:53.000 --> 00:01:55.000]  然後風是風,暴風
[00:01:55.000 --> 00:01:57.000]  什麼都捉不住
[00:01:57.000 --> 00:01:59.000]  在聖經66卷書中
[00:01:59.000 --> 00:02:03.000]  傳道書,我想如果小組要選一卷書去查經
[00:02:03.000 --> 00:02:08.000]  絕對不是一卷你自己想選擇看的書
[00:02:08.000 --> 00:02:12.000]  看今天的經文之前
[00:02:12.000 --> 00:02:18.000]  我們儘管看看傳道書的開頭是怎樣
[00:02:18.000 --> 00:02:20.000]  這段不是今天的經文
[00:02:20.000 --> 00:02:24.000]  但很快跟大家講一下傳道書是怎樣開始的
[00:02:24.000 --> 00:02:28.000]  因為很快就讀完,所以很快跟大家讀一次
[00:02:28.000 --> 00:02:31.000]  傳道書一章是這樣說的
[00:02:31.000 --> 00:02:33.000]  在猶撒冷作王大衛的兒子
[00:02:33.000 --> 00:02:34.000]  傳道者的言語
[00:02:34.000 --> 00:02:35.000]  傳道者就說
[00:02:35.000 --> 00:02:38.000]  虛空的虛空,虛空的虛空,全是虛空
[00:02:38.000 --> 00:02:41.000]  人一切的牢籠就是他在日光之下的牢籠
[00:02:41.000 --> 00:02:42.000]  有什麼益處呢
[00:02:42.000 --> 00:02:45.000]  一代過去一代又來,地卻永遠長存
[00:02:45.000 --> 00:02:49.000]  太陽上升太陽下落,急歸所出之地
[00:02:49.000 --> 00:02:51.000]  風往南關,又向北轉
[00:02:51.000 --> 00:02:54.000]  不停旋轉,繞回原路
[00:02:54.000 --> 00:02:57.000]  江河都往海裡流,海卻不滿
[00:02:57.000 --> 00:03:00.000]  江河從何處流,仍歸於原處
[00:03:00.000 --> 00:03:03.000]  萬事都令人厭倦,人不能說盡
[00:03:03.000 --> 00:03:06.000]  眼看,看不飽,耳聽,聽不足
[00:03:06.000 --> 00:03:08.000]  已有的事,後必再有
[00:03:08.000 --> 00:03:10.000]  已行的事,後必再行
[00:03:10.000 --> 00:03:12.000]  日光之下並無新事
[00:03:12.000 --> 00:03:14.000]  有一件事人子著說
[00:03:14.000 --> 00:03:16.000]  這件事是新的
[00:03:16.000 --> 00:03:20.000]  原來發現他在我們以前的世代早已有了
[00:03:20.000 --> 00:03:22.000]  已過的事無人紀念
[00:03:22.000 --> 00:03:25.000]  將來的事後來的人也不紀念
[00:03:25.000 --> 00:03:28.000]  我傳道者在耶路撒冷作過《以色列的王》
[00:03:28.000 --> 00:03:30.000]  我用智慧專心探尋
[00:03:30.000 --> 00:03:33.000]  考察天下所發生的一切事
[00:03:33.000 --> 00:03:35.000]  上帝給世人何等沉重的擔子
[00:03:35.000 --> 00:03:37.000]  是他們在其中勞苦
[00:03:37.000 --> 00:03:40.000]  我見日光之下所發生的一切事
[00:03:40.000 --> 00:03:43.000]  看啊,全是虛空,全是暴風
[00:03:43.000 --> 00:03:46.000]  彎曲的不能辯直,缺乏的不計其數
[00:03:46.000 --> 00:03:47.000]  我心裡說
[00:03:47.000 --> 00:03:51.000]  看啊,我大有智慧勝過在我以前所有統治耶路撒冷的人
[00:03:51.000 --> 00:03:54.000]  我的心也多經歷智慧和知識的事
[00:03:54.000 --> 00:03:56.000]  我專心想要明白智慧
[00:03:56.000 --> 00:03:59.000]  想要明白狂妄與愚昧
[00:03:59.000 --> 00:04:01.000]  方知這也是暴風
[00:04:01.000 --> 00:04:04.000]  因為多有智慧就多有煩受
[00:04:04.000 --> 00:04:07.000]  受煩增加知識就增加憂傷
[00:04:07.000 --> 00:04:10.000]  這是《傳道書》一章一至十八節
[00:04:10.000 --> 00:04:14.000]  總之就是一切都是暴風,一切都是虛空
[00:04:14.000 --> 00:04:16.000]  到底《傳道書》是說什麼呢?
[00:04:16.000 --> 00:04:19.000]  是不是一卷放腐的書卷?
[00:04:19.000 --> 00:04:23.000]  總之就是這個世界所有的東西都是沒有意思的
[00:04:23.000 --> 00:04:26.000]  但是你又不能不承認
[00:04:26.000 --> 00:04:31.000]  或者《傳道書》的確是指出了一個很真實的現實
[00:04:31.000 --> 00:04:34.000]  就是日光之下無生事
[00:04:34.000 --> 00:04:36.000]  又或者一切的奴隸
[00:04:36.000 --> 00:04:38.000]  到最後都是奴隸
[00:04:38.000 --> 00:04:41.000]  尤其對於在座,我目測,我猜
[00:04:41.000 --> 00:04:45.000]  大部分應該你出來工作
[00:04:45.000 --> 00:04:50.000]  你可能開始落實去想去計劃
[00:04:50.000 --> 00:04:55.000]  你接下來這五年,這十年,這二十年的人生各樣的事的時候
[00:04:55.000 --> 00:04:59.000]  除非你已經很確實找到
[00:04:59.000 --> 00:05:02.000]  我接下來的人生要怎樣走,我的使命是怎樣
[00:05:02.000 --> 00:05:03.000]  除非是這樣
[00:05:03.000 --> 00:05:07.000]  如果不是,很大機會你就是越來越覺得
[00:05:07.000 --> 00:05:10.000]  每天都不知道在做什麼
[00:05:10.000 --> 00:05:14.000]  越來越大感受就是你上班多天的時間
[00:05:14.000 --> 00:05:17.000]  你就多一刻,多一分的感覺
[00:05:17.000 --> 00:05:21.000]  你就覺得我上這份工作到底是為了什麼呢?
[00:05:21.000 --> 00:05:24.000]  然後再為你的無奈再加添一分
[00:05:24.000 --> 00:05:26.000]  接著我們就會問人生苦短
[00:05:26.000 --> 00:05:29.000]  究竟為什麼要這麼辛苦呢?
[00:05:29.000 --> 00:05:32.000]  這麼辛苦為了什麼呢?
[00:05:32.000 --> 00:05:35.000]  如果當我們第一次去看《傳道書》
[00:05:35.000 --> 00:05:37.000]  然後我們看到《傳道者》
[00:05:37.000 --> 00:05:40.000]  嘩!他這麼精準,這麼準確描述到我現在這一刻
[00:05:40.000 --> 00:05:45.000]  正在經歷上班不知道為了什麼,對生命這種無奈的時候
[00:05:45.000 --> 00:05:50.000]  我們可能會很有興趣,立刻想知道到底《傳道書》在說什麼呢?
[00:05:50.000 --> 00:05:54.000]  他會不會為這個無奈提供一個答案
[00:05:54.000 --> 00:05:58.000]  可以解脫我現在這種無奈呢?
[00:05:58.000 --> 00:06:03.000]  但是當我們讀到第三章,我們現在去看的經文的時候
[00:06:03.000 --> 00:06:06.000]  可能我們就會覺得很失望
[00:06:06.000 --> 00:06:10.000]  那就請大家幫我讀第一版,好嗎?
[00:06:10.000 --> 00:06:11.000]  1,2,3
[00:06:11.000 --> 00:06:14.000]  (法文)
[00:06:14.000 --> 00:06:17.000]  (法文)
[00:06:18.000 --> 00:06:21.000]  (法文)
[00:06:21.000 --> 00:06:24.000]  (法文)
[00:06:24.000 --> 00:06:27.000]  (法文)
[00:06:27.000 --> 00:06:30.000]  (法文)
[00:06:30.000 --> 00:06:33.000]  (法文)
[00:06:33.000 --> 00:06:36.000]  (法文)
[00:06:36.000 --> 00:06:39.000]  (法文)
[00:06:39.000 --> 00:06:42.000]  (法文)
[00:06:42.000 --> 00:06:45.000]  (法文)
[00:06:45.000 --> 00:06:48.000]  (法文)
[00:06:48.000 --> 00:06:51.000]  (法文)
[00:06:51.000 --> 00:06:54.000]  (法文)
[00:06:54.000 --> 00:06:56.000]  好!我讀完下一版
[00:06:56.000 --> 00:06:58.360]  下一頁 掛住避開你
[00:06:58.720 --> 00:07:03.400]  好了 這樣做事的人在他勞碌的事上得到什麼益處呢
[00:07:03.400 --> 00:07:08.160]  我觀看上帝給世人的擔子 使他們在其中勞苦
[00:07:08.160 --> 00:07:11.840]  上帝做萬物 各按其時成為美好
[00:07:11.840 --> 00:07:14.760]  又將永恆安放在世人心裡
[00:07:14.760 --> 00:07:19.080]  然而上帝從始至終的作為 人不能拆透
[00:07:19.080 --> 00:07:23.800]  我知道人除了終身喜樂 納福沒有一件幸福的事
[00:07:23.800 --> 00:07:27.480]  並且人人吃喝在他的一切勞碌中享福
[00:07:27.800 --> 00:07:29.360]  這也是上帝的賞賜
[00:07:29.360 --> 00:07:34.480]  我知道上帝所做的 都必傳到永遠 無所增添 無所減少
[00:07:34.480 --> 00:07:38.600]  上帝這樣做事 要人在他面前傳敬畏的心
[00:07:38.600 --> 00:07:43.600]  現今的事 以前就有了 將來的事也早已有了
[00:07:43.600 --> 00:07:46.960]  並且上帝使已過的事重新再來
[00:07:46.960 --> 00:07:49.360]  這就是今日經文第三章一至十五節
[00:07:49.360 --> 00:07:52.520]  當我們很期待 剛才看完第一章
[00:07:52.520 --> 00:07:57.120]  傳道者會不會給我們一個很滿足的答案的時候
[00:07:57.680 --> 00:08:02.040]  傳道者到此時再次說 其實一切都是虛空
[00:08:02.040 --> 00:08:07.800]  沒錯 在這段經文中 傳道者提到上帝的角色
[00:08:07.800 --> 00:08:11.160]  但傳道者其實說什麼呢
[00:08:11.160 --> 00:08:15.280]  傳道者說 上帝從始至終的作為 人都是不能拆透的
[00:08:15.280 --> 00:08:21.160]  然後他又說 上帝這樣做 其實是要人在他面前傳敬畏的心
[00:08:21.160 --> 00:08:24.720]  似乎在傳遞一種什麼樣的訊息呢
[00:08:24.720 --> 00:08:27.240]  就是 上帝已經整定了
[00:08:27.240 --> 00:08:31.480]  你想知道為什麼上帝會讓這些事發生嗎
[00:08:31.480 --> 00:08:33.600]  你不會知道他為什麼這樣做
[00:08:33.600 --> 00:08:36.080]  就是要你敬畏他 這樣的訊息
[00:08:36.080 --> 00:08:43.120]  讀者看到這裡 我就會想
[00:08:43.120 --> 00:08:48.320]  可能我們會引申出兩個不同極端的想法
[00:08:48.320 --> 00:08:51.720]  看到這裡 有些人可能會覺得
[00:08:51.720 --> 00:08:54.840]  因為一切都是上帝整定的
[00:08:54.840 --> 00:08:57.600]  所以無論我多努力 無論我勞不勞碌
[00:08:57.600 --> 00:08:59.600]  一切都是沒有意義的
[00:08:59.600 --> 00:09:02.400]  那不如什麼都不用做
[00:09:02.400 --> 00:09:04.400]  這個可能是一個極端
[00:09:04.400 --> 00:09:06.440]  第二個極端可能是
[00:09:06.440 --> 00:09:08.920]  既然我們都不知道上帝的目的是什麼
[00:09:08.920 --> 00:09:10.920]  勞碌我們都不知道有沒有意義
[00:09:10.920 --> 00:09:12.920]  那不如我們選擇活在當下
[00:09:12.920 --> 00:09:14.920]  所謂今朝有酒今朝醉
[00:09:14.920 --> 00:09:19.440]  盡可能地盡情享受我現在的人生
[00:09:19.440 --> 00:09:23.000]  盡情地享樂 能夠享到多少福我就享多少福
[00:09:23.000 --> 00:09:29.640]  到頭來傳道者都沒有為我們提供一個令我們很滿意的解答
[00:09:29.640 --> 00:09:32.120]  他回答不了為什麼我們最後都要勞碌
[00:09:32.120 --> 00:09:34.920]  他回答不了既然凡事都有定期
[00:09:34.920 --> 00:09:37.720]  剛才大家等於知道會讀什麼什麼
[00:09:37.720 --> 00:09:39.720]  既然凡事都有定期
[00:09:39.720 --> 00:09:46.520]  那人怎樣回應身處在這些好像很被動狀態的各種無奈呢
[00:09:47.640 --> 00:09:50.440]  正正因為傳道者他解決不了這些問題
[00:09:50.440 --> 00:09:54.160]  很多人看傳道書的旅程就去到這裡
[00:09:54.160 --> 00:10:00.560]  而我剛才所分享的都是我這次預備訊息的時候我覺得最卡的地方
[00:10:00.560 --> 00:10:06.080]  我不覺得這是傳道者他寫傳道書的目的
[00:10:06.080 --> 00:10:10.960]  傳道者他不應該是想著寫這本書來放腐
[00:10:10.960 --> 00:10:16.080]  他不應該是想著讓讀者帶著一種凡事都是虛空的感覺
