
[00:00:00.000 --> 00:00:06.600]  各位,我不需要介紹了,大家都知道我叫阿榮
[00:00:06.600 --> 00:00:15.200]  今天講的道是延續世代歸屬,即是我們堂所的系列之一
[00:00:15.200 --> 00:00:18.200]  屬神子民的記號
[00:00:18.200 --> 00:00:22.800]  整個創世紀的十七章,我一會兒再解釋,看看記號
[00:00:22.800 --> 00:00:26.800]  在創世紀裡面,也講了很多記號,不是創世紀的
[00:00:26.800 --> 00:00:29.000]  在整本聖經也有很多記號
[00:00:29.000 --> 00:00:32.000]  我看看創世紀有什麼記號
[00:00:32.000 --> 00:00:36.000]  在創世紀一章十四節這樣說
[00:00:36.000 --> 00:00:43.000]  天上要有光體來分晝夜,然後就作記號
[00:00:43.000 --> 00:00:46.000]  定節令日子年歲
[00:00:46.000 --> 00:00:49.000]  這個記號是有一個訊息的
[00:00:49.000 --> 00:00:51.000]  這個訊息帶來什麼?
[00:00:51.000 --> 00:00:53.000]  帶來告訴我們上帝是有一個秩序的
[00:00:53.000 --> 00:00:56.000]  祂的創造是有一個秩序在當中
[00:00:56.000 --> 00:00:59.000]  第二個記號是什麼?
[00:00:59.000 --> 00:01:01.000]  大家記不記得戈癮阿伯?
[00:01:01.000 --> 00:01:04.000]  上帝給他一個記號是做什麼的?
[00:01:04.000 --> 00:01:07.000]  哇,很正啊
[00:01:07.000 --> 00:01:09.000]  是保護他的
[00:01:09.000 --> 00:01:13.000]  別人看到他的記號就說不要打他
[00:01:13.000 --> 00:01:16.000]  這個記號是保護的記號
[00:01:16.000 --> 00:01:20.000]  接著,彩虹的記號大家都知道了
[00:01:20.000 --> 00:01:22.000]  知不知道?知道了
[00:01:22.000 --> 00:01:26.000]  是跟誰納藥的?
[00:01:26.000 --> 00:01:30.000]  羅亞?
[00:01:30.000 --> 00:01:35.000]  彩虹是跟地上的活物
[00:01:35.000 --> 00:01:37.000]  所有的活物
[00:01:37.000 --> 00:01:39.000]  不再用洪水
[00:01:39.000 --> 00:01:42.000]  這個記號是給誰看的?
[00:01:42.000 --> 00:01:47.000]  是給上帝看的
[00:01:47.000 --> 00:01:50.000]  上帝給自己看的
[00:01:50.000 --> 00:01:53.000]  上帝看了彩虹就不滅你們了
[00:01:53.000 --> 00:01:55.000]  其實我們是沒有條件的
[00:01:55.000 --> 00:01:57.000]  大家記住了
[00:01:57.000 --> 00:02:03.000]  接著,下面就是阿伯拉罕和後裔
[00:02:03.000 --> 00:02:07.000]  守這個郭禮納的藥的記號
[00:02:07.000 --> 00:02:09.000]  這個我一會兒就會詳細說了
[00:02:09.000 --> 00:02:11.000]  我現在先不說了
[00:02:11.000 --> 00:02:13.000]  接著,這些血
[00:02:13.000 --> 00:02:15.000]  這些血,就是這血
[00:02:15.000 --> 00:02:18.000]  要在你們所住的房子上作記號
[00:02:18.000 --> 00:02:20.000]  大家記得這是什麼嗎?
[00:02:20.000 --> 00:02:22.000]  如月節
[00:02:22.000 --> 00:02:27.000]  這個記號就是讓上帝分別出來的
[00:02:27.000 --> 00:02:29.000]  分別出來,分別什麼呢?
[00:02:29.000 --> 00:02:33.000]  埃及的長子和以色列人的長子
[00:02:33.000 --> 00:02:35.000]  埃及的長子就死了
[00:02:35.000 --> 00:02:38.000]  以色列人的長子就沒有死
[00:02:38.000 --> 00:02:42.000]  接著,這裡就是生命記也有寫了
[00:02:42.000 --> 00:02:45.000]  要在手上作記號
[00:02:45.000 --> 00:02:49.000]  帶在上作經鴿
[00:02:49.000 --> 00:02:52.000]  鴿,這個鴿是說什麼呢?
[00:02:52.000 --> 00:02:54.000]  帶在手上是做什麼呢?
[00:02:54.000 --> 00:02:58.000]  提醒你們要好好讀什麼呢?
[00:02:58.000 --> 00:03:00.000]  讀好律法
[00:03:00.000 --> 00:03:02.000]  走出主導
[00:03:02.000 --> 00:03:04.000]  接著,不用說了,神蹟騎士
[00:03:04.000 --> 00:03:06.000]  是更加上帝的什麼呢?
[00:03:06.000 --> 00:03:10.000]  上帝的記號
[00:03:10.000 --> 00:03:13.000]  就是他的骸子指向上帝
[00:03:13.000 --> 00:03:16.000]  證明上帝的大能
[00:03:16.000 --> 00:03:19.000]  騎士
[00:03:19.000 --> 00:03:23.000]  所以今天我選了17章的時候
[00:03:23.000 --> 00:03:25.000]  我沒有選那個記號
[00:03:25.000 --> 00:03:27.000]  我選了這個納曰的經文
[00:03:27.000 --> 00:03:29.000]  想跟大家一起讀
[00:03:29.000 --> 00:03:31.000]  1,2,3
[00:03:31.000 --> 00:03:36.000]  我要與你,以及你世世代代的後裔
[00:03:36.000 --> 00:03:40.000]  建立我的曰,成為永遠的曰
[00:03:40.000 --> 00:03:44.000]  是要作你和你後裔的上帝
[00:03:44.000 --> 00:03:47.000]  這裡是說納曰
[00:03:47.000 --> 00:03:49.000]  和上帝納曰
[00:03:49.000 --> 00:03:51.000]  我為什麼要選這段經文呢?
[00:03:51.000 --> 00:03:54.000]  就是想看看納曰和葛禮
[00:03:54.000 --> 00:03:57.000]  有什麼關係
[00:03:57.000 --> 00:03:59.000]  上帝對阿伯拉罕說
[00:03:59.000 --> 00:04:04.000]  你和你的後裔一定要世世代代遵守我的曰
[00:04:04.000 --> 00:04:09.000]  這就是我與你,以及你的後裔所納的曰
[00:04:09.000 --> 00:04:13.000]  是你們所當遵守的
[00:04:13.000 --> 00:04:17.000]  你們所有男子都要受葛禮
[00:04:17.000 --> 00:04:20.000]  你們要割去肉體的包皮
[00:04:20.000 --> 00:04:24.000]  這是我與你們納曰的記號
[00:04:24.000 --> 00:04:25.000]  這裡說得很清楚了
[00:04:25.000 --> 00:04:27.000]  我不用再詳細說割哪裡了
[00:04:27.000 --> 00:04:29.000]  大家知道的了
[00:04:29.000 --> 00:04:31.000]  這個就是說
[00:04:31.000 --> 00:04:34.000]  葛禮就成為了納曰的記號
[00:04:34.000 --> 00:04:36.000]  為什麼上帝呢?
[00:04:36.000 --> 00:04:39.000]  為什麼上帝會用葛禮來做記號呢?
[00:04:39.000 --> 00:04:42.000]  其實當時近東文化
[00:04:42.000 --> 00:04:45.000]  有很多族群是有葛禮的
[00:04:45.000 --> 00:04:47.000]  埃及也有
[00:04:47.000 --> 00:04:49.000]  什麼時候做葛禮的呢?
[00:04:49.000 --> 00:04:53.000]  是大過成年期
[00:04:53.000 --> 00:04:55.000]  十二、十三歲
[00:04:55.000 --> 00:04:57.000]  有個成人禮的時候
[00:04:57.000 --> 00:04:59.000]  他就割了
[00:04:59.000 --> 00:05:00.000]  有些族群
[00:05:00.000 --> 00:05:04.000]  有些族群是結婚之前去割的
[00:05:04.000 --> 00:05:07.000]  所以近東文化
[00:05:07.000 --> 00:05:11.000]  不只是以色列人才割禮
[00:05:11.000 --> 00:05:14.000]  但是為什麼上帝會用葛禮呢?
[00:05:14.000 --> 00:05:18.000]  有很多色經家去考證
[00:05:18.000 --> 00:05:20.000]  有幾點的
[00:05:20.000 --> 00:05:22.000]  第一點是潔淨
