
[00:00:00.000 --> 00:00:28.000]  足夠法定人數
[00:00:28.000 --> 00:00:32.000]  各位網上崇拜的弟兄姊妹 平安
[00:00:32.000 --> 00:00:36.600]  能夠一起分享上帝的話語
[00:00:36.600 --> 00:00:40.800]  不論是什麼形式 什麼地方
[00:00:40.800 --> 00:00:46.400]  都是一件值得感恩 珍惜的事情
[00:00:46.400 --> 00:00:50.200]  今天在大家當中分享一個訊息
[00:00:50.200 --> 00:00:54.000]  主題是「一條從來沒走過的路」
[00:00:54.000 --> 00:00:58.800]  經文在約書亞記第三章一到十七節
[00:00:58.800 --> 00:01:06.000]  約書亞帶領以色列人過約旦河的聖經記載
[00:01:06.000 --> 00:01:08.000]  提到過河
[00:01:08.000 --> 00:01:11.000]  很即時想到一句說話
[00:01:11.000 --> 00:01:14.000]  就是「摸住石頭過河」
[00:01:14.000 --> 00:01:20.600]  大家知不知道這句說話的出處在哪裡?
[00:01:20.600 --> 00:01:23.400]  聽過的話 應該很多人都聽過
[00:01:23.400 --> 00:01:25.400]  這句說話的出處在哪裡?
[00:01:25.400 --> 00:01:26.800]  不知道大家知不知道
[00:01:26.800 --> 00:01:30.000]  我有機會在網上搜尋一下
[00:01:30.000 --> 00:01:33.200]  發現原來「摸著石頭過河」這句說話
[00:01:33.200 --> 00:01:38.400]  是出自五十年代中國共產黨一位經濟領導人
[00:01:38.400 --> 00:01:39.800]  一個口號
[00:01:39.800 --> 00:01:42.600]  意思是在經濟發展上
[00:01:42.600 --> 00:01:45.800]  在一個沒有前人經驗之下
[00:01:45.800 --> 00:01:49.000]  大膽試驗 積極探索
[00:01:49.000 --> 00:01:51.800]  摸清規律 穩步前進
[00:01:51.800 --> 00:01:56.200]  或許人的智慧 很多年的努力
[00:01:56.200 --> 00:01:59.800]  帶來了經濟的增長 生活的進步
[00:01:59.800 --> 00:02:02.000]  但我相信真的沒有準備
[00:02:02.000 --> 00:02:05.600]  或沒有想過一個肺炎的病菌
[00:02:05.600 --> 00:02:07.600]  在過河的時候
[00:02:07.600 --> 00:02:12.400]  就好像一個河水的翻騰一樣
[00:02:12.400 --> 00:02:16.200]  讓經濟 甚至全球的經濟
[00:02:16.200 --> 00:02:18.800]  都帶來很大很大的衝擊
[00:02:18.800 --> 00:02:22.000]  《藥書阿記》這個過河的故事
[00:02:22.000 --> 00:02:24.200]  是一個很不同的故事
[00:02:24.200 --> 00:02:27.400]  最關鍵的不同不是靠人的智慧
[00:02:27.400 --> 00:02:30.000]  而是跟從上帝
[00:02:30.000 --> 00:02:34.600]  這個過河不是來建立人的國
[00:02:34.600 --> 00:02:37.600]  而是來建立上帝的國
[00:02:37.600 --> 00:02:39.800]  這段經文我們很熟悉
[00:02:39.800 --> 00:02:42.600]  很濃縮記載了一件非常震撼的事件
[00:02:42.600 --> 00:02:44.200]  就是整個以色列的群體
[00:02:44.200 --> 00:02:46.600]  如何渡過約旦河
[00:02:46.600 --> 00:02:49.600]  走這條從來沒有走過的路
[00:02:49.600 --> 00:02:51.600]  比較完整的段落
[00:02:51.600 --> 00:02:55.000]  其實是《藥書阿記》第三章和第四章
[00:02:55.000 --> 00:02:56.400]  篇幅所限
[00:02:56.400 --> 00:03:00.000]  今天我們主要是看第三章的經文
[00:03:00.000 --> 00:03:02.800]  在進入經文之先
[00:03:02.800 --> 00:03:05.800]  很想先跟大家一同禱告
[00:03:05.800 --> 00:03:07.600]  讓我們安靜祈禱
[00:03:07.600 --> 00:03:10.600]  預備我們的心來領受上帝的話語
[00:03:10.600 --> 00:03:13.800]  親愛的天父上帝
[00:03:13.800 --> 00:03:17.400]  我們同心合意禱告來到祢的面前
[00:03:17.400 --> 00:03:20.000]  祈求祢與我們同在
[00:03:20.000 --> 00:03:22.200]  聖靈在我們裡面工作
[00:03:22.200 --> 00:03:24.600]  祢打開我們的心
[00:03:24.600 --> 00:03:26.000]  預備我們
[00:03:26.000 --> 00:03:28.400]  讓我們無論去宣講的
[00:03:28.400 --> 00:03:29.800]  去聆聽的
[00:03:29.800 --> 00:03:32.000]  都蒙祢引導
[00:03:32.000 --> 00:03:35.200]  讓神祢自己藉著祢的話語
[00:03:35.200 --> 00:03:37.400]  來提醒我們
[00:03:37.400 --> 00:03:40.400]  教導我們怎樣走一條
[00:03:40.400 --> 00:03:42.800]  我們從來沒有走過的路
[00:03:42.800 --> 00:03:44.000]  誰聽我們的禱告
[00:03:44.000 --> 00:03:46.600]  奉愛主耶穌基督寶貝的聖名祈求
[00:03:46.600 --> 00:03:47.600]  阿們
[00:03:47.600 --> 00:03:53.200]  我先讀一次《藥書阿記》第三章
[00:03:53.200 --> 00:03:55.000]  這一段經文
[00:03:55.000 --> 00:03:57.000]  也是頗長的
[00:03:57.000 --> 00:04:01.000]  大家可以看著PowerPoint跟我一起讀
[00:04:01.000 --> 00:04:03.000]  或者你可以閉上眼睛
[00:04:03.000 --> 00:04:03.400]  默想
[00:04:03.400 --> 00:04:06.400]  好像去默想這段經文一樣
[00:04:06.400 --> 00:04:08.400]  《藥書阿記》第三章
[00:04:08.800 --> 00:04:10.600]  「藥書阿清早起來
[00:04:10.600 --> 00:04:13.000]  和以色列眾人起行
[00:04:13.000 --> 00:04:14.400]  離開十庭
[00:04:14.400 --> 00:04:16.000]  來到約旦河
[00:04:16.000 --> 00:04:18.400]  過河以前住在那裡
[00:04:18.400 --> 00:04:19.800]  過了三天
[00:04:19.800 --> 00:04:21.200]  官長走遍營中
[00:04:21.200 --> 00:04:22.800]  吩咐百姓說
[00:04:22.800 --> 00:04:25.800]  當你們看見尼美加的祭司
[00:04:25.800 --> 00:04:29.200]  抬著耶和華你們神的藥櫃的時候
[00:04:29.200 --> 00:04:32.200]  你們就要起行離開所住的地方
[00:04:32.200 --> 00:04:33.800]  跟著藥櫃走
[00:04:33.800 --> 00:04:36.800]  使你們知道當所當走的路
[00:04:36.800 --> 00:04:40.400]  因為這條路是你們從來沒有走過的
[00:04:40.400 --> 00:04:43.800]  只是你們要與藥櫃相隔約二千走
[00:04:43.800 --> 00:04:45.800]  不可太靠近藥櫃
[00:04:45.800 --> 00:04:47.800]  藥書阿吩咐百姓說
[00:04:47.800 --> 00:04:50.200]  你們要使自己分別為聖
[00:04:50.200 --> 00:04:54.000]  因為明天耶和華必在你們中間行祈禱
[00:04:54.000 --> 00:04:55.800]  藥書阿對祭司說
[00:04:55.800 --> 00:04:57.600]  你們抬起藥櫃
[00:04:57.600 --> 00:05:00.400]  在百姓的前面過去
[00:05:00.400 --> 00:05:02.600]  於是他們抬起藥櫃
[00:05:02.600 --> 00:05:04.600]  走在百姓前面」
[00:05:05.800 --> 00:05:07.800]  耶和華對約書亞說
[00:05:07.800 --> 00:05:09.000]  「從今天起
[00:05:09.000 --> 00:05:11.800]  我必使你在以色列眾人眼前
[00:05:11.800 --> 00:05:13.800]  被尊為大
[00:05:13.800 --> 00:05:17.400]  使他們知道我怎樣與摩西同在
[00:05:17.400 --> 00:05:19.800]  也必照樣與你同在」
[00:05:19.800 --> 00:05:22.400]  「你要吩咐抬藥櫃的祭司說
[00:05:22.400 --> 00:05:24.800]  你們到了藥彈河的水邊
[00:05:24.800 --> 00:05:27.400]  要在藥彈河中站著」
[00:05:27.400 --> 00:05:29.600]  約書亞對以色列人說
[00:05:29.600 --> 00:05:32.000]  「你們近前到這裡來
[00:05:32.000 --> 00:05:34.600]  聽耶和華你們神的話」
[00:05:34.600 --> 00:05:35.800]  約書亞說
[00:05:35.800 --> 00:05:37.800]  「你們因者是會知道
[00:05:37.800 --> 00:05:40.200]  永生神在你們中間
[00:05:40.200 --> 00:05:43.600]  祂必從你們面前趕出加南人
[00:05:43.600 --> 00:05:46.200]  赫人、希味人、比利西人
[00:05:46.200 --> 00:05:49.200]  格加薩人、阿摩利人、耶布斯人
[00:05:49.200 --> 00:05:51.400]  看啊!全地之主的藥櫃
[00:05:51.400 --> 00:05:53.600]  必在你們的前面過去
[00:05:53.600 --> 00:05:55.400]  到藥彈河裡
[00:05:55.400 --> 00:05:59.200]  現在你們要從以色列之派中
[00:05:59.200 --> 00:06:00.600]  選出十二個人
[00:06:00.600 --> 00:06:02.400]  每之派一人」
[00:06:02.400 --> 00:06:04.800]  當抬耶和華全地之主
[00:06:04.800 --> 00:06:06.200]  藥櫃的祭司
[00:06:06.200 --> 00:06:10.200]  腳掌踏入藥彈河水裡的時候
[00:06:10.200 --> 00:06:11.600]  藥彈河的水
[00:06:11.600 --> 00:06:14.000]  就是從上往下流的水
[00:06:14.000 --> 00:06:17.600]  必然中斷樹立城裡
[00:06:17.600 --> 00:06:19.800]  百姓起行離開帳篷
[00:06:19.800 --> 00:06:21.600]  過藥彈河的時候
[00:06:21.600 --> 00:06:23.200]  抬藥櫃的祭司
[00:06:23.200 --> 00:06:25.200]  在百姓的前面
[00:06:25.200 --> 00:06:27.600]  那時正是收割的日子
[00:06:27.600 --> 00:06:30.400]  藥彈河的水帳滿兩岸
[00:06:30.400 --> 00:06:33.400]  抬藥櫃的人到了藥彈河
[00:06:33.400 --> 00:06:35.000]  抬藥櫃的祭司
[00:06:35.000 --> 00:06:36.600]  腳一入水邊
[00:06:36.600 --> 00:06:39.000]  那從上往下流的水
[00:06:39.000 --> 00:06:40.800]  就在很遠的地方
[00:06:40.800 --> 00:06:44.200]  在塞拉旦旁邊亞當城那裡停住
[00:06:44.200 --> 00:06:45.600]  樹立城裡
[00:06:45.600 --> 00:06:47.200]  那往阿拉巴海
[00:06:47.200 --> 00:06:49.000]  就是沿海下流的水
[00:06:49.000 --> 00:06:50.200]  傳言中斷
[00:06:50.200 --> 00:06:51.200]  於是
