
[00:00:00.000 --> 00:00:09.000]  歡迎各位回來,因為今天是假期,所以冷氣好像弱弱的
[00:00:09.000 --> 00:00:16.000]  我們正在問管理處是否還未開冷氣,忍耐一下
[00:00:16.000 --> 00:00:26.000]  今天會是我最後一講,但大家不要好像參加安息禮拜般的心情
[00:00:26.000 --> 00:00:33.000]  也是一個歡喜雀躍的日子,可以先不用這麼悲哀
[00:00:33.000 --> 00:00:38.000]  不過不知道為什麼有人已經預備了紙巾,我都帶上來
[00:00:38.000 --> 00:00:45.000]  今天的題目是繼承者們,第一講叫做現在你要起來
[00:00:45.000 --> 00:00:52.000]  同樣每一個系列的開始我都會寫一段文字,今天這段比較短
[00:00:52.000 --> 00:00:56.000]  隨著昔日的僕人離去,這個僕人當然是講摩西
[00:00:56.000 --> 00:01:00.000]  新一代就要興起繼承前人的意志和使命
[00:01:00.000 --> 00:01:04.000]  表面看來承繼的好像是約書亞治的一個
[00:01:04.000 --> 00:01:10.000]  但事實上使命不是單單屬於一個領袖或一個偉人
[00:01:10.000 --> 00:01:15.000]  而是整個民族各個支派,每一個群體都有自己的任務
[00:01:15.000 --> 00:01:21.000]  如果要得著應許之地,就要我們用信心回應並且起來爭戰
[00:01:21.000 --> 00:01:27.000]  希望這個系列能夠提醒我們,讓我們一起得著應許之地
[00:01:27.000 --> 00:01:32.000]  並且用信心去回應,所以這個系列很長
[00:01:32.000 --> 00:01:36.000]  由九月開始到十二月,即是年尾三個月
[00:01:36.000 --> 00:01:40.000]  都是講約書亞記和時事記的一些部分
[00:01:40.000 --> 00:01:50.000]  也多謝各位同工的支持,下面的題目就交給他們了
[00:01:50.000 --> 00:01:56.000]  簡介一下,約書亞記我相信大家都看過了
[00:01:56.000 --> 00:02:03.000]  應該要看過了,但約書亞記在希伯來的聖經裡
[00:02:03.000 --> 00:02:08.000]  它不是歸類在歷史書裡,而是歸類在先知書裡
[00:02:08.000 --> 00:02:13.000]  所以我們能夠從先知的角度去看約書亞記
[00:02:13.000 --> 00:02:16.000]  其實它裡面充滿著先知性的話語
[00:02:16.000 --> 00:02:21.000]  約書亞記的目的是什麼呢?其實是要讓一群以色列人
[00:02:21.000 --> 00:02:25.000]  自約書亞或任何一個領袖死了之後
[00:02:25.000 --> 00:02:31.000]  他仍然能夠記得守約斯慈愛的耶和華在他們當中的一切作為
[00:02:31.000 --> 00:02:33.000]  因此當我們看約書亞記,你會發覺
[00:02:33.000 --> 00:02:39.000]  他很想將那份記憶傳承下去,希望一代一代去傳承下去
[00:02:39.000 --> 00:02:43.000]  包括他做了什麼呢?他們經常會撿石頭
[00:02:43.000 --> 00:02:46.000]  過河後會撿石頭等等
[00:02:46.000 --> 00:02:51.000]  他們會設一些紀念的石頭,保存一些廢墟
[00:02:51.000 --> 00:02:55.000]  其實目的就是紀念耶和華在他們當中的一切作為
[00:02:55.000 --> 00:02:59.000]  因此當我們看約書亞經文的時候
[00:02:59.000 --> 00:03:01.000]  我們就要有這樣的想法
[00:03:01.000 --> 00:03:08.000]  我們都要記錄神在人當中或在我們生命當中的一切作為
[00:03:08.000 --> 00:03:14.000]  因此第一塊石頭就是一代過去一代由來
[00:03:14.000 --> 00:03:17.000]  經文來自約書亞記一章一節開始
[00:03:17.000 --> 00:03:19.000]  耶和華的僕人摩西死了以後
[00:03:19.000 --> 00:03:23.000]  耶和華對摩西的助手聯的兒子約書亞說
[00:03:23.000 --> 00:03:26.000]  「我的僕人摩西死了,現在你要起來
[00:03:26.000 --> 00:03:31.000]  跟眾百姓過者約旦河,往我所要賜給以色列人的地去
[00:03:31.000 --> 00:03:37.000]  凡你們腳掌所踏之地,我都照我應許摩西的話賜給你們
[00:03:37.000 --> 00:03:42.000]  從曠野和者黎巴嫩直到大河,就是幼法拉底河
[00:03:42.000 --> 00:03:48.000]  客人的泉地,有到大海日落的方向,都要作你們的疆土
[00:03:48.000 --> 00:03:52.000]  你一生的日子,必無人能在你面前站立得住
[00:03:52.000 --> 00:03:55.000]  我怎樣跟摩西同在,也必照樣跟你同在
[00:03:55.000 --> 00:03:59.000]  我必不撇下你,也不拋棄你」
[00:03:59.000 --> 00:04:03.000]  經文第一節就說了一個處境
[00:04:03.000 --> 00:04:06.000]  就是耶和華的僕人摩西死了
[00:04:06.000 --> 00:04:10.000]  這句話的含義其實可以很大
[00:04:10.000 --> 00:04:15.000]  因為正正在上一段的經文,就是生命記34章
[00:04:15.000 --> 00:04:19.000]  他說過這個摩西,他怎樣形容他的僕人摩西呢?
[00:04:19.000 --> 00:04:24.000]  就是以色列中再沒有興起一位先知,像摩西一樣
[00:04:24.000 --> 00:04:29.000]  將摩西抬高到一個超型的位置
[00:04:29.000 --> 00:04:35.000]  並且他們這句話所包含的,其實就是過去這麼多年的歷史
[00:04:35.000 --> 00:04:40.000]  包括一群以色列的先祖,他們怎樣出埃及
[00:04:40.000 --> 00:04:44.000]  怎樣過紅海,怎樣在礦野裡領受瑪拿
[00:04:44.000 --> 00:04:48.000]  怎樣在西奈山領受上帝的律法等等
[00:04:48.000 --> 00:04:53.000]  如今經文第一句就說,這一代的神人
[00:04:53.000 --> 00:04:59.000]  這一代的時代,好像將要終結一樣
[00:04:59.000 --> 00:05:03.000]  不過在這個時代的區間或者縫隙裡
[00:05:03.000 --> 00:05:06.000]  其實我們也不需要放大整件事
[00:05:06.000 --> 00:05:09.000]  其實領袖更替是一件常有的事
[00:05:09.000 --> 00:05:13.000]  正如我們的成長,或者整個青少年區的發展
[00:05:13.000 --> 00:05:18.000]  其實我們帶領的區域也經常更替
[00:05:18.000 --> 00:05:23.000]  只是我成長的十多年裡
[00:05:23.000 --> 00:05:26.000]  我們的區域也轉過好幾次
[00:05:26.000 --> 00:05:31.000]  從我回教會零幾年開始,其實我是跟伏木
[00:05:31.000 --> 00:05:37.000]  然後他升上神台,然後跟Ben
[00:05:37.000 --> 00:05:39.000]  有沒有人跟過Ben?
[00:05:39.000 --> 00:05:41.000]  大家都不認路,OK
[00:05:41.000 --> 00:05:45.000]  然後有Lyce,Rico和Audrey
[00:05:45.000 --> 00:05:52.000]  我們在十多年間,其實也跟過不同的領袖
[00:05:52.000 --> 00:05:56.000]  所以領袖的更替是一件常有的事
[00:05:56.000 --> 00:06:01.000]  也不是一件壞事,我也經常分享
[00:06:01.000 --> 00:06:06.000]  就算帶領大家的不是我
[00:06:06.000 --> 00:06:10.000]  或者我帶領了大家也有九年的時間
[00:06:10.000 --> 00:06:14.000]  其實你要聽的訊息,或者我今天說的訊息
[00:06:14.000 --> 00:06:18.000]  可能大家都聽過,你要聽的也聽過
[00:06:18.000 --> 00:06:21.000]  可能沒有什麼新鮮感,或者沒有什麼刺激
[00:06:21.000 --> 00:06:27.000]  反而由其他人帶領,可能Jimmy或陳全道
[00:06:27.000 --> 00:06:33.000]  他們帶領,反而為我們這個群體帶來新的刺激感
[00:06:33.000 --> 00:06:34.000]  或者新鮮感
[00:06:34.000 --> 00:06:39.000]  你們也能夠從不同人的身上學習其他新的東西
[00:06:39.000 --> 00:06:42.000]  因此我比較正面地看
[00:06:42.000 --> 00:06:46.000]  領袖的更替能夠為群體帶來新的刺激
[00:06:46.000 --> 00:06:48.000]  不需要過度放大那種危機感
[00:06:48.000 --> 00:06:51.000]  但也不要忘記前人種下的果子
[00:06:51.000 --> 00:06:56.000]  正如我從各位牧者身上學習一樣
[00:06:56.000 --> 00:07:00.000]  最近也有一個類似的經歷
[00:07:00.000 --> 00:07:04.000]  一代過去,一代來的感受很強烈
[00:07:04.000 --> 00:07:10.000]  在今年七月左右,我們一班同工去了浸會園退休
[00:07:10.000 --> 00:07:13.000]  我去到浸會園,我覺得挺特別的
[00:07:13.000 --> 00:07:16.000]  因為浸會園充滿回憶的地方
[00:07:16.000 --> 00:07:21.000]  當年我進入Ivy的Ocamp就在浸會園玩
[00:07:21.000 --> 00:07:24.000]  第一次,原來這個世界有女生
[00:07:24.000 --> 00:07:28.000]  在Ocamp認識,因為我11年在南校
[00:07:28.000 --> 00:07:31.000]  不知道這個世界有異性
[00:07:31.000 --> 00:07:35.000]  在那裡我也認識自己,發展自己的性格
[00:07:35.000 --> 00:07:39.000]  玩一些我從來都很害怕的遊戲等等
[00:07:39.000 --> 00:07:42.000]  學習如何社交
[00:07:42.000 --> 00:07:45.000]  而我進來做的第一個camp就是GFcamp
[00:07:45.000 --> 00:07:48.000]  一班頂尖幫手搞
[00:07:48.000 --> 00:07:51.000]  同樣也是浸會園裡去搞的
[00:07:51.000 --> 00:07:56.000]  當年我們人強馬壯,陣容鼎盛
[00:07:56.000 --> 00:08:02.000]  再次回去那個地方,也看到我們牧區的凋零
[00:08:02.000 --> 00:08:06.000]  最後一年的同工退休營
[00:08:06.000 --> 00:08:10.000]  竟然也在這個地方做一個結束
[00:08:10.000 --> 00:08:15.000]  就像侍奉新娜的開始和結束都在這個地方
[00:08:15.000 --> 00:08:18.000]  當然我不善社交
[00:08:18.000 --> 00:08:23.000]  所以同工活動的時候,我自己就離開了
[00:08:23.000 --> 00:08:26.000]  一個人坐在牆上
[00:08:26.000 --> 00:08:31.000]  突然被我發現有一班旺直的小學生在排隊
[00:08:31.000 --> 00:08:35.000]  很有趣的,很過癮,很想走過去掐他們
[00:08:35.000 --> 00:08:39.000]  發現原來他們穿的運動服,這麼面熟
[00:08:39.000 --> 00:08:42.000]  原來是我小學的那件
[00:08:42.000 --> 00:08:48.000]  原來我那間小學在同一時間,那天在那裡搞了一個小六畢業營
[00:08:48.000 --> 00:08:53.000]  我覺得很有趣,好像上帝對我有些提醒
[00:08:53.000 --> 00:08:58.000]  我在那裡找,我也在那間學校成長,很有感情
[00:08:58.000 --> 00:09:02.000]  我找找有沒有老師我是認識的呢?一個都沒有
[00:09:02.000 --> 00:09:07.000]  全部都是二十歲出頭的,應該是剛剛畢業的老師
[00:09:07.000 --> 00:09:11.000]  我都不認識,我很好奇,我很喜歡起底
[00:09:11.000 --> 00:09:17.000]  我上了自己母校的網站,看看還有哪些老師我是認識的
[00:09:17.000 --> 00:09:19.000]  只剩下兩位是認識的
[00:09:19.000 --> 00:09:21.000]  這兩位都是我所尊敬的老師
[00:09:21.000 --> 00:09:30.000]  也在我小學畢業的紀念冊留下了一些祝福的說話給我
[00:09:30.000 --> 00:09:35.000]  我突然間的感覺很強烈,就是一代過去一代有來
[00:09:35.000 --> 00:09:41.000]  不論是什麼原因,隨著年紀漸大都會有退休的一天
[00:09:41.000 --> 00:09:45.000]  也會有新的人上來,一代過去一代有來
[00:09:45.000 --> 00:09:50.000]  最令我記得的是吳小玲老師
[00:09:50.000 --> 00:09:57.000]  當年她肯定我,選我參加一個設計比賽
[00:09:57.000 --> 00:10:02.000]  如果不是她的肯定,我也不會覺得自己有畫畫的天份
[00:10:02.000 --> 00:10:06.000]  或者繼續走上之後的路
[00:10:06.000 --> 00:10:13.000]  雖然有一年我太太去了代課,回到母校代課
[00:10:13.000 --> 00:10:19.000]  我叫她問吳老師是否記得有個叫彭漢森的小朋友
[00:10:19.000 --> 00:10:21.000]  她已經忘記了我
[00:10:21.000 --> 00:10:28.000]  但我又會覺得,其實她的作為對於她來說很微不足道
[00:10:28.000 --> 00:10:35.000]  選一個小朋友去參加比賽,可能是她的要求
[00:10:35.000 --> 00:10:39.000]  在她看來,可能是一個微不足道的揀選
[00:10:39.000 --> 00:10:41.000]  但卻影響了我的一生
[00:10:41.000 --> 00:10:46.000]  我盼望在我的侍奉歷程中也曾經是這樣
[00:10:46.000 --> 00:10:50.000]  第二塊石頭是剛強壯膽
[00:10:50.000 --> 00:10:55.000]  基民繼續說,你當剛強壯膽,因為你必使這百姓承受那地的違業
[00:10:55.000 --> 00:10:59.000]  就是我向他們列祖所起誓要給他們的地
[00:10:59.000 --> 00:11:05.000]  只要剛強大大壯膽,謹守遵行我僕人摩西所吩咐你的一切律法
[00:11:05.000 --> 00:11:09.000]  不可偏離左右,使你無論往哪裡去都可以順利
[00:11:09.000 --> 00:11:11.000]  這律法書不可離開你的口
[00:11:11.000 --> 00:11:17.000]  總要晝夜思想,好使你謹守遵行這書上所寫的一切話
[00:11:17.000 --> 00:11:20.000]  如此你的道路就可以堪通凡事順利
[00:11:20.000 --> 00:11:22.000]  我豈沒有吩咐你嗎?
[00:11:22.000 --> 00:11:26.000]  你當剛強壯膽,不要懼怕,也不要驚慌
[00:11:26.000 --> 00:11:31.000]  因為你無論往哪裡去,耶和華你的神必與你同在
[00:11:31.000 --> 00:11:35.000]  這段經文的歌曲也有得唱,「剛強壯膽」
[00:11:35.000 --> 00:11:39.000]  很明顯,三次重複
[00:11:39.000 --> 00:11:42.000]  只要剛強大大壯膽,是這段經文的重點
[00:11:42.000 --> 00:11:46.000]  提醒約書亞要剛強壯膽
[00:11:46.000 --> 00:11:50.000]  可能我們會代入約書亞的角度去看
[00:11:50.000 --> 00:11:55.000]  經文一開始形容摩西是耶和華的僕人
[00:11:55.000 --> 00:11:58.000]  但形容他只是摩西的助手
[00:11:58.000 --> 00:12:01.000]  眾百姓可能會想,這傢伙行不行?
[00:12:01.000 --> 00:12:05.000]  約書亞跟摩西比,行不行?
[00:12:05.000 --> 00:12:09.000]  甚至在他那一代,不只是他
[00:12:09.000 --> 00:12:13.000]  還有其他人選,可能是跟他一起做探子的加勒
[00:12:13.000 --> 00:12:19.000]  專心跟從耶和華,故意有一段經文是為了他而設
[00:12:19.000 --> 00:12:23.000]  甚至是大祭斯菲尼哈,在文素記最後的日子
[00:12:23.000 --> 00:12:29.000]  他起來,為著上帝的律法去審判人
[00:12:29.000 --> 00:12:33.000]  甚至是後一章經文,拉合
[00:12:33.000 --> 00:12:36.000]  也是同樣一個信心的女子
[00:12:36.000 --> 00:12:40.000]  在希伯來書,沒有記過約書亞有一個信心的行為
[00:12:40.000 --> 00:12:44.000]  但卻記下拉合的信心的表現
[00:12:44.000 --> 00:12:48.000]  在他的時代,上帝可以揀選其他人
[00:12:48.000 --> 00:12:52.000]  很多人可能會質疑,為什麼是約書亞呢?
[00:12:52.000 --> 00:12:56.000]  不過有趣的是,我覺得每一個時代
[00:12:56.000 --> 00:13:00.000]  每一個階段,每一個日子的需要都不同
[00:13:00.000 --> 00:13:04.000]  不能夠跟任何的領袖做一些比較
[00:13:04.000 --> 00:13:09.000]  從前經文去形容摩西的特質是柔和謙卑
[00:13:09.000 --> 00:13:13.000]  可能在曠野裡的確需要柔和謙卑
[00:13:13.000 --> 00:13:15.000]  因為很多的懸言
[00:13:15.000 --> 00:13:18.000]  今時今日卻是另一個極端
[00:13:18.000 --> 00:13:21.000]  今日需要的是剛強壯膽
[00:13:21.000 --> 00:13:26.000]  每個時代、日子、階段所需要的特質都不同
[00:13:26.000 --> 00:13:31.000]  每個領袖起來都不能夠互相比較
[00:13:31.000 --> 00:13:39.000]  經文說剛強壯膽是因為他們不要懼怕、驚慌
[00:13:39.000 --> 00:13:44.000]  有人形容懼怕,很多時候是來自對未知的一種恐懼
[00:13:44.000 --> 00:13:49.000]  因為我們對將來控制不了一種未知,所以產生恐懼
[00:13:49.000 --> 00:13:53.000]  因此去想深一層剛強壯膽
[00:13:53.000 --> 00:13:58.000]  以往我們的解讀可能是一種勇氣
[00:13:58.000 --> 00:14:00.000]  但其實是不是這樣呢?
[00:14:00.000 --> 00:14:04.000]  我認為克服恐懼不是需要一種勇氣
[00:14:04.000 --> 00:14:07.000]  反而是信心
[00:14:07.000 --> 00:14:10.000]  因為信是對所望之事的實體
[00:14:10.000 --> 00:14:12.000]  是未見之事的確據
[00:14:12.000 --> 00:14:16.000]  面對未知的未來帶給我們的恐懼
[00:14:16.000 --> 00:14:18.000]  我們反而需要的是信心
[00:14:18.000 --> 00:14:23.000]  相信上帝的應許、盼望仍然存在
[00:14:23.000 --> 00:14:25.000]  因此那些應許承受那地
[00:14:25.000 --> 00:14:28.000]  晝夜思想、謹守遵行上帝的話
[00:14:28.000 --> 00:14:30.000]  道路坎通凡事順利
[00:14:30.000 --> 00:14:32.000]  和上帝同在
