
[00:00:00.000 --> 00:00:02.000]  各位靚姐妹平安
[00:00:02.000 --> 00:00:05.000]  先講一講,問一問大家
[00:00:05.000 --> 00:00:07.000]  剛剛的五一黃金周
[00:00:07.000 --> 00:00:09.000]  可能大家都不知道,其實都知道
[00:00:09.000 --> 00:00:11.000]  其實你們怎麼過呢?
[00:00:11.000 --> 00:00:15.000]  我和太太在五一的時候
[00:00:15.000 --> 00:00:19.000]  整個黃金周患了風土病
[00:00:19.000 --> 00:00:21.000]  身體怎麼樣呢?患了風土病
[00:00:21.000 --> 00:00:23.000]  發燒,周身骨痛
[00:00:23.000 --> 00:00:25.000]  眼光,發燒
[00:00:25.000 --> 00:00:27.000]  發燒趕了去死,真是老毛
[00:00:27.000 --> 00:00:29.000]  睡眠質素很差
[00:00:29.000 --> 00:00:33.000]  整個星期在家裡睡
[00:00:33.000 --> 00:00:35.000]  睡眠質素都不太好
[00:00:35.000 --> 00:00:38.000]  但我還有很多事情未做
[00:00:38.000 --> 00:00:41.000]  要做,其實我都在想
[00:00:41.000 --> 00:00:43.000]  我今天能不能趕到
[00:00:43.000 --> 00:00:45.000]  我發訊息問同居
[00:00:45.000 --> 00:00:47.000]  可不可以幫忙
[00:00:47.000 --> 00:00:49.000]  結果就看到了
[00:00:49.000 --> 00:00:51.000]  我就站在這裡
[00:00:51.000 --> 00:00:54.000]  當然,我說可以的
[00:00:54.000 --> 00:00:56.000]  不是他們不幫忙
[00:00:56.000 --> 00:01:00.000]  但我都覺得上帝是一個很幽默的上帝
[00:01:00.000 --> 00:01:03.000]  他沒有預備一個很健康的身體
[00:01:03.000 --> 00:01:05.000]  要我很多時間
[00:01:05.000 --> 00:01:07.000]  要預備今天這個訊息
[00:01:07.000 --> 00:01:09.000]  因為今天這個訊息
[00:01:09.000 --> 00:01:10.000]  是說什麼呢?
[00:01:10.000 --> 00:01:13.000]  真平安,若出朝雷
[00:01:13.000 --> 00:01:16.000]  試想想,我覺得上帝
[00:01:16.000 --> 00:01:18.000]  要在我這麼多限制
[00:01:18.000 --> 00:01:22.000]  這麼多好像很不妥的情況下
[00:01:22.000 --> 00:01:26.000]  要我經歷一次平安的旅程
[00:01:26.000 --> 00:01:29.000]  真的要我什麼?叫做若出朝雷
[00:01:29.000 --> 00:01:31.000]  假如你問我
[00:01:31.000 --> 00:01:33.000]  其實我都要自己問自己
[00:01:33.000 --> 00:01:36.000]  在預備的過程有沒有平安
[00:01:36.000 --> 00:01:39.000]  我答當然有,一定有
[00:01:39.000 --> 00:01:42.000]  但另一方面,我都告訴你
[00:01:42.000 --> 00:01:44.000]  其實我一天未完成
[00:01:44.000 --> 00:01:48.000]  其實我心都很亂
[00:01:48.000 --> 00:01:53.000]  兄弟姐妹,朝雷是什麼呢?
[00:01:53.000 --> 00:01:55.000]  衛生署這樣說
[00:01:55.000 --> 00:01:59.000]  朝雷就是我們應對生活中各種情況的正常反應
[00:01:59.000 --> 00:02:02.000]  是我們體內一種警報系統
[00:02:02.000 --> 00:02:05.000]  警醒我們注意到有危險或威脅
[00:02:05.000 --> 00:02:08.000]  並準備我們的身體要去戰鬥
[00:02:08.000 --> 00:02:11.000]  又或者逃離一些危險的情況
[00:02:11.000 --> 00:02:12.000]  情況就好像什麼呢?
[00:02:12.000 --> 00:02:14.000]  就好像這幅圖畫
[00:02:14.000 --> 00:02:16.000]  我們見到星爺的朋友小強
[00:02:16.000 --> 00:02:18.000]  你見到小強之後會怎樣?
[00:02:18.000 --> 00:02:21.000]  可能我身體會立即進入一個很害怕的狀態
[00:02:21.000 --> 00:02:22.000]  我會大叫
[00:02:22.000 --> 00:02:24.000]  有些人可能會立即離開
[00:02:24.000 --> 00:02:28.000]  有些人可能會選擇和小強戰鬥
[00:02:28.000 --> 00:02:32.000]  無論你怎樣選擇都好
[00:02:32.000 --> 00:02:34.000]  但有一樣是真的
[00:02:34.000 --> 00:02:37.000]  朝雷其實是與生俱來
[00:02:37.000 --> 00:02:43.000]  所以有朝雷是正常的
[00:02:43.000 --> 00:02:48.000]  但一個人如果他持續不斷焦慮
[00:02:48.000 --> 00:02:50.000]  控制不了,很害怕
[00:02:50.000 --> 00:02:54.000]  令到日常生活,飲食都不行的時候
[00:02:54.000 --> 00:02:59.000]  其實這個人可能已經患上了朝雷症
[00:02:59.000 --> 00:03:02.000]  大家不要小看朝雷症
[00:03:02.000 --> 00:03:08.000]  朝雷症在現在這個世界是一個很普遍的情緒病
[00:03:08.000 --> 00:03:09.000]  很普遍
[00:03:09.000 --> 00:03:15.000]  大約14個人中有一個會有朝雷症
[00:03:15.000 --> 00:03:20.000]  同時朝雷症亦會衍生很多問題
[00:03:20.000 --> 00:03:22.000]  可能與一些精神問題
[00:03:22.000 --> 00:03:25.000]  最常見的,如果你有慢性病的時候
[00:03:25.000 --> 00:03:29.000]  很多時候都會與朝雷症一起發生
[00:03:29.000 --> 00:03:31.000]  所以是這樣
[00:03:31.000 --> 00:03:35.000]  我們不要那麼容易聽到朝雷症
[00:03:35.000 --> 00:03:40.000]  朝雷症一定是差,或者有點疏忽
