
[00:00:00.000 --> 00:00:02.000]  多謝敬拜隊帶領我們敬拜
[00:00:02.000 --> 00:00:05.000]  讓我們再一次提醒我們
[00:00:05.000 --> 00:00:09.000]  其實我們怎樣去經歷愛不再是傳說
[00:00:09.000 --> 00:00:12.000]  原來風平浪靜的日子裡
[00:00:12.000 --> 00:00:15.000]  愛對我們來說可能是一個傳說
[00:00:15.000 --> 00:00:18.000]  唯有在風浪的日子裡
[00:00:18.000 --> 00:00:21.000]  我們經歷上帝對我們的緊緊擁抱
[00:00:21.000 --> 00:00:23.000]  讓我們去知道
[00:00:23.000 --> 00:00:25.000]  今天也和大家繼續
[00:00:25.000 --> 00:00:27.000]  是我 上星期又是我
[00:00:27.000 --> 00:00:29.000]  上星期又有一隻雀
[00:00:29.000 --> 00:00:31.000]  今天又有一隻雀
[00:00:31.000 --> 00:00:33.000]  上星期說的是大雀
[00:00:33.000 --> 00:00:35.000]  上星期是大麻鷹
[00:00:35.000 --> 00:00:37.000]  今天也是麻的 麻雀
[00:00:37.000 --> 00:00:39.000]  今天和大家分享的訊息是
[00:00:39.000 --> 00:00:41.000]  不要為明天憂慮
[00:00:41.000 --> 00:00:43.000]  說起雀就說一下
[00:00:43.000 --> 00:00:45.000]  有一天
[00:00:45.000 --> 00:00:49.000]  女兒問我一個問題
[00:00:49.000 --> 00:00:51.000]  見到街上有些雀
[00:00:51.000 --> 00:00:53.000]  她問我一個問題
[00:00:53.000 --> 00:00:55.000]  你覺得那些雀開心嗎
[00:00:57.000 --> 00:00:59.000]  心想我怎知道
[00:00:59.000 --> 00:01:01.000]  我又不懂雀話
[00:01:01.000 --> 00:01:03.000]  我就說或許吧
[00:01:03.000 --> 00:01:07.000]  究竟雀開心嗎
[00:01:07.000 --> 00:01:09.000]  我就想起另一個場景
[00:01:09.000 --> 00:01:11.000]  另一個場景是
[00:01:11.000 --> 00:01:13.000]  話說一日放假
[00:01:13.000 --> 00:01:15.000]  去逛雀仔街
[00:01:15.000 --> 00:01:17.000]  大家知不知道雀仔街在哪
[00:01:17.000 --> 00:01:19.000]  在旺角那一站
[00:01:19.000 --> 00:01:21.000]  走下來就是了
[00:01:21.000 --> 00:01:23.000]  很多雀仔看的
[00:01:23.000 --> 00:01:25.000]  不過雀仔大部分都在籠子裡
[00:01:25.000 --> 00:01:27.000]  不同品種
[00:01:27.000 --> 00:01:29.000]  不同大小
[00:01:29.000 --> 00:01:31.000]  會說話的 會唱歌的
[00:01:31.000 --> 00:01:33.000]  色彩鮮艷的
[00:01:33.000 --> 00:01:35.000]  什麼都有
[00:01:35.000 --> 00:01:37.000]  不過當日最吸引我的場景
[00:01:37.000 --> 00:01:39.000]  不是這些不同品種的雀仔
[00:01:39.000 --> 00:01:41.000]  那個場景是什麼呢
[00:01:41.000 --> 00:01:43.000]  就是那裡一籠一籠的雀放在那裡
[00:01:43.000 --> 00:01:47.000]  然後上面有個扇縫
[00:01:47.000 --> 00:01:49.000]  我抬頭看扇縫上面
[00:01:49.000 --> 00:01:53.000]  就一排雀站在那裡
[00:01:53.000 --> 00:01:57.000]  那排雀不是住在籠子裡的
[00:01:57.000 --> 00:01:59.000]  整排在那裡
[00:01:59.000 --> 00:02:01.000]  這幅圖畫對我來說很深刻
[00:02:01.000 --> 00:02:05.000]  這一堆雀在籠子裡
[00:02:05.000 --> 00:02:07.000]  上面有一堆雀
[00:02:07.000 --> 00:02:09.000]  然後那些雀看著那些雀
[00:02:09.000 --> 00:02:11.000]  我心想
[00:02:11.000 --> 00:02:13.000]  牠們來這裡幹什麼呢
[00:02:13.000 --> 00:02:15.000]  是不是想潤牠們
[00:02:15.000 --> 00:02:17.000]  我自由自在地在籠子裡飛
[00:02:17.000 --> 00:02:19.000]  那是什麼呢
[00:02:19.000 --> 00:02:25.000]  我想我其中一個體會就是覺得
[00:02:25.000 --> 00:02:29.000]  其實可能對於這些籠子裡的雀
[00:02:29.000 --> 00:02:31.000]  牠們看著這些自由自在的雀的時候
[00:02:31.000 --> 00:02:33.000]  可能很羨慕牠
[00:02:33.000 --> 00:02:35.000]  因為牠可能一生裡
[00:02:35.000 --> 00:02:37.000]  牠都沒有機會展開翅膀
[00:02:37.000 --> 00:02:39.000]  自由地飛翔
[00:02:39.000 --> 00:02:41.000]  不過
[00:02:41.000 --> 00:02:43.000]  我又有另一個問題
[00:02:43.000 --> 00:02:45.000]  為什麼這些自由的雀又要飛來這裡呢
[00:02:45.000 --> 00:02:47.000]  是不是
[00:02:47.000 --> 00:02:49.000]  我繼續走的時候
[00:02:49.000 --> 00:02:51.000]  我又看到另一個場景
[00:02:51.000 --> 00:02:53.000]  因為這些在籠子裡的雀
[00:02:53.000 --> 00:02:55.000]  是有人餵牠的
[00:02:55.000 --> 00:02:57.000]  當那些雀叔拿出來的時候
[00:02:57.000 --> 00:02:59.000]  這些自由的雀就會飛過來
[00:02:59.000 --> 00:03:03.000]  然後啄牠們的雀叔來吃
[00:03:03.000 --> 00:03:05.000]  所以籠子裡的雀
[00:03:05.000 --> 00:03:07.000]  看著牠們的時候羨慕牠的自由
[00:03:07.000 --> 00:03:09.000]  但是這些自由的雀
[00:03:09.000 --> 00:03:11.000]  看著這些籠子裡的雀的時候
[00:03:11.000 --> 00:03:13.000]  你覺得你也好
[00:03:13.000 --> 00:03:15.000]  有人看著
[00:03:15.000 --> 00:03:17.000]  雀叔自動送上
[00:03:17.000 --> 00:03:19.000]  所以我領會到一個道理
[00:03:19.000 --> 00:03:21.000]  這個道理就是
[00:03:21.000 --> 00:03:23.000]  其實雀究竟開不開心呢
[00:03:23.000 --> 00:03:25.000]  都是你看我
[00:03:25.000 --> 00:03:27.000]  我看你
[00:03:27.000 --> 00:03:29.000]  正如我們生活中
[00:03:29.000 --> 00:03:31.000]  你覺得你
[00:03:31.000 --> 00:03:33.000]  總是覺得別人比你開心
[00:03:33.000 --> 00:03:35.000]  但是正如雀都一樣
[00:03:35.000 --> 00:03:37.000]  所以
[00:03:37.000 --> 00:03:39.000]  重要的是我們
[00:03:39.000 --> 00:03:41.000]  懂得在天父裡
[00:03:41.000 --> 00:03:43.000]  領受天父給我們的平安
[00:03:43.000 --> 00:03:45.000]  我們在聖經裡
[00:03:45.000 --> 00:03:47.000]  馬達福音第六章二十五到三十四
[00:03:47.000 --> 00:03:49.000]  預備起
[00:03:49.000 --> 00:03:51.000]  所以我告訴你們
[00:03:51.000 --> 00:03:53.000]  不要為你們的生命憂慮吃什麼
[00:03:53.000 --> 00:03:55.000]  喝什麼
[00:03:55.000 --> 00:03:57.000]  為你們的身體憂慮穿什麼
[00:03:57.000 --> 00:03:59.000]  生命不勝於飲食嗎
[00:03:59.000 --> 00:04:01.000]  身體不勝於衣裳嗎
[00:04:01.000 --> 00:04:03.000]  你們看一看那天上的飛鳥
[00:04:03.000 --> 00:04:05.000]  也不種也不收
[00:04:05.000 --> 00:04:07.000]  也不在倉裡存糧
[00:04:07.000 --> 00:04:09.000]  你們的天父尚且養活他們
[00:04:09.000 --> 00:04:11.000]  你們不比飛鳥貴重得多嗎
[00:04:11.000 --> 00:04:13.000]  你們哪一個能藉著憂慮
[00:04:13.000 --> 00:04:15.000]  洗壽數多加一克呢
[00:04:15.000 --> 00:04:17.000]  何必為衣裳憂慮呢
[00:04:17.000 --> 00:04:19.000]  你們想一想野地裡的百合花
[00:04:19.000 --> 00:04:21.000]  是怎麼長起來的
[00:04:21.000 --> 00:04:23.000]  它也不勞動也不枋善
[00:04:23.000 --> 00:04:25.000]  然而我告訴你們
[00:04:25.000 --> 00:04:27.000]  就是所羅門極榮華的時候
[00:04:27.000 --> 00:04:29.000]  它所穿戴的
[00:04:29.000 --> 00:04:31.000]  還不如這花的一朵呢
[00:04:31.000 --> 00:04:33.000]  你們這小信的人
[00:04:33.000 --> 00:04:35.000]  野地裡的草今天還在
[00:04:35.000 --> 00:04:37.000]  明天就凋在爐裡
[00:04:37.000 --> 00:04:39.000]  上帝還給他這樣的裝飾
[00:04:39.000 --> 00:04:41.000]  何況你們呢
[00:04:41.000 --> 00:04:43.000]  所以不要憂慮說
[00:04:43.000 --> 00:04:45.000]  我們吃什麼 喝什麼 穿什麼
[00:04:45.000 --> 00:04:47.000]  這都是外邦人所祈求的
[00:04:47.000 --> 00:04:49.000]  你們需要這一切東西
[00:04:49.000 --> 00:04:51.000]  你們的天父都知道
[00:04:51.000 --> 00:04:53.000]  你們先求上帝的國和他的義
[00:04:53.000 --> 00:04:55.000]  這些東西都要加給你們了
[00:04:55.000 --> 00:04:57.000]  所以不要為明天憂慮
[00:04:57.000 --> 00:04:59.000]  因為明天自有明天的憂慮
[00:04:59.000 --> 00:05:01.000]  一天的難處
[00:05:01.000 --> 00:05:03.000]  一天當就夠了
[00:05:03.000 --> 00:05:05.000]  這段經文裡當然是說
[00:05:05.000 --> 00:05:07.000]  一個問題就是
[00:05:07.000 --> 00:05:09.000]  憂慮
[00:05:09.000 --> 00:05:11.000]  這群人是一群什麼人呢
[00:05:11.000 --> 00:05:13.000]  我們知道這段經文
[00:05:13.000 --> 00:05:15.000]  馬太方第六章
[00:05:15.000 --> 00:05:17.000]  是耶穌登山的部分
[00:05:17.000 --> 00:05:19.000]  其中一段經文
[00:05:19.000 --> 00:05:21.000]  耶穌去到山上
[00:05:21.000 --> 00:05:23.000]  這群人都要跟著去
[00:05:23.000 --> 00:05:25.000]  為什麼呢
[00:05:25.000 --> 00:05:27.000]  神學的東西
[00:05:27.000 --> 00:05:29.000]  他們未必很明白
[00:05:29.000 --> 00:05:31.000]  他們是不是很虔誠也未必是
[00:05:31.000 --> 00:05:33.000]  我相信對這群人大部分
[00:05:33.000 --> 00:05:35.000]  心裡跟著耶穌
[00:05:35.000 --> 00:05:37.000]  只是想解決一個問題
[00:05:37.000 --> 00:05:39.000]  因為在羅馬帝國的統治之下
[00:05:39.000 --> 00:05:41.000]  這群大部分跟著耶穌的人
[00:05:41.000 --> 00:05:43.000]  都是社會裡低下階層的人
[00:05:43.000 --> 00:05:45.000]  心裡很想解決的問題就是
[00:05:45.000 --> 00:05:47.000]  我生活裡很多的憂慮
[00:05:47.000 --> 00:05:49.000]  很多的需要
[00:05:49.000 --> 00:05:51.000]  這個耶穌有病
[00:05:51.000 --> 00:05:53.000]  摸一摸他又可以得到醫治
[00:05:53.000 --> 00:05:55.000]  病滅開又可以餵飽幾千人
[00:05:55.000 --> 00:05:57.000]  跟著他多好呢
[00:05:57.000 --> 00:05:59.000]  所以一路跟著他
[00:05:59.000 --> 00:06:01.000]  耶穌要解一個心結
[00:06:01.000 --> 00:06:03.000]  其實重要的問題
[00:06:03.000 --> 00:06:05.000]  就是要給你一個分析
[00:06:05.000 --> 00:06:07.000]  你要活在一個沒有憂慮的生命裡
[00:06:07.000 --> 00:06:09.000]  那怎麼擺下你的憂慮呢
[00:06:09.000 --> 00:06:11.000]  這個耶穌要藉著
[00:06:11.000 --> 00:06:13.000]  這篇道要跟我們分享的問題
[00:06:13.000 --> 00:06:15.000]  當然我們說
[00:06:15.000 --> 00:06:17.000]  如何解決這個憂慮的時候
[00:06:17.000 --> 00:06:19.000]  問一個問題就是為什麼要憂慮
[00:06:19.000 --> 00:06:21.000]  為什麼要憂慮
[00:06:21.000 --> 00:06:23.000]  中國的古籍
[00:06:23.000 --> 00:06:25.000]  當然這些是看兒女的
[00:06:25.000 --> 00:06:27.000]  中文書學回來的
[00:06:27.000 --> 00:06:29.000]  有句話叫做
[00:06:29.000 --> 00:06:31.000]  人無遠慮
[00:06:31.000 --> 00:06:33.000]  人憂
[00:06:33.000 --> 00:06:35.000]  當然就這樣看好像人總有憂慮
[00:06:35.000 --> 00:06:37.000]  其實原來這句文言文
[00:06:37.000 --> 00:06:39.000]  不是這樣解釋的
[00:06:39.000 --> 00:06:41.000]  人如果不作長遠打算
[00:06:41.000 --> 00:06:43.000]  預防可能
[00:06:43.000 --> 00:06:45.000]  發生的事態變化
[00:06:45.000 --> 00:06:47.000]  很快的眼前就會有
[00:06:47.000 --> 00:06:49.000]  憂患的事情發生
[00:06:49.000 --> 00:06:51.000]  其實是說什麼呢
[00:06:51.000 --> 00:06:53.000]  中國一種人生的智慧
[00:06:53.000 --> 00:06:55.000]  就是你要打算的
[00:06:55.000 --> 00:06:57.000]  你要有籌劃
[00:06:57.000 --> 00:06:59.000]  要有籌算的
[00:06:59.000 --> 00:07:01.000]  人無遠慮不是說憂慮
[00:07:01.000 --> 00:07:03.000]  這個慮其實是說什麼
[00:07:03.000 --> 00:07:05.000]  Planning
[00:07:05.000 --> 00:07:07.000]  你要有計劃
[00:07:07.000 --> 00:07:09.000]  你要有長遠的計劃
[00:07:09.000 --> 00:07:11.000]  如果你不作長遠的計劃去打算
[00:07:11.000 --> 00:07:13.000]  近憂就是什麼呢
[00:07:13.000 --> 00:07:15.000]  你所憂慮的事情很快就
[00:07:15.000 --> 00:07:17.000]  很近的走到你面前
[00:07:17.000 --> 00:07:19.000]  所以這個是中國人教的
[00:07:19.000 --> 00:07:21.000]  你要先想好
[00:07:21.000 --> 00:07:23.000]  聖經又是不是這樣教呢
[00:07:23.000 --> 00:07:25.000]  耶穌這裡說的
