
[00:00:00.000 --> 00:00:04.000]  大家晚安
[00:00:04.000 --> 00:00:07.000]  首先我們讀聖經
[00:00:07.000 --> 00:00:10.000]  有11節
[00:00:10.000 --> 00:00:12.000]  1、2、3
[00:00:12.000 --> 00:00:16.000]  (聖經)
[00:00:16.000 --> 00:00:20.000]  (聖經)
[00:00:20.000 --> 00:00:24.000]  (聖經)
[00:00:24.000 --> 00:00:33.920]  二子有志 哈羅有志 英國有志 侯有志 英國有志 安倫有志 希羅有志
[00:00:33.920 --> 00:00:53.100]  小聖子有志 二子有志 海保有志 德國有志 南韓有志 沙特有志 寶塵有志 阿美有志 伊利有志 侯侯有志 南韓有志 宣華有志
[00:00:53.100 --> 00:00:59.600]  希羅有志 韓國有志 清真有志 國慶有志
[00:00:59.600 --> 00:01:06.600]  每個人都有自己的願望 但我永不願意放棄我的願望
[00:01:06.600 --> 00:01:13.100]  我希望將在下輩子的生意 以下所做的事都成為我願望
[00:01:13.100 --> 00:01:21.600]  將在總統府 國防局 政治局 地方 社會 民國 國防局 國際 民國
[00:01:21.600 --> 00:01:27.600]  以下的願望 願以後的願望 都可以成為我願望
[00:01:28.600 --> 00:01:33.600]  話說有一個很有名的人 有一次說過
[00:01:33.600 --> 00:01:41.600]  有人說 時間可以改變一切 但原來是你要自己去改變
[00:01:41.600 --> 00:01:48.600]  我覺得他說的話是對的 一半 都贊成他說的
[00:01:48.600 --> 00:01:53.600]  但時間是真的會改變一切的
[00:01:53.600 --> 00:01:58.600]  今天我們不用做什麼都可以 我們都會一直老
[00:01:58.600 --> 00:02:03.600]  一個建築物都是 如果我們不用做什麼 它會自己老化
[00:02:03.600 --> 00:02:08.600]  所以時間是會改變很多東西的
[00:02:08.600 --> 00:02:14.600]  不過如果我們要改變 是我們想要的那種改變
[00:02:14.600 --> 00:02:17.600]  那就真的要我們自己去努力
[00:02:17.600 --> 00:02:22.600]  今天我實在說的話 跟這件事是有些關係的
[00:02:22.600 --> 00:02:27.600]  這裏就是時間 生有時 死有時
[00:02:27.600 --> 00:02:31.600]  既然這麼重要 我們就要說一下 第一件事
[00:02:31.600 --> 00:02:35.600]  就是什麼叫做時間
[00:02:35.600 --> 00:02:39.600]  在解經傳統裏面 有兩大解釋
[00:02:39.600 --> 00:02:45.600]  一是這個時間是神的時間 生有時 死有時
[00:02:45.600 --> 00:02:50.600]  很明顯這個不是我們控制的 這是神的時間
[00:02:50.600 --> 00:02:53.600]  這是其中一個原因 為什麼那些人覺得
[00:02:53.600 --> 00:02:57.600]  這個是神的時間 還有第十一節
[00:02:57.600 --> 00:03:02.600]  神不是說 神做萬物 各樣各按其事
[00:03:02.600 --> 00:03:06.600]  成為美好 就是神做的
[00:03:06.600 --> 00:03:13.600]  所以有一部分人覺得 這個是神的時間
[00:03:13.600 --> 00:03:18.600]  另外一個解釋是 這是人的時間
[00:03:18.600 --> 00:03:21.600]  為什麼這樣說呢 首先大家一路看下去
[00:03:21.600 --> 00:03:26.600]  除了生有時 死有時之外 其他的東西是人做的
[00:03:26.600 --> 00:03:29.600]  哭有時 笑有時
[00:03:29.600 --> 00:03:33.600]  你不是說神決定了我們什麼時候要笑
[00:03:33.600 --> 00:03:36.600]  或者什麼時候要哭
[00:03:36.600 --> 00:03:41.600]  現在答正五點九個字
[00:03:41.600 --> 00:03:44.600]  黃福剛在這個時候是應該笑的
[00:03:44.600 --> 00:03:46.600]  不是這樣想
[00:03:46.600 --> 00:03:49.600]  所以應該 根據這個解釋
[00:03:49.600 --> 00:03:55.600]  有時候適合我們應該笑 有時候不笑
[00:03:55.600 --> 00:04:00.600]  有時候適合我們應該出聲 或者不出聲
[00:04:00.600 --> 00:04:06.600]  這是人要看到適合的時間 做適合的事的解釋
[00:04:06.600 --> 00:04:10.600]  我不知道大家讀經文時在想什麼
[00:04:10.600 --> 00:04:15.600]  究竟在想神的時間 還是人的時間
[00:04:15.600 --> 00:04:19.600]  我這樣說時 大家可能會說 你覺得怎樣
[00:04:19.600 --> 00:04:25.600]  我覺得兩個都有可取
[00:04:25.600 --> 00:04:30.600]  可能傳道書在這裡是說兩樣東西一起
[00:04:30.600 --> 00:04:34.600]  我知道這樣說時 有些人會覺得 奇長派
[00:04:34.600 --> 00:04:37.600]  你選不到 所以現在兩個都說對
[00:04:37.600 --> 00:04:39.600]  如果你認識我 我不是這樣
[00:04:39.600 --> 00:04:41.600]  多數我都不會說 兩個都可以
[00:04:41.600 --> 00:04:46.600]  為了避免難解的經文 兩樣都可以 或者三樣都可以
[00:04:46.600 --> 00:04:49.600]  又不是 但這次我覺得
[00:04:49.600 --> 00:04:52.600]  傳道者可能是兩樣加在一起
[00:04:52.600 --> 00:04:56.600]  在這本書中 實在幾適合說是這樣說
[00:04:56.600 --> 00:05:00.600]  為什麼呢 很明顯覺得是神有時間
[00:05:00.600 --> 00:05:05.600]  十一節很明顯說 神做萬物各按其事
[00:05:05.600 --> 00:05:07.600]  這是神的時間
[00:05:07.600 --> 00:05:12.600]  第十四節是說 神做的事是不變的
[00:05:12.600 --> 00:05:16.600]  實在是 哇 幾個月前我們說的第一篇
[00:05:16.600 --> 00:05:21.600]  傳道者說 神做的事才是永恆的
[00:05:21.600 --> 00:05:25.600]  樣樣東西都是虛空 各按雲煙
[00:05:25.600 --> 00:05:28.600]  但神做的事是永恆的
[00:05:28.600 --> 00:05:32.600]  如果是這樣 第十一節是說什麼呢
[00:05:32.600 --> 00:05:36.600]  實在是 即是說 叫我們配合神做的事
[00:05:36.600 --> 00:05:41.600]  實在是 第十一節說 然而神 或者是上帝
[00:05:41.600 --> 00:05:45.600]  從子至宗的作為人不能參透
[00:05:45.600 --> 00:05:49.600]  這個即是說 神做的事我們是參透不到
[00:05:49.600 --> 00:05:52.600]  到那個時候發生我們才知道
[00:05:52.600 --> 00:05:54.600]  大家想想這幾年發生的事
[00:05:54.600 --> 00:05:57.600]  大家猜不猜到是這樣發生的
[00:05:57.600 --> 00:06:01.600]  未發生可能不知道 發生的時候都不知道什麼時候
[00:06:01.600 --> 00:06:04.600]  原來疫情過去了
[00:06:04.600 --> 00:06:06.600]  未過去的時候我們都不知道
[00:06:06.600 --> 00:06:09.600]  來的時候我們起初都不知道
[00:06:09.600 --> 00:06:14.600]  所以神做的事不是什麼時候開始什麼時候結束
[00:06:14.600 --> 00:06:18.600]  整個大圖畫 實在是我們真的不知道
[00:06:18.600 --> 00:06:20.600]  但不是等於什麼我們都不知道
[00:06:20.600 --> 00:06:23.600]  很多小的事我們都知道
[00:06:23.600 --> 00:06:25.600]  例如現在我們應該做什麼
[00:06:25.600 --> 00:06:29.600]  我們應該傳福音 應該去誇美主
[00:06:29.600 --> 00:06:31.600]  我們現在應該敬拜神
[00:06:31.600 --> 00:06:35.600]  我們知道的 所以你說的大圖畫我們不知道
[00:06:35.600 --> 00:06:37.600]  不等於小的圖畫我們不知道
[00:06:37.600 --> 00:06:40.600]  很多小的事我們知道應該做什麼
[00:06:40.600 --> 00:06:44.600]  一點都不覺得很大奧秘
[00:06:44.600 --> 00:06:47.600]  這些就是生活中的平凡事件
[00:06:47.600 --> 00:06:51.600]  大家有沒有想過 第二節到最後
[00:06:51.600 --> 00:06:54.600]  基本上很多就是說這些
[00:06:54.600 --> 00:06:56.600]  平凡是我們生活的事
[00:06:56.600 --> 00:06:59.600]  我們平時在生命中會做的事
[00:06:59.600 --> 00:07:03.600]  這個實在是帶出我第一個point
[00:07:03.600 --> 00:07:06.600]  就是生有時死有時
[00:07:06.600 --> 00:07:10.600]  但最長的時實在是在中間
[00:07:10.600 --> 00:07:14.600]  人不只是生和死亡
