
[00:00:00.000 --> 00:00:02.360]  好,弟兄姊妹
[00:00:02.360 --> 00:00:06.520]  有一段時間沒有在大家中間彼此分享
[00:00:06.520 --> 00:00:08.760]  阿葡給了我一個題目
[00:00:08.760 --> 00:00:10.320]  是一系列來的
[00:00:10.320 --> 00:00:11.520]  《心照一生》
[00:00:11.520 --> 00:00:14.400]  講述人與人之間的情
[00:00:14.400 --> 00:00:17.200]  是在薩姆耳機上的
[00:00:17.200 --> 00:00:20.520]  我先給一個暗的圖來看
[00:00:20.520 --> 00:00:25.360]  很多時候我們都聽到有一個叫做潘朵拉的俠子
[00:00:25.360 --> 00:00:28.600]  我看原來在希臘神話裡面
[00:00:28.600 --> 00:00:29.840]  這是一個神話
[00:00:29.840 --> 00:00:33.200]  希臘神話裡面就說有一個最大的神
[00:00:33.200 --> 00:00:37.240]  他吩咐眾神千萬不要打開一個盒子
[00:00:37.240 --> 00:00:39.640]  打開是不行的
[00:00:39.640 --> 00:00:43.320]  有一個神叫做潘朵拉
[00:00:43.320 --> 00:00:46.800]  當他忍不住好奇打開的時候
[00:00:46.800 --> 00:00:49.320]  發覺這個盒子釋放出來的
[00:00:49.320 --> 00:00:52.360]  全部都是人最軟弱的東西
[00:00:52.360 --> 00:00:57.680]  很多仇恨、很多妒忌、很多抱怨
[00:00:57.680 --> 00:00:59.600]  你想到的各式各樣的東西
[00:00:59.600 --> 00:01:02.120]  都在這個盒子釋放出來
[00:01:02.120 --> 00:01:03.880]  當他很後悔的時候
[00:01:03.880 --> 00:01:07.360]  潘朵拉就聽回這位最大的神說
[00:01:07.360 --> 00:01:08.680]  蓋上了
[00:01:08.680 --> 00:01:14.440]  就保留了一小撮希望、愛
[00:01:14.440 --> 00:01:18.920]  以至這個神話其實只不過是一個神話
[00:01:18.920 --> 00:01:22.720]  它是寓意要跟人說
[00:01:22.720 --> 00:01:27.360]  人世間有很多東西看起來很醜陋的
[00:01:27.360 --> 00:01:31.400]  確實人都是最不想碰和最想知道的
[00:01:31.400 --> 00:01:35.560]  不過我們要心裡面常存仍然有一些希望
[00:01:35.560 --> 00:01:38.360]  常存一些愛
[00:01:38.360 --> 00:01:42.000]  我想說聖經裡面都是很坦白
[00:01:42.000 --> 00:01:44.680]  會讓你看到人最真的一面
[00:01:44.680 --> 00:01:46.800]  因為人只不過是一個人
[00:01:46.800 --> 00:01:48.960]  人都是一個罪人
[00:01:48.960 --> 00:01:52.520]  但是今天聖經裡面藉著一段經文
[00:01:52.520 --> 00:01:57.840]  說大衛和約拿丹之間的生死情誼的時候
[00:01:57.840 --> 00:02:00.560]  我想不單是他們兩個之間
[00:02:00.560 --> 00:02:03.280]  是揭開了人最黑暗
[00:02:03.280 --> 00:02:06.120]  一個好像潘朵拉盒子一樣
[00:02:06.120 --> 00:02:09.920]  神在裡面究竟有什麼心意
[00:02:09.920 --> 00:02:13.360]  或者其實也教導到我們今天生活
[00:02:13.360 --> 00:02:16.880]  回到你的學校、工作的場景
[00:02:16.880 --> 00:02:19.360]  你如何去審查自己
[00:02:19.360 --> 00:02:24.200]  經文也有一段1至17節
[00:02:24.200 --> 00:02:26.840]  我們也試試讀一下
[00:02:26.840 --> 00:02:28.640]  或者我去讀的時候
[00:02:28.640 --> 00:02:30.840]  你去聽一下
[00:02:30.840 --> 00:02:34.120]  跟你過去聽約拿丹大衛的時候
[00:02:34.120 --> 00:02:37.840]  有些什麼是你經常覺得是就是那些
[00:02:37.840 --> 00:02:41.640]  但其實你在中間一些很細節的位置你沒有留意
[00:02:41.640 --> 00:02:45.640]  今天我們打開神的話去看看
[00:02:45.640 --> 00:02:47.800]  讓我去讀
[00:02:47.800 --> 00:02:50.560]  《撒慕爾記》上20章1至17節
[00:02:50.560 --> 00:02:51.960]  由第一節開始
[00:02:51.960 --> 00:02:55.480]  大衛從拉瑪的拿約逃跑
[00:02:55.480 --> 00:02:58.560]  來到約拿丹面前對他說
[00:02:58.560 --> 00:03:01.240]  我做了什麼?有什麼罪孽?
[00:03:01.240 --> 00:03:03.720]  在你父親面前犯了什麼罪?
[00:03:03.720 --> 00:03:07.200]  他竟要尋索我的性命
[00:03:07.200 --> 00:03:08.760]  約拿丹對他說
[00:03:08.760 --> 00:03:10.280]  絕無此事
[00:03:10.280 --> 00:03:12.080]  你必不至於死
[00:03:12.080 --> 00:03:13.840]  看看我父做事
[00:03:13.840 --> 00:03:15.480]  無論大的小的
[00:03:15.480 --> 00:03:17.480]  怎麼會不告訴我呢?
[00:03:17.480 --> 00:03:20.560]  我父親為什麼要隱瞞我這件事呢?
[00:03:20.560 --> 00:03:22.280]  不會這樣的
[00:03:22.280 --> 00:03:24.640]  大衛又起誓說
[00:03:24.640 --> 00:03:28.080]  你父親確實知道我在你眼前是蒙恩
[00:03:28.080 --> 00:03:29.280]  所以他說
[00:03:29.280 --> 00:03:31.680]  這件事不要讓約拿丹知道
[00:03:31.680 --> 00:03:33.400]  免得他受煩
[00:03:33.400 --> 00:03:35.960]  我就只著永生的耶和華起誓
[00:03:35.960 --> 00:03:37.960]  又只著你的性命起誓
[00:03:37.960 --> 00:03:40.960]  我離生死只差一步
[00:03:40.960 --> 00:03:42.960]  約拿丹就對他說
[00:03:42.960 --> 00:03:44.560]  你心裡所求的
[00:03:44.560 --> 00:03:46.560]  我必為你成就
[00:03:47.560 --> 00:03:49.560]  大衛對約拿丹說
[00:03:49.560 --> 00:03:52.040]  明天是初一
[00:03:52.040 --> 00:03:54.640]  我必須與王同席用餐
[00:03:54.640 --> 00:03:56.760]  求你讓我藏在田野
[00:03:56.760 --> 00:03:58.640]  直到第三日傍晚
[00:03:58.640 --> 00:04:01.560]  你父親若見我不在席上
[00:04:01.560 --> 00:04:02.400]  你就說
[00:04:02.400 --> 00:04:03.600]  大衛願意求我
[00:04:03.600 --> 00:04:06.720]  允許他回到本城百里行去
[00:04:06.720 --> 00:04:09.400]  因為他全家都在那裡獻年祭
[00:04:09.400 --> 00:04:11.200]  你父親如果說好
[00:04:11.200 --> 00:04:13.000]  你的僕人就平安了
[00:04:13.000 --> 00:04:14.360]  他若帶路
[00:04:14.360 --> 00:04:17.160]  你就知道他決意行惡
[00:04:17.160 --> 00:04:19.160]  求你施恩於僕人
[00:04:19.160 --> 00:04:20.960]  因為你在耶和華面前
[00:04:20.960 --> 00:04:22.960]  曾與僕人納約
[00:04:22.960 --> 00:04:24.360]  我若有罪孽
[00:04:24.360 --> 00:04:26.160]  你就親自殺死我
[00:04:26.160 --> 00:04:28.760]  何必將我交給你父親呢
[00:04:28.760 --> 00:04:29.760]  約拿丹說
[00:04:29.760 --> 00:04:31.360]  絕無此事
[00:04:31.360 --> 00:04:34.960]  我若確實知道我父親決意要害你
[00:04:34.960 --> 00:04:36.960]  怎會不告訴你呢
[00:04:36.960 --> 00:04:38.440]  大衛就對他說
[00:04:38.440 --> 00:04:40.440]  你父親若嚴厲回答你
[00:04:40.440 --> 00:04:42.440]  誰來告訴我
[00:04:42.440 --> 00:04:43.640]  約拿丹就說
[00:04:43.640 --> 00:04:45.640]  來,我們去田野道
[00:04:45.640 --> 00:04:47.640]  二人就往田野去了
[00:04:47.640 --> 00:04:49.640]  12節
[00:04:49.640 --> 00:04:51.640]  約拿丹就對大衛說
[00:04:51.640 --> 00:04:54.640]  願耶和華以色列的上帝作證
[00:04:54.640 --> 00:04:56.640]  明日約這時候
[00:04:56.640 --> 00:04:57.640]  或者第三日
[00:04:57.640 --> 00:04:59.640]  我一探出我父親的心意
[00:04:59.640 --> 00:05:02.640]  看看,若對大衛是好意的
[00:05:02.640 --> 00:05:04.640]  我怎會不派人來告訴你呢
[00:05:04.640 --> 00:05:07.640]  我父親若是有意害你
[00:05:07.640 --> 00:05:08.640]  而不告訴我的
[00:05:08.640 --> 00:05:11.640]  就一定送你平安地離開
[00:05:11.640 --> 00:05:14.640]  願耶和華重重懲罰約拿丹
[00:05:14.640 --> 00:05:15.640]  即是我
[00:05:15.640 --> 00:05:17.640]  願耶和華與你同在
[00:05:17.640 --> 00:05:20.640]  如同從前與我父親同在一樣
[00:05:20.640 --> 00:05:22.640]  你要照耶和華的慈愛
[00:05:22.640 --> 00:05:23.640]  因待我
[00:05:23.640 --> 00:05:25.640]  不要在我活著的時候
[00:05:25.640 --> 00:05:27.640]  要免我的死亡
[00:05:27.640 --> 00:05:31.640]  就是耶和華從地面要逐一剪除大衛仇敵的時候
[00:05:31.640 --> 00:05:35.640]  你亦都永不可向我家斷絕恩惠
[00:05:35.640 --> 00:05:38.640]  於是約拿丹就和大衛納約
[00:05:38.640 --> 00:05:41.640]  耶和華從大衛仇敵的手來追討
[00:05:41.640 --> 00:05:43.640]  約拿丹因為愛大衛
[00:05:43.640 --> 00:05:45.640]  就好像愛自己的性命
[00:05:45.640 --> 00:05:48.640]  就叫他再起誓
[00:05:48.640 --> 00:05:50.640]  這段都是很出名的
[00:05:50.640 --> 00:05:53.640]  很出名的就說諾蘭
