
[00:00:00.000 --> 00:00:05.000]  謝謝敬拜隊帶領我們一起去敬拜齋味主
[00:00:05.000 --> 00:00:13.000]  今天的訊息是一個新的系列
[00:00:13.000 --> 00:00:19.000]  青少年崇拜當中,接下來有五講都是關於這個系列的
[00:00:19.000 --> 00:00:22.000]  就是抗爭中的靈性
[00:00:22.000 --> 00:00:28.000]  我知道阿葡在Facebook、IG都發佈了這個系列的一些簡介
[00:00:28.000 --> 00:00:32.000]  先讓我在這裡介紹一下
[00:00:32.000 --> 00:00:34.000]  抗爭中的靈性其實是關於什麼呢?
[00:00:34.000 --> 00:00:38.000]  人生就好像一場又一場的抗爭
[00:00:38.000 --> 00:00:42.000]  抗爭代表了人生充滿了同伴和敵人
[00:00:42.000 --> 00:00:45.000]  正義和邪惡、強權和卑微
[00:00:45.000 --> 00:00:50.000]  受難和恐懼、神聖和污穢、勝利和失敗
[00:00:50.000 --> 00:00:53.000]  抗爭中有進也有退的時候
[00:00:53.000 --> 00:00:56.000]  意志堅定的時候會歡呼
[00:00:56.000 --> 00:00:59.000]  軟弱的時候、失去的時候會內疚
[00:00:59.000 --> 00:01:01.000]  大意凜然的時候會自信
[00:01:01.000 --> 00:01:03.000]  卑躬屈膝的時候會自責
[00:01:03.000 --> 00:01:07.000]  革新、改革、改變的時候會很豪氣
[00:01:07.000 --> 00:01:10.000]  妥協的時候、遷走的時候就會沉默
[00:01:10.000 --> 00:01:15.000]  人的一生就是在時刻渴慕上帝的聖潔的同時
[00:01:15.000 --> 00:01:18.000]  對抗人性的敗壞
[00:01:18.000 --> 00:01:23.000]  抗爭中的靈性就是在這種充滿矛盾和掙扎的人生裡面
[00:01:23.000 --> 00:01:26.000]  並且去尋找靈性的出路
[00:01:26.000 --> 00:01:29.000]  這次是第一講
[00:01:29.000 --> 00:01:33.000]  所以剛才看到範疇很闊
[00:01:33.000 --> 00:01:38.000]  很多不同的對立面、衝突面、矛盾等等
[00:01:38.000 --> 00:01:44.000]  但最終都必然是在上帝當中尋求靈性的出路
[00:01:44.000 --> 00:01:48.000]  我今天所講的第一講就有這個題目
[00:01:48.000 --> 00:01:52.000]  就是面對冷漠和怯懦的自己
[00:01:52.000 --> 00:01:53.000]  冷漠是什麼呢?
[00:01:53.000 --> 00:01:58.000]  冷漠很多時候就是表現得漠不關心、無所謂
[00:01:58.000 --> 00:02:01.000]  或者是不在乎
[00:02:01.000 --> 00:02:04.000]  又或者是很容易的
[00:02:04.000 --> 00:02:06.000]  距離不要太近,遠一點比較好
[00:02:06.000 --> 00:02:10.000]  遠一點比較安全,不需要太關心
[00:02:10.000 --> 00:02:14.000]  其實我們信主初時通常是很火熱的
[00:02:14.000 --> 00:02:15.000]  很少這種冷漠的
[00:02:15.000 --> 00:02:18.000]  不過可能是我們信主久了一段時間
[00:02:18.000 --> 00:02:21.000]  很可能想尋求的時候又尋求不到
[00:02:21.000 --> 00:02:23.000]  很灰心、很失意的情況下
[00:02:23.000 --> 00:02:25.000]  就不想自傷了
[00:02:25.000 --> 00:02:27.000]  寧願保持距離,去遠一點
[00:02:27.000 --> 00:02:30.000]  跟上帝的關係,所謂的靈性會有冷漠
[00:02:30.000 --> 00:02:34.000]  又或者怯懦的方面
[00:02:34.000 --> 00:02:37.000]  會很怕失去,很怕失敗
[00:02:37.000 --> 00:02:42.000]  當有想要的東西失去,或者得不著的時候
[00:02:42.000 --> 00:02:44.000]  就寧願退縮
[00:02:44.000 --> 00:02:47.000]  寧願站遠一點,站在後面,不要太前
[00:02:47.000 --> 00:02:49.000]  因為怕失敗
[00:02:49.000 --> 00:02:53.000]  冷漠加上怯懦,會是甚麼呢?
[00:02:53.000 --> 00:02:58.000]  其實最容易最容易就是人性會選擇逃避
[00:02:58.000 --> 00:03:02.000]  不面對,那就OK了
[00:03:02.000 --> 00:03:04.000]  好像蓋過了,不需要處理
[00:03:04.000 --> 00:03:06.000]  不需要面對,很逃避
[00:03:06.000 --> 00:03:08.000]  好像就解決了
[00:03:08.000 --> 00:03:10.000]  今天盼望藉著一首詩篇
[00:03:10.000 --> 00:03:12.000]  就是詩篇73篇
[00:03:12.000 --> 00:03:15.000]  整首詩幫助我們思想
[00:03:15.000 --> 00:03:18.000]  當我們靈性在冷漠、在怯懦的時候
[00:03:18.000 --> 00:03:20.000]  究竟可以怎樣面對呢?
[00:03:20.000 --> 00:03:22.000]  我們開始之前
[00:03:22.000 --> 00:03:24.000]  雖然我們在不同的空間,在網絡上
[00:03:24.000 --> 00:03:27.000]  在不知在哪裏,前面是很空洞的
[00:03:27.000 --> 00:03:31.000]  但可能在不同的地方
[00:03:31.000 --> 00:03:35.000]  不如讓我們一起同心的去宣讀這一節的經文
[00:03:35.000 --> 00:03:38.000]  好嗎?73篇,詩篇73篇
[00:03:38.000 --> 00:03:40.000]  一篇很好的詩篇
[00:03:40.000 --> 00:03:44.000]  而且其中一節是很關鍵的一節
[00:03:44.000 --> 00:03:46.000]  就是73篇裏面的26節
[00:03:46.000 --> 00:03:49.000]  詩篇73篇,26節我們一起讀
[00:03:49.000 --> 00:03:53.000]  我的肉體和我的心腸雖殘
[00:03:53.000 --> 00:03:56.000]  但上帝是我心裏的力量
[00:03:56.000 --> 00:04:00.000]  又是我的福分直到永遠
[00:04:00.000 --> 00:04:03.000]  我們開始之前一起有禱告,好嗎?
[00:04:03.000 --> 00:04:05.000]  天父上帝,多謝你
[00:04:05.000 --> 00:04:07.000]  多謝你,此刻你自己的說話
[00:04:07.000 --> 00:04:09.000]  你的話語是我們的保障
[00:04:09.000 --> 00:04:11.000]  引導我們走人生的路
[00:04:11.000 --> 00:04:13.000]  求你親自帶領我們以下的時間
[00:04:13.000 --> 00:04:15.000]  我們一起得蒙祝福
[00:04:15.000 --> 00:04:18.000]  說的聽的,有你的帶領,有你的造就
[00:04:18.000 --> 00:04:20.000]  求你帶領我們以下的時間
[00:04:20.000 --> 00:04:22.000]  我們這樣禱告,奉教主耶穌基督
[00:04:22.000 --> 00:04:25.000]  得勝於名字祈求,阿們
[00:04:25.000 --> 00:04:28.000]  我記得我中學的時候
[00:04:28.000 --> 00:04:32.000]  有個同學挺帥的,有點胖
[00:04:32.000 --> 00:04:35.000]  因為他讀書也挺厲害
[00:04:35.000 --> 00:04:38.000]  所以他說話也很囂張
[00:04:38.000 --> 00:04:41.000]  於是他也讀書很厲害
[00:04:41.000 --> 00:04:43.000]  讀完中學之後去大學
[00:04:43.000 --> 00:04:46.000]  去大學之後又找到不錯的工作
[00:04:46.000 --> 00:04:49.000]  幾年前有一個中學同學聚會
[00:04:49.000 --> 00:04:52.000]  於是一班同學出來
[00:04:52.000 --> 00:04:54.000]  結果見到他
[00:04:54.000 --> 00:04:56.000]  他之前也胖胖的,中學的時候
[00:04:56.000 --> 00:04:59.000]  在大學畢業後做了幾年工作
[00:04:59.000 --> 00:05:02.000]  之後是完全認不出他的
[00:05:02.000 --> 00:05:06.000]  身形是發胖了,依然是那麼囂張
[00:05:06.000 --> 00:05:08.000]  有些同學就跟他勸他
[00:05:08.000 --> 00:05:11.000]  不如你減肥吧
[00:05:11.000 --> 00:05:13.000]  減肥可能有女生最喜歡你
[00:05:13.000 --> 00:05:15.000]  他中學的時候也沒有拍拖
[00:05:15.000 --> 00:05:17.000]  結果大學也沒有
[00:05:17.000 --> 00:05:20.000]  所以同學勸他減肥,保持身形
[00:05:20.000 --> 00:05:23.000]  說話謙卑一點
[00:05:23.000 --> 00:05:27.000]  可能有些女生才會想認識你
[00:05:27.000 --> 00:05:30.000]  然後我的中學同學因為他太厲害
[00:05:30.000 --> 00:05:33.000]  他就這樣說
[00:05:33.000 --> 00:05:37.000]  喜歡我的自然會喜歡我胖和囂張
[00:05:37.000 --> 00:05:43.000]  結果他有沒有面對自己
[00:05:43.000 --> 00:05:48.000]  他將面對自己的身體法本和性格
[00:05:48.000 --> 00:05:50.000]  推給其他人
[00:05:50.000 --> 00:05:54.000]  即是推給將來喜歡他的人
[00:05:54.000 --> 00:05:56.000]  甚至不知道是誰
[00:05:56.000 --> 00:05:58.000]  其實人性的軟弱和逃避
[00:05:58.000 --> 00:06:00.000]  四處都有
[00:06:00.000 --> 00:06:02.000]  四處都是充滿這種試探
[00:06:02.000 --> 00:06:04.000]  何況我們是靈性
[00:06:04.000 --> 00:06:08.000]  但剛才我們所讀的第73篇第6節裏
[00:06:08.000 --> 00:06:12.000]  很重要的是身體和心靈雖然是軟弱
[00:06:12.000 --> 00:06:15.000]  但我們所認順的上帝
[00:06:15.000 --> 00:06:19.000]  卻是我們心裏很確切和確信的力量
[00:06:19.000 --> 00:06:21.000]  究竟是怎樣面對得到的呢?
[00:06:21.000 --> 00:06:23.000]  為何不是逃避而反而能夠這樣面對呢?
[00:06:23.000 --> 00:06:25.000]  這樣宣認呢?
[00:06:25.000 --> 00:06:27.000]  嘗試從兩方面跟大家說
[00:06:27.000 --> 00:06:30.000]  去面對冷漠和怯懦的自己
[00:06:30.000 --> 00:06:33.000]  我們需要面對真實的自己
[00:06:33.000 --> 00:06:34.000]  不是虛假
[00:06:34.000 --> 00:06:38.000]  不是一面很漂亮的鏡子讓其他人去看
[00:06:38.000 --> 00:06:40.000]  而是一個真實的自己
[00:06:40.000 --> 00:06:42.000]  並且去尋找永恆的上帝
[00:06:42.000 --> 00:06:44.000]  不是一時三刻去認順那一位
[00:06:44.000 --> 00:06:46.000]  而是到永恆的那一位
[00:06:46.000 --> 00:06:48.000]  永恆的主
[00:06:48.000 --> 00:06:51.000]  我們先從第一方面說
[00:06:51.000 --> 00:06:53.000]  去面對真實的自己
[00:06:53.000 --> 00:06:55.000]  其實這篇詩篇第73篇
[00:06:55.000 --> 00:06:59.000]  是屬於詩篇裏面的第三卷
[00:06:59.000 --> 00:07:02.000]  第三卷是包括第73至第89篇
[00:07:02.000 --> 00:07:04.000]  都是屬於第三卷的
[00:07:04.000 --> 00:07:07.000]  而裏面有十篇左右
[00:07:07.000 --> 00:07:09.000]  都是屬於阿薩的詩
[00:07:09.000 --> 00:07:13.000]  即是說阿薩寫了第三卷裏面
[00:07:13.000 --> 00:07:16.000]  很大部份的詩篇
[00:07:16.000 --> 00:07:18.000]  阿薩究竟是誰呢?
[00:07:18.000 --> 00:07:21.000]  阿薩其實是屬於利尾之派的
[00:07:21.000 --> 00:07:22.000]  以色列人
[00:07:22.000 --> 00:07:23.000]  十二之派裏面
[00:07:23.000 --> 00:07:25.000]  是屬於利尾之派
[00:07:25.000 --> 00:07:27.000]  即是他們是做甚麼的呢?
[00:07:27.000 --> 00:07:31.000]  利尾之派其實就是在聖殿裏面
[00:07:31.000 --> 00:07:33.000]  服侍上帝
[00:07:33.000 --> 00:07:35.000]  去管理整個聖殿
[00:07:35.000 --> 00:07:39.000]  祭司就是幫頂尖會獻祭
[00:07:39.000 --> 00:07:41.000]  去管理
[00:07:41.000 --> 00:07:44.000]  並且可能阿薩是一個寫詩的人
[00:07:44.000 --> 00:07:49.000]  他很可能是一個帶領敬拜的領袖
[00:07:49.000 --> 00:07:51.000]  所以無論他做甚麼都好
[00:07:51.000 --> 00:07:53.000]  總是在聖殿當中服侍
[00:07:53.000 --> 00:07:55.000]  以及是一個領袖
[00:07:55.000 --> 00:07:57.000]  這位領袖寫的詩
[00:07:57.000 --> 00:07:59.000]  在這篇詩裏面表達甚麼呢?
[00:07:59.000 --> 00:08:01.000]  他一開始就說
[00:08:01.000 --> 00:08:03.000]  上帝是實在
[00:08:03.000 --> 00:08:06.000]  恩待以色列那些清心的人
[00:08:06.000 --> 00:08:11.000]  這位73篇的領袖阿薩
[00:08:11.000 --> 00:08:13.000]  阿薩是一位他很清楚
[00:08:13.000 --> 00:08:15.000]  上帝是會看待
[00:08:15.000 --> 00:08:18.000]  去恩待以色列清心的人
[00:08:18.000 --> 00:08:20.000]  他很清楚上帝是怎樣的
[00:08:20.000 --> 00:08:22.000]  作為領袖也不錯
[00:08:22.000 --> 00:08:24.000]  不過他隨即說
[00:08:24.000 --> 00:08:26.000]  至於我
[00:08:26.000 --> 00:08:27.000]  但我這個阿薩
[00:08:27.000 --> 00:08:28.000]  我其實是一個甚麼人呢?
[00:08:28.000 --> 00:08:29.000]  他說
[00:08:29.000 --> 00:08:31.000]  我的腳幾乎失閃
[00:08:31.000 --> 00:08:34.000]  我的步伐險些走偏
[00:08:34.000 --> 00:08:35.000]  為甚麼呢?
[00:08:35.000 --> 00:08:37.000]  因為我嫉妒狂傲的人
[00:08:37.000 --> 00:08:40.000]  我看見惡人享平安
[00:08:40.000 --> 00:08:42.000]  和合本的翻譯是
[00:08:42.000 --> 00:08:46.000]  他看見這些狂傲的惡人享平安的時候
[00:08:46.000 --> 00:08:50.000]  他就心懷不平
[00:08:50.000 --> 00:08:55.000]  這位教會的領袖阿薩
[00:08:55.000 --> 00:08:59.000]  他應該是一個很淑齡的人
[00:08:59.000 --> 00:09:00.000]  我們經常這樣想
[00:09:00.000 --> 00:09:03.000]  不過原來有些時候不是理所當然
[00:09:03.000 --> 00:09:06.000]  原來他也可以很容易
[00:09:06.000 --> 00:09:07.000]  有機會失腳
[00:09:07.000 --> 00:09:09.000]  他自己是這樣承認自己
[00:09:09.000 --> 00:09:11.000]  又是因為甚麼
[00:09:11.000 --> 00:09:13.000]  會令到他那麼容易失腳呢?
[00:09:13.000 --> 00:09:15.000]  作為一個領袖
[00:09:15.000 --> 00:09:18.000]  原來他所面對的處境一點也不容易
