
[00:00:00.000 --> 00:00:01.000]  請坐
[00:00:01.000 --> 00:00:04.880]  新年快樂
[00:00:04.880 --> 00:00:06.360]  主因常在
[00:00:06.360 --> 00:00:08.640]  我們靈命日長
[00:00:08.640 --> 00:00:11.400]  很開心可以在春節裡
[00:00:11.400 --> 00:00:14.760]  跟你們分享這個訊息
[00:00:14.760 --> 00:00:16.400]  接下來一年
[00:00:16.400 --> 00:00:18.720]  我三月開始放安息年
[00:00:18.720 --> 00:00:20.720]  可能在這裡說會比較少機會
[00:00:20.720 --> 00:00:22.480]  到時見到我
[00:00:22.480 --> 00:00:24.760]  今天是一個春節的時間
[00:00:24.760 --> 00:00:28.440]  我自己找了一個主題
[00:00:28.440 --> 00:00:31.040]  邁向更好的自己
[00:00:31.040 --> 00:00:32.880]  成為大家的激勵
[00:00:32.880 --> 00:00:34.640]  一起努力
[00:00:34.640 --> 00:00:37.600]  剛才說大家想起一些片段
[00:00:37.600 --> 00:00:41.320]  不知道短時間內大家想不想起
[00:00:41.320 --> 00:00:44.000]  這段時間纏繞我的
[00:00:44.000 --> 00:00:47.520]  就是《浮華媽劇》
[00:00:47.520 --> 00:00:50.640]  片段給我的很深刻
[00:00:50.640 --> 00:00:52.280]  大家有沒有參與
[00:00:52.280 --> 00:00:54.440]  參與的舉手給我看
[00:00:54.440 --> 00:00:55.520]  有沒有參與
[00:00:55.520 --> 00:00:59.480]  有很多人參加
[00:00:59.480 --> 00:01:04.440]  感謝原本我們想在
[00:01:04.440 --> 00:01:06.640]  Avana裡推動
[00:01:06.640 --> 00:01:08.760]  怎樣讓孩子可以
[00:01:08.760 --> 00:01:12.560]  去經驗花市的經歷
[00:01:12.560 --> 00:01:14.240]  由這樣去想
[00:01:14.240 --> 00:01:16.320]  不如再大一點
[00:01:16.320 --> 00:01:18.520]  如果只是小朋友玩
[00:01:18.520 --> 00:01:21.880]  有時可能不太實境
[00:01:21.880 --> 00:01:26.600]  於是我們就跟堂主任說
[00:01:26.600 --> 00:01:29.560]  我們可以在堂所裡一起舉辦
[00:01:29.560 --> 00:01:32.720]  於是成為一個堂所的活動
[00:01:32.720 --> 00:01:35.360]  也感謝弟兄姊妹的參與
[00:01:35.360 --> 00:01:38.240]  我們想不到除了攤位之外
[00:01:38.240 --> 00:01:41.960]  我們又可以吃又可以喝
[00:01:41.960 --> 00:01:43.960]  又可以做工作坊
[00:01:43.960 --> 00:01:45.640]  又有歌廳
[00:01:45.640 --> 00:01:47.360]  更加可以怎樣
[00:01:47.360 --> 00:01:49.680]  原來可以祈禱
[00:01:49.680 --> 00:01:52.280]  並且有人決志
[00:01:52.280 --> 00:01:53.440]  我們感謝主
[00:01:53.440 --> 00:01:55.440]  我們將榮耀歸給主
[00:01:55.440 --> 00:01:58.560]  多謝大家的參與和努力
[00:01:58.560 --> 00:02:00.960]  我相信一起同心做
[00:02:00.960 --> 00:02:02.960]  才能做到這件事
[00:02:02.960 --> 00:02:05.080]  所以在這個節日裡
[00:02:05.080 --> 00:02:08.520]  除了我們很想去歡慶之外
[00:02:08.520 --> 00:02:11.040]  我們生命裡有很多祝福
[00:02:11.040 --> 00:02:12.440]  給人很多祝福
[00:02:12.440 --> 00:02:15.040]  我也期待接收很多祝福
[00:02:15.040 --> 00:02:16.840]  但最大的祝福
[00:02:16.840 --> 00:02:20.240]  是對我們自己生命的成長
[00:02:20.240 --> 00:02:23.160]  所以我今天選擇了《與乏所書》
[00:02:23.160 --> 00:02:25.400]  跟大家一起分享
[00:02:25.400 --> 00:02:29.440]  《與乏所書》五章八到十二節先讀
[00:02:29.440 --> 00:02:31.440]  可以的,可以跟我們一起讀
[00:02:31.440 --> 00:02:33.760]  「從前你們是暗媒的
[00:02:33.760 --> 00:02:36.760]  但如今在主裡是光明的
[00:02:36.760 --> 00:02:40.320]  行事為人要像光明的兒子女
[00:02:40.320 --> 00:02:42.280]  光明所結的果子
[00:02:42.280 --> 00:02:44.280]  就是一切的良善
[00:02:44.280 --> 00:02:45.800]  公義誠實
[00:02:45.800 --> 00:02:49.400]  總要察驗什麼是主所喜悅的事
[00:02:49.400 --> 00:02:51.400]  那暗會無益的事
[00:02:51.400 --> 00:02:52.760]  不可參與
[00:02:52.760 --> 00:02:55.880]  都要把這種事揭發出來
[00:02:55.880 --> 00:02:58.360]  因為他們暗中所做的
[00:02:58.360 --> 00:03:02.040]  就是連提起來都是可恥的
[00:03:02.040 --> 00:03:04.480]  凡被光照
[00:03:04.480 --> 00:03:07.800]  所照亮的都顯露出來
[00:03:07.800 --> 00:03:12.280]  因為使一切顯露出來的就是光
[00:03:12.280 --> 00:03:14.000]  所以有話說
[00:03:14.000 --> 00:03:17.400]  「你這睡著的人醒過來吧
[00:03:17.400 --> 00:03:19.800]  要從死人中復活
[00:03:19.800 --> 00:03:22.600]  基督要光照你了」
[00:03:22.600 --> 00:03:25.560]  《與乏所書》其實一個架構
[00:03:25.560 --> 00:03:28.840]  最簡單來看就是兩個架構
[00:03:28.840 --> 00:03:31.560]  首先一到三節其實是在說
[00:03:31.560 --> 00:03:34.240]  我們在基督裡面的那份豐盛
[00:03:34.240 --> 00:03:37.840]  在說耶穌基督那份成就的救恩
[00:03:37.840 --> 00:03:41.960]  讓我們的生命能夠脫去一切的污穢
[00:03:41.960 --> 00:03:45.600]  再一次連接於上帝裡面
[00:03:45.600 --> 00:03:48.040]  所以四到六節裏面
[00:03:48.040 --> 00:03:49.480]  保羅鼓勵我們
[00:03:49.480 --> 00:03:53.080]  我們的生命就是要活出上帝給我們的
[00:03:53.080 --> 00:03:54.840]  那份救恩的生活
[00:03:54.840 --> 00:03:58.080]  所以在基督裡面的生活是怎樣的呢?
[00:03:58.080 --> 00:04:00.600]  新的生活或者新的責任
[00:04:00.600 --> 00:04:02.120]  我們是怎樣的呢?
[00:04:02.120 --> 00:04:04.560]  所以今天我特別在說
[00:04:04.560 --> 00:04:07.440]  下半節我們看第五章
[00:04:07.440 --> 00:04:10.120]  在說在生命上如何實踐
[00:04:10.120 --> 00:04:12.560]  耶穌既然那麼愛我們
[00:04:12.560 --> 00:04:16.200]  將生命挽回過來
[00:04:16.200 --> 00:04:18.520]  讓我們有一個新的生命的時候
[00:04:18.520 --> 00:04:22.040]  我們應該怎樣去過我們的日子呢?
[00:04:22.040 --> 00:04:25.920]  所以今天很想有三個方向一起思想
[00:04:25.920 --> 00:04:28.120]  在一個更好的迎接自己
[00:04:28.120 --> 00:04:31.480]  我們原來得著上帝的恩典
[00:04:31.480 --> 00:04:34.040]  可以離開我們的黑暗
[00:04:34.040 --> 00:04:37.080]  並且可以進入上帝的光明
[00:04:37.080 --> 00:04:42.640]  以至我們能夠真正活出上帝給我們的福氣
[00:04:42.640 --> 00:04:45.560]  就是像他生命的福氣
[00:04:45.560 --> 00:04:48.160]  我們先看第一點
[00:04:48.160 --> 00:04:49.960]  第八節說
[00:04:49.960 --> 00:04:52.000]  從前你們是暗會的
[00:04:52.000 --> 00:04:54.480]  可以說是黑暗的
[00:04:54.480 --> 00:04:55.640]  第十一節說
[00:04:55.640 --> 00:04:58.600]  暗會無一事我們不要參與
[00:04:58.600 --> 00:05:00.000]  提也不要提
[00:05:00.000 --> 00:05:02.400]  甚至提起來也說得可恥
[00:05:02.400 --> 00:05:05.800]  在說生命原來我們過去是怎樣的
[00:05:05.800 --> 00:05:07.800]  原來提起來也可恥
[00:05:07.800 --> 00:05:09.800]  我們做了很多
[00:05:09.800 --> 00:05:13.320]  可能上帝不多喜悅的事情
[00:05:13.320 --> 00:05:16.200]  又或者不明白上帝心意的事情
[00:05:16.200 --> 00:05:19.880]  並且這裡說黑暗或者暗會
[00:05:19.880 --> 00:05:22.720]  是說和上帝的榮耀
[00:05:22.720 --> 00:05:26.840]  和上帝的榮耀和智慧是相反的
[00:05:26.840 --> 00:05:28.640]  就是以前
[00:05:28.640 --> 00:05:30.080]  保羅形容
[00:05:30.080 --> 00:05:32.200]  我們未重生之前
[00:05:32.200 --> 00:05:34.520]  原來是黑暗的
[00:05:34.520 --> 00:05:36.760]  是沒有上帝的榮耀
[00:05:36.760 --> 00:05:39.360]  是沒有上帝的聖潔
[00:05:39.360 --> 00:05:43.440]  更加沒有上帝給我們的智慧
[00:05:43.440 --> 00:05:47.040]  原來保羅我們再一次看清楚
[00:05:47.040 --> 00:05:48.280]  他形容
[00:05:48.280 --> 00:05:53.160]  他不是說當時我們的環境是黑暗
[00:05:53.160 --> 00:05:55.920]  而是他在說我們的生命
[00:05:55.920 --> 00:05:59.480]  那份本質原本是黑暗的
[00:05:59.480 --> 00:06:01.680]  原本是沒有光彩的
[00:06:01.680 --> 00:06:03.400]  黑漆漆的
[00:06:03.400 --> 00:06:05.880]  我知道大家有經歷過
