
[00:00:00.000 --> 00:00:02.720]  很開心今天又見到各位弟兄姊妹
[00:00:02.720 --> 00:00:05.800]  各位弟兄姊妹,吾望
[00:00:05.800 --> 00:00:09.100]  啊,真是好,聽到回應的聲音
[00:00:09.100 --> 00:00:10.600]  我的心就定了一點
[00:00:10.600 --> 00:00:12.700]  因為一不出聲,我就好像
[00:00:12.700 --> 00:00:14.700]  啊,怎樣呢?那些人睡著了
[00:00:14.700 --> 00:00:16.900]  不是,原來那些人都有聲音回應的
[00:00:16.900 --> 00:00:19.900]  好,近來,不知道大家有沒有玩過這個
[00:00:19.900 --> 00:00:23.100]  嘩,是不是很帥呢?
[00:00:23.100 --> 00:00:26.500]  嘩,我的門徒發給我的
[00:00:26.500 --> 00:00:28.300]  我的門徒做了給我之後
[00:00:28.300 --> 00:00:30.900]  誰給我做了一個模型,我不知道
[00:00:30.900 --> 00:00:34.400]  啊,心靈人物就說已經在外面賣斷貨了
[00:00:34.400 --> 00:00:36.900]  嘩,是不是真的?
[00:00:36.900 --> 00:00:38.700]  嘩,令到我好開心
[00:00:38.700 --> 00:00:39.700]  嘩,在裡面
[00:00:39.700 --> 00:00:41.600]  不過呢,我看回這個
[00:00:41.600 --> 00:00:43.100]  叫做麻甩告白
[00:00:43.100 --> 00:00:45.000]  是我以前讀神學的時候
[00:00:45.000 --> 00:00:48.100]  去講了一個見證在這個星火飛騰的
[00:00:48.100 --> 00:00:50.400]  大家可以上星火飛騰看回
[00:00:50.400 --> 00:00:52.400]  這樣,罵一下廣告也好
[00:00:52.400 --> 00:00:53.300]  有個熱潮
[00:00:53.300 --> 00:00:54.300]  啊,這樣呢
[00:00:54.300 --> 00:00:56.400]  在當中呢,我又一
[00:00:56.800 --> 00:00:59.600]  我去看一看,我就回想起
[00:00:59.600 --> 00:01:02.600]  我當年呼召的時候
[00:01:02.600 --> 00:01:05.000]  在多少年呢?大家知不知道?
[00:01:05.000 --> 00:01:07.000]  那時候那麼年輕
[00:01:07.000 --> 00:01:09.000]  很早的時期
[00:01:09.000 --> 00:01:11.400]  也是很早的,2011年
[00:01:11.400 --> 00:01:14.000]  2011年的時候就
[00:01:14.000 --> 00:01:17.400]  納智去讀神學
[00:01:17.400 --> 00:01:21.200]  這樣呢,我那時候去被呼召的時候
[00:01:21.200 --> 00:01:23.400]  嘩,四年很難熬的
[00:01:23.400 --> 00:01:25.400]  嘩,很長時間的
[00:01:25.400 --> 00:01:27.400]  啊,想不到
[00:01:27.400 --> 00:01:29.400]  做到現在
[00:01:29.400 --> 00:01:32.400]  感謝主給我們掌聲上帝
[00:01:32.400 --> 00:01:35.400]  是,在裡面想不到
[00:01:35.400 --> 00:01:37.400]  人生就是
[00:01:37.400 --> 00:01:39.400]  好像那麼短暫的,是不是?
[00:01:39.400 --> 00:01:41.400]  啊,在裡面呢
[00:01:41.400 --> 00:01:44.200]  嘩,眨下眼,很快就飛逝
[00:01:44.200 --> 00:01:47.200]  這樣,一個光景有十年了
[00:01:47.200 --> 00:01:48.800]  是不是?柴狗也說了
[00:01:48.800 --> 00:01:50.400]  人生有多少個十年?
[00:01:50.400 --> 00:01:51.400]  是不是?
[00:01:51.400 --> 00:01:53.400]  2011年,現在十幾年了
[00:01:53.400 --> 00:01:54.200]  是不是?
[00:01:54.200 --> 00:01:56.400]  在裡面我看到人生的短暫
[00:01:56.400 --> 00:01:57.400]  但是
[00:01:57.400 --> 00:01:59.400]  我們看到人生的短暫的時候
[00:01:59.400 --> 00:02:00.200]  很有趣的
[00:02:00.200 --> 00:02:01.400]  我們人生的短暫的時候
[00:02:01.400 --> 00:02:03.000]  應該有很多東西要放下的
[00:02:03.000 --> 00:02:03.800]  但是
[00:02:03.800 --> 00:02:04.800]  有很多人
[00:02:04.800 --> 00:02:06.600]  繼續地在抓
[00:02:06.600 --> 00:02:08.600]  在抓很多東西
[00:02:08.600 --> 00:02:09.600]  在抓什麼?
[00:02:09.600 --> 00:02:11.200]  他想要很多永恆
[00:02:11.200 --> 00:02:11.800]  是不是?
[00:02:11.800 --> 00:02:13.200]  甚至
[00:02:13.200 --> 00:02:14.600]  不只是永恆
[00:02:14.600 --> 00:02:15.600]  我想有錢的時候
[00:02:15.600 --> 00:02:17.200]  然後又想抓什麼?
[00:02:17.200 --> 00:02:19.200]  啊,要有地位
[00:02:19.200 --> 00:02:21.400]  然後抓緊地位之後
[00:02:21.400 --> 00:02:22.800]  更加要有權力
[00:02:22.800 --> 00:02:24.600]  然後再抓緊的時候
[00:02:24.600 --> 00:02:25.800]  是不是?
[00:02:25.800 --> 00:02:27.800]  還要長生不老
[00:02:27.800 --> 00:02:28.600]  是不是?
[00:02:28.600 --> 00:02:30.600]  然後還要
[00:02:30.600 --> 00:02:31.400]  啊
[00:02:31.400 --> 00:02:33.600]  坐在權位之上
[00:02:33.600 --> 00:02:34.000]  是不是?
[00:02:34.000 --> 00:02:37.000]  很多人不滿足和不平安
[00:02:37.000 --> 00:02:38.000]  在裡面
[00:02:38.000 --> 00:02:39.800]  在裡面就
[00:02:39.800 --> 00:02:42.600]  在裡面要拿回一個安心
[00:02:42.600 --> 00:02:43.400]  是不是?
[00:02:43.400 --> 00:02:46.400]  所以今天我跟大家看一個
[00:02:46.400 --> 00:02:49.000]  詩篇90篇
[00:02:49.000 --> 00:02:50.600]  《世代的居所》
[00:02:50.600 --> 00:02:53.600]  在基督耶穌裡面得著榮耀
[00:02:53.600 --> 00:02:54.800]  在詩篇90篇
[00:02:54.800 --> 00:02:56.200]  看看這個
[00:02:56.200 --> 00:02:57.000]  斯人
[00:02:57.000 --> 00:02:57.800]  摩西
[00:02:57.800 --> 00:03:00.000]  如何在主裡面得著安穩
[00:03:00.000 --> 00:03:02.600]  不是追求永恆的價值
[00:03:02.600 --> 00:03:04.000]  不是追求一些
[00:03:04.000 --> 00:03:06.200]  我們摸不到的東西
[00:03:06.200 --> 00:03:08.800]  更加看看
[00:03:08.800 --> 00:03:11.000]  如何體會到我們的人生
[00:03:11.000 --> 00:03:11.600]  好不好?
[00:03:11.600 --> 00:03:12.200]  好
[00:03:12.200 --> 00:03:14.600]  這次我讀第一節
[00:03:14.600 --> 00:03:15.800]  不是,我讀單數
[00:03:15.800 --> 00:03:17.000]  大家讀雙數
[00:03:17.000 --> 00:03:18.200]  試一下這個叫做
[00:03:18.200 --> 00:03:19.600]  啟認方式去讀
[00:03:19.600 --> 00:03:20.400]  好不好?
[00:03:20.400 --> 00:03:21.600]  一二三
[00:03:21.600 --> 00:03:22.400]  主啊
[00:03:22.400 --> 00:03:25.000]  祢世世代代作我們的居所
[00:03:25.000 --> 00:03:33.800]  (主的名字)
[00:03:33.800 --> 00:03:35.800]  祢是人歸於塵土
[00:03:35.800 --> 00:03:36.200]  說
[00:03:36.200 --> 00:03:37.000]  世人啊
[00:03:37.000 --> 00:03:38.600]  你們要歸回
[00:03:38.600 --> 00:03:45.000]  (主的名字)
[00:03:45.000 --> 00:03:47.200]  祢叫他們如水沖去
[00:03:47.200 --> 00:03:49.800]  他們如睡一個早晨
[00:03:49.800 --> 00:03:52.400]  他們如生長的草
[00:03:52.400 --> 00:03:57.200]  (主的名字)
[00:03:57.200 --> 00:03:59.400]  我們因祢的怒氣而消滅
[00:03:59.400 --> 00:04:01.600]  因祢的憤怒而驚惶
[00:04:01.600 --> 00:04:09.800]  (主的名字)
[00:04:09.800 --> 00:04:11.200]  我們經過的日子
[00:04:11.200 --> 00:04:13.000]  都在祢震怒之下
[00:04:13.000 --> 00:04:14.800]  我們杜盡的年歲
[00:04:14.800 --> 00:04:16.800]  好像一聲歎息
[00:04:16.800 --> 00:04:31.800]  (主的名字)
[00:04:31.800 --> 00:04:34.800]  誰曉得祢怒氣的權勢
[00:04:34.800 --> 00:04:36.800]  誰因著敬畏祢
[00:04:36.800 --> 00:04:38.800]  而曉得祢的憤怒呢
[00:04:38.800 --> 00:04:45.800]  (主的名字)
[00:04:45.800 --> 00:04:47.800]  耶和華
[00:04:47.800 --> 00:04:49.800]  我們要等到何時呢
[00:04:49.800 --> 00:04:50.800]  求祢轉回
[00:04:50.800 --> 00:04:52.800]  憐憫祢的僕人們
[00:04:52.800 --> 00:05:00.800]  (主的名字)
[00:05:00.800 --> 00:05:03.800]  求祢照著祢使我們受苦的日子
[00:05:03.800 --> 00:05:06.800]  和我們遭難的年歲
[00:05:06.800 --> 00:05:08.800]  使我們喜樂
[00:05:08.800 --> 00:05:15.800]  (主的名字)
[00:05:15.800 --> 00:05:18.800]  願主我們上帝的恩寵
[00:05:18.800 --> 00:05:20.800]  歸於我們身上
[00:05:20.800 --> 00:05:23.800]  願祢建立我們所做的功
[00:05:23.800 --> 00:05:25.800]  我們所做的功
[00:05:25.800 --> 00:05:27.800]  願祢建立
[00:05:27.800 --> 00:05:29.800]  這段詩篇
[00:05:29.800 --> 00:05:31.800]  90篇是第四卷
[00:05:31.800 --> 00:05:33.800]  詩篇有分五個卷
[00:05:33.800 --> 00:05:36.800]  150篇裏面
[00:05:36.800 --> 00:05:38.800]  分第四卷
[00:05:38.800 --> 00:05:39.800]  第四卷的第一卷
[00:05:39.800 --> 00:05:41.800]  就是摩西寫的書卷
[00:05:41.800 --> 00:05:44.800]  裏面的頭一二三字
[00:05:44.800 --> 00:05:46.800]  就是在說引言
[00:05:46.800 --> 00:05:49.800]  引言就是摩西想提醒
[00:05:49.800 --> 00:05:52.800]  他的子民
[00:05:52.800 --> 00:05:55.800]  跟著他們一起出埃及的時候的子民
[00:05:55.800 --> 00:05:58.800]  告訴他們
[00:05:58.800 --> 00:06:00.800]  朱山未曾生出
[00:06:00.800 --> 00:06:03.800]  地與世界你未曾造成
[00:06:03.800 --> 00:06:05.800]  從僅古到永遠
[00:06:05.800 --> 00:06:06.800]  你是上帝
[00:06:06.800 --> 00:06:08.800]  他現在說的上帝
[00:06:08.800 --> 00:06:10.800]  是一個永恆的上帝
[00:06:10.800 --> 00:06:12.800]  這個永恆的上帝
[00:06:12.800 --> 00:06:14.800]  看不看到你使人歸於塵土
[00:06:14.800 --> 00:06:17.800]  比較我們人生的短暫
[00:06:17.800 --> 00:06:20.800]  正正就是我們看到上帝這個永恆的獸
[00:06:20.800 --> 00:06:22.800]  他第一節更加看到
[00:06:22.800 --> 00:06:24.800]  世世代代作我們的居所
[00:06:24.800 --> 00:06:28.800]  摩西跟那群以色列人說
[00:06:28.800 --> 00:06:31.800]  這個居所是上帝賜給我們的
[00:06:31.800 --> 00:06:34.800]  而這個居所就是永恆的居所
[00:06:34.800 --> 00:06:37.800]  這個居所就是在上帝當中
[00:06:37.800 --> 00:06:39.800]  而原文裏面就是避難所
[00:06:39.800 --> 00:06:43.800]  我們進入他的避難所裏面得著什麼
[00:06:43.800 --> 00:06:44.800]  安息
[00:06:44.800 --> 00:06:45.800]  得著平安
[00:06:45.800 --> 00:06:49.800]  這個正正就是斯人摩西講到
[00:06:49.800 --> 00:06:50.800]  提醒我們
[00:06:50.800 --> 00:06:53.800]  我們知道這位上帝是永恆的
[00:06:53.800 --> 00:06:57.800]  你們認識的那個是永恆的
[00:06:57.800 --> 00:06:58.800]  我們相信耶穌
