
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,大家好
[00:00:04.000 --> 00:00:09.000]  人生很多事情都很難預測
[00:00:09.000 --> 00:00:11.000]  就好像今天這樣
[00:00:11.000 --> 00:00:16.000]  本來沒有那麼快輪到我今天去分享訊息
[00:00:16.000 --> 00:00:19.000]  但因為一些突如其來的改變
[00:00:19.000 --> 00:00:24.000]  今天有機會和大家分享今天的訊息
[00:00:24.000 --> 00:00:29.000]  先介紹一下自己給大家認識
[00:00:29.000 --> 00:00:33.000]  我叫Moses,是馬鞍山堂的區域
[00:00:33.000 --> 00:00:36.000]  今天很想和大家分享一個講題
[00:00:36.000 --> 00:00:39.000]  叫做《今天救恩度了謝家》
[00:00:39.000 --> 00:00:43.000]  在《路加福音》的十九章一至十節
[00:00:43.000 --> 00:00:47.000]  我想大家都不陌生今天的經文
[00:00:47.000 --> 00:00:50.000]  其實就是在說殺戈的故事
[00:00:50.000 --> 00:00:53.000]  我想大家以前都聽過
[00:00:53.000 --> 00:00:57.000]  甚至在主日學中也教過一些小朋友
[00:00:57.000 --> 00:01:02.000]  不如我們一起看看今天的經文故事
[00:01:02.000 --> 00:01:07.000]  同樣一個在殺戈生命中沒有預期會出現的事情
[00:01:07.000 --> 00:01:11.000]  竟然對它有很大的改變
[00:01:11.000 --> 00:01:14.000]  在《路加福音》第十九章記載
[00:01:14.000 --> 00:01:16.000]  殺戈的故事是這樣的
[00:01:16.000 --> 00:01:20.000]  有一天耶穌準備去耶路撒冷
[00:01:20.000 --> 00:01:22.000]  走過耶利哥城的時候
[00:01:22.000 --> 00:01:24.000]  他進入到這個地方
[00:01:24.000 --> 00:01:27.000]  抬頭一看就看到樹上的殺戈
[00:01:27.000 --> 00:01:30.000]  殺戈是一個瑞利獎
[00:01:30.000 --> 00:01:32.000]  耶穌看到他的時候就說
[00:01:32.000 --> 00:01:35.000]  殺戈快點下來,今天要住在你家
[00:01:35.000 --> 00:01:38.000]  大家都議論紛紛,覺得很奇怪
[00:01:38.000 --> 00:01:41.000]  為什麼耶穌會去一個罪人的家呢?
[00:01:41.000 --> 00:01:43.000]  而這個在樹上的殺戈
[00:01:43.000 --> 00:01:47.000]  他就說:耶穌,他很開心
[00:01:47.000 --> 00:01:50.000]  歡迎耶穌進入他的家裡
[00:01:50.000 --> 00:01:53.000]  他說:我將我身間一半都要分給人
[00:01:53.000 --> 00:01:55.000]  還有,如果我騙了誰
[00:01:55.000 --> 00:01:58.000]  我就四倍奉還給他們
[00:01:58.000 --> 00:02:02.000]  耶穌就說:今天救恩來到這個家裡
[00:02:02.000 --> 00:02:05.000]  因為他也是阿伯拉罕的子孫
[00:02:05.000 --> 00:02:11.000]  耶穌還說:人子來是要尋找拯救失喪的人
[00:02:11.000 --> 00:02:16.000]  究竟為什麼耶穌會跟殺戈這樣說
[00:02:16.000 --> 00:02:19.000]  他說救恩到了這個家呢?
[00:02:19.000 --> 00:02:25.000]  為什麼耶穌會形容殺戈是阿伯拉罕的子孫呢?
[00:02:25.000 --> 00:02:29.000]  是不是因為殺戈流著猶太人的血統
[00:02:29.000 --> 00:02:33.000]  所以就說他是阿伯拉罕的子孫呢?
[00:02:33.000 --> 00:02:36.000]  不如我們今天仔細一點
[00:02:36.000 --> 00:02:39.000]  再看看經文裡面有什麼我們發現得到
[00:02:39.000 --> 00:02:43.000]  路加福音的作者路加
[00:02:43.000 --> 00:02:49.000]  就好像一個記者那樣
[00:02:49.000 --> 00:02:52.000]  帶我們進入一個現場
[00:02:52.000 --> 00:02:54.000]  很深入地去看看
[00:02:54.000 --> 00:02:57.000]  耶穌準備進入耶路撒冷
[00:02:57.000 --> 00:03:02.000]  還有進入耶路撒冷裡所發生的事情
[00:03:02.000 --> 00:03:06.000]  在今次的經文故事裡
[00:03:06.000 --> 00:03:10.000]  一開始,他就說耶穌進了耶利哥
[00:03:10.000 --> 00:03:12.000]  一開始出場的是耶穌
[00:03:12.000 --> 00:03:14.000]  好像想告訴讀者
[00:03:14.000 --> 00:03:18.000]  這個故事的主角是耶穌
[00:03:18.000 --> 00:03:20.000]  當他經過的時候
[00:03:20.000 --> 00:03:24.000]  就遇上一個叫殺戈的瑞利長
[00:03:24.000 --> 00:03:28.000]  瑞利的角色就是當時殖民地的政府
[00:03:28.000 --> 00:03:31.000]  即羅馬帝國裡面的一個官員
[00:03:31.000 --> 00:03:36.000]  他專門向他的同胞裡
[00:03:36.000 --> 00:03:38.000]  去收取這些稅項
[00:03:38.000 --> 00:03:41.000]  而當時收多少稅
[00:03:41.000 --> 00:03:44.000]  其實是由這些瑞利去決定
[00:03:44.000 --> 00:03:47.000]  有時候他就會收多同胞的錢
[00:03:47.000 --> 00:03:51.000]  在裡面滿足自己的私慾
[00:03:51.000 --> 00:03:54.000]  或者他想要多些就收多些
[00:03:54.000 --> 00:03:56.000]  殺戈他不只是一個瑞利
[00:03:56.000 --> 00:03:59.000]  還要是瑞利的頭
[00:03:59.000 --> 00:04:01.000]  經文說他是一個財主
[00:04:01.000 --> 00:04:03.000]  很有錢的
[00:04:03.000 --> 00:04:06.000]  可想而知他在同胞裡
[00:04:06.000 --> 00:04:09.000]  是多麼的黑人真
[00:04:09.000 --> 00:04:14.000]  不過殺戈他很想見到耶穌
[00:04:14.000 --> 00:04:17.000]  可惜他天生又長得矮
[00:04:17.000 --> 00:04:20.000]  那麼多人圍著他真的看不到
[00:04:20.000 --> 00:04:24.000]  所以他就趕快跑到前面
[00:04:24.000 --> 00:04:26.000]  爬上一棵桑樹上
[00:04:26.000 --> 00:04:28.000]  為了什麼?
[00:04:28.000 --> 00:04:32.000]  他想見到耶穌
[00:04:32.000 --> 00:04:35.000]  為什麼他那麼想見到呢?
[00:04:35.000 --> 00:04:38.000]  難道是因為耶穌的明星嗎?
[00:04:38.000 --> 00:04:41.000]  如果你看回前一章第十八章
[00:04:41.000 --> 00:04:46.000]  你會留意到耶穌在將他進入耶利哥城的時候
[00:04:46.000 --> 00:04:48.000]  醫好一個盲的
[00:04:48.000 --> 00:04:50.000]  記不記得叫什麼名字?
[00:04:50.000 --> 00:04:53.000]  叫巴底馬
[00:04:53.000 --> 00:04:54.000]  耶穌就停下來
[00:04:54.000 --> 00:04:56.000]  他說我有什麼可以幫到你?
[00:04:56.000 --> 00:04:59.000]  巴底馬說我想見到耶穌
[00:04:59.000 --> 00:05:01.000]  耶穌就救了他
[00:05:01.000 --> 00:05:03.000]  他說他的信心救了他
[00:05:03.000 --> 00:05:05.000]  這次殺戈想見耶穌
