
[00:00:00.000 --> 00:00:05.000]  先介紹自己,我是游群英傳道
[00:00:05.000 --> 00:00:13.000]  是小力園都會成人牧區的傳道
[00:00:13.000 --> 00:00:16.000]  我的花名叫Cuckoo
[00:00:16.000 --> 00:00:20.000]  有些人認識,有些不認識
[00:00:20.000 --> 00:00:27.000]  我們不如聽聽今天上帝預備我們的道
[00:00:27.000 --> 00:00:29.000]  聽聽我們上帝的教導
[00:00:29.000 --> 00:00:35.000]  讓我們一起在上帝的話語裏學習
[00:00:35.000 --> 00:00:39.000]  今天的主題是與耶穌一起萬活成熟
[00:00:39.000 --> 00:00:42.000]  需要從容對待成長
[00:00:42.000 --> 00:00:49.000]  經文是希伯來書五章十二節至十五節
[00:00:49.000 --> 00:00:52.000]  首先說一下什麼是從容
[00:00:52.000 --> 00:00:55.000]  大家覺得從容的定義是怎樣
[00:00:55.000 --> 00:01:03.000]  會不會是憑感覺,feel free,沒所謂,隨遇而安
[00:01:03.000 --> 00:01:07.000]  首先這個位置我們有少少定義
[00:01:07.000 --> 00:01:12.000]  從容其實是一種行為,一種態度
[00:01:12.000 --> 00:01:18.000]  是一種從容不迫,有一種成熟的態度
[00:01:18.000 --> 00:01:23.000]  有著一些能力、知識或者透過一些經驗
[00:01:23.000 --> 00:01:26.000]  幫我們一起去面對事
[00:01:26.000 --> 00:01:30.000]  我記得有一次跟牧師去學跑步
[00:01:30.000 --> 00:01:33.000]  他第一課就問,拿著橡筋問
[00:01:33.000 --> 00:01:35.000]  這樣是不是叫鬆?
[00:01:35.000 --> 00:01:39.000]  我們以為鬆就是這樣,不拉一下就鬆
[00:01:39.000 --> 00:01:42.000]  他說不是,這個是叫劈
[00:01:42.000 --> 00:01:46.000]  鬆是需要少許tension,需要少許力
[00:01:46.000 --> 00:01:50.000]  這樣才叫鬆
[00:01:50.000 --> 00:01:53.000]  所以我們首先搞清楚定義
[00:01:53.000 --> 00:01:56.000]  聽下去會好一點
[00:01:56.000 --> 00:02:00.000]  不會像是逼我們做事一樣
[00:02:00.000 --> 00:02:04.000]  好像要我們努力這樣,努力那樣
[00:02:04.000 --> 00:02:08.000]  首先我們先把定義搞清楚
[00:02:08.000 --> 00:02:14.000]  其實我們成長有很多階段
[00:02:14.000 --> 00:02:18.000]  這是一個嬰兒的成長階段
[00:02:18.000 --> 00:02:25.000]  我們三個月後可能學爬、轉身
[00:02:25.000 --> 00:02:30.000]  開始去探索、去走路
[00:02:30.000 --> 00:02:34.000]  甚至是出於一步接一步
[00:02:34.000 --> 00:02:38.000]  不能突然間,我明明是怕,突然間會逼我懂得走路
[00:02:38.000 --> 00:02:43.000]  而是一步一步一步地去成長
[00:02:43.000 --> 00:02:45.000]  所以成長是分階段
[00:02:45.000 --> 00:02:50.000]  是一種很自然、出於自然的階段
[00:02:50.000 --> 00:02:53.000]  大家有沒有聽過Eva Liao Hsieh
[00:02:53.000 --> 00:02:55.000]  「巨嬰型人格」
[00:02:55.000 --> 00:02:58.000]  有點頭暈
[00:02:58.000 --> 00:03:00.000]  巨嬰型人格是怎樣的?
[00:03:00.000 --> 00:03:03.000]  我們有分程式上的巨嬰
[00:03:03.000 --> 00:03:06.000]  亦有些說是職場上的巨嬰
[00:03:06.000 --> 00:03:08.000]  是怎樣的呢?
[00:03:08.000 --> 00:03:12.000]  職場上的巨嬰,聽一些人說
[00:03:12.000 --> 00:03:16.000]  很多人都覺得不肯學新事物
[00:03:16.000 --> 00:03:19.000]  甚麼都像裙腳仔、靠家
[00:03:19.000 --> 00:03:21.000]  有甚麼都先問一下
[00:03:21.000 --> 00:03:25.000]  明明自己有判斷能力,他都喜歡問人
[00:03:25.000 --> 00:03:29.000]  情緒上的巨嬰,容易情緒失控
[00:03:29.000 --> 00:03:32.000]  甚麼都以自我為中心
[00:03:32.000 --> 00:03:35.000]  不可以去言詞滿足
[00:03:35.000 --> 00:03:39.000]  永遠要接受在一個很完美的裏面
[00:03:39.000 --> 00:03:41.000]  迴避錯失
[00:03:41.000 --> 00:03:43.000]  我們會否再想想
[00:03:43.000 --> 00:03:49.000]  在信仰上,我們會否有時成為一個信仰的巨嬰呢?
[00:03:49.000 --> 00:03:52.000]  巨嬰有甚麼特質?
[00:03:52.000 --> 00:03:56.000]  很多時BB要我們照顧
[00:03:56.000 --> 00:04:03.000]  要人好好照顧他
[00:04:03.000 --> 00:04:08.000]  今天的經文,我覺得有少許可以連繫到
[00:04:08.000 --> 00:04:11.000]  請聽我讀出主題經文
[00:04:11.000 --> 00:04:15.000]  按時間說,你們早該作教師了
[00:04:15.000 --> 00:04:21.000]  誰知還需要有人再將神聖言基督的道要教導你們
[00:04:21.000 --> 00:04:26.000]  你們成了那需要吃奶不能吃乾糧的人
[00:04:26.000 --> 00:04:31.000]  凡只能吃奶的,就不熟練人兒的道理
[00:04:31.000 --> 00:04:33.000]  因為他是嬰孩
[00:04:33.000 --> 00:04:37.000]  唯獨長大成人的才能吃乾糧
[00:04:37.000 --> 00:04:40.000]  他們的心竅因練習而靈活
[00:04:40.000 --> 00:04:43.000]  能分辨善惡了
[00:04:43.000 --> 00:04:46.000]  在希伯來書的第三節經文
[00:04:46.000 --> 00:04:48.000]  說說少許背景
[00:04:48.000 --> 00:04:53.000]  經文背景在日期大約是主後的70至140年
[00:04:53.000 --> 00:04:57.000]  讀者是一群羅馬的猶太基督徒
[00:04:57.000 --> 00:05:00.000]  所組成的家庭教會
[00:05:00.000 --> 00:05:03.000]  書的目的主要是勸勉
[00:05:03.000 --> 00:05:07.000]  因為他們面對著很多外來的壓力
[00:05:07.000 --> 00:05:10.000]  試煉,還越發加劇
[00:05:10.000 --> 00:05:13.000]  甚至可能會有殉道
[00:05:13.000 --> 00:05:16.000]  隨著很多流失
[00:05:16.000 --> 00:05:20.000]  原本他們是一群很勇敢見證的基督徒
[00:05:20.000 --> 00:05:22.000]  但慢慢他們退出
[00:05:22.000 --> 00:05:28.000]  灰心,甚至很擔心
[00:05:28.000 --> 00:05:32.000]  以致將他們明明在在路上的成長
[00:05:32.000 --> 00:05:34.000]  突然好像停滯了
[00:05:34.000 --> 00:05:36.000]  甚至離開了
[00:05:36.000 --> 00:05:40.000]  這就是經文的背景和核心
[00:05:40.000 --> 00:05:43.000]  我將它分為三部分去看
[00:05:43.000 --> 00:05:46.000]  呼召是為成長掙扎卻從容
[00:05:46.000 --> 00:05:48.000]  堅持才看見
[00:05:48.000 --> 00:05:50.000]  看第一部分
[00:05:50.000 --> 00:05:52.000]  經文裏面說
[00:05:52.000 --> 00:05:56.000]  按時間說你們早該作教師了
[00:05:56.000 --> 00:06:00.000]  按時間
[00:06:00.000 --> 00:06:05.000]  不是急速地要成為教師
[00:06:05.000 --> 00:06:07.000]  而是按時間
[00:06:07.000 --> 00:06:09.000]  他們認識的基礎
[00:06:09.000 --> 00:06:11.000]  認識的知識
[00:06:11.000 --> 00:06:13.000]  才能成為教師
[00:06:13.000 --> 00:06:17.000]  我們也有做小組組長
[00:06:17.000 --> 00:06:23.000]  可能已經成為教導人的階梯
[00:06:23.000 --> 00:06:28.000]  但他們卻選擇了回頭
[00:06:28.000 --> 00:06:30.000]  好像拉後腿
[00:06:30.000 --> 00:06:33.000]  明明可以成為一個成人
[00:06:33.000 --> 00:06:37.000]  但他們甘願成為一個鷹蟹
[00:06:37.000 --> 00:06:40.000]  明明可以吃乾糧
[00:06:40.000 --> 00:06:45.000]  但回頭卻要吃奶
[00:06:45.000 --> 00:06:50.000]  明明他們已經認識神聖言的基礎
[00:06:50.000 --> 00:06:56.000]  但回頭卻要認識根生
[00:06:56.000 --> 00:06:59.000]  沒有去根生他的生命
[00:06:59.000 --> 00:07:03.000]  可能在沙浸的系統會明白一點
[00:07:03.000 --> 00:07:05.000]  因為我們有分離牧羊
[00:07:05.000 --> 00:07:07.000]  有小熊、火花
[00:07:07.000 --> 00:07:09.000]  甚至乎Junior, UFES
[00:07:09.000 --> 00:07:11.000]  UFES和成人崇拜
[00:07:11.000 --> 00:07:15.000]  很多時候我們都有不同的階段
[00:07:15.000 --> 00:07:18.000]  希望有不同的餵養
[00:07:18.000 --> 00:07:21.000]  比如我們可以在成長裏面
[00:07:21.000 --> 00:07:27.000]  如何適合節奏、胃口、成長
[00:07:27.000 --> 00:07:32.000]  每一個肌肉配對一些食物
[00:07:32.000 --> 00:07:37.000]  但這群信徒正面對一個
[00:07:37.000 --> 00:07:41.000]  沒有信心回頭的時機
[00:07:41.000 --> 00:07:47.000]  這裏說明明可以認識神聖言的基礎
[00:07:47.000 --> 00:07:52.000]  但成了需要吃奶不能吃乾糧的人
[00:07:52.000 --> 00:07:55.000]  信徒正面對信心的危機
[00:07:55.000 --> 00:07:58.000]  他們退縮,變得遲鈍
[00:07:58.000 --> 00:08:01.000]  疲倦、灰心
[00:08:01.000 --> 00:08:03.000]  遲鈍不是認知的遲鈍
[00:08:03.000 --> 00:08:07.000]  而是在經文、屬靈上的遲鈍
[00:08:07.000 --> 00:08:11.000]  作者感受到一個危險
[00:08:11.000 --> 00:08:15.000]  這種氛圍正在蔓延
[00:08:15.000 --> 00:08:22.000]  我們有時會在不同的地方服侍
[00:08:22.000 --> 00:08:25.000]  例如在男童院和監獄
[00:08:25.000 --> 00:08:30.000]  很多時候我們不擔心他們不認識神
[00:08:30.000 --> 00:08:33.000]  因為在那個氛圍和年期
[00:08:33.000 --> 00:08:35.000]  基本上我們每個星期進去
[00:08:35.000 --> 00:08:37.000]  都是跟他們講聖經
[00:08:37.000 --> 00:08:40.000]  他們很認真地聽和追求
[00:08:40.000 --> 00:08:42.000]  但我們最怕的是什麼?
[00:08:42.000 --> 00:08:46.000]  最怕他們一出去就倒塌
[00:08:46.000 --> 00:08:50.000]  他們就選擇退縮
[00:08:50.000 --> 00:08:53.000]  選擇不走在神的道路上
[00:08:53.000 --> 00:08:56.000]  繼續賺取他們的快錢
[00:08:56.000 --> 00:09:00.000]  繼續被一群身邊的朋友蠶食
[00:09:00.000 --> 00:09:06.000]  所以在成長中我們會面對很多掙扎
