
[00:00:00.000 --> 00:00:08.000]  大家好,今天繼續是《朝聖者人生》的第二講
[00:00:08.000 --> 00:00:12.000]  就是有屬靈危機意識憑什麼意行
[00:00:12.000 --> 00:00:15.000]  就來自《埃及奇事》第32章1至6節
[00:00:15.000 --> 00:00:18.000]  不知道看到這個題目空了一格字
[00:00:18.000 --> 00:00:21.000]  你會想起什麼字,你會填什麼字進去呢?
[00:00:21.000 --> 00:00:25.000]  一會兒我再說填什麼字進去
[00:00:25.000 --> 00:00:28.000]  在進入經文之前想問大家一個問題
[00:00:28.000 --> 00:00:32.000]  不知道你的安全感來自什麼呢?
[00:00:32.000 --> 00:00:34.000]  通常你會對什麼……
[00:00:34.000 --> 00:00:36.000]  有那樣東西在,我就很有安全感了
[00:00:36.000 --> 00:00:40.000]  例如,有些人我聽過
[00:00:40.000 --> 00:00:45.000]  就算很大個都要拿著從小到大的被子
[00:00:45.000 --> 00:00:47.000]  那個被子要怎樣睡得著呢?
[00:00:47.000 --> 00:00:51.000]  可能要剪角出來,要聞著那股味道才能睡得著
[00:00:51.000 --> 00:00:53.000]  這是他安全感的來源
[00:00:53.000 --> 00:00:56.000]  有些可能是其他,例如公仔
[00:00:56.000 --> 00:00:59.000]  公仔不能洗,洗了味道就沒了就不行了
[00:00:59.000 --> 00:01:01.000]  就沒有安全感了
[00:01:01.000 --> 00:01:05.000]  還是要有錢就很有安全感了
[00:01:05.000 --> 00:01:08.000]  銀包裏面一定會立即被壓頭
[00:01:08.000 --> 00:01:12.000]  我曾經也是,我是怎樣呢?
[00:01:12.000 --> 00:01:15.000]  安全感都是來自於銀包一定要有錢
[00:01:15.000 --> 00:01:18.000]  錢不是普通一二十元
[00:01:18.000 --> 00:01:22.000]  起碼要有幾百元在,我才覺得很心安
[00:01:22.000 --> 00:01:24.000]  如果不是的話,我會不知道怎樣辦
[00:01:24.000 --> 00:01:28.000]  但後來這件事就解決了
[00:01:28.000 --> 00:01:31.000]  我的安全感不在於銀包裏面要多少錢
[00:01:31.000 --> 00:01:34.000]  甚至有時候我銀包裏面沒有錢
[00:01:34.000 --> 00:01:38.000]  唯一就是我要買東西,看看有沒有錢
[00:01:38.000 --> 00:01:42.000]  但現在不是每一部電話都一定能買到東西
[00:01:42.000 --> 00:01:45.000]  所以也不在乎有沒有錢
[00:01:45.000 --> 00:01:49.000]  大家可以想想你的安全感是來自於什麼
[00:01:49.000 --> 00:01:51.000]  我們又看看經文裏
[00:01:51.000 --> 00:01:56.000]  今天說的這段經文可能大家都很熟悉
[00:01:56.000 --> 00:01:58.000]  應該一定會聽過
[00:01:58.000 --> 00:02:03.000]  我為大家讀出,來自《出埃及記》32章1至6節
[00:02:03.000 --> 00:02:07.000]  「百姓見摩西遲遲不下山,就聚集到阿倫那裏
[00:02:07.000 --> 00:02:10.000]  對他說:起來,為我們做神明
[00:02:10.000 --> 00:02:12.000]  在我們前面引路
[00:02:12.000 --> 00:02:15.000]  因為領我們出埃及地的那個摩西
[00:02:15.000 --> 00:02:18.000]  我們不知道他遭遇了什麼事
[00:02:18.000 --> 00:02:25.000]  阿倫對他們說:你們去摘下你們妻子兒女以上的金華,拿來給我
[00:02:25.000 --> 00:02:30.000]  眾百姓就摘下他們以上的金華,拿來給阿倫
[00:02:30.000 --> 00:02:32.000]  阿倫從他們手裏接過來
[00:02:32.000 --> 00:02:38.000]  用毛紙塑造他,把他鑄成一頭牛犢
[00:02:38.000 --> 00:02:44.000]  他們就說:以色列,這是領你出埃及的神明
[00:02:44.000 --> 00:02:47.000]  阿倫看見就在牛犢面前捉他
[00:02:47.000 --> 00:02:50.000]  宣告說:明日要向耶和華守節
[00:02:50.000 --> 00:02:54.000]  次日清早,百姓起來獻飯祭和平安祭
[00:02:54.000 --> 00:02:57.000]  就坐下吃喝,起來玩樂」
[00:02:57.000 --> 00:03:02.000]  這個金牛獨的事件,應該大家都很熟悉
[00:03:02.000 --> 00:03:06.000]  我不知道大家有否看到,他們的安全感來自於什麼呢?
[00:03:06.000 --> 00:03:10.000]  在說經文之前,說說背景
[00:03:10.000 --> 00:03:14.000]  剛才這個金牛獨的事件就在32章出現
[00:03:14.000 --> 00:03:19.000]  前面不是前一章,已經是前很多章
[00:03:19.000 --> 00:03:22.000]  是由19章開始整個事件
[00:03:22.000 --> 00:03:27.000]  19章的時候,神頒佈命令
[00:03:27.000 --> 00:03:31.000]  吩咐祭司和百姓,他們要聽到神說話之前
[00:03:31.000 --> 00:03:34.000]  如何能夠聽到祂的吩咐呢?
[00:03:34.000 --> 00:03:36.000]  不是透過誰說,而是自己親自聽到
[00:03:36.000 --> 00:03:41.000]  神吩咐祭司和百姓,首先要分別為聖
[00:03:41.000 --> 00:03:43.000]  要潔淨,要預備好自己
[00:03:43.000 --> 00:03:46.000]  他們就可以聽到神跟他們說話
[00:03:46.000 --> 00:03:51.000]  就在西乃山頒佈十誡
[00:03:51.000 --> 00:03:56.000]  19至23章其實都是說一些誡命律例
[00:03:56.000 --> 00:03:59.000]  神頒佈告訴他們,有什麼他們應該做,不應該做
[00:03:59.000 --> 00:04:03.000]  要怎樣做,跟他們納約,這是神的話語
[00:04:03.000 --> 00:04:07.000]  然後在24章的時候,有納約的儀式
[00:04:07.000 --> 00:04:13.000]  主題都是說神給他們的吩咐話語
[00:04:13.000 --> 00:04:17.000]  他們應該怎樣做,敬拜獻祭,經歷神的同在
[00:04:17.000 --> 00:04:21.000]  然後25至40章是說怎樣建造會幕
[00:04:21.000 --> 00:04:24.000]  如何敬拜,經歷神的同在
[00:04:24.000 --> 00:04:30.000]  然後這班百姓聽到這些吩咐
[00:04:30.000 --> 00:04:34.000]  甚至他們在24章三節
[00:04:34.000 --> 00:04:37.000]  他們有承諾過一些事情
[00:04:37.000 --> 00:04:40.000]  24章三節是摩西下山後
[00:04:40.000 --> 00:04:46.000]  跟百姓說耶和華的一切命令和典章
[00:04:46.000 --> 00:04:49.000]  而這些百姓齊聲說
[00:04:49.000 --> 00:04:52.000]  耶和華所吩咐的一切,我們都必遵行
[00:04:52.000 --> 00:04:55.000]  他們承諾過一定會遵守
[00:04:55.000 --> 00:04:58.000]  然後之後摩西再上山
[00:04:58.000 --> 00:05:00.000]  其實會有幾次上山
[00:05:00.000 --> 00:05:04.000]  而再重複在經文看到的12節
[00:05:04.000 --> 00:05:06.000]  耶和華跟摩西說
[00:05:06.000 --> 00:05:08.000]  上山到我這裡,住在這裡
[00:05:08.000 --> 00:05:12.000]  我要把石板,就是我所寫的律法誡命賜給你
[00:05:12.000 --> 00:05:14.000]  讓你可以去教導他們
[00:05:14.000 --> 00:05:19.000]  不單是告訴他們這些誡命
[00:05:19.000 --> 00:05:21.000]  而是寫下來教導他們
[00:05:21.000 --> 00:05:24.000]  我在想的可能和我們一樣
[00:05:24.000 --> 00:05:26.000]  我們很多事情都知道,聽過
[00:05:26.000 --> 00:05:29.000]  但是可能我們會忘記
[00:05:29.000 --> 00:05:32.000]  所以要寫下來,再重複去教導
[00:05:32.000 --> 00:05:34.000]  那些聽到的經常說
[00:05:34.000 --> 00:05:36.000]  為什麼每天說這些,聽完又聽
[00:05:36.000 --> 00:05:38.000]  我們不記得,我們不做
[00:05:38.000 --> 00:05:41.000]  所以重複去教導,重複去提醒
[00:05:41.000 --> 00:05:43.000]  然後神的約和他們的約
[00:05:43.000 --> 00:05:45.000]  也是神的說話
[00:05:45.000 --> 00:05:47.000]  告訴他們有什麼要遵守
[00:05:47.000 --> 00:05:50.000]  所以當合約精神,你們都會
[00:05:50.000 --> 00:05:52.000]  簽了合約你們都會履行
[00:05:52.000 --> 00:05:56.000]  跟神納了約,百姓自然就要守約
[00:05:56.000 --> 00:05:58.000]  所以要聽從神的話
[00:05:58.000 --> 00:06:02.000]  這也是神要求他們的百姓順服聽命
[00:06:02.000 --> 00:06:04.000]  但是在這個前提下
[00:06:04.000 --> 00:06:07.000]  去到剛才我們讀的經文32章
[00:06:07.000 --> 00:06:09.000]  我們會看到他們有沒有守約呢?
[00:06:09.000 --> 00:06:11.000]  很明顯就是沒有
[00:06:11.000 --> 00:06:14.000]  如果用回題目
[00:06:14.000 --> 00:06:17.000]  憑什麼義行你會填什麼字進去呢?
[00:06:17.000 --> 00:06:20.000]  我想到他們,我看到的
[00:06:20.000 --> 00:06:23.000]  他們可能第一個就是憑他們的己義義行
[00:06:26.000 --> 00:06:29.000]  他們在西奈山那幾個月裏
[00:06:29.000 --> 00:06:33.000]  以色列人至少有三次承諾
[00:06:33.000 --> 00:06:37.000]  要照神的吩咐的一切說話去行
[00:06:37.000 --> 00:06:39.000]  但很明顯最後沒有
[00:06:39.000 --> 00:06:41.000]  雖然他們一次又一次的承諾
[00:06:41.000 --> 00:06:42.000]  但最後沒有
[00:06:42.000 --> 00:06:45.000]  而他們剛才32章犯罪的時間點
[00:06:45.000 --> 00:06:50.000]  正正是他們聽到神頒佈的律法之後
[00:06:50.000 --> 00:06:53.000]  然後地點就是在他們見到神榮耀
[00:06:53.000 --> 00:06:56.000]  要顯現的西奈山那裏
[00:06:56.000 --> 00:06:59.000]  他們已經承諾了要遵守神的法律
[00:06:59.000 --> 00:07:02.000]  但他們卻又是做金牛讀
[00:07:02.000 --> 00:07:06.000]  沉溺在放縱肉體所謂的慶祝活動裏面
[00:07:06.000 --> 00:07:10.000]  經文裏面提到的坐下吃喝
[00:07:10.000 --> 00:07:11.000]  起來玩樂
[00:07:11.000 --> 00:07:13.000]  其實這個不只是玩這個意思
[00:07:13.000 --> 00:07:17.000]  那個玩樂的希伯來動詞
[00:07:17.000 --> 00:07:19.000]  即是「易做玩樂」這個希伯來動詞
[00:07:19.000 --> 00:07:21.000]  其實有調情的含義
[00:07:21.000 --> 00:07:25.000]  即是不單單是喝酒玩樂
[00:07:25.000 --> 00:07:28.000]  是有其他東西去做
[00:07:28.000 --> 00:07:32.000]  所以他們觸犯了十誡裏面三條誡命
[00:07:32.000 --> 00:07:35.000]  第一條、第二條和第七條
[00:07:35.000 --> 00:07:37.000]  有沒有人記得第一條誡命是甚麼?
[00:07:37.000 --> 00:07:41.000]  大家的樣子很疑惑
[00:07:41.000 --> 00:07:43.000]  實在令人很擔憂
[00:07:43.000 --> 00:07:45.000]  沒有人記得
[00:07:45.000 --> 00:07:48.000]  第一條是「不可有別的神」
[00:07:48.000 --> 00:07:51.000]  大家還記得第二條誡命是甚麼嗎?
[00:07:51.000 --> 00:07:54.000]  我看到有人在查
[00:07:54.000 --> 00:07:57.000]  「不可雕刻偶像」
[00:07:57.000 --> 00:08:00.000]  通常我們都會狡辯
[00:08:00.000 --> 00:08:05.000]  「他不是雕刻,他只是做一個金牛」
[00:08:05.000 --> 00:08:08.000]  但其實在二十章的二十三節裏
[00:08:08.000 --> 00:08:11.000]  其中神亦有說過一句話
[00:08:11.000 --> 00:08:14.000]  「你們不可以為我製造偶像」
[00:08:14.000 --> 00:08:17.000]  「不可以為自己做任何金銀的神像」
[00:08:17.000 --> 00:08:22.000]  所以其實已經告訴他們不可以這樣做
[00:08:22.000 --> 00:08:24.000]  而第七條誡命他們犯的是甚麼呢?
[00:08:24.000 --> 00:08:26.000]  就是不可姦淫
[00:08:26.000 --> 00:08:28.000]  所以剛才說的
[00:08:28.000 --> 00:08:32.000]  他們基本上聽完十誡的吩咐
[00:08:32.000 --> 00:08:34.000]  但他們就全做了
[00:08:34.000 --> 00:08:38.000]  違反了神給他們的律法誡命
[00:08:38.000 --> 00:08:43.000]  而這次很明顯他們不會覺得自己做錯
[00:08:43.000 --> 00:08:45.000]  他們覺得自己做的是對的
[00:08:45.000 --> 00:08:48.000]  而為何他們會犯這個錯呢?
[00:08:48.000 --> 00:08:49.000]  就是他們很心急
[00:08:49.000 --> 00:08:51.000]  因為他們看不到摩西
[00:08:51.000 --> 00:08:53.000]  摩西已經上了山
