
[00:00:00.000 --> 00:00:02.000]  各位導演姊妹平安
[00:00:02.000 --> 00:00:12.800]  今天是講述小力園堂的一個季度系列
[00:00:12.800 --> 00:00:15.000]  這個系列叫做《天開了》
[00:00:15.000 --> 00:00:16.000]  記不記得了
[00:00:16.000 --> 00:00:18.600]  玉卿傳道講了第一講
[00:00:18.600 --> 00:00:21.000]  我們總共有六講
[00:00:21.000 --> 00:00:23.800]  這次是第二講
[00:00:23.800 --> 00:00:27.800]  主題是《屬天的身份》
[00:00:27.800 --> 00:00:30.600]  我們一起看看
[00:00:30.600 --> 00:00:36.200]  究竟我們的身份最優越的是什麼
[00:00:36.200 --> 00:00:40.400]  你想到我們的身份其實很多
[00:00:40.400 --> 00:00:42.600]  可能你會想到很優越的
[00:00:42.600 --> 00:00:45.600]  會不會是你的專業
[00:00:45.600 --> 00:00:47.600]  我的專業是什麼
[00:00:47.600 --> 00:00:49.200]  很容易就說出來
[00:00:49.200 --> 00:00:54.800]  或者我聽到很多老人家很容易誇獎
[00:00:54.800 --> 00:00:58.800]  我們的子女是做什麼的 是律師 是老師
[00:00:58.800 --> 00:01:01.200]  是經理等等
[00:01:01.200 --> 00:01:05.000]  這個身份是否我們很優越
[00:01:05.000 --> 00:01:08.000]  又或者我們的輩分
[00:01:08.000 --> 00:01:10.400]  有很多人說很開心
[00:01:10.400 --> 00:01:12.600]  我榮升了奶奶
[00:01:12.600 --> 00:01:14.800]  榮升了爺爺
[00:01:14.800 --> 00:01:19.600]  我不知道這個輩分是否你經常去跨越
[00:01:19.600 --> 00:01:23.000]  還是你會常常提起
[00:01:23.000 --> 00:01:26.800]  我們是屬於上帝的子民
[00:01:26.800 --> 00:01:29.000]  我們是屬於耶穌基督的
[00:01:29.000 --> 00:01:30.400]  我們是基督徒
[00:01:30.400 --> 00:01:33.200]  你有沒有畏著我們有這個身份
[00:01:33.200 --> 00:01:35.400]  而覺得它優越呢
[00:01:35.400 --> 00:01:38.400]  今天是看兩節經文
[00:01:38.400 --> 00:01:43.600]  記載在《路加福音》三章二十一至二十二節
[00:01:43.600 --> 00:01:46.000]  講耶穌受浸的情景
[00:01:46.000 --> 00:01:49.200]  我相信很多弟兄姊妹可能都很熟悉
[00:01:49.200 --> 00:01:50.400]  我們一起讀 好嗎
[00:01:50.400 --> 00:01:51.800]  預備起
[00:01:51.800 --> 00:01:54.400]  眾百姓都受了洗
[00:01:54.400 --> 00:01:56.400]  耶穌也受了洗
[00:01:56.400 --> 00:01:59.800]  他正禱告的時候天開了
[00:01:59.800 --> 00:02:02.400]  聖靈降在他身上
[00:02:02.400 --> 00:02:04.600]  形象彷彿甲子
[00:02:04.600 --> 00:02:07.800]  又有聲音從天上來說
[00:02:07.800 --> 00:02:09.800]  你是我的愛子
[00:02:09.800 --> 00:02:11.600]  我喜愛你
[00:02:11.600 --> 00:02:13.600]  是否很熟悉經文
[00:02:13.600 --> 00:02:15.800]  我們怎樣看一段經文呢
[00:02:15.800 --> 00:02:18.600]  我相信由一個
[00:02:18.600 --> 00:02:20.600]  他寫背景的時候
[00:02:20.600 --> 00:02:25.600]  是一個構造約翰和耶穌的生平
[00:02:25.600 --> 00:02:28.200]  去平衡記載
[00:02:28.200 --> 00:02:31.400]  所以我們看到整卷的《路加福音》
[00:02:31.400 --> 00:02:35.400]  第一章是講預言約翰降生
[00:02:35.400 --> 00:02:38.400]  然後有預言耶穌降生
[00:02:38.400 --> 00:02:41.000]  然後兩個母親相聚
[00:02:41.000 --> 00:02:43.000]  有些對話
[00:02:43.000 --> 00:02:44.400]  然後約翰出生
[00:02:44.400 --> 00:02:46.600]  然後耶穌出生
[00:02:46.600 --> 00:02:51.800]  然後很快就講耶穌的智慧和身份不斷增長
[00:02:51.800 --> 00:02:53.200]  然後一跳下去
[00:02:53.200 --> 00:02:56.200]  然後就講約翰的傳道
[00:02:56.200 --> 00:02:57.200]  今天我們看
[00:02:57.200 --> 00:02:58.200]  他正在平衡
[00:02:58.200 --> 00:03:00.400]  就講耶穌的傳道
[00:03:00.400 --> 00:03:05.200]  之後我們知道整個的救恩的成就
[00:03:05.200 --> 00:03:08.600]  所以如果我們從這個架構去看
[00:03:08.600 --> 00:03:11.400]  我們這段經文的時候
[00:03:11.400 --> 00:03:14.800]  他有一個重要的訊息要告訴我們
[00:03:14.800 --> 00:03:17.200]  就是中間那裡說
[00:03:17.200 --> 00:03:18.800]  天開了
[00:03:18.800 --> 00:03:24.000]  天開了是整段經文的主要蓋子
[00:03:24.000 --> 00:03:27.800]  所以整個當眾人都受了淹
[00:03:27.800 --> 00:03:28.800]  耶穌也受了淹
[00:03:28.800 --> 00:03:31.600]  然後耶穌正禱告的時候
[00:03:31.600 --> 00:03:32.800]  天就開了
[00:03:32.800 --> 00:03:36.400]  在講一個很重要的
[00:03:36.400 --> 00:03:39.200]  上帝特別的啟示給我們聽
[00:03:39.200 --> 00:03:40.800]  其中有兩個
[00:03:40.800 --> 00:03:44.600]  就是聖靈好像甲子一樣降臨
[00:03:44.600 --> 00:03:46.600]  又說到聽到聲音
[00:03:46.600 --> 00:03:48.800]  我們詳細再看的時候
[00:03:48.800 --> 00:03:50.800]  我們知道整個經文
[00:03:50.800 --> 00:03:52.400]  我們今天去思想的
[00:03:52.400 --> 00:03:55.000]  這個就是在講
[00:03:55.000 --> 00:03:59.800]  上帝要宣告耶穌基督的身份
[00:03:59.800 --> 00:04:05.800]  當耶穌開始他的傳道生危的時候
[00:04:05.800 --> 00:04:09.400]  他宣佈基督是一個
[00:04:09.400 --> 00:04:12.200]  耶穌基督就是上帝的兒子
[00:04:12.200 --> 00:04:16.000]  耶穌基督就是指向他們舊約裡
[00:04:16.000 --> 00:04:19.600]  在尋求等候的彌賽亞救主
[00:04:19.600 --> 00:04:22.200]  待會會繼續講下去
[00:04:22.200 --> 00:04:23.600]  當我們看到的時候
[00:04:23.600 --> 00:04:26.000]  我們今天去思想
[00:04:26.000 --> 00:04:30.000]  正正就是耶穌基督他成就了一個救恩
[00:04:30.000 --> 00:04:33.000]  耶穌基督的身份的重要
[00:04:33.000 --> 00:04:37.000]  同樣帶給我們現在跟隨的人
[00:04:37.000 --> 00:04:38.600]  都何等重要
[00:04:38.600 --> 00:04:41.400]  《羅馬書八章》29節這樣說
[00:04:41.400 --> 00:04:45.000]  他說因為他(耶穌)所預知
[00:04:45.000 --> 00:04:46.800]  上帝所預知的人
[00:04:46.800 --> 00:04:51.000]  他已經預定他們效法他的兒子的榜樣
[00:04:51.000 --> 00:04:55.200]  使他的兒子在許多弟兄中作長子
[00:04:55.200 --> 00:04:59.400]  就是耶穌基督成為上帝所揀選的長子
[00:04:59.400 --> 00:05:02.200]  代表著我們進入上帝裡
[00:05:02.200 --> 00:05:04.800]  因著耶穌基督那份救恩
[00:05:04.800 --> 00:05:07.600]  因著耶穌基督的身份
[00:05:07.600 --> 00:05:10.400]  我們成為可以稱呼
[00:05:10.400 --> 00:05:12.800]  耶穌基督弟兄姊妹
[00:05:12.800 --> 00:05:14.400]  他是長子
[00:05:14.400 --> 00:05:16.800]  是天國裡領頭的
[00:05:16.800 --> 00:05:20.400]  我們能夠進入這個身份裡
[00:05:20.400 --> 00:05:22.600]  所以我們基督徒的生命
[00:05:22.600 --> 00:05:24.400]  我們如何去面對
[00:05:24.400 --> 00:05:26.800]  我們有屬天的身份
[00:05:26.800 --> 00:05:29.800]  我們今天如何去領受呢
[00:05:29.800 --> 00:05:32.400]  很想由三方面去思想
[00:05:32.400 --> 00:05:35.800]  第一方面當我們有屬天的身份的時候
[00:05:35.800 --> 00:05:40.200]  其實我們正在展開人生的因典
[00:05:40.200 --> 00:05:43.000]  同樣展開一個使命的人生
[00:05:43.000 --> 00:05:47.400]  更加我們的生命變得很尊貴
[00:05:47.400 --> 00:05:49.200]  第一點我們看的時候
[00:05:49.200 --> 00:05:51.800]  我們進入一個因典的人生
[00:05:51.800 --> 00:05:55.800]  我們看回耶穌基督帶我們進入因典的人生
[00:05:55.800 --> 00:05:57.600]  耶穌基督的記載
[00:05:57.600 --> 00:05:59.600]  如果在福音書裡
[00:05:59.600 --> 00:06:04.400]  你看到他有兩個階段去表達他的身份
[00:06:04.400 --> 00:06:06.800]  我們說前三十年
[00:06:06.800 --> 00:06:10.000]  耶穌在世三十三年多
[00:06:10.000 --> 00:06:13.200]  前三十年是一個隱藏期
[00:06:13.200 --> 00:06:18.000]  後三年五或三年半是一個公開期
[00:06:18.000 --> 00:06:19.400]  如果你看的時候
[00:06:19.400 --> 00:06:23.200]  你會發現耶穌基督說他的降生的時候
[00:06:23.200 --> 00:06:24.400]  很快跳下去
[00:06:24.400 --> 00:06:27.800]  他就說他自慰新娘
