
[00:00:00.000 --> 00:00:04.000]  頂尖會平安
[00:00:04.000 --> 00:00:06.240]  沒有反應的不要緊
[00:00:06.240 --> 00:00:11.920]  今天我們又回到UFES
[00:00:11.920 --> 00:00:14.560]  上星期停過一次
[00:00:14.560 --> 00:00:16.880]  因為上星期又Super UFES
[00:00:16.880 --> 00:00:20.960]  所以我們有一個星期沒有直播
[00:00:20.960 --> 00:00:24.400]  今天一回來我們就有一個新的系列
[00:00:24.400 --> 00:00:26.720]  我這裡沒有寫表題
[00:00:26.720 --> 00:00:29.040]  但其實網上的thumbnail是有寫的
[00:00:29.040 --> 00:00:31.280]  就是互為肢體之道
[00:00:31.280 --> 00:00:34.480]  今天在這個系列第一講
[00:00:34.480 --> 00:00:36.080]  我就按著我收到的
[00:00:36.080 --> 00:00:39.200]  因為這個系列是由Jimmy來決定的
[00:00:39.200 --> 00:00:42.480]  所以我就按著我收到的文字來介紹這個系列
[00:00:42.480 --> 00:00:46.320]  這個系列講的是真誠的關係
[00:00:46.320 --> 00:00:49.520]  發掘失落了的互為肢體之道
[00:00:49.520 --> 00:00:52.480]  人普遍有對於關係的渴望
[00:00:52.480 --> 00:00:57.200]  彷彿我們直覺知道自己為了關係而被創造
[00:00:57.200 --> 00:01:02.320]  神就在我們的本性安放了他和他的家庭
[00:01:02.320 --> 00:01:03.920]  即是神次下的關係
[00:01:03.920 --> 00:01:05.520]  聯繫的渴望
[00:01:05.520 --> 00:01:08.560]  人或許會有很多很多的同伴
[00:01:08.560 --> 00:01:11.440]  但很少有真正的情誼
[00:01:11.440 --> 00:01:16.160]  我們不知道如何建立、培養、享受這些情誼、友誼
[00:01:16.160 --> 00:01:20.240]  只能夠透過活出耶穌的愛這條道路
[00:01:20.240 --> 00:01:22.160]  不是為了自己取得愛
[00:01:22.160 --> 00:01:25.120]  而是學習和別人分享愛
[00:01:25.120 --> 00:01:27.120]  而今天就是
[00:01:27.120 --> 00:01:29.360]  我收到的文字就只有這麼多
[00:01:29.360 --> 00:01:31.840]  今天就是這個系列第一講
[00:01:31.840 --> 00:01:32.800]  我剛剛忘記了
[00:01:32.800 --> 00:01:37.280]  這個第一講就是今天第一講的標題
[00:01:37.280 --> 00:01:41.440]  就好像空格空格愛你那樣愛別人
[00:01:41.440 --> 00:01:42.800]  這個也是我收到的題目
[00:01:42.800 --> 00:01:44.960]  我們在進入訊息之前
[00:01:44.960 --> 00:01:47.200]  我們一起讀一下今天的經文
[00:01:47.200 --> 00:01:48.240]  看到了嗎?
[00:01:48.240 --> 00:01:48.800]  看到了嗎?
[00:01:48.800 --> 00:01:49.360]  清晰了嗎?
[00:01:49.360 --> 00:01:50.080]  那就一起讀吧
[00:01:50.080 --> 00:01:51.040]  預備,1,2,3
[00:01:51.440 --> 00:01:54.240]  我賜給一條新命令
[00:01:54.240 --> 00:01:56.960]  乃是叫你們彼此相愛
[00:01:56.960 --> 00:01:58.720]  我怎樣愛你們
[00:01:58.720 --> 00:02:01.280]  你們也要怎樣相愛
[00:02:01.280 --> 00:02:04.640]  好,這一節是非常熟悉的經文
[00:02:04.640 --> 00:02:05.920]  來自哪裡呢?
[00:02:05.920 --> 00:02:06.720]  剛剛有寫的
[00:02:06.720 --> 00:02:09.520]  就是來自約翰福音十三章三十四節
[00:02:09.520 --> 00:02:11.200]  我們在…
[00:02:11.200 --> 00:02:13.440]  先長期站在肚子裡
[00:02:13.440 --> 00:02:15.680]  讓我們可以一起進入訊息裡面
[00:02:15.680 --> 00:02:17.280]  我們低頭站好
[00:02:17.520 --> 00:02:21.760]  天父願你再一次帶領我們在這段熟悉的經文上
[00:02:21.760 --> 00:02:25.600]  來看見你給我們親自的話語
[00:02:25.600 --> 00:02:29.840]  讓我們知道如何在你的話語上學長你更多
[00:02:29.840 --> 00:02:33.520]  知道你想透過這一節的經文
[00:02:33.520 --> 00:02:37.120]  想透過耶穌基督你自己的話語
[00:02:37.120 --> 00:02:38.720]  再一次跟我們說話
[00:02:38.720 --> 00:02:40.800]  讓我們在當中能夠經歷你
[00:02:40.800 --> 00:02:42.320]  多謝圖奉主明求
[00:02:42.320 --> 00:02:43.440]  阿門
[00:02:43.440 --> 00:02:47.280]  今天我們剛剛讀的這一節經文
[00:02:47.280 --> 00:02:50.240]  是來自使徒約翰所記載
[00:02:50.240 --> 00:02:58.000]  如果大家知道十三章是什麼段落
[00:02:58.000 --> 00:03:00.640]  其實就是耶穌準備上十字架之前
[00:03:00.640 --> 00:03:03.840]  對他的門徒所說的臨別的贈言
[00:03:03.840 --> 00:03:08.160]  我們這裡就不要執著在耶穌復活之後
[00:03:08.160 --> 00:03:11.920]  升天之前跟門徒說的還是臨別贈言
[00:03:11.920 --> 00:03:14.960]  我們集中在耶穌受死前的遺言
[00:03:14.960 --> 00:03:17.360]  如果用約翰的記載來看
[00:03:17.360 --> 00:03:22.800]  他總共有十三章到十六章
[00:03:22.800 --> 00:03:26.800]  內容是十三章到十六章
[00:03:26.800 --> 00:03:28.080]  十三十四十五十六
[00:03:28.080 --> 00:03:29.200]  四章的內容
[00:03:29.200 --> 00:03:31.760]  我們可以說這四章的內容
[00:03:31.760 --> 00:03:36.720]  都是圍繞著耶穌在最後晚餐之後
[00:03:36.720 --> 00:03:40.720]  賜給門徒的這條新命令為中心
[00:03:40.720 --> 00:03:42.400]  對於聖經
[00:03:42.400 --> 00:03:45.360]  如果你認識我
[00:03:45.360 --> 00:03:47.040]  你就會知道我問來問去
[00:03:47.040 --> 00:03:47.920]  只有一個問題
[00:03:47.920 --> 00:03:49.200]  就是為什麼
[00:03:49.200 --> 00:03:51.520]  為什麼耶穌要這樣說
[00:03:51.520 --> 00:03:54.160]  為什麼約翰要這樣記載
[00:03:54.160 --> 00:03:57.440]  為什麼要說這條是新的命令
[00:03:57.440 --> 00:03:58.640]  摩西十誡
[00:03:58.640 --> 00:04:01.680]  盡心盡性盡義盡力愛主你的神
[00:04:01.680 --> 00:04:03.360]  愛人如己不可停止聚會
[00:04:03.360 --> 00:04:05.760]  十一奉獻大使命等等
[00:04:05.760 --> 00:04:08.320]  基督徒我們要守的命令
[00:04:08.320 --> 00:04:09.760]  還不夠多嗎
[00:04:09.760 --> 00:04:12.320]  對於耶穌在臨別秋波
[00:04:12.320 --> 00:04:14.880]  為門徒所留下的最後一條命令
[00:04:14.880 --> 00:04:17.200]  我們如何看待他
[00:04:17.200 --> 00:04:18.480]  如何理解他
[00:04:18.480 --> 00:04:19.760]  如何執行他
[00:04:19.760 --> 00:04:22.160]  無論以上剛問這麼多
[00:04:22.160 --> 00:04:22.800]  為什麼
[00:04:22.800 --> 00:04:24.160]  有沒有解答也好
[00:04:24.160 --> 00:04:26.080]  我們都要回到聖經裡面
[00:04:26.080 --> 00:04:27.520]  盡我們的努力
[00:04:27.520 --> 00:04:29.280]  認識神的話語
[00:04:29.280 --> 00:04:32.800]  對於耶穌最後晚餐的故事
[00:04:32.800 --> 00:04:35.040]  每次說的經文
[00:04:35.040 --> 00:04:36.640]  都是大家很熟悉的經文
[00:04:36.640 --> 00:04:38.640]  都是很熟悉的
[00:04:38.640 --> 00:04:41.200]  無論是基於如月節的晚餐
[00:04:41.200 --> 00:04:43.120]  去設立了主餐這回事
[00:04:43.120 --> 00:04:45.520]  還是寓言給了三次不認他
[00:04:45.520 --> 00:04:47.840]  還是他為門徒洗腳
[00:04:47.840 --> 00:04:51.280]  及至到我們今天讀的這條新命令
[00:04:51.280 --> 00:04:52.400]  彼此相愛
[00:04:52.400 --> 00:04:55.280]  我們都清楚知道這些故事
[00:04:55.280 --> 00:04:57.440]  彼此相愛也很明顯
[00:04:57.440 --> 00:04:59.280]  最直接簡單的理解
[00:04:59.280 --> 00:05:00.560]  就是學耶穌
[00:05:00.560 --> 00:05:01.600]  耶穌自己說的
[00:05:01.600 --> 00:05:02.480]  在後面就說
[00:05:02.480 --> 00:05:03.600]  我如何愛你們
[00:05:03.600 --> 00:05:05.840]  你們如何彼此相愛
[00:05:05.840 --> 00:05:07.440]  耶穌作為老師
[00:05:07.440 --> 00:05:10.320]  仍然都來謙卑
[00:05:10.320 --> 00:05:11.920]  為了門徒洗腳
[00:05:11.920 --> 00:05:13.040]  彼此相愛
[00:05:13.040 --> 00:05:14.240]  是不是謙卑
[00:05:14.240 --> 00:05:15.440]  學耶穌
[00:05:15.440 --> 00:05:18.800]  謙卑自己來洗腳
[00:05:18.800 --> 00:05:22.000]  因為耶穌沒有將猶大
[00:05:22.000 --> 00:05:24.560]  排除在自己洗腳的對象之外
[00:05:24.560 --> 00:05:27.920]  連同出賣自己的猶大
[00:05:27.920 --> 00:05:31.760]  他都一起來納入他愛人當中的意思
[00:05:31.760 --> 00:05:32.880]  還是在說
[00:05:32.880 --> 00:05:34.640]  即使知道彼得的軟弱
[00:05:34.640 --> 00:05:36.080]  後面說
[00:05:36.080 --> 00:05:38.640]  彼得很厲害
[00:05:38.640 --> 00:05:40.160]  自己會跟耶穌說到死
[00:05:40.160 --> 00:05:43.120]  但耶穌說你會三次不認我
[00:05:43.120 --> 00:05:46.480]  是不是因為知道彼得的軟弱
[00:05:46.480 --> 00:05:48.880]  耶穌仍然選擇愛他的意思
[00:05:48.880 --> 00:05:50.480]  還是以上皆是
[00:05:50.480 --> 00:05:51.680]  還是以上皆非
[00:05:51.680 --> 00:05:54.480]  很難回答這個問題
[00:05:54.480 --> 00:05:55.920]  我們作為基督徒
[00:05:55.920 --> 00:05:58.880]  我們其實很容易會很想在聖經裏面
[00:05:58.880 --> 00:06:00.880]  找到一些答案
[00:06:00.880 --> 00:06:04.640]  找到我們行事為人的守則
[00:06:04.640 --> 00:06:06.640]  就好像這句彼此相愛
[00:06:06.640 --> 00:06:09.280]  我們會急不及待地想知道
[00:06:09.280 --> 00:06:11.920]  到底如何學習耶穌
[00:06:11.920 --> 00:06:15.920]  去做到他命令的那一句彼此相愛
[00:06:15.920 --> 00:06:18.240]  這樣是好的
[00:06:18.240 --> 00:06:23.840]  但其實都是一種我們需要努力學習耶穌
[00:06:23.840 --> 00:06:26.240]  但其實我們可以再做一步
[00:06:26.240 --> 00:06:27.680]  嘗試了解一下
[00:06:27.680 --> 00:06:30.560]  到底耶穌在用什麼心境
[00:06:30.560 --> 00:06:31.920]  什麼想法
[00:06:31.920 --> 00:06:35.760]  什麼心態去說出這句新的命令
[00:06:35.760 --> 00:06:40.400]  從而幫助我們更深明白
[00:06:40.400 --> 00:06:44.720]  耶穌在這裡說的彼此相愛是什麼
[00:06:44.720 --> 00:06:48.560]  好,十三章一開始就說
[00:06:48.560 --> 00:06:51.440]  耶穌知道自己離開世界
[00:06:51.440 --> 00:06:54.560]  歸到天父那裏的時候已經到了
[00:06:54.560 --> 00:06:58.080]  第三十三字也再重覆一次同一件事
