
[00:00:00.000 --> 00:00:05.380]  頂枝妹大家好
[00:00:05.380 --> 00:00:10.300]  今日雖然沒有一個實體的崇拜
[00:00:10.300 --> 00:00:13.820]  但在網上我相信我們剛才都感受到
[00:00:13.820 --> 00:00:16.060]  整個偉大和同在
[00:00:16.060 --> 00:00:18.120]  當我在思想到底今天
[00:00:18.120 --> 00:00:20.540]  和頂枝妹講什麼訊息的時候
[00:00:20.540 --> 00:00:23.180]  我想起一個方向
[00:00:23.180 --> 00:00:27.900]  到底我在信仰上路過的人
[00:00:27.900 --> 00:00:31.980]  為什麼在信仰上成為一個很有生命力的人
[00:00:31.980 --> 00:00:36.460]  我選了一個題目叫信心路人甲
[00:00:36.460 --> 00:00:38.980]  有一次有一個小五學生
[00:00:38.980 --> 00:00:41.180]  來到面對一個挑戰
[00:00:41.180 --> 00:00:43.260]  他的數學搞不定
[00:00:43.260 --> 00:00:45.620]  父母當然很緊張
[00:00:45.620 --> 00:00:49.380]  來來來來為他找了很多補習老師
[00:00:49.380 --> 00:00:52.820]  希望幫他的數學能夠搞定
[00:00:52.820 --> 00:00:56.180]  最終不論他上學還是放學
[00:00:56.180 --> 00:00:59.340]  假期任何時間去做補習
[00:00:59.340 --> 00:01:01.260]  都搞不定數學
[00:01:01.260 --> 00:01:02.460]  最後沒辦法
[00:01:02.460 --> 00:01:05.380]  父母就送他轉校
[00:01:05.380 --> 00:01:07.740]  去了一間天主教學校
[00:01:07.740 --> 00:01:09.060]  很奇妙
[00:01:09.060 --> 00:01:12.460]  當他去了之後第一天一放學就回家
[00:01:12.460 --> 00:01:16.620]  他來來來來就走進房間做功課
[00:01:16.620 --> 00:01:19.460]  在當刻父母看見他很勤力
[00:01:19.460 --> 00:01:22.180]  很快就過了一個學期
[00:01:22.180 --> 00:01:25.740]  然後就派考試成績
[00:01:25.740 --> 00:01:31.900]  竟然小五學生由不合格變成90幾分
[00:01:31.900 --> 00:01:33.620]  父母當然很開心
[00:01:33.620 --> 00:01:34.580]  鼓掌
[00:01:34.580 --> 00:01:35.740]  馬上捉住兒子
[00:01:35.740 --> 00:01:39.260]  兒子 為什麼你的成績會這麼好
[00:01:39.260 --> 00:01:42.500]  兒子不說話
[00:01:42.500 --> 00:01:43.620]  母親追問
[00:01:43.620 --> 00:01:45.020]  是不是老師教得好
[00:01:45.020 --> 00:01:48.100]  是不是這間學校氣氛好
[00:01:48.100 --> 00:01:50.060]  同學又跟你互相激勵好
[00:01:50.060 --> 00:01:52.100]  兒子說 不是
[00:01:52.700 --> 00:01:56.140]  我第一天回到學校
[00:01:56.140 --> 00:01:57.940]  一進學校門口
[00:01:57.940 --> 00:02:02.740]  見到有一個人被掛在十字架上
[00:02:02.740 --> 00:02:06.620]  我知道這間學校不少人說
[00:02:06.620 --> 00:02:07.300]  等於指揮員
[00:02:07.300 --> 00:02:11.140]  這是不是你和我的信仰
[00:02:11.140 --> 00:02:12.620]  如果我們不做好
[00:02:12.620 --> 00:02:13.820]  不拿好成績
[00:02:13.820 --> 00:02:16.420]  就要被掛在十字架上
[00:02:16.420 --> 00:02:20.100]  成為一個受罪受罰的人
[00:02:20.100 --> 00:02:22.340]  當我思想這個題目時
[00:02:22.340 --> 00:02:25.700]  我就想起一個人生的旅程
[00:02:25.700 --> 00:02:29.180]  我們每個人不斷要問兩個問題
[00:02:29.180 --> 00:02:32.020]  一個是我是誰
[00:02:32.020 --> 00:02:33.300]  第二個問題是
[00:02:33.300 --> 00:02:36.340]  我相信的是什麼
[00:02:36.340 --> 00:02:38.740]  當你二十多三十歲的時候
[00:02:38.740 --> 00:02:40.500]  很容易別人問你是誰
[00:02:40.500 --> 00:02:42.180]  我不是工程師
[00:02:42.180 --> 00:02:43.220]  我不是律師
[00:02:43.220 --> 00:02:44.500]  我不是老師
[00:02:44.500 --> 00:02:46.460]  我是做一份工作的
[00:02:46.460 --> 00:02:48.420]  所以我相信的很清楚
[00:02:48.420 --> 00:02:51.060]  一個是信永生
[00:02:51.060 --> 00:02:52.860]  信聚德赦免
[00:02:52.860 --> 00:02:55.820]  在教會受教導
[00:02:55.820 --> 00:02:58.740]  得到一份信心的盼望
[00:02:58.740 --> 00:03:00.540]  但日子過了之後
[00:03:00.540 --> 00:03:03.340]  到你三十多歲至四十多歲的時候
[00:03:03.340 --> 00:03:05.580]  別人再問你是誰的時候
[00:03:05.580 --> 00:03:07.020]  我想你會改變
[00:03:07.020 --> 00:03:08.100]  我是爸爸
[00:03:08.100 --> 00:03:09.220]  我是媽媽
[00:03:09.220 --> 00:03:10.540]  我是丈夫
[00:03:10.540 --> 00:03:11.940]  我是太太
[00:03:11.940 --> 00:03:14.100]  一個身份的轉變
[00:03:14.100 --> 00:03:15.580]  我的信仰就是
[00:03:15.580 --> 00:03:17.820]  帶著我的小孩回阿灣
[00:03:17.820 --> 00:03:19.820]  帶著寶寶回中學
[00:03:19.820 --> 00:03:22.940]  我們一家人一起回教會
[00:03:22.940 --> 00:03:24.580]  再走遠一點
[00:03:24.580 --> 00:03:27.620]  到四十多至五十歲
[00:03:27.620 --> 00:03:29.220]  別人再問你是誰
[00:03:29.220 --> 00:03:32.460]  我就是某某公司的經理
[00:03:32.460 --> 00:03:33.740]  主任
[00:03:33.740 --> 00:03:36.500]  我是教會的執事
[00:03:36.500 --> 00:03:38.100]  小組的組長
[00:03:38.100 --> 00:03:40.740]  Band leader等等
[00:03:40.740 --> 00:03:42.420]  問你的信仰的時候
[00:03:42.420 --> 00:03:43.580]  你可能會說
[00:03:43.580 --> 00:03:45.260]  是的,我也有回教會
[00:03:45.260 --> 00:03:47.900]  但又覺得沒什麼特別
[00:03:47.900 --> 00:03:50.100]  都是這樣回教會
[00:03:50.100 --> 00:03:53.700]  不回又覺得不太好
[00:03:53.700 --> 00:03:56.500]  到五十多至六十多歲
[00:03:56.500 --> 00:03:58.260]  可能你退休了
[00:03:58.260 --> 00:04:00.220]  人家再問你是誰的時候
[00:04:00.220 --> 00:04:01.220]  你說
[00:04:01.220 --> 00:04:02.100]  空巢了
[00:04:02.100 --> 00:04:03.700]  兒女長大了
[00:04:03.700 --> 00:04:04.820]  我現在退休了
[00:04:04.820 --> 00:04:06.100]  沒什麼事做了
[00:04:06.100 --> 00:04:06.900]  又或者
[00:04:06.900 --> 00:04:08.220]  甚至乎你的弟姐妹
[00:04:08.220 --> 00:04:12.220]  已經做爺爺、媽媽、公公、婆婆了
[00:04:12.220 --> 00:04:15.420]  信仰上又和你有什麼關係呢?
[00:04:15.420 --> 00:04:17.220]  我跟我的孫子回教會
[00:04:17.220 --> 00:04:19.020]  跟我的兒子回教會
[00:04:19.020 --> 00:04:21.180]  還是神是你的密友
[00:04:21.180 --> 00:04:23.220]  是你的良伴?
[00:04:23.220 --> 00:04:26.060]  我今天選了《讓福音》第四章
