
[00:00:00.000 --> 00:00:04.760]  多謝敬拜徒
[00:00:04.760 --> 00:00:08.800]  帶我們能夠好心地進入耶穌的同在
[00:00:08.800 --> 00:00:09.800]  上帝的同在
[00:00:09.800 --> 00:00:13.760]  今天我們會繼續宣講這個系列
[00:00:13.760 --> 00:00:15.760]  就是抗爭中的靈性
[00:00:15.760 --> 00:00:19.760]  在第一講
[00:00:19.760 --> 00:00:24.760]  阿坤已經分享過這個系列的原因
[00:00:24.760 --> 00:00:26.760]  和目的是甚麼
[00:00:26.760 --> 00:00:31.760]  我亦寫了一段文字去形容這個系列
[00:00:31.760 --> 00:00:33.760]  是講甚麼呢
[00:00:33.760 --> 00:00:37.760]  就是人生好像一場又一場的抗爭一樣
[00:00:37.760 --> 00:00:42.760]  亦有很多對立、矛盾和掙扎在裏面
[00:00:42.760 --> 00:00:45.760]  我們就在這些矛盾和掙扎的人生裏面
[00:00:45.760 --> 00:00:48.760]  去找一個靈性的出路
[00:00:48.760 --> 00:00:52.760]  我記得在我兒子出世之後
[00:00:52.760 --> 00:00:54.760]  我寫了一段文字
[00:00:54.760 --> 00:00:57.760]  都是關於人生的掙扎
[00:00:57.760 --> 00:00:59.760]  就是兒子出世之後
[00:00:59.760 --> 00:01:02.760]  生活完全被反轉
[00:01:02.760 --> 00:01:05.760]  由自由變成有限制
[00:01:05.760 --> 00:01:08.760]  原本過去的生活是很自主的
[00:01:08.760 --> 00:01:11.760]  幾點起床、上去哪裡吃早餐
[00:01:11.760 --> 00:01:16.760]  幾點回家、去哪裡旅行、放假、甚麼節目
[00:01:16.760 --> 00:01:20.760]  完全是由我兩夫妻去決定的
[00:01:20.760 --> 00:01:23.760]  但兒子出世之後
[00:01:23.760 --> 00:01:26.760]  就完全被兒子牽著鼻子走
[00:01:26.760 --> 00:01:28.760]  晚上睡得不好
[00:01:28.760 --> 00:01:31.760]  一早起床就被他弄醒了
[00:01:31.760 --> 00:01:34.760]  又要換尿片、刷牙等等
[00:01:34.760 --> 00:01:38.760]  下班回去帶著疲倦的身軀
[00:01:38.760 --> 00:01:41.760]  又要陪玩、講故事、做書僮
[00:01:41.760 --> 00:01:44.760]  每天的時間表不再由我們夫妻去控制
[00:01:44.760 --> 00:01:46.760]  而是由周遭的事情
[00:01:46.760 --> 00:01:49.760]  當時我有一個很深的反省
[00:01:49.760 --> 00:01:53.760]  既然由自由變成有限制
[00:01:53.760 --> 00:01:55.760]  都已經這麼慘
[00:01:55.760 --> 00:01:58.760]  為何上帝,全能的主
[00:01:58.760 --> 00:02:01.760]  要離開自由、全能的狀態
[00:02:01.760 --> 00:02:04.760]  去度成肉身、自我設限
[00:02:04.760 --> 00:02:08.760]  相信祂成為人的種種限制
[00:02:08.760 --> 00:02:10.760]  一定不好受
[00:02:10.760 --> 00:02:13.760]  為的就是赦免我們的過犯
[00:02:13.760 --> 00:02:15.760]  為我們擔當罪孽
[00:02:15.760 --> 00:02:17.760]  在哈西瑪利園的禱告
[00:02:17.760 --> 00:02:19.760]  就是在這個狀態的巔峰
[00:02:19.760 --> 00:02:23.760]  身處一個全能和無能自由和限制的張力之中
[00:02:23.760 --> 00:02:26.760]  對我來說,這篇文字
[00:02:26.760 --> 00:02:29.760]  當時寫得有血有肉
[00:02:29.760 --> 00:02:33.760]  現在回看都覺得頗有意義
[00:02:33.760 --> 00:02:38.760]  所以我就取了當時的主題
[00:02:38.760 --> 00:02:42.760]  自由和限制成為今天反省的題目
[00:02:42.760 --> 00:02:47.760]  對我們的人生都有提醒
[00:02:47.760 --> 00:02:50.760]  不過自由其實很難說
[00:02:50.760 --> 00:02:52.760]  因為這字太大了
[00:02:52.760 --> 00:02:54.760]  包含的東西實在太多
[00:02:54.760 --> 00:02:59.760]  而在聖經裡也沒有太多提及
[00:02:59.760 --> 00:03:03.760]  我們今天對於自由的一些概念
[00:03:03.760 --> 00:03:08.760]  聖經裡沒有提及甚麼新聞自由、言論自由
[00:03:08.760 --> 00:03:11.760]  甚至是信仰或者宗教自由的概念
[00:03:11.760 --> 00:03:13.760]  在裡面其實也沒有
[00:03:13.760 --> 00:03:16.760]  今時今日我們說自由
[00:03:16.760 --> 00:03:19.760]  很多時候會用一些抽象的概念去說
[00:03:19.760 --> 00:03:21.760]  自由是甚麼
[00:03:21.760 --> 00:03:26.760]  然後我們每天生活面對某些具體事件
[00:03:26.760 --> 00:03:32.760]  再去回應究竟跟這個概念是否正確
[00:03:32.760 --> 00:03:34.760]  但聖經卻不是這樣去表達
[00:03:34.760 --> 00:03:40.760]  聖經是以故事、以具體事件去表達自由這個原則
[00:03:40.760 --> 00:03:44.760]  然後才成為一個概念
[00:03:44.760 --> 00:03:46.760]  先有一個具體的事件
[00:03:46.760 --> 00:03:48.760]  然後再成為一個概念
[00:03:48.760 --> 00:03:51.760]  所以今天我們會從舊約和新約
[00:03:51.760 --> 00:03:58.760]  用兩個事件去看自由這個概念是甚麼
[00:03:58.760 --> 00:04:01.760]  第一個是出埃及的自由
[00:04:01.760 --> 00:04:05.760]  出埃及的事件很明顯是舊約一個非常重要
[00:04:05.760 --> 00:04:08.760]  或者可以說是最重要的一個事件
[00:04:08.760 --> 00:04:12.760]  也是一個受壓制得自由的具體例子
[00:04:12.760 --> 00:04:15.760]  在十誡上
[00:04:15.760 --> 00:04:20.760]  神去宣講他是一個甚麼的神
[00:04:20.760 --> 00:04:24.760]  也是以出埃及的事件為定義
[00:04:24.760 --> 00:04:25.760]  他這樣說
[00:04:25.760 --> 00:04:27.760]  神吩咐者一切的話說
[00:04:27.760 --> 00:04:29.760]  我是耶和華你的神
[00:04:29.760 --> 00:04:33.760]  曾將你從埃及地遺老之家領出來
[00:04:33.760 --> 00:04:41.760]  他是以將以色列人從埃及遺老之家領出來
[00:04:41.760 --> 00:04:44.760]  成為他的標記
[00:04:44.760 --> 00:04:49.760]  所以上帝可以說是將人從遺老之家領出來的神
[00:04:49.760 --> 00:04:52.760]  也可以說是使人得自由的神
[00:04:52.760 --> 00:04:55.760]  但出埃及這個事件裏面
[00:04:55.760 --> 00:04:57.760]  其實有很多的概念
[00:04:57.760 --> 00:05:01.760]  包括遺老、從屬、支配、剝削等等
[00:05:01.760 --> 00:05:06.760]  我們就看看這些概念在聖經裏面是怎樣說
[00:05:06.760 --> 00:05:09.760]  如何透過具體的例子去說這些概念
[00:05:09.760 --> 00:05:14.760]  在出埃及記的一章十五節裏說過
[00:05:14.760 --> 00:05:17.760]  埃及王對希伯來的接生婆
[00:05:17.760 --> 00:05:20.760]  一個叫斯芙拉
[00:05:20.760 --> 00:05:22.760]  另外一個叫普亞的說
[00:05:22.760 --> 00:05:25.760]  你們為希伯來婦人接生
[00:05:25.760 --> 00:05:26.760]  臨盆的時候要注意
[00:05:26.760 --> 00:05:29.760]  如果是男的就要將她殺了
[00:05:29.760 --> 00:05:31.760]  如果是女的就要讓她活
[00:05:31.760 --> 00:05:33.760]  法老吩咐他的眾百姓說
[00:05:33.760 --> 00:05:38.760]  將所生的每一個男孩都要雕到尼羅河那裏去
[00:05:38.760 --> 00:05:41.760]  讓所有女的存活
[00:05:41.760 --> 00:05:45.760]  這裏就是出埃及記一開始的記載
[00:05:45.760 --> 00:05:48.760]  就是法老去殺男嬰的記載
[00:05:48.760 --> 00:05:50.760]  遺老這個概念是甚麼呢?
[00:05:50.760 --> 00:05:55.760]  第一個就是原來沒有生存的權利
[00:05:55.760 --> 00:05:57.760]  希伯來人當時在埃及
[00:05:57.760 --> 00:05:59.760]  男的要被殺
[00:05:59.760 --> 00:06:01.760]  女的就要讓她活
[00:06:01.760 --> 00:06:06.760]  原來遺老的意義是他連生存的權利都沒有
[00:06:06.760 --> 00:06:08.760]  去到第二章二十三節
[00:06:08.760 --> 00:06:11.760]  過了多年埃及王死了
[00:06:11.760 --> 00:06:15.760]  以色列人因做苦工就嘆息哀求
[00:06:15.760 --> 00:06:17.760]  他們的哀聲達於神
[00:06:17.760 --> 00:06:18.760]  神聽見他們的哀聲
[00:06:18.760 --> 00:06:22.760]  就紀念他和艾伯拉罕以撒瓦國所立的約
[00:06:22.760 --> 00:06:26.760]  神看顧以色列人就知道他們的苦情
[00:06:26.760 --> 00:06:27.760]  在這裏說
[00:06:27.760 --> 00:06:30.760]  以色列人在埃及地做苦工
[00:06:30.760 --> 00:06:34.760]  並且他們做到嘆息哀求
[00:06:34.760 --> 00:06:38.760]  做苦工其實是肉體上的欺壓
[00:06:38.760 --> 00:06:41.760]  遺老第二個意義
[00:06:41.760 --> 00:06:45.760]  可以說是不情願地服從他人的意思
[00:06:45.760 --> 00:06:47.760]  其實我們也有點像
[00:06:47.760 --> 00:06:53.760]  我們上班的時候也不太情願地服從上司的意思
[00:06:53.760 --> 00:06:55.760]  也是做苦工
[00:06:55.760 --> 00:07:00.760]  不過當時他們做苦工真的是一些體力勞動的工作
[00:07:00.760 --> 00:07:03.760]  去到第三章第七節
[00:07:03.760 --> 00:07:06.760]  「而和話說我的百姓在埃及所受的困苦
[00:07:06.760 --> 00:07:08.760]  我實在看見了
[00:07:08.760 --> 00:07:12.760]  他們因受督工的轄制所發的哀聲
[00:07:12.760 --> 00:07:13.760]  我也聽見了
[00:07:13.760 --> 00:07:15.760]  我原知道他們的痛苦
[00:07:15.760 --> 00:07:18.760]  我下來是要救他們脫離埃及人的手
[00:07:18.760 --> 00:07:20.760]  令他們出了那地
[00:07:20.760 --> 00:07:23.760]  到美好、寬豐、流奶與物之地
[00:07:23.760 --> 00:07:28.760]  就是到加南人、赫人、阿摩尼人、比利西人、希美人、耶布斯人之地
[00:07:28.760 --> 00:07:31.760]  現在以色列人的哀聲達到我的耳中
[00:07:31.760 --> 00:07:34.760]  我也看見埃及人怎樣欺壓他們」
[00:07:34.760 --> 00:07:38.760]  再一次繼續去延伸這個概念
[00:07:38.760 --> 00:07:43.760]  就是遺老原來是受轄制、受欺壓
[00:07:43.760 --> 00:07:47.760]  去到第五章講到另一個情況
[00:07:47.760 --> 00:07:50.760]  當時上帝已經呼召摩西
[00:07:50.760 --> 00:07:52.760]  去到法老面前
[00:07:52.760 --> 00:07:54.760]  要跟法老說什麼呢?
[00:07:54.760 --> 00:07:56.760]  「耶和華以色列的神這樣說
[00:07:56.760 --> 00:07:58.760]  放我的百姓走
[00:07:58.760 --> 00:08:01.760]  好讓他們在曠野向我守節」
[00:08:01.760 --> 00:08:03.760]  又繼續說
[00:08:03.760 --> 00:08:06.760]  「希伯來人的神已向我們顯現了
[00:08:06.760 --> 00:08:08.760]  求你讓我們往曠野去
[00:08:08.760 --> 00:08:10.760]  走三日的路程
[00:08:10.760 --> 00:08:12.760]  向耶和華我們的神獻祭
[00:08:12.760 --> 00:08:15.760]  免得祂用瘟疫刀劍攻擊我們」
[00:08:15.760 --> 00:08:17.760]  原來這裡看到一個情況
[00:08:17.760 --> 00:08:21.760]  就是當時他們沒有自由去敬拜上帝
[00:08:21.760 --> 00:08:26.760]  連守節向他的神獻祭他們也沒有自由
[00:08:26.760 --> 00:08:31.760]  所以綜合其他的經文
[00:08:31.760 --> 00:08:34.760]  無論肉體還是心靈
[00:08:34.760 --> 00:08:38.760]  當時的以色列民都不是一個自主的狀態
[00:08:38.760 --> 00:08:43.760]  維羅就像當時的以色列人一樣
[00:08:43.760 --> 00:08:48.760]  被埃及人工具化和物化
[00:08:48.760 --> 00:08:52.760]  他們只是發展國家的一個工具
[00:08:52.760 --> 00:08:56.760]  變成一個物化了
[00:08:56.760 --> 00:08:58.760]  將人物化了
[00:08:58.760 --> 00:09:00.760]  如果說到奴隸
[00:09:00.760 --> 00:09:02.760]  一定有主人的
[00:09:02.760 --> 00:09:05.760]  我們也看看主人的概念是怎樣
[00:09:05.760 --> 00:09:08.760]  在利美記二十五章四十二節說
[00:09:08.760 --> 00:09:11.760]  因為這是上帝所說的話
[00:09:11.760 --> 00:09:13.760]  「因為他們是我的僕人
[00:09:13.760 --> 00:09:16.760]  是我從埃及地領出來的
[00:09:16.760 --> 00:09:19.760]  他們不可被賣為奴隸」
[00:09:19.760 --> 00:09:23.760]  這裡是說一些關於奴隸的條文
[00:09:23.760 --> 00:09:25.760]  那裡曾經說過
[00:09:25.760 --> 00:09:28.760]  這群以色列民是我的僕人
[00:09:28.760 --> 00:09:32.760]  因為我從埃及地領他們出來
[00:09:32.760 --> 00:09:36.760]  他們不可以再被賣為奴隸
[00:09:36.760 --> 00:09:41.760]  這裡說的是誰是這群以色列民的主人呢?
[00:09:41.760 --> 00:09:45.760]  原來所謂的自由不是自己成為自己的主人
[00:09:45.760 --> 00:09:48.760]  我們現代社會所說的自由
[00:09:48.760 --> 00:09:50.760]  就是我自己成為自己的主人
[00:09:50.760 --> 00:09:52.760]  就是自由的意義
