
[00:00:00.000 --> 00:00:08.880]  (麥美娟) 很多謝敬拜隊帶領我們一起敬拜讚美主
[00:00:08.880 --> 00:00:14.400]  今天來到港道系列
[00:00:14.400 --> 00:00:18.240]  抗爭中的靈性港道系列第四講
[00:00:18.240 --> 00:00:23.120]  在第四講的題目是「負傷的同行者」
[00:00:23.120 --> 00:00:27.440]  其實在第一講的題目中
[00:00:27.440 --> 00:00:31.720]  略略提及過在我們一生中
[00:00:31.720 --> 00:00:34.480]  有很多高高低低起跌的時候
[00:00:34.480 --> 00:00:36.880]  我們的靈性其實都是受影響
[00:00:36.880 --> 00:00:38.880]  有高有低的時候
[00:00:38.880 --> 00:00:42.400]  其實很容易在低谷當中
[00:00:42.400 --> 00:00:46.960]  往往在低谷的時候很需要同行者
[00:00:46.960 --> 00:00:49.200]  不過今天的題目有點特別
[00:00:49.200 --> 00:00:53.440]  就是連同行者都是負傷、受傷的
[00:00:53.440 --> 00:00:55.440]  那又如何同行呢?
[00:00:55.440 --> 00:00:58.160]  在當中一起同行的時候
[00:00:58.160 --> 00:00:59.920]  其實歸根究底
[00:00:59.920 --> 00:01:01.920]  最終是因為什麼呢?
[00:01:01.920 --> 00:01:06.160]  下一幕藉著今天這篇詩篇95篇
[00:01:06.160 --> 00:01:08.720]  其實我們會看完整首詩
[00:01:08.720 --> 00:01:15.280]  不過我們會先讀這篇詩篇95篇當中兩節很關鍵的經文
[00:01:15.280 --> 00:01:18.720]  就是詩篇95篇的6至7節
[00:01:18.720 --> 00:01:20.080]  我們一起讀好嗎?
[00:01:20.080 --> 00:01:22.480]  詩篇95篇6至7節
[00:01:22.480 --> 00:01:23.520]  預備起
[00:01:23.520 --> 00:01:26.880]  來呀,我們要俯伏敬拜
[00:01:26.880 --> 00:01:30.240]  在做我們的耶和華面前跪拜
[00:01:30.240 --> 00:01:32.640]  因為他是我們的上帝
[00:01:32.640 --> 00:01:35.120]  我們是他草場的百姓
[00:01:35.120 --> 00:01:37.120]  是他手中的羊
[00:01:37.120 --> 00:01:41.120]  為願你們今天聽他的話
[00:01:41.120 --> 00:01:44.160]  開始之前我們一起低頭做個禱告
[00:01:44.160 --> 00:01:48.160]  親愛的天父,多謝你
[00:01:48.160 --> 00:01:50.480]  多謝你設下你自己寶貴的話語
[00:01:50.480 --> 00:01:53.680]  讓我們在今天這個時勢當中
[00:01:53.680 --> 00:01:55.280]  很多不確定的時候
[00:01:55.280 --> 00:01:57.280]  仍然有你說話的保障
[00:01:57.280 --> 00:01:59.680]  讓我們藏在你的話裡的時候
[00:01:59.680 --> 00:02:00.880]  我們就有安穩
[00:02:00.880 --> 00:02:03.680]  明白你給我們的旨意和方向
[00:02:03.680 --> 00:02:06.000]  求你親自帶領,親自教導
[00:02:06.000 --> 00:02:07.760]  在我們中間坐著為王
[00:02:07.760 --> 00:02:09.200]  多謝你聽我們祈禱
[00:02:09.200 --> 00:02:11.760]  奉教主耶穌基督得勝的明智祈求
[00:02:11.760 --> 00:02:13.760]  阿們
[00:02:13.760 --> 00:02:17.440]  最近跟一位男童工
[00:02:17.440 --> 00:02:19.040]  是傳道童工
[00:02:19.040 --> 00:02:21.040]  他分享
[00:02:21.040 --> 00:02:24.040]  其實他負責牧養男性
[00:02:24.040 --> 00:02:26.040]  也有很多困難
[00:02:26.040 --> 00:02:28.640]  大家想像一下現今的男士
[00:02:28.640 --> 00:02:33.040]  很多時候不容易說心底話
[00:02:33.040 --> 00:02:36.240]  很容易鬱悶的時候
[00:02:36.240 --> 00:02:39.240]  很多不開心,不知道如何抒發
[00:02:39.240 --> 00:02:41.240]  作為牧者、傳道人
[00:02:41.240 --> 00:02:45.040]  有時候也很難幫助弟兄
[00:02:45.040 --> 00:02:51.040]  有一次跟他和一群弟兄聊天
[00:02:51.040 --> 00:02:54.040]  結果有一個願意主動約他
[00:02:54.040 --> 00:02:56.040]  一起去聊天
[00:02:56.040 --> 00:02:59.040]  所以這位童工很雀躍
[00:02:59.040 --> 00:03:04.040]  不斷想有什麼方法幫助這位弟兄
[00:03:04.040 --> 00:03:07.040]  但結果在開始約見
[00:03:07.040 --> 00:03:09.040]  兩個人坐下來聊天之前
[00:03:09.040 --> 00:03:11.040]  他有一個感動
[00:03:11.040 --> 00:03:13.040]  他覺得聖靈提醒他
[00:03:13.040 --> 00:03:16.040]  靠什麼方法幫助這位弟兄
[00:03:16.040 --> 00:03:19.040]  不如在開始聊天的時候
[00:03:19.040 --> 00:03:21.040]  先一起唱一首詩歌
[00:03:21.040 --> 00:03:23.040]  一起讀一段經文
[00:03:23.040 --> 00:03:26.040]  回歸到最基本的
[00:03:26.040 --> 00:03:29.040]  一起敬拜,一起看聖經
[00:03:29.040 --> 00:03:31.040]  然後才開始聊天
[00:03:31.040 --> 00:03:34.040]  很奇妙,他們兩個都經歷
[00:03:34.040 --> 00:03:36.040]  在這個會面當中
[00:03:36.040 --> 00:03:38.040]  經過敬拜、讀經之後
[00:03:38.040 --> 00:03:41.040]  在一起可以在經文上的面前
[00:03:41.040 --> 00:03:44.040]  聖靈也在工作的情況下
[00:03:44.040 --> 00:03:46.040]  開啟了弟兄有開放的心
[00:03:46.040 --> 00:03:49.040]  跟這位童工聊天
[00:03:49.040 --> 00:03:51.040]  久而久之,聊了兩次之後
[00:03:51.040 --> 00:03:56.040]  很奇妙,弟兄在分享當中
[00:03:56.040 --> 00:04:00.040]  處理了幾十年都處理不到的困擾
[00:04:00.040 --> 00:04:02.040]  是很奇妙的聖靈的工作
[00:04:02.040 --> 00:04:04.040]  今天這兩節的經文
[00:04:04.040 --> 00:04:06.040]  剛才所讀的
[00:04:06.040 --> 00:04:08.040]  也很特別,指出了
[00:04:08.040 --> 00:04:11.040]  其實在當中我們如何去同行
[00:04:11.040 --> 00:04:13.040]  兩個很關鍵的元素
[00:04:13.040 --> 00:04:15.040]  就是我們同行的時候
[00:04:15.040 --> 00:04:18.040]  當我們只是一個負傷的人的時候
[00:04:18.040 --> 00:04:21.040]  我們其實要專注敬拜上帝
[00:04:21.040 --> 00:04:24.040]  細心去聆聽上帝的話
[00:04:24.040 --> 00:04:28.040]  我們不如先看這首詩篇
[00:04:28.040 --> 00:04:30.040]  雖然我們一開始的時候
[00:04:30.040 --> 00:04:31.040]  讀了第六節
[00:04:31.040 --> 00:04:34.040]  其實這篇詩篇開始的時候是這樣的
[00:04:34.040 --> 00:04:37.040]  「來呀,我們要向耶和華歌唱」
[00:04:37.040 --> 00:04:40.040]  「向拯救我們的盤石歡呼」
[00:04:40.040 --> 00:04:43.040]  「我們要以感謝來到他面前」
