
[00:00:00.000 --> 00:00:06.600]  大家好,再一次來到小聯堂跟大家分享聖經信息
[00:00:06.600 --> 00:00:11.600]  這個題目都是欺負人說的,不知道是不是欺負我說的
[00:00:11.600 --> 00:00:16.600]  在我放三個月安息的季節,我就不知道大家定了什麼題目
[00:00:16.600 --> 00:00:19.800]  到我四月回來的時候就知道,中招了
[00:00:19.800 --> 00:00:24.200]  通常不開會的那個,一定是被一些困難的難題說的
[00:00:24.200 --> 00:00:26.800]  不知道大家上班上學的時候也是
[00:00:26.800 --> 00:00:31.200]  你一缺席一些會議,通常都是一些特別的東西進來給你的
[00:00:31.200 --> 00:00:34.200]  可以看到題目,大逆不道
[00:00:34.200 --> 00:00:40.400]  開頭我也要找一個原創者,不可以說讀者已死
[00:00:40.400 --> 00:00:42.000]  一定要再次解讀
[00:00:42.000 --> 00:00:44.600]  我問設計師Kim,究竟想怎樣?
[00:00:44.600 --> 00:00:47.000]  你設計這個系列給我們清善同工說
[00:00:47.000 --> 00:00:52.200]  我就問了他,他說大逆不道這個系列主要就是信仰
[00:00:52.200 --> 00:00:55.800]  基督教的信仰如何去顛覆我們的價值觀
[00:00:55.800 --> 00:00:59.800]  我就一看,就說顛覆,接受這個挑戰
[00:00:59.800 --> 00:01:04.200]  特別是今天剛才聽師哥也有說關於同在
[00:01:04.200 --> 00:01:08.200]  我記得我不是教會子弟,是信主的
[00:01:08.200 --> 00:01:11.800]  所以神的同在這個詞對我來說是很宗教性
[00:01:11.800 --> 00:01:14.200]  我是很早期也沒有聽過
[00:01:14.200 --> 00:01:17.400]  在小學、中學的時候,我沒有回團契
[00:01:17.400 --> 00:01:21.600]  當然有些教徒在我身邊,但是沒有接觸過這個名字
[00:01:21.600 --> 00:01:28.200]  如果說我第一次了解到同在,可能是去到一些下令營會
[00:01:28.200 --> 00:01:30.400]  或者師哥的時候聽到神的同在
[00:01:30.400 --> 00:01:34.000]  但那時候我就會說,什麼叫神的同在呢?
[00:01:34.000 --> 00:01:36.800]  是不是親親爸爸可以來到的時候抱抱
[00:01:36.800 --> 00:01:39.600]  耶穌在我身邊,但我又不覺得
[00:01:39.600 --> 00:01:45.400]  另一樣,除了覺得會不會在空間上和我同在
[00:01:45.400 --> 00:01:47.800]  那時候我也信了耶穌
[00:01:47.800 --> 00:01:53.800]  信耶穌,我記得其中是一些師徒,暗自徒,沒有人知道的
[00:01:53.800 --> 00:01:58.000]  很出奇地應驗,很靈驗
[00:01:58.000 --> 00:02:00.600]  我就覺得這個神很厲害
[00:02:00.600 --> 00:02:04.600]  其他神,或者我家族的拜偶像都沒有這麼靈驗
[00:02:04.600 --> 00:02:08.400]  所以我覺得在對決上,就贏了,即是教教
[00:02:08.400 --> 00:02:13.800]  我就想著神的同在應該每次祈禱都應運
[00:02:13.800 --> 00:02:15.400]  不然你不靈驗,我為什麼要信你呢?
[00:02:15.400 --> 00:02:17.000]  這是我第二次了解
[00:02:17.000 --> 00:02:20.400]  第三個就是當時初信的時候
[00:02:20.400 --> 00:02:25.000]  就想神的同在可能只是一剎那
[00:02:25.000 --> 00:02:28.400]  或者初期一兩次應驗之後就沒有了
[00:02:28.400 --> 00:02:31.400]  結果那時候就這種理解
[00:02:31.400 --> 00:02:33.800]  我一開始也覺得是頂得住的
[00:02:33.800 --> 00:02:37.800]  在美國讀書的時候,很溫暖的環境
[00:02:37.800 --> 00:02:39.800]  政治穩定那些東西的時候
[00:02:39.800 --> 00:02:42.400]  就經常都感受到神的同在
[00:02:42.400 --> 00:02:44.400]  怎知道這種理解就出事了
[00:02:44.400 --> 00:02:48.000]  回來香港的時候就有三失
[00:02:48.000 --> 00:02:49.800]  我記得三失都說過了
[00:02:49.800 --> 00:02:52.000]  第一個就是失戀
[00:02:52.000 --> 00:02:57.400]  拍拖一段時間,借女友的時候失去了
[00:02:57.400 --> 00:02:59.200]  幸好我太太聽不到這段對話
[00:02:59.200 --> 00:03:00.800]  雖然網上未必看得到
[00:03:00.800 --> 00:03:03.600]  第二個就是失學
[00:03:03.600 --> 00:03:09.200]  那時候正在讀大學,要回來挽救一段關係
[00:03:09.200 --> 00:03:11.800]  怎知道那邊又走了關係
[00:03:11.800 --> 00:03:14.200]  這邊學業又救不了
[00:03:14.200 --> 00:03:16.200]  就雙失了
[00:03:16.200 --> 00:03:18.600]  想著找工作,也是艱難的
[00:03:18.600 --> 00:03:20.200]  三失的青年
[00:03:20.200 --> 00:03:24.200]  那時候如果再唱詩歌神的同在
[00:03:24.200 --> 00:03:26.000]  主席就馬上罵他
[00:03:26.000 --> 00:03:28.800]  完全感覺不到神的同在
[00:03:28.800 --> 00:03:31.000]  耶穌又升了天,又不在我旁邊
[00:03:31.000 --> 00:03:32.800]  怎樣去抱親親爸爸呢
[00:03:32.800 --> 00:03:35.200]  我又不覺得有應運的東西
[00:03:35.200 --> 00:03:38.600]  而且我又不覺得現在還有神的同在的事件
[00:03:38.600 --> 00:03:42.000]  所以那時候的心情是很沮喪
[00:03:42.000 --> 00:03:44.200]  我記得也沒有回教會
[00:03:44.200 --> 00:03:47.200]  跟我期望的信仰生活完全不同
[00:03:47.200 --> 00:03:49.000]  那我就想起的時候
[00:03:49.000 --> 00:03:51.400]  直至到什麼事情呢
[00:03:51.400 --> 00:03:55.000]  直至有一次有個弟兄去跟我談
[00:03:55.000 --> 00:03:57.200]  他說Jimmy你準備好就回來吧
[00:03:57.200 --> 00:03:58.800]  他沒有逼我要回去
[00:03:58.800 --> 00:04:01.000]  或者關心我教會生活
[00:04:01.000 --> 00:04:02.400]  他只是關心我近況
[00:04:02.400 --> 00:04:04.800]  他只是說一直有為你祈禱
[00:04:04.800 --> 00:04:06.800]  教會道門常開
[00:04:06.800 --> 00:04:09.400]  結果我就不知道為什麼
[00:04:09.400 --> 00:04:12.400]  就在一次情人節
[00:04:12.400 --> 00:04:15.000]  情人節不知道為什麼還沒認識到他
[00:04:15.000 --> 00:04:15.800]  回來團體
[00:04:15.800 --> 00:04:17.400]  我其實沒有想過回來團體認識他
[00:04:17.400 --> 00:04:18.600]  只是那天悶
[00:04:18.600 --> 00:04:21.400]  回到團體的時候
[00:04:21.400 --> 00:04:22.600]  我記得是查經
[00:04:22.600 --> 00:04:23.600]  查什麼經我忘記了
[00:04:23.600 --> 00:04:24.800]  但查完經之後
[00:04:24.800 --> 00:04:27.400]  有一個姐妹就圍著分組祈禱
[00:04:27.400 --> 00:04:28.800]  我說近況
[00:04:28.800 --> 00:04:31.400]  已經是失學、失業、失戀
[00:04:31.400 --> 00:04:33.400]  那姐妹就站在那裡
[00:04:33.400 --> 00:04:36.600]  她說天父求主你帶領這位徒弟兄
[00:04:36.600 --> 00:04:38.600]  能夠適應新的生活
[00:04:38.600 --> 00:04:40.000]  但我沒有說阿門
[00:04:40.000 --> 00:04:41.600]  為什麼呢
[00:04:41.600 --> 00:04:43.200]  因為我想求復合
[00:04:43.200 --> 00:04:44.400]  你求我適應新的生活
[00:04:44.400 --> 00:04:46.200]  就是不用志氣苦練
[00:04:46.200 --> 00:04:48.000]  所以我就沒有說阿門
[00:04:48.000 --> 00:04:50.000]  我不知道大家有沒有做這樣的祈禱
[00:04:50.000 --> 00:04:51.800]  但結果那段時間
[00:04:51.800 --> 00:04:53.800]  我有回到教會
[00:04:53.800 --> 00:04:57.200]  有再一次去聽師哥
[00:04:57.200 --> 00:04:59.400]  或者去查了聖經
[00:04:59.400 --> 00:05:01.400]  所以今天跟大家去看看
[00:05:01.400 --> 00:05:04.000]  怎樣我們才能夠讓我們心得服
[00:05:04.000 --> 00:05:06.800]  是需要從聖經去看到的
[00:05:06.800 --> 00:05:10.000]  這段經文也是很有名的
[00:05:10.000 --> 00:05:12.600]  我們這次在神的同在角度解讀
[00:05:12.600 --> 00:05:13.800]  出自《馬太福音》
[00:05:13.800 --> 00:05:15.600]  一章十八至二十五節
[00:05:15.600 --> 00:05:18.000]  你可以用其他譯本也可以
