
[00:00:00.000 --> 00:00:02.000]  我們繼續一個系列
[00:00:02.000 --> 00:00:04.000]  就是詩歌的系列
[00:00:04.000 --> 00:00:08.000]  上次我第一次分享的時候
[00:00:08.000 --> 00:00:12.000]  就說到今天要說哪首歌是未定的
[00:00:12.000 --> 00:00:15.000]  我就在那幾個星期
[00:00:15.000 --> 00:00:17.000]  就去祈禱和思考
[00:00:17.000 --> 00:00:19.000]  終於選了一首歌
[00:00:19.000 --> 00:00:21.000]  就是《動力尚望外》
[00:00:21.000 --> 00:00:23.000]  大家認不認識這首歌?
[00:00:23.000 --> 00:00:25.000]  認識的 是經典來的
[00:00:25.000 --> 00:00:28.000]  剛剛跟弟兄姊妹聊天
[00:00:28.000 --> 00:00:31.000]  大家說這首歌有沒有20年?
[00:00:31.000 --> 00:00:34.000]  其實這首歌已經超過30年了
[00:00:34.000 --> 00:00:37.000]  應該是比在座各位更老
[00:00:37.000 --> 00:00:39.000]  某部分有些不是
[00:00:39.000 --> 00:00:41.000]  那就不要說那些了
[00:00:41.000 --> 00:00:45.000]  那就是尾二那一講
[00:00:45.000 --> 00:00:47.000]  在說這首歌之前
[00:00:47.000 --> 00:00:49.000]  我們去介紹一下
[00:00:49.000 --> 00:00:57.000]  這首歌讓我想起一個時代的歌曲
[00:00:57.000 --> 00:01:00.000]  就是城市的民歌
[00:01:00.000 --> 00:01:02.000]  那是甚麼呢?
[00:01:02.000 --> 00:01:04.000]  說一下民歌是甚麼來的
[00:01:04.000 --> 00:01:08.000]  民歌就是簡單來說是人民的歌
[00:01:08.000 --> 00:01:10.000]  這個定義也不是我定義的
[00:01:10.000 --> 00:01:14.000]  就是城中有一個民歌的王子
[00:01:14.000 --> 00:01:16.000]  叫歐瑞強 大家認不認識?
[00:01:16.000 --> 00:01:18.000]  你們都認識
[00:01:18.000 --> 00:01:20.000]  我多怕你們不認識
[00:01:20.000 --> 00:01:24.000]  他去介紹甚麼是民歌的時候
[00:01:24.000 --> 00:01:25.000]  他這樣說
[00:01:25.000 --> 00:01:27.000]  民歌就是人民的歌
[00:01:27.000 --> 00:01:30.000]  當地的民族用自己的風格和特色
[00:01:30.000 --> 00:01:32.000]  而創作和演唱的歌曲
[00:01:32.000 --> 00:01:35.000]  內容融入了當地的文化
[00:01:35.000 --> 00:01:38.000]  和人民日常生活的感情
[00:01:38.000 --> 00:01:39.000]  就是民歌
[00:01:39.000 --> 00:01:42.000]  所以民歌是很貼近我們日常生活
[00:01:42.000 --> 00:01:47.000]  也反映了平民百姓的一些感受
[00:01:47.000 --> 00:01:53.000]  很多時候民歌都是用一些原聲樂器去演奏
[00:01:53.000 --> 00:01:55.000]  沒有甚麼電子的東西
[00:01:55.000 --> 00:01:57.000]  例如木結他等等
[00:01:57.000 --> 00:02:01.000]  因為他們比較純相簡約和自然
[00:02:01.000 --> 00:02:04.000]  有結他就可以唱
[00:02:04.000 --> 00:02:10.000]  以前的民歌通常是在鄉間地區唱得比較多
[00:02:10.000 --> 00:02:13.000]  但是慢慢城市化、都市化
[00:02:13.000 --> 00:02:16.000]  開始多了一些城市的民歌
[00:02:16.000 --> 00:02:19.000]  就是講述城市的生活
[00:02:19.000 --> 00:02:21.000]  如果大家年紀大一點
[00:02:21.000 --> 00:02:24.000]  或是你們的父母比較熟悉
[00:02:24.000 --> 00:02:27.000]  以前的城市民歌是甚麼呢?
[00:02:27.000 --> 00:02:29.000]  包括有同名的歌曲
[00:02:29.000 --> 00:02:30.000]  就是城市民歌
[00:02:30.000 --> 00:02:34.000]  這首很出名的叫作《作野的道倫上》
[00:02:34.000 --> 00:02:38.000]  也是同名的比賽上的一首歌
[00:02:38.000 --> 00:02:40.000]  作這首歌或唱這首歌的人
[00:02:40.000 --> 00:02:42.000]  只作了這首歌
[00:02:42.000 --> 00:02:43.000]  沒有其他的
[00:02:43.000 --> 00:02:45.000]  只有紅這首歌
[00:02:45.000 --> 00:02:46.000]  有《問》等等
[00:02:46.000 --> 00:02:50.000]  其實也不只是香港
[00:02:50.000 --> 00:02:54.000]  外國的地方也有很多民歌出現
[00:02:54.000 --> 00:02:56.000]  其中一首就是《Street of London》
[00:02:56.000 --> 00:02:58.000]  我覺得跟動力信號網有一點像
[00:02:58.000 --> 00:03:00.000]  因為裡面的歌詞
[00:03:00.000 --> 00:03:02.000]  裡面的內容其實是在說
[00:03:02.000 --> 00:03:05.000]  在街上看到的一些情景
[00:03:05.000 --> 00:03:09.000]  不是我們認識的
[00:03:09.000 --> 00:03:13.000]  倫敦是很繁華、很有錢的一個地方
[00:03:13.000 --> 00:03:17.000]  反而他看到的是一些無家可歸、孤獨的老人家
[00:03:17.000 --> 00:03:20.000]  在社會被忽略或忘記的一群
[00:03:20.000 --> 00:03:23.000]  跟我們日常的生活有很大的對比
[00:03:23.000 --> 00:03:25.000]  就是這首歌所說的
[00:03:25.000 --> 00:03:29.000]  因此城市民歌其實是在說城市裡面的故事
[00:03:29.000 --> 00:03:31.000]  我們為甚麼選這首歌
[00:03:31.000 --> 00:03:33.000]  或者選動力信號網
[00:03:33.000 --> 00:03:35.000]  或者選跟城市有關的
[00:03:35.000 --> 00:03:36.000]  就是讓我們去思考
[00:03:36.000 --> 00:03:39.000]  教會跟城市的關係
[00:03:39.000 --> 00:03:42.000]  動力信號網這首歌是從哪裡來的呢?
[00:03:42.000 --> 00:03:47.000]  是由我們的前輩翁惠允所作的
[00:03:47.000 --> 00:03:50.000]  很不幸他去年去世了
[00:03:50.000 --> 00:03:52.000]  他是其中一個ACM的創辦人
[00:03:52.000 --> 00:03:54.000]  其實在六、七十年代
[00:03:54.000 --> 00:03:57.000]  我們唱的詩歌不是今天這樣
[00:03:57.000 --> 00:04:02.000]  很多時候的詩歌是一些文言文去唱出來的
[00:04:02.000 --> 00:04:05.000]  我自己唱也不知道自己在唱甚麼
[00:04:05.000 --> 00:04:08.000]  直到那個年代
[00:04:08.000 --> 00:04:10.000]  有粵語的流行曲開始興起
[00:04:10.000 --> 00:04:14.000]  可能大家也聽過的許冠傑等等
[00:04:14.000 --> 00:04:16.000]  用廣東話
[00:04:16.000 --> 00:04:19.000]  地道的廣東話去唱流行曲
[00:04:19.000 --> 00:04:23.000]  也影響著詩歌的發展
[00:04:23.000 --> 00:04:31.000]  他們開始用一些廣東話的曲風
[00:04:31.000 --> 00:04:34.000]  或者一些歌詞去寫一些詩歌
[00:04:34.000 --> 00:04:36.000]  到了1983年
[00:04:36.000 --> 00:04:40.000]  時代開始有些大事發生
[00:04:40.000 --> 00:04:41.000]  可能是中英的談判
[00:04:41.000 --> 00:04:43.000]  也有移民潮出現
[00:04:43.000 --> 00:04:47.000]  ACM是一間音樂的機構
[00:04:47.000 --> 00:04:52.000]  回應時代需要創作了很多本地的粵語詩歌
[00:04:52.000 --> 00:04:55.000]  包括《風雨念香港》
[00:04:55.000 --> 00:04:58.000]  因為中英談判回歸
[00:04:58.000 --> 00:05:00.000]  所以創作了這首歌
[00:05:00.000 --> 00:05:03.000]  其中《動力信號網》也是那時候出現的
[00:05:03.000 --> 00:05:06.000]  還有《頌歌響遍》等等
[00:05:06.000 --> 00:05:08.000]  我看回歷史
[00:05:08.000 --> 00:05:12.000]  原來《動力信號網》也是一首改編的歌曲
[00:05:12.000 --> 00:05:21.000]  因為翁惠韻和突破的創辦人蘇欽沛談判的時候
[00:05:21.000 --> 00:05:24.000]  他們很喜歡《我要真誠》這首歌
[00:05:24.000 --> 00:05:28.000]  但因為曲風和內容
[00:05:28.000 --> 00:05:31.000]  跟當時的時代不太相襯
[00:05:31.000 --> 00:05:33.000]  他們用了當時的歌詞
[00:05:33.000 --> 00:05:35.000]  創作了《動力信號網》
[00:05:35.000 --> 00:05:39.000]  所以也算是另一個創作
[00:05:39.000 --> 00:05:42.000]  歌詞說到
[00:05:42.000 --> 00:05:46.000]  我站到街中聽鬧市聲音
[00:05:46.000 --> 00:05:50.000]  望見的是很多奸紳顛沛眾生
[00:05:50.000 --> 00:05:53.000]  我相信大家在教會長大
[00:05:53.000 --> 00:05:55.000]  都一定聽過這首歌
[00:05:55.000 --> 00:05:57.000]  是一首很經典的歌曲
[00:05:57.000 --> 00:05:59.000]  我不全部讀出來
[00:05:59.000 --> 00:06:02.000]  但歌詞裡有一個共通點
[00:06:02.000 --> 00:06:04.000]  就是跟城市有關
[00:06:04.000 --> 00:06:08.000]  鬧市的景色是很突出的
[00:06:08.000 --> 00:06:11.000]  是一首關於城市的詩歌
[00:06:11.000 --> 00:06:13.000]  我們看到裡面的內容
[00:06:13.000 --> 00:06:15.000]  不是一些高樓大廈
[00:06:15.000 --> 00:06:19.000]  反而是一些街角巷尾的故事
[00:06:19.000 --> 00:06:21.000]  裡面讓人反省的是
[00:06:21.000 --> 00:06:25.000]  我們在街角巷尾聽到的是甚麼聲音呢?
[00:06:25.000 --> 00:06:27.000]  望見的是甚麼情景呢?
[00:06:27.000 --> 00:06:29.000]  心裡有甚麼感受呢?
[00:06:29.000 --> 00:06:34.000]  《動力信號網》可以說是一首關於城市的歌曲
[00:06:34.000 --> 00:06:38.000]  因此我們可以藉著這首詩歌去反省的是
[00:06:38.000 --> 00:06:42.000]  今天教會在城市有甚麼使命呢?
[00:06:42.000 --> 00:06:46.000]  這個城市是否需要被救贖呢?
[00:06:46.000 --> 00:06:48.000]  在一些書籍
[00:06:48.000 --> 00:06:52.000]  例如城市神學的書籍
[00:06:52.000 --> 00:06:56.000]  都有提到城市的救贖
[00:06:56.000 --> 00:06:58.000]  如果個人的悔改
[00:06:58.000 --> 00:07:00.000]  第一步是要認罪
[00:07:00.000 --> 00:07:02.000]  要看見自己的罪
[00:07:02.000 --> 00:07:04.000]  城市的救贖的第一步
[00:07:04.000 --> 00:07:08.000]  也是要認清制度和結構的敗壞
[00:07:08.000 --> 00:07:10.000]  救贖不是我們的工作
[00:07:10.000 --> 00:07:12.000]  救贖是基督的工作
[00:07:12.000 --> 00:07:17.000]  教會的工作是在城市裡揭露城市的謊言
[00:07:17.000 --> 00:07:20.000]  喚醒人感受城市中其他人的痛苦
[00:07:20.000 --> 00:07:22.000]  這反而是我們的工作
[00:07:22.000 --> 00:07:25.000]  但原本黑眼的人得以看見基督
[00:07:25.000 --> 00:07:27.000]  才是唯一的希望
[00:07:27.000 --> 00:07:31.000]  看見上帝在城市中作主、作王
[00:07:31.000 --> 00:07:33.000]  因此我們要反省的是
[00:07:33.000 --> 00:07:36.000]  今天這個城市有沒有因為教會的存在
[00:07:36.000 --> 00:07:39.000]  或者我們的存在而變得美好呢?
[00:07:39.000 --> 00:07:41.000]  或者另一個問題
[00:07:41.000 --> 00:07:44.000]  若果一間教會不幸倒閉
[00:07:44.000 --> 00:07:48.000]  其實對社區或城市有沒有影響呢?
[00:07:48.000 --> 00:07:50.000]  這是值得一想的
[00:07:50.000 --> 00:07:53.000]  最近我們已經有45週年了
[00:07:53.000 --> 00:07:55.000]  我們推出了一架巴士
[00:07:55.000 --> 00:07:57.000]  也推出了一架巴士廣告
[00:07:57.000 --> 00:08:04.000]  我想弟兄姊妹在不同的路線都看過這架巴士
[00:08:04.000 --> 00:08:11.000]  好像教會在整個城市遍地循遊
[00:08:11.000 --> 00:08:14.000]  代表教會的那架巴士遍地循遊
[00:08:14.000 --> 00:08:17.000]  但這架巴士的存在與否
[00:08:17.000 --> 00:08:20.000]  對社區有沒有影響呢?
[00:08:20.000 --> 00:08:24.000]  若果今天三年浸信會或小叻園堂
[00:08:24.000 --> 00:08:26.000]  我們不再聚會
[00:08:26.000 --> 00:08:31.000]  對我們周邊的可樂廠、魚翠園、第一城
[00:08:31.000 --> 00:08:34.000]  其實那班街坊有沒有影響呢?
[00:08:34.000 --> 00:08:37.000]  這是值得我們問的問題
[00:08:37.000 --> 00:08:43.000]  究竟這間教會在城市有沒有發揮好我們的功用呢?
[00:08:43.000 --> 00:08:51.000]  在德國有一段動盪的時期
[00:08:51.000 --> 00:08:56.000]  當時有位牧師說過一句話
[00:08:56.000 --> 00:08:59.000]  他說聖殿應該與街道結合
[00:08:59.000 --> 00:09:01.000]  而不是與皇宮結合
[00:09:01.000 --> 00:09:03.000]  這也是值得我們思考的
[00:09:03.000 --> 00:09:05.000]  教會的使命是什麼呢?
[00:09:05.000 --> 00:09:10.000]  教會是否應該與街道結合
[00:09:10.000 --> 00:09:16.000]  而不是與權勢或財富結合呢?
[00:09:16.000 --> 00:09:23.000]  在聖經中也有一些類似的城市詩篇
[00:09:23.000 --> 00:09:26.000]  其中一篇是48篇
[00:09:26.000 --> 00:09:30.000]  有人分析詩篇有150篇
[00:09:30.000 --> 00:09:34.000]  其中有49篇都是城市的詩篇
[00:09:34.000 --> 00:09:40.000]  48篇中也有一個比較熟悉的稱呼
[00:09:40.000 --> 00:09:42.000]  叫做《石安之歌》
[00:09:42.000 --> 00:09:46.000]  在46篇、48篇或76篇中
[00:09:46.000 --> 00:09:48.000]  也有一些比較有名的《石安之歌》
[00:09:48.000 --> 00:09:51.000]  是關於石安這個城市的詩篇
[00:09:51.000 --> 00:09:56.000]  也有人形容48篇就像C篇23篇的城市版一樣
[00:09:56.000 --> 00:09:59.000]  C篇23篇就像牧者與羊的關係
[00:09:59.000 --> 00:10:01.000]  是很個人的
[00:10:01.000 --> 00:10:04.000]  但是48篇就像城市版一樣
[00:10:04.000 --> 00:10:06.000]  經文中提到
[00:10:06.000 --> 00:10:13.000]  「而和本為大,在我們神的城中,在他的聖山上,當受大讚美
[00:10:13.000 --> 00:10:18.000]  石安山大君王的城,在北面居高華美,為全地所起悅
[00:10:18.000 --> 00:10:23.000]  神在城的宮殿中,自顯為避難所」
[00:10:23.000 --> 00:10:27.000]  這裡提到聖城是什麼呢?
[00:10:27.000 --> 00:10:29.000]  聖城怎樣為之神聖呢?
[00:10:29.000 --> 00:10:33.000]  不單是因為它的位置
[00:10:33.000 --> 00:10:35.000]  裡面提到居高華美
[00:10:35.000 --> 00:10:38.000]  但只是用一句去提到
[00:10:38.000 --> 00:10:41.000]  更重要的是一個城市的聖潔與否
[00:10:41.000 --> 00:10:44.000]  或者偉大、神聖與否
[00:10:44.000 --> 00:10:47.000]  是在乎上帝是否存在
[00:10:47.000 --> 00:10:49.000]  因此他用了三句
[00:10:49.000 --> 00:10:56.000]  「在我們神的城中,在他的聖山上,神在城的宮殿之中」
[00:10:56.000 --> 00:11:01.000]  原來一個聖城的定義是上帝的同在
[00:11:01.000 --> 00:11:07.000]  他用兩個例子去證明這個城市的狀況
[00:11:07.000 --> 00:11:13.000]  「看!諸王會合一同經過,他們見了這城,就驚奇喪膽急忙逃跑
[00:11:13.000 --> 00:11:18.000]  先經在那裡抓住他們,他們好像臨產的婦人一樣陣痛
[00:11:18.000 --> 00:11:21.000]  神那利用東風擊破他師的船隻」
[00:11:21.000 --> 00:11:24.000]  第一個例子就是敵人的視覺
[00:11:24.000 --> 00:11:27.000]  當敵人想攻打城池的時候
[00:11:27.000 --> 00:11:29.000]  他來到城門前
[00:11:29.000 --> 00:11:34.000]  他的感受是驚奇喪膽
[00:11:34.000 --> 00:11:37.000]  因為這個城市太偉大
[00:11:37.000 --> 00:11:39.000]  「戰驚抓住他們」
[00:11:39.000 --> 00:11:42.000]  經文中的臨產的婦人
[00:11:42.000 --> 00:11:45.000]  很多時候都是在說上帝迎接的刑罰
[00:11:45.000 --> 00:11:49.000]  那種痛苦就像臨產的婦人一樣
[00:11:49.000 --> 00:11:53.000]  也提到上帝用東風擊破他師的船隻
[00:11:53.000 --> 00:11:58.000]  東風在其他經卷也代表了一種毀滅性的力量
[00:11:58.000 --> 00:12:00.000]  不是諸葛亮那種
[00:12:00.000 --> 00:12:03.000]  就是一種毀滅的力量
[00:12:03.000 --> 00:12:07.000]  第二個例子就是當地的居民的反應是什麼呢?
[00:12:07.000 --> 00:12:12.000]  第八字「我們在萬軍之夜和話的城裡就是我們神的城裡
[00:12:12.000 --> 00:12:14.000]  所看見的正如我們所聽見的
[00:12:14.000 --> 00:12:18.000]  就是神必建立者城直到永遠」
[00:12:18.000 --> 00:12:21.000]  居民的反應跟敵人完全不同
[00:12:21.000 --> 00:12:25.000]  敵人是戰驚、驚奇喪膽
[00:12:25.000 --> 00:12:30.000]  但是住在其中的居民感到穩妥、安全
[00:12:30.000 --> 00:12:35.000]  甚至說出一個像是約伯記一段的經文
[00:12:35.000 --> 00:12:40.000]  「從前封民,但現在親眼看見並證實」
[00:12:40.000 --> 00:12:43.000]  證實什麼呢?就是神必建立者城
[00:12:43.000 --> 00:12:46.000]  神一定會保護這個城市
[00:12:46.000 --> 00:12:48.000]  兩種不同的反應
