
[00:00:00.000 --> 00:00:05.420]  有好榮幸請到鄭家輝牧師來到當中宣講神教
[00:00:05.420 --> 00:00:09.140]  鄭牧師是建道神學院的拓展主任
[00:00:09.140 --> 00:00:15.180]  亦身兼建道神學院教務及信徒領袖學院課程統籌發展主任
[00:00:15.180 --> 00:00:19.020]  亦是基督教加難堂創堂主任牧師
[00:00:19.020 --> 00:00:22.740]  教會關懷貧窮網絡的委員會成員
[00:00:22.740 --> 00:00:28.580]  鄭牧師從事青少年研究及中小年研究有二十多年
[00:00:28.580 --> 00:00:30.580]  將時間交給鄭牧師
[00:00:30.580 --> 00:00:38.300]  (掌聲)
[00:00:38.300 --> 00:00:40.580]  好 今天很榮幸來到當中分享
[00:00:40.580 --> 00:00:42.580]  我們不如一起先讀經文吧
[00:00:42.580 --> 00:00:48.340]  我今天選的經文是耳塞書第53章
[00:00:48.340 --> 00:00:49.340]  我們一起讀吧
[00:00:49.340 --> 00:00:50.580]  1 2 3
[00:00:50.580 --> 00:01:00.580]  (經文)
[00:01:00.580 --> 00:01:22.580]  (漸層語)
[00:01:22.580 --> 00:01:45.580]  (漸層語)
[00:01:45.580 --> 00:01:52.580]  (漸層語)
[00:01:52.580 --> 00:02:21.580]  (漸層語)
[00:02:21.580 --> 00:02:32.580]  (漸層語)
[00:02:32.580 --> 00:02:36.580]  (漸層語)
[00:02:36.580 --> 00:02:48.580]  (漸層語)
[00:02:48.580 --> 00:03:17.580]  (漸層語)
[00:03:17.580 --> 00:03:19.580]  (漸層語)
[00:03:19.580 --> 00:03:23.580]  很榮幸來到你們當中分享整個話語
[00:03:23.580 --> 00:03:26.580]  今天選耳塞書第53章
[00:03:26.580 --> 00:03:29.580]  因為我們經常都會說聽到這個城市有病
[00:03:29.580 --> 00:03:36.580]  這個城市或我們這個城市是世界上最貧富懸殊的一個城市
[00:03:36.580 --> 00:03:39.580]  事實上我們的城市有很多深層次的問題
[00:03:39.580 --> 00:03:41.580]  過去一年我們都明白
[00:03:41.580 --> 00:03:43.580]  但當然我們城市有病
[00:03:43.580 --> 00:03:45.580]  我們需要不是一個斷症的人
[00:03:45.580 --> 00:03:48.580]  我們需要更多是醫病的人
[00:03:48.580 --> 00:03:51.580]  聯合國是一次世界消除貧窮日
[00:03:51.580 --> 00:03:53.580]  曾經有以下的發表
[00:03:53.580 --> 00:03:55.580]  他說要痛斥貧窮其實很容易
[00:03:55.580 --> 00:03:59.580]  但要戰勝它就很困難
[00:03:59.580 --> 00:04:02.580]  災受飢餓、貧乏和委屈的人
[00:04:02.580 --> 00:04:05.580]  他們需要不只是同情的言語
[00:04:05.580 --> 00:04:08.580]  他們需要具體的支援
[00:04:08.580 --> 00:04:11.580]  城市的病是沒有什麼靈丹妙藥
[00:04:11.580 --> 00:04:13.580]  一服就即癒
[00:04:13.580 --> 00:04:15.580]  我們有時需要為城市守望
[00:04:15.580 --> 00:04:17.580]  我們要關心這個城市
[00:04:17.580 --> 00:04:20.580]  甚至將城市的傷痛看成自己的傷痛
[00:04:20.580 --> 00:04:24.580]  才能為這個城市做一個治病
[00:04:24.580 --> 00:04:27.580]  耳塞書第53章
[00:04:27.580 --> 00:04:29.580]  有人說是一個高峰
[00:04:29.580 --> 00:04:32.580]  城卷書其實是經典中的經典
[00:04:32.580 --> 00:04:34.580]  因為這卷書剛才讀的時候
[00:04:34.580 --> 00:04:37.580]  是沒有一個字 愛字
[00:04:37.580 --> 00:04:41.580]  但處處流露了愛的表達
[00:04:41.580 --> 00:04:46.580]  甚至有人說這是一個城卷耳塞書的高峰
[00:04:46.580 --> 00:04:50.580]  我想起我們華人的社會以前很保守
[00:04:50.580 --> 00:04:54.580]  我爸爸、我爺爺不會跟我說「我愛你」
[00:04:54.580 --> 00:04:57.580]  但他們做了一些行為出來
[00:04:57.580 --> 00:04:59.580]  是很能表達愛的
[00:04:59.580 --> 00:05:02.580]  有時我都問 今天我們很懂得說愛
[00:05:02.580 --> 00:05:08.580]  不單是廣東話、英文、韓文、日文
[00:05:08.580 --> 00:05:10.580]  流浪上口「我愛你」
[00:05:10.580 --> 00:05:12.580]  這個很喜歡說「我愛你」的年代
[00:05:12.580 --> 00:05:17.580]  但是否真的說得到 又真的做得到呢
[00:05:17.580 --> 00:05:21.580]  或者我們這個年代的人是否真的需要有這個愛呢
[00:05:21.580 --> 00:05:23.580]  又或是我們想想
[00:05:23.580 --> 00:05:26.580]  如果這個時代我們都需要耶穌基督的愛
[00:05:26.580 --> 00:05:29.580]  我想我們都會非常同意
[00:05:29.580 --> 00:05:34.580]  當然你留意整段經文是說這位僕人的尼塞亞
[00:05:34.580 --> 00:05:36.580]  這個叫受苦的尼塞亞
[00:05:36.580 --> 00:05:40.580]  但我們問這個尼塞亞尼是否只是來受苦呢
[00:05:40.580 --> 00:05:43.580]  他用甚麼原因令他要釘十字架呢
[00:05:43.580 --> 00:05:46.580]  我們有時可以理解其實有一個重點
[00:05:46.580 --> 00:05:49.580]  尼塞亞尼不是要擺平罪
[00:05:49.580 --> 00:05:52.580]  不是來解決罪的問題
[00:05:52.580 --> 00:05:53.580]  不是處理罪
[00:05:53.580 --> 00:05:55.580]  他是來關心罪人
[00:05:55.580 --> 00:05:58.580]  我們有時誤會了耶穌來處理罪
[00:05:58.580 --> 00:06:00.580]  不是 他有很多方法
[00:06:00.580 --> 00:06:03.580]  但他重點是他來到人間
[00:06:03.580 --> 00:06:06.580]  他想讓我們看到怎樣去關心
[00:06:06.580 --> 00:06:08.580]  甚至耶穌基督的受苦
[00:06:08.580 --> 00:06:11.580]  是揭示了原來罪是怎樣扭曲人性
[00:06:11.580 --> 00:06:15.580]  罪是怎樣破壞世界 引致墮落
[00:06:15.580 --> 00:06:20.580]  甚至讓我們看到罪不單是將人與人之間
[00:06:20.580 --> 00:06:23.580]  人與大地 甚至人與神
[00:06:23.580 --> 00:06:25.580]  是一個撕裂
[00:06:25.580 --> 00:06:26.580]  所以聖經是這樣說
[00:06:26.580 --> 00:06:28.580]  我們今天看經文的時候
[00:06:28.580 --> 00:06:31.580]  一開始聖經說他被罪壓傷
[00:06:31.580 --> 00:06:34.580]  我不知道你有沒有留意他怎樣形容耶穌
[00:06:34.580 --> 00:06:37.580]  他說他貪無家營美貌
[00:06:37.580 --> 00:06:39.580]  其實一開始已經覺得很有趣
[00:06:39.580 --> 00:06:40.580]  如果讓你選擇
[00:06:40.580 --> 00:06:43.580]  我知道當中很多年輕人 成年人
[00:06:43.580 --> 00:06:46.580]  過去幾個月疫情喜歡玩一個遊戲
[00:06:46.580 --> 00:06:48.580]  叫做動物森林會
[00:06:48.580 --> 00:06:51.580]  玩動物森林你選角色都選一個可愛一點
[00:06:51.580 --> 00:06:53.580]  選一個漂亮一點
[00:06:53.580 --> 00:06:55.580]  但沒有想過為什麼耶穌讓你選
[00:06:55.580 --> 00:07:00.580]  一定會選一個俊美有型可愛有地位有身份
[00:07:00.580 --> 00:07:04.580]  但耶穌偏偏選了無家營美貌
[00:07:04.580 --> 00:07:06.580]  即是不漂亮
[00:07:06.580 --> 00:07:08.580]  很少人會這樣選
[00:07:08.580 --> 00:07:10.580]  我那時候想會不會耶穌提醒我們
[00:07:10.580 --> 00:07:14.580]  當我們的審美標準變得很一致的時候
[00:07:14.580 --> 00:07:18.580]  可能提醒我們不要隨便輕易以貌取人
[00:07:18.580 --> 00:07:21.580]  當我們很容易追求身光頸靚的時候
[00:07:21.580 --> 00:07:25.580]  我們不要太嫌棄那些出身行微
[00:07:25.580 --> 00:07:27.580]  經文提到一樣東西
[00:07:27.580 --> 00:07:29.580]  他被藐視 被人厭棄
[00:07:29.580 --> 00:07:33.580]  被人藐視即是不尊重
[00:07:33.580 --> 00:07:35.580]  即是被人排斥
[00:07:35.580 --> 00:07:37.580]  即是沒有人理會
[00:07:37.580 --> 00:07:39.580]  我們想想不要以塞亞的年代
[00:07:39.580 --> 00:07:41.580]  有沒有這樣的人被人藐視
[00:07:41.580 --> 00:07:45.580]  其實我們這個城市有沒有人不受尊重
[00:07:45.580 --> 00:07:47.580]  這個城市有沒有一些呼聲
[00:07:47.580 --> 00:07:51.580]  都是喊叫著你不要來拒絕我
[00:07:51.580 --> 00:07:54.580]  其實疫情現在香港很複雜
[00:07:54.580 --> 00:07:56.580]  究竟我們是平息了還是未平息
[00:07:56.580 --> 00:07:59.580]  很難說 全球都很混亂
[00:07:59.580 --> 00:08:03.580]  但我們說在疫情底下揭示了很多事情
[00:08:03.580 --> 00:08:07.580]  揭示了無論是醫療系統各樣
[00:08:07.580 --> 00:08:09.580]  但其中一個又值得想想
[00:08:09.580 --> 00:08:11.580]  有些人研究過
[00:08:11.580 --> 00:08:15.580]  當我們疫情 究竟家庭是否溫暖了
[00:08:15.580 --> 00:08:17.580]  你過去一段日子家庭是否溫暖了
[00:08:17.580 --> 00:08:18.580]  一點點而已
[00:08:18.580 --> 00:08:20.580]  在法國的家暴例子是上升的
[00:08:20.580 --> 00:08:23.580]  英國的例子都家暴上升
[00:08:23.580 --> 00:08:26.580]  所以是否相見好 未必是
[00:08:26.580 --> 00:08:30.580]  見得多情緒高漲就出事了
[00:08:30.580 --> 00:08:34.580]  但其實在疫情底下還揭示了一樣東西
[00:08:34.580 --> 00:08:36.580]  就是歧視
[00:08:36.580 --> 00:08:39.580]  你不單止是在說排華
[00:08:39.580 --> 00:08:42.580]  因為我上年 剛才跟蘇牧師說
[00:08:42.580 --> 00:08:44.580]  我上年其實前年在英國
[00:08:44.580 --> 00:08:46.580]  我太太在愛丁堡讀書
[00:08:46.580 --> 00:08:49.580]  你可以是朋友或是教友
[00:08:49.580 --> 00:08:51.580]  因為我已經離開了 不是叫牧師
[00:08:51.580 --> 00:08:53.580]  不是牧職她
[00:08:53.580 --> 00:08:56.580]  但他們都分享在這段疫情
[00:08:56.580 --> 00:09:00.580]  其實他們搭小巴 會被人罵
[00:09:00.580 --> 00:09:02.580]  因為大學生被人罵
[00:09:02.580 --> 00:09:04.580]  因為你傳染了病毒過來
[00:09:04.580 --> 00:09:07.580]  有些排華情緒 我想我們看報紙都看到
[00:09:07.580 --> 00:09:10.580]  但不單止單方面的華人
[00:09:10.580 --> 00:09:12.580]  其實美國都有
[00:09:12.580 --> 00:09:14.580]  這個例子早就預備好
[00:09:14.580 --> 00:09:16.580]  不過大家都明白
[00:09:16.580 --> 00:09:18.580]  黑人其實不單止是說示威
[00:09:18.580 --> 00:09:20.580]  其實示威之前已經在控訴
[00:09:20.580 --> 00:09:22.580]  就是他們在疫情的時候
[00:09:22.580 --> 00:09:24.580]  死亡率是33%
[00:09:24.580 --> 00:09:29.580]  但全美國的黑人佔的比例大概是16%
[00:09:29.580 --> 00:09:31.580]  他們就問了一個問題
[00:09:31.580 --> 00:09:33.580]  白人優先嗎
[00:09:33.580 --> 00:09:35.580]  醫生都醫白人先嗎
[00:09:35.580 --> 00:09:37.580]  為什麼黑人的醫療會差一點
[00:09:37.580 --> 00:09:40.580]  英國一樣 英國很多長者問一個問題
[00:09:40.580 --> 00:09:42.580]  我一生為英國貢獻這麼多
[00:09:42.580 --> 00:09:45.580]  到關鍵時刻的時候 你放棄我嗎
[00:09:45.580 --> 00:09:47.580]  我六十多歲就不用醫醫師嗎
[00:09:47.580 --> 00:09:49.580]  他們會問一個問題 為什麼
[00:09:49.580 --> 00:09:51.580]  為什麼要是我
[00:09:51.580 --> 00:09:53.580]  這個很簡單的問題
[00:09:53.580 --> 00:09:55.580]  甚至我們都明白
[00:09:55.580 --> 00:09:59.580]  全世界有些呼聲都是在說這件事
[00:09:59.580 --> 00:10:01.580]  譬如以色列國家
[00:10:01.580 --> 00:10:04.580]  以色列和巴勒斯坦之間的糾纏
[00:10:04.580 --> 00:10:06.580]  甚或乎敘利亞的難民
[00:10:06.580 --> 00:10:09.580]  去德國的時候 成為二等三等的難民
[00:10:09.580 --> 00:10:11.580]  他們都有呼聲
[00:10:11.580 --> 00:10:13.580]  你不要歧視我
[00:10:13.580 --> 00:10:14.580]  不要藐視我
[00:10:14.580 --> 00:10:18.580]  我可不可以拿回我應該有的尊嚴
[00:10:18.580 --> 00:10:20.580]  同等的待遇
[00:10:20.580 --> 00:10:22.580]  可能耶穌在提醒我們
[00:10:22.580 --> 00:10:24.580]  當我們細心想想
[00:10:24.580 --> 00:10:26.580]  不要說耶穌的樣子
[00:10:26.580 --> 00:10:28.580]  他所經歷
[00:10:28.580 --> 00:10:30.580]  其實他的出生都很特別
[00:10:30.580 --> 00:10:32.580]  他的出生有什麼特別呢
[00:10:32.580 --> 00:10:33.580]  我們都記得的
[00:10:33.580 --> 00:10:35.580]  他是童貞女瑪利亞所生
[00:10:35.580 --> 00:10:37.580]  你選出生的話
[00:10:37.580 --> 00:10:38.580]  你選什麼家庭都可以選
[00:10:38.580 --> 00:10:40.580]  當然選一個正常一點的
[00:10:40.580 --> 00:10:42.580]  但你選了一個家庭是什麼呢
[00:10:42.580 --> 00:10:44.580]  是未婚懷孕的
[00:10:44.580 --> 00:10:46.580]  你勉強來說
[00:10:46.580 --> 00:10:48.580]  其他人會覺得是未婚懷孕
[00:10:48.580 --> 00:10:49.580]  性靈感孕也好
[00:10:49.580 --> 00:10:50.580]  到了地暴年
[00:10:50.580 --> 00:10:51.580]  施洗約學
[00:10:51.580 --> 00:10:52.580]  不是施洗約學
[00:10:52.580 --> 00:10:55.580]  是約他的先生
[00:10:55.580 --> 00:10:58.580]  當時是打算休妻的
[00:10:58.580 --> 00:11:00.580]  是天使合適
[00:11:00.580 --> 00:11:02.580]  如果天使不合適的話
[00:11:02.580 --> 00:11:04.580]  那個訂婚已經完成了
[00:11:04.580 --> 00:11:06.580]  天使合適而已
[00:11:06.580 --> 00:11:08.580]  我們以為都很美好
[00:11:08.580 --> 00:11:09.580]  Happy Ending
[00:11:09.580 --> 00:11:11.580]  但讀過神學都知道
[00:11:11.580 --> 00:11:13.580]  有一科叫Historical Jesus
[00:11:13.580 --> 00:11:17.580]  探討瑪利亞討論
[00:11:17.580 --> 00:11:19.580]  究竟是否和冰釘疏散
[00:11:19.580 --> 00:11:21.580]  是有人這樣說的
[00:11:21.580 --> 00:11:22.580]  我們可以想像
[00:11:22.580 --> 00:11:23.580]  現在這樣討論
[00:11:23.580 --> 00:11:26.580]  耶穌由出生到傳道的時候
[00:11:26.580 --> 00:11:29.580]  中間聽過多少冷言冷語呢
[00:11:29.580 --> 00:11:31.580]  多少閒話呢
[00:11:31.580 --> 00:11:33.580]  我們想想的時候
[00:11:33.580 --> 00:11:34.580]  我又想想
[00:11:34.580 --> 00:11:36.580]  耶穌選擇在這樣的狀態出生
[00:11:36.580 --> 00:11:38.580]  是不是他都提醒安慰
[00:11:38.580 --> 00:11:39.580]  刻意安慰那些
[00:11:39.580 --> 00:11:41.580]  我們在家庭暴力
[00:11:41.580 --> 00:11:43.580]  在家庭破碎中成長的人
[00:11:43.580 --> 00:11:48.580]  他感受到他們被輕忽的痛楚
[00:11:48.580 --> 00:11:50.580]  感受到他們被取笑的痛楚
[00:11:50.580 --> 00:11:53.580]  感受到他們生命中的不完整
[00:11:53.580 --> 00:11:57.580]  是為那些家庭帶來一些安慰呢
[00:11:57.580 --> 00:11:59.580]  同樣地亦想想
[00:11:59.580 --> 00:12:01.580]  耶穌一生走來的時候
[00:12:01.580 --> 00:12:03.580]  其實是不公平的
[00:12:03.580 --> 00:12:04.580]  或者我們說
[00:12:04.580 --> 00:12:07.580]  我們很喜歡說
[00:12:07.580 --> 00:12:08.580]  社會是一個政治
[00:12:08.580 --> 00:12:09.580]  政治是社會
[00:12:09.580 --> 00:12:10.580]  其實耶穌都一樣是
[00:12:10.580 --> 00:12:12.580]  耶穌一出生的時候
[00:12:12.580 --> 00:12:15.580]  他就是為了逃避希臘王的刀劍
[00:12:15.580 --> 00:12:18.580]  幼童的耶穌已經成為政治的難民
[00:12:18.580 --> 00:12:20.580]  逃往埃及
[00:12:20.580 --> 00:12:22.580]  但到他長大的時候
[00:12:22.580 --> 00:12:24.580]  傳道他又捲入了一個政治的漩渦
[00:12:24.580 --> 00:12:26.580]  他沒有犯過罪
[00:12:26.580 --> 00:12:28.580]  但被巡撫比拉多
[00:12:28.580 --> 00:12:31.580]  選擇屈從民粹的壓力
[00:12:31.580 --> 00:12:34.580]  在如月節的時刻
[00:12:34.580 --> 00:12:38.580]  特赦大道巴拉巴
[00:12:38.580 --> 00:12:42.580]  然後把耶穌釘在十字架
[00:12:42.580 --> 00:12:45.580]  當我們說巡撫的選擇的時候
[00:12:45.580 --> 00:12:49.580]  他是為了權力
[00:12:49.580 --> 00:12:51.580]  為了自己的選票
[00:12:51.580 --> 00:12:57.580]  其實他是沒有公平地對待受審的耶穌
[00:12:57.580 --> 00:12:59.580]  有時我想巴拉巴的反應
[00:12:59.580 --> 00:13:01.580]  是否都令我們反省一下
[00:13:01.580 --> 00:13:04.580]  我們有時會否因為太討好身邊的人
[00:13:04.580 --> 00:13:06.580]  而放棄立場呢
[00:13:06.580 --> 00:13:08.580]  而放棄心中的良知
[00:13:08.580 --> 00:13:11.580]  我們會否保住飯碗而犧牲他人呢
[00:13:11.580 --> 00:13:14.580]  甚或乎教會我們都會否不經不覺
[00:13:14.580 --> 00:13:16.580]  永遠走到地步
