
[00:00:00.000 --> 00:00:05.000]  各位大英姐妹午安
[00:00:05.000 --> 00:00:11.000]  今天很開心有機會和大家分享一個題目
[00:00:11.000 --> 00:00:13.000]  這個題目叫做
[00:00:13.000 --> 00:00:16.000]  這條路你們向來沒有走過
[00:00:16.000 --> 00:00:20.000]  如果大家有留意這次的港獨系列
[00:00:20.000 --> 00:00:22.000]  我們繼續說約書亞記
[00:00:22.000 --> 00:00:24.000]  如果大家熟悉約書亞記
[00:00:24.000 --> 00:00:30.000]  約書亞就是接觸摩西帶領以色列民的領袖
[00:00:30.000 --> 00:00:33.000]  現在要進入一個上帝所應許的地方
[00:00:33.000 --> 00:00:34.000]  叫做迦南地
[00:00:34.000 --> 00:00:36.000]  如果大家記得以前的經文
[00:00:36.000 --> 00:00:38.000]  約書亞記第一章第九
[00:00:38.000 --> 00:00:42.000]  你當剛強壯大,不要懼怕也不要驚慌
[00:00:42.000 --> 00:00:44.000]  因為你無論往哪裡去
[00:00:44.000 --> 00:00:48.000]  耶和華你的神必與你同在
[00:00:48.000 --> 00:00:50.000]  約書亞就帶著這個應許
[00:00:50.000 --> 00:00:54.000]  現在要進入迦南的第一步
[00:00:54.000 --> 00:00:56.000]  今天的經文裏面說
[00:00:56.000 --> 00:00:59.000]  當約書亞帶領幾百萬的以色列民
[00:00:59.000 --> 00:01:03.000]  要進入上帝所應許的地方迦南地之先
[00:01:03.000 --> 00:01:05.000]  他們正面對第一個挑戰
[00:01:05.000 --> 00:01:08.000]  這個挑戰就是要過約旦河
[00:01:08.000 --> 00:01:11.000]  究竟過約旦河
[00:01:11.000 --> 00:01:13.000]  怎樣過或是過到去之後
[00:01:13.000 --> 00:01:15.000]  面對一個什麼的警方什麼的地方
[00:01:15.000 --> 00:01:16.000]  他們真的不知道
[00:01:16.000 --> 00:01:18.000]  如果你在當日約書亞的時間
[00:01:18.000 --> 00:01:20.000]  你不只是自己一個人過
[00:01:20.000 --> 00:01:22.000]  你要帶著幾百萬人去過的時間
[00:01:22.000 --> 00:01:26.000]  你所承擔的壓力是何等的大
[00:01:26.000 --> 00:01:28.000]  還有你不知道
[00:01:28.000 --> 00:01:30.000]  上帝說這個地方是我應許的
[00:01:30.000 --> 00:01:33.000]  你真的帶著應許進入一個這樣的地方
[00:01:33.000 --> 00:01:36.000]  究竟當他面對一個人生的選擇
[00:01:36.000 --> 00:01:39.000]  過不過怎樣過的時間
[00:01:39.000 --> 00:01:43.000]  究竟他靠著什麼去面對這樣的挑戰呢
[00:01:43.000 --> 00:01:44.000]  我們就從這裡的經文
[00:01:44.000 --> 00:01:46.000]  我們一同去思考
[00:01:46.000 --> 00:01:50.000]  我不知道你今天是否也在面對人生的某些選擇
[00:01:50.000 --> 00:01:51.000]  當你面對一些選擇
[00:01:51.000 --> 00:01:54.000]  究竟要做要不做怎樣做的時候
[00:01:54.000 --> 00:01:59.000]  究竟約書亞這個故事能夠帶給你一些什麼的思考呢
[00:01:59.000 --> 00:02:00.000]  然後我才為大家讀出
[00:02:00.000 --> 00:02:04.000]  約書亞記第三章一至第十七節
[00:02:04.000 --> 00:02:05.000]  經文裡面這樣說
[00:02:05.000 --> 00:02:07.000]  約書亞清早起來
