
[00:00:00.000 --> 00:00:04.040]  今天很高興來到當中分享
[00:00:04.040 --> 00:00:07.240]  可能在座的人不太了解我
[00:00:07.240 --> 00:00:09.240]  先介紹一下自己
[00:00:09.240 --> 00:00:13.880]  我也是在這個堂所的一個區域
[00:00:13.880 --> 00:00:17.720]  我屬於C2大目區
[00:00:17.720 --> 00:00:21.200]  今天講到的那個
[00:00:21.200 --> 00:00:24.200]  記不記得我們講到哪一本書?
[00:00:24.200 --> 00:00:27.200]  (記不記得)
[00:00:27.200 --> 00:00:29.200]  《藥書也記》
[00:00:29.200 --> 00:00:35.600]  原來我們已經來到第四講了
[00:00:35.600 --> 00:00:39.600]  不如我們先讀一下經文
[00:00:39.600 --> 00:00:41.600]  聽我讀出來
[00:00:41.600 --> 00:00:43.600]  我們今天的主題第四講
[00:00:43.600 --> 00:00:46.400]  是《除掉羞辱,重新降服》
[00:00:46.400 --> 00:00:50.400]  記載在《藥書也記》第五章裏面的
[00:00:50.400 --> 00:00:53.000]  請聽我讀一下
[00:00:53.000 --> 00:00:56.200]  約旦河西的阿摩利人
[00:00:56.200 --> 00:01:00.200]  那個縱王和靠近海邊的迦南人
[00:01:00.200 --> 00:01:04.200]  聽見耶和華在一群以色列人面前
[00:01:04.200 --> 00:01:07.200]  走過約旦河是乾了的
[00:01:07.200 --> 00:01:09.200]  被他們串問走過之後
[00:01:09.200 --> 00:01:12.200]  縱王因為以色列人的怨古
[00:01:12.200 --> 00:01:16.200]  每個人都膽見心驚
[00:01:16.200 --> 00:01:20.200]  應該正確來說是因耶和華的作為膽戰心驚
[00:01:20.200 --> 00:01:22.200]  勇氣全失
[00:01:22.200 --> 00:01:26.200]  那時候耶和華對約書亞說
[00:01:26.200 --> 00:01:28.200]  你要製造火石刀
[00:01:28.200 --> 00:01:33.200]  為第二次以色列人行國禮
[00:01:33.200 --> 00:01:36.200]  約書亞製造了火石刀
[00:01:36.200 --> 00:01:39.200]  在哈爾拉勒山
[00:01:39.200 --> 00:01:42.200]  為以色列人行國禮
[00:01:42.200 --> 00:01:45.200]  約書亞行國禮的原因是什麼呢
[00:01:45.200 --> 00:01:48.200]  他說從埃及出來的眾百姓
[00:01:48.200 --> 00:01:51.200]  所有能夠打仗的藍丁
[00:01:51.200 --> 00:01:57.200]  在埃及之後都死在了抗野路上
[00:01:57.200 --> 00:02:01.200]  所以他說這些從埃及出來的眾百姓
[00:02:01.200 --> 00:02:03.200]  是受過國禮的
[00:02:03.200 --> 00:02:07.200]  但是這些在埃及之後在抗野路上
[00:02:07.200 --> 00:02:10.200]  所生的眾百姓是沒有受過國禮的
[00:02:10.200 --> 00:02:14.200]  所以以色列人在抗野路上走了四十年
[00:02:14.200 --> 00:02:17.200]  直到這些從埃及出來的人
[00:02:17.200 --> 00:02:20.200]  能夠打仗的人全部都消滅了
[00:02:20.200 --> 00:02:26.200]  因為他們曾經不聽上帝的話
[00:02:26.200 --> 00:02:30.200]  所以耶和華就和他們起誓
[00:02:30.200 --> 00:02:32.200]  必不容許你們
[00:02:32.200 --> 00:02:35.200]  看見耶和華向你們列祖起誓
[00:02:35.200 --> 00:02:37.200]  給你們的地
[00:02:37.200 --> 00:02:41.200]  並且就是這個流奶與蜜之地
[00:02:41.200 --> 00:02:43.200]  他們的子孫
[00:02:43.200 --> 00:02:45.200]  就是這些耶和華興起
[00:02:45.200 --> 00:02:48.200]  接觸他們的都是沒有受過國禮的
[00:02:48.200 --> 00:02:53.200]  就是這些在路上沒有受過國禮的
[00:02:53.200 --> 00:02:57.200]  約書亞就這樣為他們行了國禮
[00:02:57.200 --> 00:03:02.200]  第八節他說全國的人都受了國禮
[00:03:02.200 --> 00:03:06.200]  就留在自己的營中直到痊癒
[00:03:06.200 --> 00:03:09.200]  耶和華就對約書亞這樣說
[00:03:09.200 --> 00:03:11.200]  這個給他們的英雄
[00:03:11.200 --> 00:03:13.200]  就對他們說
[00:03:13.200 --> 00:03:18.200]  我今天將埃及的羞辱從你們身上除掉
[00:03:18.200 --> 00:03:20.200]  因為出埃及的時候
[00:03:20.200 --> 00:03:22.200]  有些人笑他們
[00:03:22.200 --> 00:03:25.200]  你們的神去了哪裡呢?
[00:03:25.200 --> 00:03:26.200]  所以他說
[00:03:26.200 --> 00:03:29.200]  因此這個地方就叫吉甲
[00:03:29.200 --> 00:03:31.200]  就是滾出去的意思
[00:03:31.200 --> 00:03:33.200]  就是除掉的意思
[00:03:33.200 --> 00:03:36.200]  直到今天第十節
[00:03:36.200 --> 00:03:39.200]  以色列人就在吉甲安營
[00:03:39.200 --> 00:03:40.200]  等了四天之後
[00:03:40.200 --> 00:03:42.200]  正如十四日晚上
[00:03:42.200 --> 00:03:45.200]  他們就在耶利哥這個平原裡
[00:03:45.200 --> 00:03:47.200]  守如意節
[00:03:47.200 --> 00:03:48.200]  如意節的第二天
[00:03:48.200 --> 00:03:51.200]  他們就吃了當地出產的
[00:03:51.200 --> 00:03:52.200]  在那一天
[00:03:52.200 --> 00:03:56.200]  他們吃了無教餅和漢國的穀物
[00:03:56.200 --> 00:03:59.200]  他們吃了當地出產的
[00:03:59.200 --> 00:04:00.200]  第二天
[00:04:00.200 --> 00:04:02.200]  馬拉就止住了
[00:04:02.200 --> 00:04:05.200]  以色列人就再沒有吃馬拉
[00:04:05.200 --> 00:04:06.200]  在那一年裡
[00:04:06.200 --> 00:04:12.200]  他們都是吃迦南出產的
[00:04:12.200 --> 00:04:14.200]  第十三節繼續這樣說
[00:04:14.200 --> 00:04:15.200]  當以節過後
[00:04:15.200 --> 00:04:18.200]  約書亞就靠近耶利哥
[00:04:18.200 --> 00:04:20.200]  因為近處
[00:04:20.200 --> 00:04:21.200]  他就觀看下
[00:04:21.200 --> 00:04:25.200]  不料看到有個人就面對面走出來
[00:04:25.200 --> 00:04:26.200]  因為太近了
[00:04:26.200 --> 00:04:28.200]  他拔著一把刀
[00:04:28.200 --> 00:04:30.200]  所以約書亞就立刻這樣說
[00:04:30.200 --> 00:04:32.200]  究竟你是屬於我們這邊的
[00:04:32.200 --> 00:04:35.200]  還是屬於敵人那邊的呢?
[00:04:35.200 --> 00:04:36.200]  他就說
[00:04:36.200 --> 00:04:37.200]  想不到他這樣說
[00:04:37.200 --> 00:04:38.200]  他說不是
[00:04:38.200 --> 00:04:43.200]  我現在是來做耶和華軍隊的元帥
[00:04:43.200 --> 00:04:46.200]  於是約書亞就立刻趴下
[00:04:46.200 --> 00:04:48.200]  俯伏敬拜
[00:04:48.200 --> 00:04:50.200]  問我的主啊
[00:04:50.200 --> 00:04:54.200]  你有什麼吩咐僕人呢?
[00:04:54.200 --> 00:04:59.200]  於是耶和華軍隊的元帥就和約書亞說
[00:04:59.200 --> 00:05:01.200]  這個似曾相識
[00:05:01.200 --> 00:05:04.200]  可能他聽過摩西類似的說
[00:05:04.200 --> 00:05:07.200]  把腳上的鞋脫去
[00:05:07.200 --> 00:05:10.200]  因為你所站的地方是聖的
[00:05:10.200 --> 00:05:13.200]  約書亞就這樣照做了
[00:05:13.200 --> 00:05:16.200]  這一章的經文
[00:05:16.200 --> 00:05:18.200]  不知道大家是否熟悉
[00:05:18.200 --> 00:05:20.200]  或者我們聽下去的時候
[00:05:20.200 --> 00:05:22.200]  說我們今天的主題
[00:05:22.200 --> 00:05:26.200]  先重溫約書亞的前提
[00:05:26.200 --> 00:05:28.200]  約書亞的整本書
[00:05:28.200 --> 00:05:30.200]  其實就是要證實
[00:05:30.200 --> 00:05:33.200]  上帝曾經應許了伯拉罕
[00:05:33.200 --> 00:05:37.200]  把迦南的一個美地賜給他的子子孫孫
[00:05:37.200 --> 00:05:39.200]  就是揀選的民族
[00:05:39.200 --> 00:05:42.200]  他果然是守信的
[00:05:42.200 --> 00:05:45.200]  把這些子民帶入曠野
[00:05:45.200 --> 00:05:49.200]  由曠野進入應許之地
[00:05:49.200 --> 00:05:51.200]  正正就是這些記載
[00:05:51.200 --> 00:05:56.200]  證明上帝是真實的
[00:05:56.200 --> 00:05:58.200]  所以在第一章裏
[00:05:58.200 --> 00:06:01.200]  他就說這個偉人摩西死了之後
[00:06:01.200 --> 00:06:07.200]  上帝就吩咐約書亞接續領袖的地位
[00:06:07.200 --> 00:06:10.200]  能夠帶他們進入迦南
