
[00:00:00.000 --> 00:00:07.000]  歡迎大家2023年回到我們青少年的崇拜
[00:00:07.000 --> 00:00:12.000]  我應該是這個月第五次和大家分享
[00:00:12.000 --> 00:00:14.000]  可能大家有點悶
[00:00:14.000 --> 00:00:17.000]  不過今天是一個新的系列
[00:00:17.000 --> 00:00:20.000]  希望為大家帶來一些新的洞見
[00:00:20.000 --> 00:00:26.000]  可以先看台上的PowerPoint
[00:00:28.000 --> 00:00:32.000]  我們今次新的系列其實是講詩歌
[00:00:32.000 --> 00:00:35.000]  其實是詩歌和神學的一個關係
[00:00:35.000 --> 00:00:39.000]  今天會分享剛剛那首詩歌
[00:00:39.000 --> 00:00:41.000]  《保守我心》
[00:00:41.000 --> 00:00:44.000]  這個系列的簡介是什麼呢?
[00:00:44.000 --> 00:00:51.000]  有人形容我們影響本地信徒最深的
[00:00:51.000 --> 00:00:53.000]  不是哪一個神學家
[00:00:53.000 --> 00:00:55.000]  不是哪一個牧者
[00:00:55.000 --> 00:00:57.000]  反而是基督教的音樂人
[00:00:57.000 --> 00:01:00.000]  很多時候我們年輕時代的信仰
[00:01:00.000 --> 00:01:03.000]  是透過詩歌裡面的神學建立出來的
[00:01:03.000 --> 00:01:06.000]  可以說是一種唱出來的神學
[00:01:06.000 --> 00:01:10.000]  古時的人奧古斯丁也讚嘆過音樂
[00:01:10.000 --> 00:01:12.000]  令他更加接近上帝
[00:01:12.000 --> 00:01:17.000]  而馬丁路德也認為音樂是上帝賜給人最好的禮物
[00:01:17.000 --> 00:01:24.000]  這個系列希望去剖析一些我們聽過的詩歌
[00:01:24.000 --> 00:01:25.000]  裡面的內容
[00:01:25.000 --> 00:01:27.000]  希望和經文做一些對話
[00:01:27.000 --> 00:01:30.000]  去發掘裡面的神學理念
[00:01:30.000 --> 00:01:33.000]  所以在往後的一月和二月
[00:01:33.000 --> 00:01:36.000]  我們總共有八講
[00:01:36.000 --> 00:01:39.000]  選了一些詩歌
[00:01:39.000 --> 00:01:44.000]  我們分享一下裡面表現出來的神學觀念
[00:01:44.000 --> 00:01:48.000]  或者他想說的是什麼話
[00:01:48.000 --> 00:01:50.000]  有些是我們熟悉的
[00:01:50.000 --> 00:01:53.000]  也有一些是我們自己作的
[00:01:53.000 --> 00:01:58.000]  也有一些是有個洞洞的
[00:01:58.000 --> 00:02:00.000]  我還沒想是哪一首
[00:02:00.000 --> 00:02:02.000]  原諒我,我很快就會想到
[00:02:02.000 --> 00:02:06.000]  尷尬,還要直播
[00:02:06.000 --> 00:02:09.000]  今天就說一下《保守我心》
[00:02:09.000 --> 00:02:11.000]  另外一個尷尬的地方就是
[00:02:11.000 --> 00:02:14.000]  《保守我心》剛才大家也有唱過
[00:02:14.000 --> 00:02:15.000]  或者大家也熟悉
[00:02:15.000 --> 00:02:18.000]  其中一句歌詞就是「心冤」
[00:02:18.000 --> 00:02:21.000]  其實定這個系列的時候
[00:02:21.000 --> 00:02:25.000]  是上年差不多八九月開始
[00:02:25.000 --> 00:02:27.000]  我們就已經要定下年的東西
[00:02:27.000 --> 00:02:29.000]  我們八九月就已經定了
[00:02:29.000 --> 00:02:32.000]  不如說一下詩歌和神學
[00:02:32.000 --> 00:02:35.000]  怎知道前一陣子
[00:02:35.000 --> 00:02:38.000]  好像是十月還是十一月
[00:02:38.000 --> 00:02:44.000]  有位神學院的老師評論了這首歌
[00:02:44.000 --> 00:02:46.000]  覺得這首歌裡面的歌詞
[00:02:46.000 --> 00:02:52.000]  有些負面或者錯誤的運用聖經
[00:02:52.000 --> 00:02:54.000]  就大擠了,那怎麼辦呢?
[00:02:54.000 --> 00:02:56.000]  我們今天是不是要引戰呢?
[00:02:56.000 --> 00:03:02.000]  不是的,純粹是去解釋一下
[00:03:02.000 --> 00:03:03.000]  這段經文是什麼意思
[00:03:03.000 --> 00:03:07.000]  當然神學院的老師當然比我好
[00:03:07.000 --> 00:03:09.000]  你可以看回他的文章
[00:03:09.000 --> 00:03:12.000]  但我也可以分享一下我自己的一點點看法
[00:03:12.000 --> 00:03:14.000]  還有做一個引子
[00:03:14.000 --> 00:03:18.000]  究竟詩歌和神學有什麼關係呢?
[00:03:18.000 --> 00:03:22.000]  其中我們剛剛唱的那段歌詞
[00:03:22.000 --> 00:03:24.000]  就是來自兩段經文
[00:03:24.000 --> 00:03:26.000]  「我要保守我心勝過保守一切」
[00:03:26.000 --> 00:03:28.000]  「因為一生中每道傳言由心中發出」
[00:03:28.000 --> 00:03:31.000]  是來自《針研四章二十三節》
[00:03:31.000 --> 00:03:33.000]  這是大家很熟悉的
[00:03:33.000 --> 00:03:35.000]  但問題出於哪裡呢?
[00:03:35.000 --> 00:03:36.000]  問題出於下一段
[00:03:36.000 --> 00:03:38.000]  「直湧到我靈心淵和聖靈心淵」
[00:03:38.000 --> 00:03:43.000]  「不住呼應永生神已洪濤漫過我心」
[00:03:43.000 --> 00:03:45.000]  「無盡恩典賜浪奉彼我心」
[00:03:45.000 --> 00:03:47.000]  是來自另一段經文
[00:03:47.000 --> 00:03:50.000]  就是詩篇四十二至四十三篇
[00:03:50.000 --> 00:03:53.000]  其中對這首歌的批評
[00:03:53.000 --> 00:03:56.000]  是源自於「聖靈心淵」這字
[00:03:56.000 --> 00:03:58.000]  是有些語意不明
[00:03:58.000 --> 00:04:02.000]  這個組合在聖經裡沒有這樣形容過
[00:04:02.000 --> 00:04:04.000]  或者沒有這樣出現過
[00:04:04.000 --> 00:04:07.000]  並且「心淵」、「大水」、「洪濤」
[00:04:07.000 --> 00:04:12.000]  通常在聖經裡都是邪惡的象徵
[00:04:12.000 --> 00:04:15.000]  所以用「心淵」來形容聖靈
[00:04:15.000 --> 00:04:17.000]  好像不是太好
[00:04:17.000 --> 00:04:20.000]  究竟經文的意思是怎樣呢?
[00:04:20.000 --> 00:04:23.000]  又可以怎樣解釋呢?
[00:04:23.000 --> 00:04:25.000]  詩篇四十二至四十三篇
[00:04:25.000 --> 00:04:31.000]  可以說是一卷的一篇詩篇
[00:04:31.000 --> 00:04:37.000]  有一個標題是荷拉所寫的
[00:04:37.000 --> 00:04:39.000]  荷拉是甚麼人呢?
[00:04:39.000 --> 00:04:42.000]  是聖殿的守護者和歌手
[00:04:42.000 --> 00:04:45.000]  可以說是今天的敬拜隊
[00:04:45.000 --> 00:04:50.000]  由一班敬拜隊或敬拜成員去寫的
[00:04:50.000 --> 00:04:54.000]  四十二及四十三篇為何歸類為一首詩篇呢?
[00:04:54.000 --> 00:04:57.000]  因為四十三篇沒有一個標題
[00:04:57.000 --> 00:04:59.000]  只有四十二篇有
[00:04:59.000 --> 00:05:01.000]  所以很可能是同一篇
[00:05:01.000 --> 00:05:05.000]  還有一些古卷將兩篇放在一起
[00:05:05.000 --> 00:05:08.000]  並且內容其實都很相似
[00:05:08.000 --> 00:05:10.000]  就像這首歌的chorus一樣
[00:05:10.000 --> 00:05:11.000]  也有同一個chorus
[00:05:11.000 --> 00:05:13.000]  「我的心啊你為何憂悶」
[00:05:13.000 --> 00:05:14.000]  「為何在我裏面煩躁」
[00:05:14.000 --> 00:05:15.000]  「應當仰望神」
[00:05:15.000 --> 00:05:17.000]  「我還要稱謝他」
[00:05:17.000 --> 00:05:19.000]  「我當面的拯救我的神」
[00:05:19.000 --> 00:05:21.000]  在這兩篇詩篇中
[00:05:21.000 --> 00:05:23.000]  這一句是多番出現
[00:05:23.000 --> 00:05:25.000]  在四十二篇中
[00:05:25.000 --> 00:05:28.000]  亦形容這個禱告
[00:05:28.000 --> 00:05:30.000]  和諧本給了一個名字
[00:05:30.000 --> 00:05:33.000]  就是《流亡異鄉者的禱告》
[00:05:33.000 --> 00:05:34.000]  為甚麼呢?
[00:05:34.000 --> 00:05:37.000]  因為這兩首詩篇的內容
[00:05:37.000 --> 00:05:39.000]  可能是在說
[00:05:39.000 --> 00:05:41.000]  詩人是一個被老的狀況
[00:05:41.000 --> 00:05:43.000]  或者他因為患病也好
[00:05:43.000 --> 00:05:45.000]  或者因為犯罪也好
[00:05:45.000 --> 00:05:47.000]  他遠離了耶路撒冷
[00:05:47.000 --> 00:05:49.000]  或者遠離了上帝
[00:05:49.000 --> 00:05:51.000]  無論是他的身體
[00:05:51.000 --> 00:05:52.000]  他的心靈
[00:05:52.000 --> 00:05:53.000]  他的情緒
[00:05:53.000 --> 00:05:55.000]  都是一個遠離上帝的狀態
[00:05:55.000 --> 00:05:58.000]  因此無論他是被老也好
[00:05:58.000 --> 00:05:59.000]  患病也好
[00:05:59.000 --> 00:06:00.000]  還是犯罪
[00:06:00.000 --> 00:06:03.000]  他好像在裏面有很多的埋怨
[00:06:03.000 --> 00:06:05.000]  或者申訴
[00:06:05.000 --> 00:06:07.000]  不過我們今天時間有限
[00:06:07.000 --> 00:06:09.000]  所以我們只看四十二篇
[00:06:09.000 --> 00:06:11.000]  經文中這樣說
[00:06:11.000 --> 00:06:13.000]  「神啊!我的心切無理
[00:06:13.000 --> 00:06:15.000]  如鹿切無溪水
[00:06:15.000 --> 00:06:17.000]  我的心學賞神
[00:06:17.000 --> 00:06:18.000]  就是永生神
[00:06:18.000 --> 00:06:20.000]  我幾時得朝見神呢?」
[00:06:20.000 --> 00:06:22.000]  在頭一、二句
[00:06:22.000 --> 00:06:24.000]  我們有不同的歌
[00:06:24.000 --> 00:06:27.000]  都用這首詩篇去寫
[00:06:27.000 --> 00:06:29.000]  如鹿切無溪水
[00:06:29.000 --> 00:06:31.000]  但很多時候我們去看畫面
[00:06:31.000 --> 00:06:33.000]  就好像很舒服
[00:06:33.000 --> 00:06:37.000]  永遠有隻鹿在溪水旁休息
