
[00:00:00.000 --> 00:00:02.000]  各位請坐
[00:00:02.000 --> 00:00:04.000]  各位大兄姊妹
[00:00:04.000 --> 00:00:06.000]  晚安
[00:00:06.000 --> 00:00:08.000]  還是午安呢?晚安
[00:00:08.000 --> 00:00:13.000]  剛剛來又如風,離又如風
[00:00:13.000 --> 00:00:15.000]  很快又走了風
[00:00:15.000 --> 00:00:19.000]  感謝主讓我們香港平安地度過
[00:00:19.000 --> 00:00:24.000]  我今天分享今天的講道
[00:00:24.000 --> 00:00:27.000]  就是跟隨在地的耶穌
[00:00:27.000 --> 00:00:32.000]  耶穌守第一誡命,大家都知道耶穌的第一誡命是什麼
[00:00:32.000 --> 00:00:37.000]  不過我先講一下我喜歡看周星馳的電影
[00:00:37.000 --> 00:00:40.000]  不知道有沒有人看周星馳的電影,應該也有吧
[00:00:40.000 --> 00:00:43.000]  不用舉手,暴露你們的年紀
[00:00:43.000 --> 00:00:48.000]  有套叫《武狀元蘇乞兒》,大家有看的
[00:00:48.000 --> 00:00:54.000]  有一個很心酸的中間,叫做黑色那裡
[00:00:54.000 --> 00:00:58.000]  不過最後一生很沒功夫
[00:00:58.000 --> 00:01:00.000]  最後跟壞人打
[00:01:00.000 --> 00:01:05.000]  誰知道第十八掌原來那個秘笈是沒有的
[00:01:05.000 --> 00:01:07.000]  看不到的
[00:01:07.000 --> 00:01:11.000]  原來第十八掌才可以打贏那個壞人
[00:01:11.000 --> 00:01:15.000]  不過打不贏之後,突然風一吹
[00:01:15.000 --> 00:01:20.000]  原來第十八式是由十七式組成
[00:01:20.000 --> 00:01:23.000]  是十七式裡面的精華所在
[00:01:23.000 --> 00:01:28.000]  所以他使出寒龍有富贏了這場
[00:01:28.000 --> 00:01:31.000]  其實我們律法就是這樣
[00:01:31.000 --> 00:01:36.000]  那個文士問耶穌,哪條律法是最大
[00:01:36.000 --> 00:01:40.000]  有比較,有比較就有傷害
[00:01:40.000 --> 00:01:46.000]  但是你比較之餘,其實耶穌很簡單地回答他
[00:01:46.000 --> 00:01:48.000]  為什麼?因為律法有613條
[00:01:48.000 --> 00:01:50.000]  有365條是什麼?
[00:01:50.000 --> 00:01:53.000]  是禁令,不准做
[00:01:53.000 --> 00:01:57.000]  有248條是分令,你們要怎麼做
[00:01:57.000 --> 00:02:04.000]  所以裡面每一條的精華就是愛神愛人
[00:02:04.000 --> 00:02:06.000]  去總綱
[00:02:06.000 --> 00:02:11.000]  所以這兩條誡命是一切律法和先知書的總綱
[00:02:11.000 --> 00:02:16.000]  即是每一條誡命都是要愛神和愛人
[00:02:16.000 --> 00:02:23.000]  所以今天我就去看馬可福音十二章28至34節
[00:02:23.000 --> 00:02:26.000]  讓我讀出這段經文給大家聽
[00:02:26.000 --> 00:02:30.000]  有一個文士來,聽見他們辯論
[00:02:30.000 --> 00:02:33.000]  知道耶穌回答得好,就問他說
[00:02:33.000 --> 00:02:35.000]  誡命中哪一條是第一的呢?
[00:02:35.000 --> 00:02:39.000]  耶穌回答的第一是以色列
[00:02:39.000 --> 00:02:44.000]  你要聽主,我們的上帝是獨一的主
[00:02:44.000 --> 00:02:47.000]  你要盡心盡性盡義盡力
[00:02:47.000 --> 00:02:49.000]  愛主,你的上帝
[00:02:49.000 --> 00:02:53.000]  第二是要愛人,愛倫如己
[00:02:53.000 --> 00:02:57.000]  再沒有比這兩條誡命更大的了
[00:02:57.000 --> 00:02:59.000]  那文士對耶穌說
[00:02:59.000 --> 00:03:01.000]  好,老師,你說得對
[00:03:01.000 --> 00:03:06.000]  上帝是一位,除了他以外再沒有別的了
[00:03:06.000 --> 00:03:09.000]  並且盡心盡志盡力愛他
[00:03:09.000 --> 00:03:15.000]  又愛倫如己,要比一切繁祭和祭祀好得多
[00:03:15.000 --> 00:03:19.000]  耶穌見他回答得有智慧,就對他說
[00:03:19.000 --> 00:03:21.000]  你離上帝的國不遠了
[00:03:21.000 --> 00:03:26.000]  從此以後沒有人敢再問他什麼
[00:03:26.000 --> 00:03:30.000]  我們先看背景
[00:03:30.000 --> 00:03:36.000]  他們來到耶路撒冷是第幾次呢?
[00:03:36.000 --> 00:03:38.000]  應該是第四次,最後一次
[00:03:38.000 --> 00:03:42.000]  他們一起上耶路撒冷
[00:03:42.000 --> 00:03:48.000]  最後一次,那時候有工會質問耶穌的權柄
[00:03:48.000 --> 00:03:49.000]  還有什麼人質問?
[00:03:49.000 --> 00:03:53.000]  還有各黨派去試探質問耶穌
[00:03:53.000 --> 00:03:58.000]  有法利塞人,有希律黨,薩高多人
[00:03:58.000 --> 00:04:01.000]  然後法利塞人問什麼?
[00:04:01.000 --> 00:04:05.000]  跟希律人問納粹及凱撒的問題
[00:04:05.000 --> 00:04:08.000]  大家記得耶穌怎麼回答
[00:04:08.000 --> 00:04:12.000]  凱撒的歸凱撒,神的歸神
[00:04:12.000 --> 00:04:14.000]  答得很精妙
[00:04:14.000 --> 00:04:19.000]  然後第二個問題是薩高多人問復活的問題
[00:04:19.000 --> 00:04:21.000]  他們不相信復活
[00:04:21.000 --> 00:04:25.000]  所以他們問問題的時候,耶穌又回答得很妙
[00:04:25.000 --> 00:04:29.000]  在摩西有本書說過
[00:04:29.000 --> 00:04:35.000]  人從死中復活後也不要也不嫁
[00:04:35.000 --> 00:04:39.000]  像天上的天使一樣
[00:04:39.000 --> 00:04:41.000]  他回答得很妙
[00:04:41.000 --> 00:04:45.000]  薩高多人都不知道怎麼回答他
[00:04:45.000 --> 00:04:49.000]  所以一個政治的問題和神學的問題
[00:04:49.000 --> 00:04:52.000]  然後到這個律法和道德的問題
[00:04:52.000 --> 00:04:55.000]  就是以上這個民事問的
[00:04:55.000 --> 00:04:58.000]  這次就是問律法和道德的問題
[00:04:58.000 --> 00:05:00.000]  有一個民事來聽見他的辯論
[00:05:00.000 --> 00:05:03.000]  知道耶穌回答得好
[00:05:03.000 --> 00:05:06.000]  就問他說,誡命中哪一條是第一呢?
[00:05:06.000 --> 00:05:10.000]  但這個民事在其他福音書
[00:05:10.000 --> 00:05:14.000]  馬太福音、馬可福音都記載過
[00:05:14.000 --> 00:05:16.000]  但他叫律法師
[00:05:16.000 --> 00:05:20.000]  路加福音又叫律法師
[00:05:20.000 --> 00:05:24.000]  那律法師和民事有什麼分別呢?
[00:05:24.000 --> 00:05:26.000]  其實是沒有的
[00:05:26.000 --> 00:05:28.000]  是一樣的
[00:05:28.000 --> 00:05:30.000]  為什麼呢?
[00:05:30.000 --> 00:05:32.000]  因為在新漢語譯本
[00:05:32.000 --> 00:05:36.000]  馬可福音都是翻譯成律法教師
[00:05:36.000 --> 00:05:38.000]  所以是沒有分別的
[00:05:38.000 --> 00:05:42.000]  但我們想知道民事律法師是做什麼工作呢?
[00:05:42.000 --> 00:05:44.000]  有沒有人知道?
[00:05:44.000 --> 00:05:46.000]  當然是我說了
[00:05:46.000 --> 00:05:49.000]  當然是保存記錄
[00:05:49.000 --> 00:05:53.000]  因為那時候沒有硬盤
[00:05:53.000 --> 00:05:55.000]  沒有電腦
[00:05:55.000 --> 00:05:57.000]  是用人手寫的
[00:05:57.000 --> 00:05:59.000]  他們都是有收集檔案的
[00:05:59.000 --> 00:06:02.000]  還有律法書沒有影印機
[00:06:02.000 --> 00:06:03.000]  就用人手抄寫
[00:06:03.000 --> 00:06:05.000]  他們就抄寫律法書
[00:06:05.000 --> 00:06:09.000]  他更加是一個權威的教授
[00:06:09.000 --> 00:06:10.000]  他教授了什麼?
[00:06:10.000 --> 00:06:13.000]  就是猶太的律法
[00:06:13.000 --> 00:06:15.000]  他是很有權威的人
[00:06:15.000 --> 00:06:18.000]  更加是維護摩西的律法的人
[00:06:18.000 --> 00:06:23.000]  他有護教學的權柄
[00:06:23.000 --> 00:06:25.000]  一有人質問的時候
[00:06:25.000 --> 00:06:26.000]  他就會護教
[00:06:26.000 --> 00:06:28.000]  他是祭司民事長老
[00:06:28.000 --> 00:06:30.000]  造成一個工會
[00:06:30.000 --> 00:06:32.000]  即是工會的其中一個職位
[00:06:32.000 --> 00:06:34.000]  是民事的
[00:06:34.000 --> 00:06:36.000]  是組成的
[00:06:36.000 --> 00:06:39.000]  他在社會擁有名望和地位
[00:06:39.000 --> 00:06:42.000]  他在世代從很早期的時候
[00:06:42.000 --> 00:06:46.000]  耶穌在之前的時候
[00:06:46.000 --> 00:06:48.000]  應該是回歸之後
[00:06:48.000 --> 00:06:54.000]  民事的位置慢慢開始備受尊崇
