
[00:00:00.000 --> 00:00:03.320]  好,謝謝,每晚安
[00:00:03.320 --> 00:00:11.200]  今天的講題都是我們在小年園堂的講道系列裡面
[00:00:11.200 --> 00:00:14.600]  不經不覺就來到第十講了
[00:00:14.600 --> 00:00:18.400]  就是跟隨在地的耶穌
[00:00:18.400 --> 00:00:24.960]  第十講就是在《馬可福音》十章的十七到三十一節
[00:00:24.960 --> 00:00:28.560]  可能這段經文大家都熟悉
[00:00:28.560 --> 00:00:33.080]  待會進入經文時
[00:00:33.080 --> 00:00:38.360]  大家嘗試代入當中的場景
[00:00:38.360 --> 00:00:42.200]  請聽我讀出經文
[00:00:42.200 --> 00:00:45.760]  耶穌剛上路的時候
[00:00:45.760 --> 00:00:47.360]  有一個人跑來
[00:00:47.360 --> 00:00:49.880]  跪在他面前問他
[00:00:49.880 --> 00:00:52.280]  善良的老師
[00:00:52.280 --> 00:00:56.160]  我該做什麼事才能承受永生
[00:00:56.160 --> 00:00:58.160]  耶穌對他說
[00:00:58.160 --> 00:01:01.480]  你為什麼稱我是善良的
[00:01:01.480 --> 00:01:04.160]  除了神一位之外
[00:01:04.160 --> 00:01:06.160]  再沒有善良的
[00:01:06.160 --> 00:01:09.160]  誡命你是知道的
[00:01:09.160 --> 00:01:10.560]  不可殺人
[00:01:10.560 --> 00:01:12.040]  不可姦淫
[00:01:12.040 --> 00:01:13.440]  不可偷渡
[00:01:13.440 --> 00:01:15.440]  不可作假見證
[00:01:15.440 --> 00:01:17.440]  不可窺婦人
[00:01:17.440 --> 00:01:19.440]  當孝敬父母
[00:01:19.440 --> 00:01:22.440]  他對耶穌說
[00:01:22.440 --> 00:01:26.840]  老師,這一切我從小都遵守了
[00:01:26.840 --> 00:01:28.840]  耶穌看著他
[00:01:28.840 --> 00:01:30.240]  就愛他
[00:01:30.240 --> 00:01:31.240]  對他說
[00:01:31.240 --> 00:01:35.840]  你還缺少一件
[00:01:35.840 --> 00:01:37.840]  去變賣你所有的
[00:01:37.840 --> 00:01:39.840]  分級窮人
[00:01:39.840 --> 00:01:41.840]  就必有財寶在天上
[00:01:41.840 --> 00:01:43.840]  然後來跟從我
[00:01:43.840 --> 00:01:45.840]  他聽見這話
[00:01:45.840 --> 00:01:48.840]  面色就變了色
[00:01:48.840 --> 00:01:51.840]  悠悠愁愁地走了
[00:01:51.840 --> 00:01:53.840]  因為他的產業很多
[00:01:53.840 --> 00:01:56.840]  耶穌看了周圍
[00:01:56.840 --> 00:01:58.840]  對門徒說
[00:01:58.840 --> 00:02:00.840]  有錢財的人進神的國
[00:02:00.840 --> 00:02:02.840]  是何等的難
[00:02:02.840 --> 00:02:06.840]  門徒對他的話非常驚奇
[00:02:06.840 --> 00:02:08.840]  耶穌又對他們說
[00:02:08.840 --> 00:02:11.840]  孩子們,要進神的國
[00:02:11.840 --> 00:02:13.840]  是何等的難
[00:02:13.840 --> 00:02:15.840]  駱駝穿過針眼
[00:02:15.840 --> 00:02:18.840]  比財主進神的國還容易呢
[00:02:18.840 --> 00:02:22.840]  門徒就更為驚訝
[00:02:22.840 --> 00:02:24.840]  彼此對問
[00:02:24.840 --> 00:02:26.840]  這樣誰能得救呢
[00:02:26.840 --> 00:02:28.840]  耶穌看著他們說
[00:02:28.840 --> 00:02:30.840]  在人不能
[00:02:30.840 --> 00:02:32.840]  在神卻不然
[00:02:32.840 --> 00:02:35.840]  因為在神凡事都能
[00:02:35.840 --> 00:02:37.840]  彼得就對他說
[00:02:37.840 --> 00:02:42.840]  看啊,我們已經撇下一切跟從你了
[00:02:42.840 --> 00:02:43.840]  耶穌說
[00:02:43.840 --> 00:02:46.840]  我實在告訴你們
[00:02:46.840 --> 00:02:50.840]  凡為我和福音撇下房屋
[00:02:50.840 --> 00:02:52.840]  或是兄弟姐妹
[00:02:52.840 --> 00:02:55.840]  父親母親兒女田地
[00:02:55.840 --> 00:02:58.840]  沒有不在今世得百倍的
[00:02:58.840 --> 00:03:04.840]  就是房屋兄弟姐妹母親兒女田地
[00:03:04.840 --> 00:03:06.840]  並且要受迫害
[00:03:06.840 --> 00:03:08.840]  在來世得永生
[00:03:08.840 --> 00:03:13.840]  然而有許多在前的將要在後
[00:03:13.840 --> 00:03:16.840]  在後的將要在前
[00:03:16.840 --> 00:03:19.840]  很長的一段經文
[00:03:19.840 --> 00:03:23.840]  講述耶穌和一個
[00:03:23.840 --> 00:03:30.840]  去問耶穌一些信仰上的問題
[00:03:30.840 --> 00:03:33.840]  我今天在這段經文裡
[00:03:33.840 --> 00:03:35.840]  有三個分題
[00:03:35.840 --> 00:03:38.840]  第一是耶穌穿透的力量裡
[00:03:38.840 --> 00:03:42.840]  幫助我們洞透人生的盲點
[00:03:42.840 --> 00:03:47.840]  也轉化我們人生的焦點
[00:03:47.840 --> 00:03:51.840]  和看見人生的亮點
[00:03:51.840 --> 00:03:54.840]  在十七節裡
[00:03:54.840 --> 00:03:58.840]  一出場就有一個人
[00:03:58.840 --> 00:04:04.840]  在馬克福音裡形容一個人
[00:04:04.840 --> 00:04:06.840]  這個人裡
[00:04:06.840 --> 00:04:11.840]  我在不同的福音書裡
[00:04:11.840 --> 00:04:15.840]  找到如何形容這個人
[00:04:15.840 --> 00:04:19.840]  馬克福音我們剛才也有讀過
[00:04:19.840 --> 00:04:23.840]  他是一個守戒命和有很多產業的人
[00:04:23.840 --> 00:04:25.840]  在馬太福音裡
[00:04:25.840 --> 00:04:27.840]  如何形容他呢
[00:04:27.840 --> 00:04:29.840]  他是一個少年人
[00:04:29.840 --> 00:04:35.840]  守戒命和有很多產業
[00:04:35.840 --> 00:04:38.840]  路加福音說他多加了
[00:04:38.840 --> 00:04:40.840]  說他是一個官
[00:04:40.840 --> 00:04:42.840]  也是守戒命
[00:04:42.840 --> 00:04:46.840]  也是很富足
[00:04:46.840 --> 00:04:50.840]  在三卷福音書的整合裡
[00:04:50.840 --> 00:04:53.840]  得出結論
[00:04:53.840 --> 00:04:57.840]  他家財豐厚
[00:04:57.840 --> 00:05:00.840]  而且是守戒命的
[00:05:00.840 --> 00:05:05.840]  他是年少人
[00:05:05.840 --> 00:05:06.840]  是官
[00:05:06.840 --> 00:05:09.840]  屬於年輕有為
[00:05:09.840 --> 00:05:12.840]  看來這個人也不錯
[00:05:12.840 --> 00:05:18.840]  在我們人生來看也很好
[00:05:18.840 --> 00:05:23.840]  他在裡面一直很想
[00:05:23.840 --> 00:05:29.840]  因為耶穌當時已經說完一遍道
[00:05:29.840 --> 00:05:33.840]  當中有很多人去擠湧耶穌去聽
[00:05:33.840 --> 00:05:36.840]  當他聽完的時候
[00:05:36.840 --> 00:05:41.840]  他有一些問題很想去問耶穌
