
[00:00:00.000 --> 00:00:02.000]  午安大英姐妹
[00:00:02.000 --> 00:00:06.000]  我們今天會思想
[00:00:06.000 --> 00:00:08.000]  霧色藏金
[00:00:08.000 --> 00:00:10.000]  我們會思想
[00:00:10.000 --> 00:00:12.000]  勞駕福音
[00:00:12.000 --> 00:00:14.000]  剛剛星期四
[00:00:14.000 --> 00:00:16.000]  大家留意到新聞
[00:00:16.000 --> 00:00:18.000]  我們的金升得很厲害
[00:00:18.000 --> 00:00:20.000]  即是第二天就立刻回落一點
[00:00:20.000 --> 00:00:22.000]  金是升的
[00:00:22.000 --> 00:00:24.000]  不過其實
[00:00:24.000 --> 00:00:26.000]  亦反映了市場
[00:00:26.000 --> 00:00:28.000]  信心是越來越低迷
[00:00:28.000 --> 00:00:30.000]  擔心貨幣走弱
[00:00:30.000 --> 00:00:32.000]  所以有些
[00:00:32.000 --> 00:00:34.000]  即是
[00:00:34.000 --> 00:00:36.000]  投資者開始
[00:00:36.000 --> 00:00:38.000]  放售
[00:00:38.000 --> 00:00:40.000]  拋售他們的主權債
[00:00:40.000 --> 00:00:42.000]  加上又擔心
[00:00:42.000 --> 00:00:44.000]  地緣政治的風險
[00:00:44.000 --> 00:00:46.000]  所以資金就湧到
[00:00:46.000 --> 00:00:48.000]  貴金屬那裏
[00:00:48.000 --> 00:00:50.000]  因為不少人
[00:00:50.000 --> 00:00:52.000]  看黃金是一個避險的
[00:00:52.000 --> 00:00:54.000]  資產
[00:00:54.000 --> 00:00:56.000]  黃金去任何一個地區
[00:00:56.000 --> 00:00:58.000]  任何一個地區
[00:00:58.000 --> 00:01:00.000]  都可以兌換到貨幣
[00:01:00.000 --> 00:01:02.000]  糧食和藥物等等
[00:01:02.000 --> 00:01:04.000]  當我們在人生裏
[00:01:04.000 --> 00:01:06.000]  處於一個充滿
[00:01:06.000 --> 00:01:08.000]  未知未確定的環境
[00:01:08.000 --> 00:01:10.000]  我們就會想起金
[00:01:10.000 --> 00:01:12.000]  可以保住我們的資產
[00:01:12.000 --> 00:01:14.000]  但如果是我們的內心
[00:01:14.000 --> 00:01:16.000]  我們的內心
[00:01:16.000 --> 00:01:18.000]  亦可以依靠甚麼呢
[00:01:18.000 --> 00:01:20.000]  才能夠讓我們有足夠的力量
[00:01:20.000 --> 00:01:22.000]  去克服不確定性
[00:01:24.000 --> 00:01:26.000]  現在介紹這位人物
[00:01:26.000 --> 00:01:28.000]  一位年長的前輩
[00:01:28.000 --> 00:01:30.000]  西面
[00:01:30.000 --> 00:01:32.000]  他本身都是以敬虔
[00:01:32.000 --> 00:01:34.000]  去等待救主降臨
[00:01:34.000 --> 00:01:36.000]  他這個等待
[00:01:36.000 --> 00:01:38.000]  終於成真
[00:01:38.000 --> 00:01:40.000]  他親眼可以見到
[00:01:40.000 --> 00:01:42.000]  救主的來臨
[00:01:42.000 --> 00:01:44.000]  但原來救主的出現
[00:01:44.000 --> 00:01:46.000]  是帶來一個正反的影響
[00:01:46.000 --> 00:01:48.000]  其實我們都是在等
[00:01:48.000 --> 00:01:50.000]  你有沒有發覺我們每天都在等
[00:01:50.000 --> 00:01:52.000]  等甚麼呢
[00:01:52.000 --> 00:01:54.000]  等待天氣
[00:01:54.000 --> 00:01:56.000]  轉好等等
[00:01:56.000 --> 00:01:58.000]  但我們要問為甚麼我們願意等呢
[00:01:58.000 --> 00:02:00.000]  值得等才等
[00:02:00.000 --> 00:02:02.000]  正正反映我們
[00:02:02.000 --> 00:02:04.000]  其實我們這個等
[00:02:04.000 --> 00:02:06.000]  是帶著希望的
[00:02:06.000 --> 00:02:08.000]  我們希望可以等到一個好的結果
[00:02:08.000 --> 00:02:10.000]  所以我們希望
[00:02:10.000 --> 00:02:12.000]  等公車
[00:02:12.000 --> 00:02:14.000]  等到它準時來
[00:02:14.000 --> 00:02:16.000]  朋友準時到
[00:02:16.000 --> 00:02:18.000]  明天又會更好
[00:02:18.000 --> 00:02:20.000]  但人生的經驗
[00:02:20.000 --> 00:02:22.000]  好像很有趣
[00:02:22.000 --> 00:02:24.000]  結果
[00:02:24.000 --> 00:02:26.000]  無論你怎樣等
[00:02:26.000 --> 00:02:28.000]  好像剛剛好
[00:02:28.000 --> 00:02:30.000]  跟我們期望的有很大落差
[00:02:30.000 --> 00:02:32.000]  有時很有趣
[00:02:32.000 --> 00:02:34.000]  越心急的時候
[00:02:34.000 --> 00:02:36.000]  公車的士眼是不知道去哪了
[00:02:36.000 --> 00:02:38.000]  想著
[00:02:38.000 --> 00:02:40.000]  朋友還是遲一點
[00:02:40.000 --> 00:02:42.000]  甚至不到
[00:02:42.000 --> 00:02:44.000]  想著隔一天天氣會好一點
[00:02:44.000 --> 00:02:46.000]  誰知就下大雨了
[00:02:46.000 --> 00:02:48.000]  所以當我們
[00:02:48.000 --> 00:02:50.000]  有些事
[00:02:50.000 --> 00:02:52.000]  原來
[00:02:52.000 --> 00:02:54.000]  等了很久
[00:02:54.000 --> 00:02:56.000]  但結果出來
[00:02:56.000 --> 00:02:58.000]  與預期效果出現矛盾
[00:02:58.000 --> 00:03:00.000]  甚至
[00:03:00.000 --> 00:03:02.000]  不確定
[00:03:02.000 --> 00:03:04.000]  聖經又教我們怎樣去勝過呢
[00:03:04.000 --> 00:03:08.000]  耶穌出生後
[00:03:08.000 --> 00:03:10.000]  他的父母就按摩西律法
[00:03:10.000 --> 00:03:12.000]  帶耶穌去耶路撒冷
[00:03:12.000 --> 00:03:14.000]  獻給主
[00:03:16.000 --> 00:03:18.000]  在聖殿裏
[00:03:18.000 --> 00:03:20.000]  西面就見到
[00:03:20.000 --> 00:03:22.000]  聖因耶穌
[00:03:22.000 --> 00:03:24.000]  聖經形容西面
[00:03:24.000 --> 00:03:26.000]  是一個
[00:03:26.000 --> 00:03:28.000]  又公義又敬虔
[00:03:28.000 --> 00:03:30.000]  素常盼望
[00:03:30.000 --> 00:03:32.000]  以色列安慰者的人
[00:03:32.000 --> 00:03:34.000]  而他身上有聖靈
[00:03:34.000 --> 00:03:36.000]  聖靈亦可以引導他
[00:03:36.000 --> 00:03:38.000]  認得出誰是基督
[00:03:38.000 --> 00:03:40.000]  西面
[00:03:40.000 --> 00:03:42.000]  用了一生的時間
[00:03:42.000 --> 00:03:44.000]  他終於在聖殿裏
[00:03:44.000 --> 00:03:46.000]  等到
[00:03:46.000 --> 00:03:48.000]  那位救主
[00:03:48.000 --> 00:03:50.000]  他急不及待
[00:03:50.000 --> 00:03:52.000]  馬上衝過去抱起
[00:03:52.000 --> 00:03:54.000]  唱歌歌頌
[00:03:54.000 --> 00:03:56.000]  主如今照你的話
[00:03:56.000 --> 00:03:58.000]  釋放僕人安然去世
[00:03:58.000 --> 00:04:00.000]  因為我
[00:04:00.000 --> 00:04:02.000]  親眼見到你的救恩
[00:04:02.000 --> 00:04:04.000]  就是你在萬國面前所預備的
[00:04:04.000 --> 00:04:06.000]  在照亮外邦
[00:04:06.000 --> 00:04:08.000]  人的光又是你的
[00:04:08.000 --> 00:04:10.000]  文以色列的榮耀
[00:04:10.000 --> 00:04:12.000]  他宣告這個BB耶穌
[00:04:12.000 --> 00:04:14.000]  是什麼?是上帝為萬國
[00:04:14.000 --> 00:04:16.000]  萬民所準備的
[00:04:16.000 --> 00:04:18.000]  救恩和榮光
[00:04:18.000 --> 00:04:20.000]  但轉過頭
[00:04:20.000 --> 00:04:22.000]  西面就說了一番
[00:04:22.000 --> 00:04:24.000]  很不安的說話
[00:04:24.000 --> 00:04:26.000]  向瑪利亞
[00:04:26.000 --> 00:04:28.000]  請讀羅格福音2:34-35
[00:04:28.000 --> 00:04:30.000]  準備,1,2,3
[00:04:42.000 --> 00:04:44.000]  請讀羅格福音2:34-35
[00:04:44.000 --> 00:04:46.000]  準備,1,2,3
[00:04:46.000 --> 00:04:48.000]  準備,1,2,3
[00:04:48.000 --> 00:04:50.000]  準備,1,2,3
[00:04:50.000 --> 00:04:52.000]  準備,1,2,3
[00:04:52.000 --> 00:04:54.000]  準備,1,2,3
[00:04:54.000 --> 00:04:56.000]  準備,1,2,3
[00:04:56.000 --> 00:04:58.000]  準備,1,2,3
[00:04:58.000 --> 00:05:00.000]  讀到這裏
[00:05:00.000 --> 00:05:02.000]  西面用了一生的時間
[00:05:02.000 --> 00:05:04.000]  等待救主降臨
[00:05:04.000 --> 00:05:06.000]  盼望的
[00:05:06.000 --> 00:05:08.000]  救主,盼望的救恩
[00:05:08.000 --> 00:05:10.000]  和榮光,終於臨到
[00:05:10.000 --> 00:05:12.000]  他的預言等了這麼久
[00:05:12.000 --> 00:05:14.000]  終於實現了
[00:05:14.000 --> 00:05:16.000]  但西面很清楚
[00:05:16.000 --> 00:05:18.000]  因為救主的來臨
[00:05:18.000 --> 00:05:20.000]  會帶來正反兩面的效果
[00:05:20.000 --> 00:05:24.000]  會有很多人興起
[00:05:24.000 --> 00:05:26.000]  但同時也會有很多人跌倒
[00:05:26.000 --> 00:05:28.000]  有很多人因為主的緣故
[00:05:28.000 --> 00:05:30.000]  他們的心裏的東西
[00:05:30.000 --> 00:05:32.000]  可以顯露出來
[00:05:32.000 --> 00:05:34.000]  但同時我們的主
[00:05:34.000 --> 00:05:36.000]  卻成為眾矢之的
[00:05:36.000 --> 00:05:38.000]  這些的事
[00:05:38.000 --> 00:05:40.000]  會令他的母親瑪利亞
[00:05:40.000 --> 00:05:42.000]  經歷心如刀割的悲傷
[00:05:42.000 --> 00:05:46.000]  等待
[00:05:46.000 --> 00:05:48.000]  結果
[00:05:48.000 --> 00:05:50.000]  往往似伴隨著
[00:05:50.000 --> 00:05:52.000]  正反交錯的經歷
[00:05:52.000 --> 00:05:54.000]  不是你肯花時間
[00:05:54.000 --> 00:05:56.000]  等,覺得值得等
[00:05:56.000 --> 00:05:58.000]  甚至付出很多去等
[00:05:58.000 --> 00:06:00.000]  結果不一定是完全好
[00:06:00.000 --> 00:06:02.000]  或是另一邊完全壞
[00:06:02.000 --> 00:06:04.000]  有時好壞
[00:06:04.000 --> 00:06:06.000]  是並存的
[00:06:08.000 --> 00:06:10.000]  最近
[00:06:10.000 --> 00:06:12.000]  你有沒有
[00:06:12.000 --> 00:06:14.000]  這些等待的經驗
[00:06:14.000 --> 00:06:16.000]  你等了些什麼
[00:06:16.000 --> 00:06:18.000]  可能是很小事
[00:06:18.000 --> 00:06:20.000]  我們回想下你最深刻的
[00:06:20.000 --> 00:06:22.000]  等待的經驗是怎樣
[00:06:22.000 --> 00:06:24.000]  當時你心裏面
[00:06:24.000 --> 00:06:26.000]  預期是一個什麼的
[00:06:26.000 --> 00:06:28.000]  圖畫
[00:06:28.000 --> 00:06:32.000]  但最後那個的效果
[00:06:32.000 --> 00:06:34.000]  和你的預期是否一樣
[00:06:36.000 --> 00:06:38.000]  還是
[00:06:38.000 --> 00:06:40.000]  同時間有好的
