
[00:00:00.000 --> 00:00:06.160]  今天跟大家繼續看哥倫多前後書
[00:00:06.160 --> 00:00:08.640]  今天我們來到看哥倫多後書
[00:00:08.640 --> 00:00:10.800]  當我們去看的時候
[00:00:10.800 --> 00:00:14.080]  我們會看的章節比較多
[00:00:14.080 --> 00:00:16.480]  是二章至四章
[00:00:16.480 --> 00:00:19.040]  我們今天有一個講題
[00:00:19.040 --> 00:00:22.320]  叫做香噴噴的福音群體
[00:00:22.320 --> 00:00:24.800]  我不知道在生活中
[00:00:24.800 --> 00:00:27.440]  你對氣味是否也很敏感
[00:00:27.440 --> 00:00:31.200]  氣味很多時候不要說噴香水
[00:00:31.200 --> 00:00:33.440]  還是一些香薰
[00:00:33.440 --> 00:00:36.960]  上一輩可能喜歡將木龍的味道
[00:00:36.960 --> 00:00:41.600]  又或者喜歡將檀香鹼放在毛衣裏面
[00:00:41.600 --> 00:00:47.280]  大部分人對香味都有一個普及性
[00:00:47.280 --> 00:00:48.880]  就是什麼為之香
[00:00:48.880 --> 00:00:51.360]  無論它是花香味還是木味
[00:00:51.360 --> 00:00:55.120]  總之香味是一個整體普遍都覺得
[00:00:55.120 --> 00:00:56.880]  那種就叫香味
[00:00:56.880 --> 00:01:00.400]  但同一時間有種叫做霉味
[00:01:00.400 --> 00:01:02.960]  如果在霉藍天的時候
[00:01:02.960 --> 00:01:04.800]  那面牆濕漉漉
[00:01:04.800 --> 00:01:07.440]  你看不到它有細菌也好
[00:01:07.440 --> 00:01:10.160]  你會聞到有一陣噏噏的味道
[00:01:10.160 --> 00:01:12.480]  甚至你吃的東西
[00:01:12.480 --> 00:01:14.480]  你發覺它開始不對勁
[00:01:14.480 --> 00:01:15.840]  有點爛的時候
[00:01:15.840 --> 00:01:18.080]  都會嘔了一陣味道出來
[00:01:18.080 --> 00:01:22.080]  所以我們人是氣味
[00:01:22.080 --> 00:01:25.680]  似乎不是那麼眼睛能夠判斷到
[00:01:25.680 --> 00:01:27.920]  不過在聞上
[00:01:27.920 --> 00:01:31.440]  我們是完全可以判斷到
[00:01:31.440 --> 00:01:33.680]  什麼為之叫做可吸引
[00:01:33.680 --> 00:01:37.360]  或者是你很想迴避它的味道
[00:01:37.360 --> 00:01:43.600]  今天保羅他去建立哥倫多教會的時候
[00:01:43.600 --> 00:01:48.720]  他這封信固然一路在不同的講章裏面
[00:01:48.720 --> 00:01:52.160]  我們都分享到在哥倫多前後書
[00:01:52.160 --> 00:01:56.320]  很多不同的處境是關乎到淫亂的事
[00:01:56.320 --> 00:02:00.080]  關乎到因此在比較的事
[00:02:00.080 --> 00:02:01.520]  結黨的事
[00:02:01.520 --> 00:02:05.360]  對很多當時的處境
[00:02:05.360 --> 00:02:09.600]  似乎保羅逐樣逐樣很針對性去講
[00:02:09.600 --> 00:02:15.440]  但最重要保羅不是想將問題勾出來
[00:02:15.440 --> 00:02:16.960]  去成為一個指責
[00:02:16.960 --> 00:02:19.840]  其實保羅最大的心願就是
[00:02:19.840 --> 00:02:24.000]  讓弟妹在當時的年代裏面
[00:02:24.000 --> 00:02:26.080]  很多希羅的文化
[00:02:26.080 --> 00:02:28.560]  和剛剛一群信主的人
[00:02:28.560 --> 00:02:31.120]  那種價值觀所不一樣
[00:02:31.120 --> 00:02:33.360]  很想群體去進步
[00:02:33.360 --> 00:02:37.360]  以致他寫了哥倫多前後書的時候
[00:02:37.360 --> 00:02:40.400]  特別是今天我們看到的二至四章
[00:02:40.400 --> 00:02:42.240]  他沒有什麼處境性
[00:02:42.240 --> 00:02:44.880]  卻是要用很坦誠的話
[00:02:44.880 --> 00:02:48.080]  拆了人和人之間的牆
[00:02:48.080 --> 00:02:53.840]  讓整個群體真的邁向一個有香香之味的群體
[00:02:53.840 --> 00:02:57.360]  所以保羅書信很多時候
[00:02:57.360 --> 00:03:01.280]  到今天我們不同的教會去讀的時候
[00:03:01.280 --> 00:03:03.760]  都說有一種保羅神學
[00:03:03.760 --> 00:03:08.800]  無論你對保羅神學多或少的認識也好
[00:03:08.800 --> 00:03:11.440]  起碼都會有一個印象
[00:03:11.440 --> 00:03:15.600]  保羅是一個講得出做得到的人
[00:03:15.600 --> 00:03:18.160]  所以今天我們的講題
[00:03:18.160 --> 00:03:20.640]  在最後四章十三節
[00:03:20.640 --> 00:03:22.240]  我就會用這句話
[00:03:22.240 --> 00:03:24.640]  「我信,故我說話」
[00:03:24.640 --> 00:03:26.960]  來成為我們整個群體
[00:03:26.960 --> 00:03:30.400]  今天走到這個年代
[00:03:30.400 --> 00:03:35.440]  我們都一樣可以像哥倫多時期的群體一樣
[00:03:35.440 --> 00:03:37.440]  繼續去見證它
[00:03:37.440 --> 00:03:40.560]  見證不是留在以前的
[00:03:40.560 --> 00:03:43.600]  見證是向未來進發的
[00:03:43.600 --> 00:03:46.640]  所以我們一起先看看這些經文
[00:03:46.640 --> 00:03:49.120]  我選擇的經文
[00:03:49.120 --> 00:03:51.440]  因為由二章至四章很多
[00:03:51.440 --> 00:03:53.360]  我會集中在每一章
[00:03:53.360 --> 00:03:55.440]  都會有一些關鍵字
[00:03:55.440 --> 00:03:58.320]  成為我選擇的經文
[00:03:58.320 --> 00:04:01.840]  讓我們也去貫穿一下保羅的一些想法
[00:04:01.840 --> 00:04:05.680]  由二章我先跟大家讀14至16節
[00:04:05.680 --> 00:04:07.680]  請聽我讀出
[00:04:07.680 --> 00:04:09.680]  講到香味的
[00:04:10.240 --> 00:04:11.680]  感謝上帝
[00:04:11.680 --> 00:04:14.480]  他常說領我們在基督裡得勝
[00:04:14.480 --> 00:04:19.760]  並藉著我們在各處顯揚那因認識基督而有的香氣
[00:04:19.760 --> 00:04:24.080]  因為無論在得救的人或在滅亡的人當中
[00:04:24.080 --> 00:04:26.880]  我們都是基督興向之氣
[00:04:26.880 --> 00:04:28.880]  是獻給上帝的
[00:04:28.880 --> 00:04:30.640]  對滅亡的人
[00:04:30.640 --> 00:04:33.200]  這是死而又死的氣味
[00:04:33.200 --> 00:04:34.480]  對得救的人
[00:04:34.480 --> 00:04:37.200]  這是生而又生的氣味
[00:04:37.200 --> 00:04:40.000]  這些事誰能當得起呢?
[00:04:40.000 --> 00:04:43.600]  這段集中講香氣
[00:04:43.600 --> 00:04:45.600]  第三章
