
[00:00:00.000 --> 00:00:02.000]  兩姐妹平安
[00:00:02.000 --> 00:00:08.000]  今天很感恩可以在大家當中分享上帝的說話
[00:00:08.000 --> 00:00:10.000]  今天我分享的題目是
[00:00:10.000 --> 00:00:13.000]  《隱藏中的童在》
[00:00:13.000 --> 00:00:16.000]  經文記載在《耳私貼記》
[00:00:16.000 --> 00:00:20.000]  其實今天我們會差不多看完整本《耳私貼記》
[00:00:20.000 --> 00:00:24.000]  不過我們揀選一起讀的經文都沒有那麼長
[00:00:24.000 --> 00:00:26.000]  因為太長了
[00:00:26.000 --> 00:00:28.000]  因為我們要看的經文太多
[00:00:28.000 --> 00:00:33.000]  所以我們讀《耳私貼記》的四章13至17節
[00:00:33.000 --> 00:00:35.000]  我想弟兄姐妹一起讀
[00:00:35.000 --> 00:00:37.000]  預備起
[00:00:37.000 --> 00:00:40.000]  沒抵改託人回覆耳私貼說
[00:00:40.000 --> 00:00:45.000]  你不要自己以為在王宮裡強過任何猶太人
[00:00:45.000 --> 00:00:47.000]  得以倖免
[00:00:47.000 --> 00:00:49.000]  此時你若閉口不言
[00:00:49.000 --> 00:00:52.000]  猶太人必從別處得解脫
[00:00:52.000 --> 00:00:53.000]  蒙拯救
[00:00:53.000 --> 00:00:56.000]  你和你父家必自滅亡
[00:00:56.000 --> 00:00:58.000]  焉知你得了皇后的位分
[00:00:58.000 --> 00:01:01.000]  不是為現今的機會嗎?
[00:01:01.000 --> 00:01:05.000]  耳私貼吩咐人回覆沒抵改說
[00:01:05.000 --> 00:01:08.000]  你當去召集書山所有的猶太人
[00:01:08.000 --> 00:01:11.000]  為我禁食三就三夜
[00:01:11.000 --> 00:01:12.000]  不吃不喝
[00:01:12.000 --> 00:01:16.000]  我和我的宮女也要這樣禁食
[00:01:16.000 --> 00:01:19.000]  然後我圍籬去見王
[00:01:19.000 --> 00:01:21.000]  我若死就死吧
[00:01:21.000 --> 00:01:26.000]  於是沒抵改照耳私貼一切所吩咐的去做
[00:01:26.000 --> 00:01:31.000]  今天說的是《隱藏中的童在》
[00:01:31.000 --> 00:01:33.000]  說起隱藏
[00:01:33.000 --> 00:01:37.000]  我想起我女兒小時候的一個片段
[00:01:37.000 --> 00:01:40.000]  我女兒小時候
[00:01:40.000 --> 00:01:41.000]  她現在11歲
[00:01:41.000 --> 00:01:43.000]  小時候一兩歲的時候
[00:01:43.000 --> 00:01:46.000]  她很喜歡一出門
[00:01:46.000 --> 00:01:50.000]  通常小朋友出門就會牽緊父母
[00:01:50.000 --> 00:01:52.000]  但我女兒很可愛
[00:01:52.000 --> 00:01:56.000]  一出門她就會放開我們的手
[00:01:56.000 --> 00:01:58.000]  然後自己跑出去
[00:01:58.000 --> 00:02:01.000]  我以前住新港城
[00:02:01.000 --> 00:02:02.000]  樓上的屋苑
[00:02:02.000 --> 00:02:04.000]  所以一坐電梯下來商場
[00:02:04.000 --> 00:02:07.000]  她一放開我的手就很難找到她
[00:02:07.000 --> 00:02:10.000]  有一次她為何要放開我的手
[00:02:10.000 --> 00:02:14.000]  原來她很喜歡找其他小朋友
[00:02:14.000 --> 00:02:15.000]  捉住她的手
[00:02:15.000 --> 00:02:17.000]  但其實不認識
[00:02:17.000 --> 00:02:22.000]  有一次我到商場找不到她
[00:02:22.000 --> 00:02:24.000]  聽到有哭聲
[00:02:24.000 --> 00:02:26.000]  我望過去發現
[00:02:26.000 --> 00:02:30.000]  原來我女兒捉住了一個比她矮的小朋友
[00:02:30.000 --> 00:02:32.000]  但我望過家人
[00:02:32.000 --> 00:02:34.000]  原來我完全不認識
[00:02:34.000 --> 00:02:39.000]  所以為了讓她有少許學習
[00:02:39.000 --> 00:02:42.000]  後來我和我老公就想了一件事
[00:02:42.000 --> 00:02:44.000]  我們就嘗試躲起來
[00:02:44.000 --> 00:02:46.000]  嚇嚇她
[00:02:46.000 --> 00:02:48.000]  那次我們躲起來
[00:02:48.000 --> 00:02:51.000]  當然從父母的角度一定可以看到她
[00:02:51.000 --> 00:02:54.000]  但她一開始就很柔軟
[00:02:54.000 --> 00:02:56.000]  後來走來走去
[00:02:56.000 --> 00:02:58.000]  發現我們不見了
[00:02:58.000 --> 00:02:59.000]  我們看了一會
[00:02:59.000 --> 00:03:00.000]  一開始也沒有甚麼
[00:03:00.000 --> 00:03:01.000]  再看一會
[00:03:01.000 --> 00:03:02.000]  又沒有
[00:03:02.000 --> 00:03:04.000]  然後終於都爆哭了
[00:03:04.000 --> 00:03:06.000]  一爆哭我們當然就走出來
[00:03:06.000 --> 00:03:07.000]  走出來
[00:03:07.000 --> 00:03:10.000]  她就立刻走過來抱緊我們
[00:03:10.000 --> 00:03:11.000]  我想作為父母
[00:03:11.000 --> 00:03:14.000]  可能我們有些時間會用隱藏
[00:03:14.000 --> 00:03:16.000]  來教導小朋友
[00:03:16.000 --> 00:03:18.000]  要學習的功課
[00:03:18.000 --> 00:03:20.000]  但對於小朋友來說
[00:03:20.000 --> 00:03:21.000]  他們會發現
[00:03:21.000 --> 00:03:24.000]  原來父母的消失會怎樣呢
[00:03:24.000 --> 00:03:26.000]  會帶來很多不安
[00:03:26.000 --> 00:03:27.000]  很多恐懼
[00:03:27.000 --> 00:03:28.000]  焦慮
[00:03:28.000 --> 00:03:30.000]  甚至會爆哭
[00:03:30.000 --> 00:03:32.000]  不知道怎樣才好
[00:03:32.000 --> 00:03:34.000]  不知道頂姐妹
[00:03:34.000 --> 00:03:36.000]  在你人生的路上
[00:03:36.000 --> 00:03:37.000]  有沒有經歷過
[00:03:37.000 --> 00:03:40.000]  你覺得上帝好像和你玩捉迷藏
[00:03:40.000 --> 00:03:42.000]  好像隱藏了
[00:03:42.000 --> 00:03:46.000]  不知道你當時的感覺又是怎樣呢
