
[00:00:00.000 --> 00:00:06.640]  今日都係一個節期裏面
[00:00:06.640 --> 00:00:10.440]  一齊去提一段比喻嘅經文
[00:00:10.440 --> 00:00:17.480]  感恩節係每一年喺11月第四個禮拜四晚嘅時候
[00:00:17.480 --> 00:00:22.480]  就係好多外國嘅家庭會慶祝嘅日子
[00:00:22.480 --> 00:00:25.560]  唔知道感恩節嘅焦點
[00:00:25.560 --> 00:00:27.840]  喺我哋呢班香港人嘅裏面
[00:00:27.840 --> 00:00:31.480]  我哋濃唔濃厚 點樣慶祝
[00:00:31.480 --> 00:00:36.080]  都好想今日同大家先去返返去睇
[00:00:36.080 --> 00:00:38.520]  究竟感恩節出現嘅時候
[00:00:38.520 --> 00:00:41.640]  嗰個來源同我哋今日自己
[00:00:41.640 --> 00:00:43.880]  特別香港呢個地方我哋嘅信徒
[00:00:43.880 --> 00:00:47.680]  我哋慶祝感恩節有啲乜嘢係接近
[00:00:47.680 --> 00:00:50.520]  但係亦都有咩係唔接近嘅地方
[00:00:50.520 --> 00:00:54.200]  以致我哋要重新再去發現感恩節
[00:00:54.200 --> 00:00:58.440]  我哋可以點樣真真正正去勇敢謝身
[00:00:58.440 --> 00:00:59.880]  心獻俾神
[00:00:59.880 --> 00:01:02.080]  喺16世紀嘅時候
[00:01:02.080 --> 00:01:06.280]  有一艘客船叫做五月花號
[00:01:06.280 --> 00:01:10.840]  佢哋當時由一個歐洲嘅地方
[00:01:10.840 --> 00:01:14.040]  開往去到麻省的殖民地
[00:01:14.040 --> 00:01:16.800]  遇著好凍嘅日子
[00:01:16.800 --> 00:01:19.240]  裏面都瘟疫
[00:01:19.240 --> 00:01:20.800]  亦都好多人染病
[00:01:20.800 --> 00:01:23.000]  死咗啲唔少人
[00:01:23.000 --> 00:01:25.680]  當呢一個客船五月花號
[00:01:25.680 --> 00:01:28.480]  落到去麻省呢個殖民地時候
[00:01:28.480 --> 00:01:32.680]  當時原居民見到佢哋可能都係好多嘅
[00:01:32.680 --> 00:01:35.800]  傷亡慘重好肚餓
[00:01:35.800 --> 00:01:39.120]  於是乎就幫咗佢哋一個忙
[00:01:39.120 --> 00:01:44.240]  就係教識佢哋點樣去喺當地裏面落地生根
[00:01:44.240 --> 00:01:48.840]  種粟米種南瓜教佢哋狩獵
[00:01:48.840 --> 00:01:52.520]  讓到佢哋嗰年能夠捱過咗個好凍嘅冬天
[00:01:52.520 --> 00:01:55.960]  就喺嗰度真真正正有佢哋自己嘅生活
[00:01:55.960 --> 00:02:00.880]  本來呢一班係清教徒嚟嘅
[00:02:00.880 --> 00:02:04.400]  佢哋移居去一個麻省嘅殖民地
[00:02:04.400 --> 00:02:10.080]  佢哋都帶住咗英國好濃厚嘅一種嘅宗教傳統
[00:02:10.080 --> 00:02:11.400]  就係感恩節
[00:02:11.400 --> 00:02:14.080]  當遇到有豐收
[00:02:14.080 --> 00:02:18.680]  遇到好有一個生命裏面想感恩嘅事
[00:02:18.680 --> 00:02:23.520]  就會一齊去到喺一個節日裏面獻畀神
[00:02:23.520 --> 00:02:27.760]  於是乎呢一班即係被教識點樣豐收嘅人
[00:02:27.760 --> 00:02:32.480]  就邀請嗰班原居民不如一齊就慶祝呢一個嘅節日
[00:02:32.480 --> 00:02:37.560]  由嗰時開始原居民都去學識咗感恩節裏面
[00:02:37.560 --> 00:02:39.480]  有機會認識神
[00:02:39.480 --> 00:02:46.040]  如果我哋咁樣睇返當年最早期呢一個感恩節嘅來源
[00:02:46.040 --> 00:02:52.160]  或者你都會諗到一啲同我哋去慶祝感恩節嘅接近嘅地方
[00:02:52.160 --> 00:02:56.560]  即係人遇到有恩典嘅時候
[00:02:56.560 --> 00:02:59.040]  通常都會回饋識得報恩
[00:02:59.040 --> 00:03:02.480]  就好似嗰班嘅新移民一樣
[00:03:02.480 --> 00:03:05.560]  但係我覺得唔同嘅地方係
[00:03:05.560 --> 00:03:09.800]  唔多人都好似呢班嘅原居民咁
[00:03:09.800 --> 00:03:13.280]  明知一大班人嚟到我嘅地盤裏面
[00:03:13.280 --> 00:03:17.400]  我仲要教識你去種野讓你喺度落地生根
[00:03:17.400 --> 00:03:22.600]  其實呢種咁付出嘅即係被威脅仍然要付出
[00:03:22.600 --> 00:03:24.760]  其實唔係人人都做到
[00:03:24.760 --> 00:03:31.000]  呢個可能係同我哋一般人要報恩嗰種嘅感恩係不一樣
[00:03:31.000 --> 00:03:32.760]  今日我哋認真諗下
[00:03:32.760 --> 00:03:39.120]  如果感恩節叫你同你鍾意嘅屋企人一齊慶祝有幾難
[00:03:39.120 --> 00:03:42.520]  你行去百貨公司見到感恩節大特價
[00:03:42.520 --> 00:03:45.440]  你諗起天氣凍和買嘢畀阿爸阿媽先
[00:03:45.440 --> 00:03:46.880]  做少少心意
[00:03:46.880 --> 00:03:50.160]  今晚就去買好啲嘢送返去食一餐飯
[00:03:50.160 --> 00:03:52.960]  同你鍾意嘅人慶祝係唔難嘅
[00:03:52.960 --> 00:03:57.360]  但如果要你開口同嗰啲你望到就好硬眼嘅同事
[00:03:57.360 --> 00:04:00.360]  同嗰啲即係你唔咬完嘅家人
[00:04:00.360 --> 00:04:04.000]  一齊要慶祝嘅話就難
[00:04:04.000 --> 00:04:07.080]  都係一個好顛覆我哋諗法
[00:04:07.080 --> 00:04:08.880]  今日我哋就睇下
[00:04:08.880 --> 00:04:13.200]  如果唔係喺呢一個嘅比喻裏面睇到一份溫暖
[00:04:13.200 --> 00:04:18.320]  好難用一份好顛覆嘅諗法去到做感恩節
[00:04:18.320 --> 00:04:20.720]  我哋先睇下今日嘅經文先
[00:04:20.720 --> 00:04:26.000]  呢段嘅經文都係可能過去喺比喻裏面我哋都聽過嘅
[00:04:26.000 --> 00:04:30.200]  就係十八章嘅二十一至三十五節
[00:04:30.200 --> 00:04:32.400]  我哋可以今次一齊讀
[00:04:32.400 --> 00:04:34.680]  因為呢段都比較熟我哋都可以一齊讀
[00:04:34.680 --> 00:04:37.080]  邀請你二十一節開始
[00:04:37.080 --> 00:04:40.120]  那時彼得上前來對耶穌說
[00:04:40.120 --> 00:04:42.760]  主啊 我嘅弟兄得罪了我
[00:04:42.760 --> 00:04:45.160]  我要算他要幾次呢
[00:04:45.160 --> 00:04:46.400]  到七次嗎
[00:04:46.400 --> 00:04:47.960]  耶穌對他說
[00:04:47.960 --> 00:04:49.160]  我告訴你
