
[00:00:00.000 --> 00:00:02.000]  大英姐妹你們好
[00:00:02.000 --> 00:00:06.720]  對你們來說,我是一個三寶麵筒
[00:00:06.720 --> 00:00:11.080]  大家好,我是來自合一塘木區的欣宇
[00:00:11.080 --> 00:00:14.960]  如果你有去青少年浸禮,平安夜的青少年浸禮
[00:00:14.960 --> 00:00:17.600]  應該有見過我,我也是在那裡講道
[00:00:17.600 --> 00:00:18.200]  OK
[00:00:18.200 --> 00:00:20.200]  那麼,是啦
[00:00:20.200 --> 00:00:21.800]  那麼
[00:00:21.800 --> 00:00:23.680]  好
[00:00:23.680 --> 00:00:26.320]  承接著上一次,阿葡
[00:00:26.320 --> 00:00:28.520]  大家有沒有人記得上次阿葡講的
[00:00:28.520 --> 00:00:32.800]  上星期阿葡講的是什麼系列?
[00:00:32.800 --> 00:00:34.080]  有答案在這裡
[00:00:34.080 --> 00:00:35.040]  詩歌系列
[00:00:35.040 --> 00:00:36.560]  上星期…這裡沒有答案
[00:00:36.560 --> 00:00:38.560]  上星期阿葡講的是什麼歌?
[00:00:38.560 --> 00:00:39.960]  有沒有人有印象?
[00:00:39.960 --> 00:00:43.400]  是保守我心,我聽到了
[00:00:43.400 --> 00:00:46.960]  那麼,承接著他上次講的保守我心是第一篇
[00:00:46.960 --> 00:00:49.240]  這個是詩歌系列的第二篇
[00:00:49.240 --> 00:00:50.880]  就是《一生的因為》
[00:00:50.880 --> 00:00:52.160]  又是《原始和聲》
[00:00:52.160 --> 00:00:54.360]  到底我們會不會變成《原始和聲》講道集呢?
[00:00:54.360 --> 00:00:56.040]  應該不會,希望不會
[00:00:56.040 --> 00:00:59.440]  那麼這首歌是來自詩篇23篇
[00:00:59.440 --> 00:01:04.240]  那麼我相信大家應該都是唱過這首…
[00:01:04.240 --> 00:01:05.240]  做個搜尋
[00:01:05.240 --> 00:01:07.240]  唱過這首歌的舉手目的是…
[00:01:07.240 --> 00:01:10.240]  原來不是很多
[00:01:10.240 --> 00:01:11.240]  好,不要緊
[00:01:11.240 --> 00:01:13.760]  那麼,另一個搜尋就是
[00:01:13.760 --> 00:01:15.960]  看過詩篇23篇的舉手
[00:01:15.960 --> 00:01:18.040]  多一點了,多一點了
[00:01:18.040 --> 00:01:18.840]  好,OK
[00:01:18.840 --> 00:01:19.840]  那麼
[00:01:19.840 --> 00:01:24.240]  我們雖然都準備聽訊息了
[00:01:24.240 --> 00:01:26.240]  那麼不如我們一起祈禱吧
[00:01:26.240 --> 00:01:28.240]  好,我們一起祈禱吧
[00:01:28.240 --> 00:01:29.240]  天父多謝你
[00:01:29.240 --> 00:01:31.840]  因為你就是這樣來選擇我們去敬拜你
[00:01:31.840 --> 00:01:36.040]  我們可以在你庚前蒙你的月立
[00:01:36.040 --> 00:01:37.240]  能夠聽你的話語
[00:01:37.240 --> 00:01:39.240]  願你來開我們的眼睛
[00:01:39.240 --> 00:01:40.240]  開我們的耳朵
[00:01:40.240 --> 00:01:41.240]  開我們的心
[00:01:41.240 --> 00:01:47.040]  讓我們可以從心裡面接受你的話語
[00:01:47.040 --> 00:01:47.840]  接受你的訊息
[00:01:47.840 --> 00:01:49.040]  接受你的教導
[00:01:49.040 --> 00:01:50.640]  多謝你使用自己的口樣
[00:01:50.640 --> 00:01:52.640]  我也能夠成為大英之會的祝福
[00:01:52.640 --> 00:01:54.240]  多謝你,奉主名求
[00:01:54.240 --> 00:01:55.240]  阿們
[00:01:55.240 --> 00:01:56.240]  好
[00:01:56.240 --> 00:01:58.240]  不好意思,你先給我一點時間
[00:01:58.240 --> 00:02:00.240]  我不是很習慣
[00:02:00.240 --> 00:02:04.240]  因為我是比較不喜歡拿著咪高峰的人
[00:02:04.240 --> 00:02:06.240]  所以我還是會上咪高峰的
[00:02:06.240 --> 00:02:09.240]  多給我一點時間,不好意思
[00:02:09.240 --> 00:02:10.240]  好
[00:02:10.240 --> 00:02:14.240]  好,等等
[00:02:14.240 --> 00:02:20.240]  雖然不知道大家是否對詩篇23篇已經滾瓜爛熟
[00:02:20.240 --> 00:02:23.240]  但至少應該聽過和看過
[00:02:23.240 --> 00:02:28.240]  因為你看到這幾句都很熟悉
[00:02:28.240 --> 00:02:30.240]  「說是我的目者,我必不自缺乏」
[00:02:30.240 --> 00:02:34.240]  本來如果有時間,我也會想大家一起讀這段經文
[00:02:34.240 --> 00:02:37.240]  不過始終時間不是特別多
[00:02:37.240 --> 00:02:41.240]  所以我也懶得一起讀整篇詩篇
[00:02:41.240 --> 00:02:46.240]  即使我們對這首詩已經滾瓜爛熟
[00:02:46.240 --> 00:02:48.240]  可以反過來背也好
[00:02:48.240 --> 00:02:53.240]  但為了在座的未看過這段經文的朋友
[00:02:53.240 --> 00:02:55.240]  我也要簡介這首詩給大家聽
[00:02:55.240 --> 00:02:57.240]  詩篇23的作者
[00:02:57.240 --> 00:02:59.240]  大家看到第一句
[00:02:59.240 --> 00:03:01.240]  就是大衛的詩
[00:03:01.240 --> 00:03:02.240]  作者是大衛
[00:03:02.240 --> 00:03:04.240]  大衛王
[00:03:04.240 --> 00:03:06.240]  如果對詩篇比較熟悉的人就會知道
[00:03:06.240 --> 00:03:11.240]  整本詩篇的書
[00:03:11.240 --> 00:03:13.240]  總共有五卷,分成五個部分
[00:03:13.240 --> 00:03:16.240]  而詩篇23篇是在卷一的裏面
[00:03:16.240 --> 00:03:19.240]  這首詩篇的大衛王
[00:03:19.240 --> 00:03:24.240]  大衛王還年少,還是一個年輕人
[00:03:24.240 --> 00:03:26.240]  他是真的當木桶
[00:03:26.240 --> 00:03:28.240]  你看到這篇是講羊
[00:03:28.240 --> 00:03:30.240]  他沒有羊字
[00:03:30.240 --> 00:03:32.240]  大家看到在青草地溪水旁
[00:03:32.240 --> 00:03:34.240]  都會想到羊字
[00:03:34.240 --> 00:03:36.240]  大衛王真的當木桶
[00:03:36.240 --> 00:03:38.240]  他真的在小時候拿著一支杖
[00:03:38.240 --> 00:03:40.240]  然後在講羊
[00:03:40.240 --> 00:03:42.240]  不要騙你,你可以回去看《十武二記》上
[00:03:42.240 --> 00:03:46.240]  他寫這首詩的時候
[00:03:46.240 --> 00:03:47.240]  我們可以推想一下
[00:03:47.240 --> 00:03:49.240]  大衛王在寫這首詩的時候
[00:03:49.240 --> 00:03:51.240]  他是不是在回想他還沒有做皇帝
[00:03:51.240 --> 00:03:54.240]  還在大草原當牧羊的日子呢
[00:03:54.240 --> 00:03:56.240]  都可以想像一下
[00:03:56.240 --> 00:03:57.240]  至少肯定的是
[00:03:57.240 --> 00:04:00.240]  他一定是將自己代入了一隻羊的身份
[00:04:00.240 --> 00:04:02.240]  成為一個牧人
[00:04:02.240 --> 00:04:03.240]  想像自己是一隻羊
[00:04:03.240 --> 00:04:05.240]  想像阿神是牧羊人
[00:04:05.240 --> 00:04:09.240]  當我們讀到耶和華士的《牧者》這段經文的時候
[00:04:09.240 --> 00:04:11.240]  我們很快就會有圖畫在身上
[00:04:11.240 --> 00:04:13.240]  給大家看後面
[00:04:13.240 --> 00:04:15.240]  其實前後是同一篇
[00:04:15.240 --> 00:04:17.240]  由耶和華士的《牧者》直到永遠
[00:04:17.240 --> 00:04:19.240]  一篇23篇
[00:04:19.240 --> 00:04:21.240]  如果你有手機或者聖經
[00:04:21.240 --> 00:04:23.240]  歡迎你打開來多看兩眼
[00:04:23.240 --> 00:04:27.240]  這個經文有一個圖畫
[00:04:27.240 --> 00:04:29.240]  很快就會刻在我們心板上
[00:04:29.240 --> 00:04:31.240]  就是一隻羊或者一群羊
[00:04:31.240 --> 00:04:33.240]  跟著一個牧羊人的腳步走
[00:04:33.240 --> 00:04:35.240]  由青草地溪水邊
[00:04:35.240 --> 00:04:37.240]  走到深山幽谷
[00:04:37.240 --> 00:04:39.240]  經過險境之後
[00:04:39.240 --> 00:04:41.240]  被牧羊人帶回牧場
[00:04:41.240 --> 00:04:43.240]  或者一個安全的地方理所當然
[00:04:43.240 --> 00:04:45.240]  我們當然會將自己代入一隻羊
[00:04:45.240 --> 00:04:47.240]  沒理由不將自己代入
[00:04:47.240 --> 00:04:51.240]  如果不是就沒有意思
[00:04:51.240 --> 00:04:53.240]  當我們代入了一隻羊
[00:04:53.240 --> 00:04:57.240]  我們的腦子就會自然帶我們去一個廣闊無限的大草原
[00:04:57.240 --> 00:04:59.240]  可能跟著牧羊人走來走去
[00:04:59.240 --> 00:05:01.240]  又要去高山又要去谷
[00:05:01.240 --> 00:05:05.240]  但當我們經過一些難關之後
[00:05:05.240 --> 00:05:07.240]  又沒有事的
[00:05:07.240 --> 00:05:11.240]  一生一世的事就隨著我們
[00:05:11.240 --> 00:05:15.240]  這個經文說神是牧羊人
[00:05:15.240 --> 00:05:19.240]  我們可以去到一個
[00:05:19.240 --> 00:05:21.240]  他的像和他的肝又安慰我們
[00:05:21.240 --> 00:05:23.240]  我們又可以去到一個很美的地方去敬拜他
[00:05:23.240 --> 00:05:25.240]  等等
[00:05:25.240 --> 00:05:27.240]  先說明,我不會說這個圖畫是錯的
[00:05:27.240 --> 00:05:29.240]  因為事實上
[00:05:29.240 --> 00:05:31.240]  你看到字,看到民生意,就會想到那些圖畫
[00:05:31.240 --> 00:05:33.240]  是不是
[00:05:33.240 --> 00:05:35.240]  但是我們有沒有可能
[00:05:35.240 --> 00:05:37.240]  用一些不同的方法
[00:05:37.240 --> 00:05:39.240]  去了解這篇這麼有名的詩篇呢
[00:05:39.240 --> 00:05:41.240]  答案呢
[00:05:41.240 --> 00:05:43.240]  我也很想和大家一起去看看
[00:05:43.240 --> 00:05:47.240]  用一個圖畫的形式
[00:05:47.240 --> 00:05:49.240]  再比起23篇
[00:05:49.240 --> 00:05:51.240]  自己本身這一張聖經的圖畫
[00:05:51.240 --> 00:05:53.240]  更大的圖畫
[00:05:53.240 --> 00:05:55.240]  來看看
[00:05:55.240 --> 00:05:57.240]  這首詩所描繪的東西
[00:05:57.240 --> 00:05:59.240]  到底是不是我們想像中的樣子
[00:05:59.240 --> 00:06:01.240]  只不過呢
[00:06:01.240 --> 00:06:03.240]  說是想像大圖畫
[00:06:03.240 --> 00:06:05.240]  但是首詩的前前後後
[00:06:05.240 --> 00:06:07.240]  就在前面的一頁
[00:06:07.240 --> 00:06:09.240]  後面的第二頁
[00:06:09.240 --> 00:06:11.240]  我們還有什麼圖畫可以去看呢
[00:06:11.240 --> 00:06:13.240]  其實最簡單的說法就是
[00:06:13.240 --> 00:06:15.240]  我們可以先由23篇的前前後後
[00:06:15.240 --> 00:06:17.240]  來去看看對上對落
[00:06:17.240 --> 00:06:19.240]  那兩三四篇詩篇是說什麼
[00:06:19.240 --> 00:06:21.240]  高階一點
[00:06:21.240 --> 00:06:23.240]  就叫他姓李,可以看整卷卷一
[00:06:23.240 --> 00:06:25.240]  由第一篇的詩篇
[00:06:25.240 --> 00:06:27.240]  去到第四篇的詩篇
[00:06:27.240 --> 00:06:29.240]  我們去看看有沒有一個大一點的題字
[00:06:29.240 --> 00:06:31.240]  一個主旨在裡面
[00:06:31.240 --> 00:06:33.240]  當然這個工程是比較浩大
