
[00:00:00.000 --> 00:00:10.080]  好感謝敬拜隊帶領我們一起回到上帝面前
[00:00:10.080 --> 00:00:13.840]  再去思想我們如何去敬拜祂
[00:00:13.840 --> 00:00:17.920]  今天我們先試下泡芳
[00:00:17.920 --> 00:00:21.760]  好順呀,感謝主
[00:00:21.760 --> 00:00:25.920]  歡迎大家繼續回來我們的UFES
[00:00:25.920 --> 00:00:30.720]  今天我們繼續我們的系列,朝聖者人生的系列訊息
[00:00:30.720 --> 00:00:39.520]  今天我們會講的講題是作個頂天立地的基督徒,然後什麼變
[00:00:39.520 --> 00:00:43.440]  邀請大家跟這個系列的小心思
[00:00:43.440 --> 00:00:45.440]  我們一起填一下格子
[00:00:45.440 --> 00:00:50.720]  如果是你們的話,你們會填一個什麼字在這裡呢?
[00:00:50.720 --> 00:00:55.440]  有沒有人回答我?
[00:00:55.440 --> 00:00:57.440]  什麼變?
[00:00:57.440 --> 00:01:01.440]  好像很疑惑
[00:01:01.440 --> 00:01:04.480]  還有沒有其他字?除了分辨
[00:01:04.480 --> 00:01:07.200]  思變?明變?
[00:01:07.200 --> 00:01:11.200]  我想不到第二個,分辨跟老方一樣
[00:01:11.200 --> 00:01:16.640]  我覺得分辨是最容易填的格子,所以我都填了分辨
[00:01:16.640 --> 00:01:20.640]  作一個頂天立地的基督徒,我們要分辨
[00:01:20.640 --> 00:01:23.040]  我想說今天的訊息很值得聽
[00:01:23.040 --> 00:01:26.640]  為什麼呢?因為我們會聽到行到一次過
[00:01:26.640 --> 00:01:31.840]  今天我們一邊學習如何分辨,一邊又去分辨上帝的真理
[00:01:31.840 --> 00:01:35.840]  今天的經文是約翰福音3章18至21節
[00:01:35.840 --> 00:01:38.480]  我們一起去分辨一下他講什麼
[00:01:38.480 --> 00:01:40.800]  今天的經文是這樣說的
[00:01:40.800 --> 00:01:44.640]  信他人不被定罪,不信的人已經被定罪了
[00:01:44.640 --> 00:01:47.200]  因為他不信神讀一而子的名
[00:01:47.200 --> 00:01:50.640]  光來到世上,世人因自己的行為善惡的
[00:01:50.640 --> 00:01:54.480]  不愛光倒愛黑暗,這就定了他們的罪
[00:01:54.480 --> 00:01:57.280]  凡作惡的人都恨護光,不來接近光
[00:01:57.280 --> 00:01:59.280]  恐怕他的行為被暴露
[00:01:59.280 --> 00:02:02.400]  但實行真理的人就來接近光
[00:02:02.400 --> 00:02:06.000]  為要顯明他的行為,是靠著神而行的
[00:02:06.000 --> 00:02:08.400]  剛剛聽完一次
[00:02:08.400 --> 00:02:13.040]  我們會猜今天的經文讓我們分辨到什麼呢?
[00:02:13.040 --> 00:02:16.880]  可能是分辨黑暗,光和黑暗
[00:02:16.880 --> 00:02:20.720]  或者是罪惡,或者是分辨真理
[00:02:20.720 --> 00:02:22.720]  我們一起看下去吧
[00:02:22.720 --> 00:02:25.680]  今天的經文是出自哪裡呢?
[00:02:25.680 --> 00:02:27.680]  如果我們打開聖經和合本
[00:02:27.680 --> 00:02:29.680]  今天很歡迎大家打開聖經
[00:02:29.680 --> 00:02:31.680]  打開和合本的時候
[00:02:31.680 --> 00:02:35.680]  你會看到約翰福音3章裡面有三個標題
[00:02:35.680 --> 00:02:41.040]  第一個標題就是我們今天要講的重點經文
[00:02:41.040 --> 00:02:46.640]  就是耶穌和尼哥底姆談論重生1至21節的部分
[00:02:46.640 --> 00:02:51.440]  所以我們知道這段經文的背景是講這個故事
[00:02:51.440 --> 00:02:54.000]  而我發現了一樣很特別的東西
[00:02:54.000 --> 00:02:58.000]  就是這個故事是一個沒有下文的故事
[00:02:58.000 --> 00:03:02.320]  就是耶穌和尼哥底姆談論完重生之後
[00:03:02.320 --> 00:03:06.480]  他的事件,事情沒有再說結果是什麼
[00:03:06.480 --> 00:03:11.120]  而故事的最後只剩下一大段講論
[00:03:11.120 --> 00:03:14.800]  那段講論其中一部分就是今天的經文
[00:03:14.800 --> 00:03:17.680]  而這段講論佔的篇幅也很大
[00:03:17.680 --> 00:03:19.680]  所以我有一個這樣的估計
[00:03:19.680 --> 00:03:25.840]  與其說這一段講論是耶穌對尼哥底姆講的講論
[00:03:25.840 --> 00:03:30.240]  其實可以理解為約翰福音的作者
[00:03:30.240 --> 00:03:33.360]  去引用耶穌談論重生的這個故事
[00:03:33.360 --> 00:03:36.080]  為了帶出這一段講論
[00:03:36.080 --> 00:03:38.080]  而這一段講論其實大家很熟悉
[00:03:38.080 --> 00:03:40.080]  一講16節大家就知道
[00:03:40.080 --> 00:03:44.320]  「神愛世人,甚至將他的獨生子賜給他們
[00:03:44.320 --> 00:03:49.680]  然後叫一切信他的,不致滅亡,反得永生。」
[00:03:49.680 --> 00:03:54.480]  這一段是耶穌和尼哥談論的內容
[00:03:54.480 --> 00:03:56.480]  有興趣可以多看一點
[00:03:56.480 --> 00:03:58.960]  這是我自己看的一大段
[00:03:58.960 --> 00:04:01.280]  而結論是沒有
[00:04:01.280 --> 00:04:05.040]  後來是一個我剛才說的那些
[00:04:05.040 --> 00:04:07.600]  它只是一段講論完結
[00:04:07.600 --> 00:04:12.080]  而大家很熟悉的經文就在這裡
[00:04:12.080 --> 00:04:15.920]  我們今天主要只看後半節,即是黑色那部分
[00:04:15.920 --> 00:04:17.920]  18至21節
[00:04:17.920 --> 00:04:19.920]  首先我們會怎樣做呢?
[00:04:19.920 --> 00:04:25.520]  今天我想跟大家用三個不同的角度去看後半節的經文
[00:04:25.520 --> 00:04:28.720]  我們會用19節來做一個分析
[00:04:28.720 --> 00:04:33.680]  然後我們再用分析出來的角度去看整段經文
[00:04:33.680 --> 00:04:36.400]  19節講什麼呢?就是這裡
[00:04:36.400 --> 00:04:38.640]  不如大家讀一讀吧
[00:04:38.640 --> 00:04:40.640]  預備,1,2,3,4,19節
[00:04:40.640 --> 00:04:42.640]  「光」
[00:04:42.640 --> 00:04:46.640]  「因自己的行為使我」
[00:04:46.640 --> 00:04:52.080]  「不知為何,我卻不知為何,我卻不知為何」
[00:04:52.080 --> 00:04:55.200]  聽到大家的聲音,聽到大家的狀態
[00:04:55.200 --> 00:04:58.160]  不要緊,我們醒一醒
[00:04:58.160 --> 00:05:00.160]  繼續
[00:05:00.160 --> 00:05:01.760]  我看了不同的譯本
[00:05:01.840 --> 00:05:05.280]  我發現經文的排列狀態是
[00:05:05.280 --> 00:05:07.280]  所以今天要用多點腦的精神
[00:05:07.280 --> 00:05:09.280]  叫旁邊的精神來一下
[00:05:09.280 --> 00:05:11.280]  喂,精神點,精神點
[00:05:11.280 --> 00:05:13.840]  今天要用腦的,要用精神的
[00:05:13.840 --> 00:05:16.800]  所以加油,我們一起捱下去
[00:05:16.800 --> 00:05:21.040]  我看了不同的譯本,我發現它的排列方式有很大分別
[00:05:21.040 --> 00:05:23.040]  所以引起了我的好奇
[00:05:23.040 --> 00:05:27.200]  不同排列方式會怎樣去理解同一節的經文
[00:05:27.200 --> 00:05:29.600]  它的側重點會有什麼不同呢?
[00:05:29.600 --> 00:05:31.600]  我會這樣看
[00:05:31.600 --> 00:05:33.600]  19節的原文
[00:05:33.600 --> 00:05:36.320]  原本是分開了四個部分
[00:05:36.320 --> 00:05:38.320]  翻譯大約是這樣
[00:05:38.320 --> 00:05:41.200]  「光來到世上」,你看到上面的四個部分
[00:05:41.200 --> 00:05:44.720]  「光來到世上,人不愛光愛黑暗」
[00:05:44.720 --> 00:05:47.760]  第三個就是「人的行為是邪惡的」
[00:05:47.760 --> 00:05:50.160]  第四個就是「定罪的原因」
