
[00:00:00.000 --> 00:00:02.000]  謝謝敬拜隊
[00:00:02.000 --> 00:00:07.000]  剛才這首歌使你驚歎
[00:00:07.000 --> 00:00:11.000]  很有恩與俗比
[00:00:11.000 --> 00:00:14.000]  上帝一個很好的情歌
[00:00:14.000 --> 00:00:18.000]  是上帝和我們之間的愛
[00:00:18.000 --> 00:00:21.000]  今天也是講以察書
[00:00:21.000 --> 00:00:23.000]  上星期你記不記得
[00:00:23.000 --> 00:00:28.000]  阿蒲說漁民與漁民
[00:00:28.000 --> 00:00:33.000]  大家可以重溫錄影
[00:00:33.000 --> 00:00:37.000]  今天會講以察書
[00:00:37.000 --> 00:00:39.000]  You are 理事
[00:00:39.000 --> 00:00:41.000]  我用了這個名字
[00:00:41.000 --> 00:00:43.000]  因為稍後會知道為什麼
[00:00:43.000 --> 00:00:44.000]  我會用這個名字
[00:00:44.000 --> 00:00:47.000]  其實在第一章裡
[00:00:47.000 --> 00:00:52.000]  我們也會講整個架構
[00:00:52.000 --> 00:00:54.000]  第一章是一個很重要的
[00:00:54.000 --> 00:00:57.000]  讓大家看到發生什麼事
[00:00:57.000 --> 00:01:00.000]  所以我特別講第一章
[00:01:00.000 --> 00:01:06.000]  我們先看看以察書的背景
[00:01:06.000 --> 00:01:09.000]  在以賽亞先知傳到新界之前
[00:01:09.000 --> 00:01:11.000]  南國猶大兩個支派
[00:01:11.000 --> 00:01:13.000]  和北國以色列十個支派
[00:01:13.000 --> 00:01:17.000]  兩國的政治和經濟都是富有和發達
[00:01:17.000 --> 00:01:21.000]  在疫情之前
[00:01:21.000 --> 00:01:23.000]  我們就在講這班以色列人
[00:01:23.000 --> 00:01:24.000]  又出埃及
[00:01:24.000 --> 00:01:27.000]  他們心裡有時又火熱
[00:01:27.000 --> 00:01:29.000]  有時又不知叛逆
[00:01:29.000 --> 00:01:32.000]  到了以賽亞這個時期
[00:01:32.000 --> 00:01:36.000]  他們十二支派已經分開了
[00:01:36.000 --> 00:01:39.000]  南國有兩個支派
[00:01:39.000 --> 00:01:41.000]  北國就以色列有十個支派
[00:01:41.000 --> 00:01:47.000]  這兩個國家都是富有
[00:01:47.000 --> 00:01:50.000]  他們不覺得有問題
[00:01:50.000 --> 00:01:52.000]  因為開始有錢
[00:01:52.000 --> 00:01:55.000]  每個人都有糧食
[00:01:55.000 --> 00:01:57.000]  在烏西亞統治下
[00:01:57.000 --> 00:02:02.000]  南國猶大更是高水準富裕的生活
[00:02:02.000 --> 00:02:05.000]  就像現在香港和美國
[00:02:05.000 --> 00:02:10.000]  而北國以色列就在耶羅波安二世執政下
[00:02:10.000 --> 00:02:14.000]  在以色列都是一個強盛的時代
[00:02:14.000 --> 00:02:17.000]  但在這個強盛的時代
[00:02:17.000 --> 00:02:20.000]  卻充滿貧富不均
[00:02:20.000 --> 00:02:23.000]  階級有很多懸殊的狀況
[00:02:23.000 --> 00:02:28.000]  以賽亞就在這裡講他要的訊息
[00:02:28.000 --> 00:02:32.000]  這個訊息就像剛才恩如
[00:02:32.000 --> 00:02:34.000]  我們前一首歌
[00:02:34.000 --> 00:02:36.000]  上帝一日我想和你去結年
[00:02:36.000 --> 00:02:38.000]  天父的心是怎樣
[00:02:38.000 --> 00:02:40.000]  你是怎樣的呢 上帝
[00:02:40.000 --> 00:02:42.000]  我們來看看第一章一節
[00:02:42.000 --> 00:02:44.000]  當烏西亞約坦阿哈斯
[00:02:44.000 --> 00:02:47.000]  欺西加作猶大王的時候
[00:02:47.000 --> 00:02:49.000]  阿摩斯的兒子以賽亞見異象
[00:02:49.000 --> 00:02:52.000]  論到猶大和耶路撒冷
[00:02:52.000 --> 00:02:55.000]  剛才我說12個支派
[00:02:55.000 --> 00:02:57.000]  神責給以色列
[00:02:57.000 --> 00:02:59.000]  天要聽 地則耳要聽
[00:02:59.000 --> 00:03:01.000]  因為耶和華說
[00:03:01.000 --> 00:03:03.000]  我養育兒女 將他們養大
[00:03:03.000 --> 00:03:05.000]  他們竟叛逆我
[00:03:05.000 --> 00:03:09.000]  牛認識主人 雷認識主人的草
[00:03:09.000 --> 00:03:11.000]  以色列卻不認識 我的民卻不明白
[00:03:11.000 --> 00:03:15.000]  禍災犯罪的國民 擔當罪孽的百姓
[00:03:15.000 --> 00:03:17.000]  恨惡的族類 敗壞的兒女
[00:03:17.000 --> 00:03:19.000]  他們離棄耶和華
[00:03:19.000 --> 00:03:21.000]  藐視以色列的聖者
[00:03:21.000 --> 00:03:23.000]  背向他 如他疏遠
[00:03:23.000 --> 00:03:28.000]  我們來看看這段經文
[00:03:28.000 --> 00:03:31.000]  我會分拆成不同的段
[00:03:31.000 --> 00:03:35.000]  第一個是為父的心腸
[00:03:35.000 --> 00:03:37.000]  以色列的聖者
[00:03:37.000 --> 00:03:39.000]  也是我們所相信的耶和華
[00:03:39.000 --> 00:03:41.000]  究竟他是怎樣看的呢
[00:03:41.000 --> 00:03:45.000]  這段是說
[00:03:45.000 --> 00:03:49.000]  以翠艾才看到異象
[00:03:49.000 --> 00:03:51.000]  所以他就要說
[00:03:51.000 --> 00:03:53.000]  二節是天要聽 地則耳要聽
[00:03:53.000 --> 00:03:57.000]  當這些以色列人
[00:03:57.000 --> 00:03:59.000]  不聽上帝的話
[00:03:59.000 --> 00:04:01.000]  但上帝仍然宣講
[00:04:01.000 --> 00:04:07.000]  天和地都要作見證
[00:04:07.000 --> 00:04:09.000]  有誰那麼厲害
[00:04:09.000 --> 00:04:11.000]  除了上帝
[00:04:11.000 --> 00:04:13.000]  這裡用了一種手法
[00:04:13.000 --> 00:04:15.000]  就是天和地都要聽
[00:04:15.000 --> 00:04:17.000]  這個創造主
[00:04:17.000 --> 00:04:19.000]  接著這個父親的心情是怎樣呢
[00:04:19.000 --> 00:04:21.000]  上帝的心情是怎樣呢
[00:04:21.000 --> 00:04:23.000]  他說我養育他們
