
[00:00:00.000 --> 00:00:04.040]  今天我講到耶穌行神蹟的作用
[00:00:04.040 --> 00:00:06.400]  我忘記拿出資料
[00:00:06.400 --> 00:00:08.700]  行神蹟的作用
[00:00:08.700 --> 00:00:11.500]  神蹟是否有大和小?
[00:00:11.500 --> 00:00:13.940]  我不知道,大家怎麼想
[00:00:13.940 --> 00:00:16.780]  上一次TGIF審判時
[00:00:16.780 --> 00:00:20.800]  見證很大,多有神蹟
[00:00:20.800 --> 00:00:23.240]  是很大
[00:00:23.240 --> 00:00:26.480]  其實你們也不少
[00:00:26.480 --> 00:00:29.880]  其實每一個人相信耶穌的時候
[00:00:29.880 --> 00:00:31.680]  這就是神蹟
[00:00:31.680 --> 00:00:33.880]  這就是榮耀上帝
[00:00:33.880 --> 00:00:36.180]  其實每一個人相信上帝
[00:00:36.180 --> 00:00:37.480]  都是大神蹟
[00:00:37.480 --> 00:00:40.080]  我們給自己掌聲
[00:00:40.080 --> 00:00:42.680]  Amen
[00:00:42.680 --> 00:00:45.280]  我們每一個人相信耶穌
[00:00:45.280 --> 00:00:47.080]  就是神蹟
[00:00:47.080 --> 00:00:49.880]  這個神蹟就是大神蹟
[00:00:49.880 --> 00:00:55.080]  但今天我講的神蹟的作用是甚麼呢?
[00:00:55.080 --> 00:00:56.480]  我們看看
[00:00:56.480 --> 00:00:58.080]  其實神蹟是一個篩
[00:00:58.080 --> 00:01:00.480]  告訴我們一個方向
[00:01:00.480 --> 00:01:02.880]  方向是指向耶穌
[00:01:02.880 --> 00:01:06.480]  指向耶穌是為了榮耀上帝
[00:01:06.480 --> 00:01:08.080]  彰顯上帝的榮耀
[00:01:08.080 --> 00:01:09.880]  更加認識祂
[00:01:09.880 --> 00:01:12.480]  但我平時講到
[00:01:12.480 --> 00:01:14.880]  都是講完才講見證
[00:01:14.880 --> 00:01:16.680]  我今天先講
[00:01:16.680 --> 00:01:18.480]  好
[00:01:18.480 --> 00:01:21.680]  其實在我信耶穌的時候
[00:01:21.680 --> 00:01:22.680]  剛剛信
[00:01:22.680 --> 00:01:24.080]  聽著,剛剛信
[00:01:24.080 --> 00:01:25.280]  這個很重要
[00:01:25.280 --> 00:01:26.880]  剛剛信耶穌的時候
[00:01:26.880 --> 00:01:28.480]  我住在觀塘
[00:01:28.480 --> 00:01:31.080]  我花沙浸的時候在花座塘
[00:01:31.080 --> 00:01:34.080]  我們那時候是租樓的
[00:01:34.080 --> 00:01:34.880]  租在月華街
[00:01:34.880 --> 00:01:36.680]  大家知不知道
[00:01:36.680 --> 00:01:38.480]  那裡不是很便宜
[00:01:38.480 --> 00:01:39.880]  一房一廳
[00:01:39.880 --> 00:01:41.680]  但都很貴
[00:01:41.680 --> 00:01:42.680]  我都很重
[00:01:42.680 --> 00:01:46.880]  後來我那時候在某大獅子銀行工作
[00:01:46.880 --> 00:01:49.880]  有些優惠的
[00:01:49.880 --> 00:01:51.680]  有些優惠的時候
[00:01:51.680 --> 00:01:53.880]  就想著
[00:01:53.880 --> 00:01:55.480]  原來他借足了
[00:01:55.480 --> 00:01:56.680]  就買了
[00:01:56.680 --> 00:01:58.680]  借出一百萬以下
[00:01:58.680 --> 00:02:00.480]  後來在長和園
[00:02:00.480 --> 00:02:01.880]  我住在觀塘
[00:02:01.880 --> 00:02:04.080]  當然不想去其他地方
[00:02:04.080 --> 00:02:06.080]  後來他九十九萬買給我們
[00:02:06.080 --> 00:02:07.680]  後來我們第二天拿錢過去
[00:02:07.680 --> 00:02:08.880]  他就說不賣給我們
[00:02:08.880 --> 00:02:10.280]  我就馬上生氣了
[00:02:10.280 --> 00:02:12.080]  什麼髒話都說出來
[00:02:12.080 --> 00:02:13.480]  我都說那時候
[00:02:13.480 --> 00:02:15.080]  剛剛信耶穌的時候
[00:02:15.080 --> 00:02:17.280]  聽清楚
[00:02:17.280 --> 00:02:18.080]  那時候
[00:02:18.080 --> 00:02:20.080]  後來回到家
[00:02:20.080 --> 00:02:21.080]  哎呀,慘了
[00:02:21.080 --> 00:02:22.480]  我講了髒話
[00:02:22.480 --> 00:02:24.480]  面對人講髒話不是很好
[00:02:24.480 --> 00:02:25.480]  跪在這裡祈禱
[00:02:25.480 --> 00:02:27.480]  求主饒恕我
[00:02:27.480 --> 00:02:28.880]  寬恕了之後
[00:02:28.880 --> 00:02:29.480]  一個多月後
[00:02:29.480 --> 00:02:32.480]  就突然重售居屋
[00:02:32.480 --> 00:02:36.480]  那個年代是17
[00:02:36.480 --> 00:02:37.880]  不是17
[00:02:37.880 --> 00:02:38.480]  07
[00:02:38.480 --> 00:02:39.480]  07
[00:02:39.480 --> 00:02:41.680]  我馬上嚇死人了
[00:02:41.680 --> 00:02:42.480]  07
[00:02:42.480 --> 00:02:46.880]  那時候重售的時候
[00:02:46.880 --> 00:02:49.280]  我就試試去白表申請
[00:02:49.280 --> 00:02:52.280]  誰知道寄回來的號碼
[00:02:52.280 --> 00:02:55.280]  就是在中間後一點點
[00:02:55.280 --> 00:02:58.280]  你說有沒有份呢?
[00:02:58.280 --> 00:02:59.280]  沒有份
[00:02:59.280 --> 00:03:01.280]  當然,這麼難
[00:03:01.280 --> 00:03:03.280]  誰知道有寄信叫我選房子
[00:03:03.280 --> 00:03:06.280]  給點掌聲上帝
[00:03:06.280 --> 00:03:09.280]  我那時候還不知道有什麼房子
[00:03:09.280 --> 00:03:11.280]  不知道在哪個地方
[00:03:11.280 --> 00:03:14.280]  後來一有選房子就馬上看
[00:03:14.280 --> 00:03:15.280]  一看慈雲山
[00:03:15.280 --> 00:03:18.280]  還要坐小巴上去
[00:03:18.280 --> 00:03:19.280]  魚翠園?
[00:03:19.280 --> 00:03:21.280]  沙田魚翠園在哪裡來的呢?
[00:03:21.280 --> 00:03:23.280]  那時候我也不知道
[00:03:23.280 --> 00:03:24.280]  後來想了想
[00:03:24.280 --> 00:03:27.280]  就說在馬威斯旁邊
[00:03:27.280 --> 00:03:30.280]  那時候很偏僻
[00:03:30.280 --> 00:03:32.280]  那我有沒有要呢?
[00:03:32.280 --> 00:03:34.280]  後來我跟
[00:03:34.280 --> 00:03:38.280]  後來沙田便宜一點
[00:03:38.280 --> 00:03:40.280]  慈雲山貴一點
[00:03:40.280 --> 00:03:41.280]  後來我就選了魚翠園
[00:03:41.280 --> 00:03:43.280]  剛剛選完魚翠園的時候
[00:03:43.280 --> 00:03:44.280]  看完房子的時候
[00:03:44.280 --> 00:03:47.280]  誰知道我們區目就轉了
[00:03:47.280 --> 00:03:49.280]  轉了我們的主任牧師
[00:03:49.280 --> 00:03:53.280]  然後主任牧師原來在都會
[00:03:53.280 --> 00:03:54.280]  都會聚會的
[00:03:54.280 --> 00:03:57.280]  他叫我們整個小組搬回來都會
[00:03:57.280 --> 00:04:00.280]  變成我們跟魚翠園很近
[00:04:00.280 --> 00:04:01.280]  我給上帝掌聲
[00:04:01.280 --> 00:04:03.280]  所以我後來就說
[00:04:03.280 --> 00:04:05.280]  順道我一定永遠服侍你
[00:04:05.280 --> 00:04:07.280]  你這麼近
[00:04:07.280 --> 00:04:08.280]  是不是?
[00:04:08.280 --> 00:04:10.280]  近到走兩步路就到了
[00:04:10.280 --> 00:04:12.280]  但是我一分享這個
[00:04:12.280 --> 00:04:14.280]  為什麼這麼少分享呢?
[00:04:14.280 --> 00:04:15.280]  因為一分享
[00:04:15.280 --> 00:04:17.280]  給我們有些人聽的時候
[00:04:17.280 --> 00:04:19.280]  你說你就好了
[00:04:19.280 --> 00:04:21.280]  上帝給你一層樓
[00:04:21.280 --> 00:04:23.280]  你知道現在的樓房有幾個
[00:04:23.280 --> 00:04:25.280]  我一層樓都沒有
[00:04:25.280 --> 00:04:27.280]  我真的變成了妒忌
[00:04:27.280 --> 00:04:29.280]  所以我說當然你會服侍
[00:04:29.280 --> 00:04:31.280]  上帝給你一層樓
[00:04:31.280 --> 00:04:35.280]  後來我就在想
[00:04:35.280 --> 00:04:37.280]  我是在榮耀上帝
[00:04:37.280 --> 00:04:39.280]  還是讓別人跌倒
[00:04:39.280 --> 00:04:43.280]  其實我有問題還是他有問題
[00:04:43.280 --> 00:04:45.280]  是榮耀上帝
[00:04:45.280 --> 00:04:47.280]  沒有理由的
[00:04:47.280 --> 00:04:48.280]  所以我在裡面
[00:04:48.280 --> 00:04:49.280]  那時候掙扎
[00:04:49.280 --> 00:04:52.280]  我那時候不敢說這麼多
[00:04:52.280 --> 00:04:53.280]  我掙扎又被人掙扎
[00:04:53.280 --> 00:04:54.280]  你就好了
[00:04:54.280 --> 00:04:55.280]  你就好了
[00:04:55.280 --> 00:04:56.280]  你知道了
[00:04:56.280 --> 00:04:58.280]  我不知道是不是跌倒
[00:04:58.280 --> 00:05:00.280]  叫人跌倒
[00:05:00.280 --> 00:05:01.280]  不過想想
[00:05:01.280 --> 00:05:03.280]  是不是他們的問題呢?
[00:05:03.280 --> 00:05:04.280]  就不知道了
[00:05:04.280 --> 00:05:06.280]  所以我們怎樣
[00:05:06.280 --> 00:05:11.280]  看我們有什麼關係和作用呢?
[00:05:11.280 --> 00:05:12.280]  神職
[00:05:12.280 --> 00:05:14.280]  我先讀這段經文
[00:05:14.280 --> 00:05:17.280]  其實這段經文是很長的
[00:05:17.280 --> 00:05:19.280]  我先看看
[00:05:19.280 --> 00:05:21.280]  22至38
[00:05:21.280 --> 00:05:23.280]  不過我今天讀這個
[00:05:23.280 --> 00:05:27.280]  只是讀神職給你聽
[00:05:27.280 --> 00:05:31.280]  馬可福音8章22至26節
[00:05:31.280 --> 00:05:33.280]  他們來到白菜大
[00:05:33.280 --> 00:05:35.280]  有人帶一個盲人來
[00:05:35.280 --> 00:05:36.280]  求耶穌摸他
[00:05:36.280 --> 00:05:38.280]  耶穌拉著盲人的手
[00:05:38.280 --> 00:05:40.280]  領他到村外
[00:05:40.280 --> 00:05:43.280]  就他脫沒在他眼睛上
[00:05:43.280 --> 00:05:45.280]  為他按手
[00:05:45.280 --> 00:05:47.280]  問他你看見什麼
[00:05:47.280 --> 00:05:48.280]  他抬頭一看說
[00:05:48.280 --> 00:05:49.280]  我看見人
[00:05:49.280 --> 00:05:51.280]  他們很像樹木
[00:05:51.280 --> 00:05:52.280]  並且行走
[00:05:52.280 --> 00:05:53.280]  隨後
[00:05:53.280 --> 00:05:56.280]  耶穌又按手在他眼睛上
[00:05:56.280 --> 00:05:57.280]  他定睛一看
[00:05:57.280 --> 00:05:58.280]  就復原了
[00:05:58.280 --> 00:06:00.280]  樣樣都看得清楚了
[00:06:00.280 --> 00:06:02.280]  耶穌打發他回家
[00:06:02.280 --> 00:06:03.280]  說
[00:06:03.280 --> 00:06:05.280]  念者村子
[00:06:05.280 --> 00:06:07.280]  你也不要進去
[00:06:07.280 --> 00:06:08.280]  我們看這個
[00:06:08.280 --> 00:06:10.280]  這就是白菜大的盲人
[00:06:10.280 --> 00:06:13.280]  白菜大就是在加里里的北部
[00:06:13.280 --> 00:06:14.280]  最頂那裡
[00:06:14.280 --> 00:06:18.280]  馬可福音是一個一個故事
[00:06:18.280 --> 00:06:19.280]  獨立的
[00:06:19.280 --> 00:06:20.280]  但是不過
[00:06:20.280 --> 00:06:22.280]  他有關係的
[00:06:22.280 --> 00:06:24.280]  他的關係是什麼呢
[00:06:24.280 --> 00:06:27.280]  這個盲人是在說什麼呢
[00:06:27.280 --> 00:06:30.280]  其實前面那兩個故事就很重要了
[00:06:30.280 --> 00:06:34.280]  一個就是門徒不明白耶穌的工作
[00:06:34.280 --> 00:06:35.280]  第二個就是
[00:06:35.280 --> 00:06:37.280]  跟著神跡之後
[00:06:37.280 --> 00:06:40.280]  就是門徒不接受耶穌的工作
[00:06:40.280 --> 00:06:42.280]  我們先看看
[00:06:42.280 --> 00:06:45.280]  不明白耶穌的工作是哪個故事
[00:06:45.280 --> 00:06:47.280]  記不記得他出餅
[00:06:47.280 --> 00:06:48.280]  餵飽四千人
